000004,0.779,Susah,Tunisia,36.17N,9.94E
1950-09-01,25.252,0.25,Susah,Tunisia,36.17N,9.94E
1950-10-01,19.965999999999998,0.324,Susah,Tunisia,36.17N,9.94E
1950-11-01,15.347999999999999,0.35600000000000004,Susah,Tunisia,36.17N,9.94E
1950-12-01,10.805,0.297,Susah,Tunisia,36.17N,9.94E
1951-01-01,10.186,0.73,Susah,Tunisia,36.17N,9.94E
1951-02-01,11.998,0.466,Susah,Tunisia,36.17N,9.94E
1951-03-01,14.284,0.43700000000000006,Susah,Tunisia,36.17N,9.94E
1951-04-01,16.089000000000002,0.604,Susah,Tunisia,36.17N,9.94E
1951-05-01,19.649,0.233,Susah,Tunisia,36.17N,9.94E
1951-06-01,25.438000000000002,0.51,Susah,Tunisia,36.17N,9.94E
1951-07-01,28.075,0.337,Susah,Tunisia,36.17N,9.94E
1951-08-01,28.876,0.26899999999999996,Susah,Tunisia,36.17N,9.94E
1951-09-01,24.91,0.344,Susah,Tunisia,36.17N,9.94E
1951-10-01,18.204,0.516,Susah,Tunisia,36.17N,9.94E
1951-11-01,15.607999999999999,0.368,Susah,Tunisia,36.17N,9.94E
1951-12-01,10.949000000000002,0.612,Susah,Tunisia,36.17N,9.94E
1952-01-01,9.059,0.363,Susah,Tunisia,36.17N,9.94E
1952-02-01,9.718,0.247,Susah,Tunisia,36.17N,9.94E
1952-03-01,15.057,0.516,Susah,Tunisia,36.17N,9.94E
1952-04-01,16.514,0.599,Susah,Tunisia,36.17N,9.94E
1952-05-01,20.013,0.213,Susah,Tunisia,36.17N,9.94E
1952-06-01,28.236,0.46299999999999997,Susah,Tunisia,36.17N,9.94E
1952-07-01,29.638,0.33899999999999997,Susah,Tunisia,36.17N,9.94E
1952-08-01,29.337,0.256,Susah,Tunisia,36.17N,9.94E
1952-09-01,26.228,0.40299999999999997,Susah,Tunisia,36.17N,9.94E
1952-10-01,21.267,0.312,Susah,Tunisia,36.17N,9.94E
1952-11-01,15.113,0.35100000000000003,Susah,Tunisia,36.17N,9.94E
1952-12-01,11.720999999999998,0.358,Susah,Tunisia,36.17N,9.94E
1953-01-01,7.9,0.31,Susah,Tunisia,36.17N,9.94E
1953-02-01,10.017000000000001,0.354,Susah,Tunisia,36.17N,9.94E
1953-03-01,11.671,0.28800000000000003,Susah,Tunisia,36.17N,9.94E
1953-04-01,17.271,0.591,Susah,Tunisia,36.17N,9.94E
1953-05-01,20.014,0.562,Susah,Tunisia,36.17N,9.94E
1953-06-01,24.393,0.317,Susah,Tunisia,36.17N,9.94E
1953-07-01,28.627,0.626,Susah,Tunisia,36.17N,9.94E
1953-08-01,26.743000000000002,0.35600000000000004,Susah,Tunisia,36.17N,9.94E
1953-09-01,25.432,0.21600000000000003,Susah,Tunisia,36.17N,9.94E
1953-10-01,20.37,0.221,Susah,Tunisia,36.17N,9.94E
1953-11-01,15.015999999999998,0.365,Susah,Tunisia,36.17N,9.94E
1953-12-01,12.94,0.5720000000000001,Susah,Tunisia,36.17N,9.94E
1954-01-01,8.969000000000003,0.433,Susah,Tunisia,36.17N,9.94E
1954-02-01,10.174,0.33899999999999997,Susah,Tunisia,36.17N,9.94E
1954-03-01,14.157,0.315,Susah,Tunisia,36.17N,9.94E
1954-04-01,15.154000000000002,0.442,Susah,Tunisia,36.17N,9.94E
1954-05-01,19.065,0.312,Susah,Tunisia,36.17N,9.94E
1954-06-01,26.088,0.429,Susah,Tunisia,36.17N,9.94E
1954-07-01,26.503,0.409,Susah,Tunisia,36.17N,9.94E
1954-08-01,26.238000000000003,0.5920000000000001,Susah,Tunisia,36.17N,9.94E
1954-09-01,25.346,0.585,Susah,Tunisia,36.17N,9.94E
1954-10-01,18.649,0.4,Susah,Tunisia,36.17N,9.94E
1954-11-01,15.414000000000001,0.523,Susah,Tunisia,36.17N,9.94E
1954-12-01,12.367,0.48100000000000004,Susah,Tunisia,36.17N,9.94E
1955-01-01,13.012,0.369,Susah,Tunisia,36.17N,9.94E
1955-02-01,13.811,0.785,Susah,Tunisia,36.17N,9.94E
1955-03-01,13.94,0.439,Susah,Tunisia,36.17N,9.94E
1955-04-01,15.018,0.396,Susah,Tunisia,36.17N,9.94E
1955-05-01,21.563000000000002,0.46,Susah,Tunisia,36.17N,9.94E
1955-06-01,25.379,0.27399999999999997,Susah,Tunisia,36.17N,9.94E
1955-07-01,29.327,0.53,Susah,Tunisia,36.17N,9.94E
1955-08-01,27.772,0.33799999999999997,Susah,Tunisia,36.17N,9.94E
1955-09-01,23.779,0.273,Susah,Tunisia,36.17N,9.94E
1955-10-01,18.945999999999998,0.444,Susah,Tunisia,36.17N,9.94E
1955-11-01,15.425999999999998,0.696,Susah,Tunisia,36.17N,9.94E
1955-12-01,13.069,0.47600000000000003,Susah,Tunisia,36.17N,9.94E
1956-01-01,11.888,0.643,Susah,Tunisia,36.17N,9.94E
1956-02-01,7.925999999999998,0.33899999999999997,Susah,Tunisia,36.17N,9.94E
1956-03-01,12.623,0.33,Susah,Tunisia,36.17N,9.94E
1956-04-01,15.968,0.27,Susah,Tunisia,36.17N,9.94E
1956-05-01,19.919,0.365,Susah,Tunisia,36.17N,9.94E
1956-06-01,23.381999999999998,0.546,Susah,Tunisia,36.17N,9.94E
1956-07-01,27.51,1.028,Susah,Tunisia,36.17N,9.94E
1956-08-01,28.617,0.467,Susah,Tunisia,36.17N,9.94E
1956-09-01,25.721,0.311,Susah,Tunisia,36.17N,9.94E
1956-10-01,18.719,0.28300000000000003,Susah,Tunisia,36.17N,9.94E
1956-11-01,13.545,0.35700000000000004,Susah,Tunisia,36.17N,9.94E
1956-12-01,10.204,0.344,Susah,Tunisia,36.17N,9.94E
1957-01-01,9.382,0.258,Susah,Tunisia,36.17N,9.94E
1957-02-01,12.948,0.985,Susah,Tunisia,36.17N,9.94E
1957-03-01,13.785,0.622,Susah,Tunisia,36.17N,9.94E
1957-04-01,15.405,0.541,Susah,Tunisia,36.17N,9.94E
1957-05-01,18.701,0.428,Susah,Tunisia,36.17N,9.94E
1957-06-01,24.813000000000002,0.7829999999999999,Susah,Tunisia,36.17N,9.94E
1957-07-01,27.257,0.585,Susah,Tunisia,36.17N,9.94E
1957-08-01,27.929000000000002,0.852,Susah,Tunisia,36.17N,9.94E
1957-09-01,24.066999999999997,0.494,Susah,Tunisia,36.17N,9.94E
1957-10-01,19.673,0.517,Susah,Tunisia,36.17N,9.94E
1957-11-01,14.892,0.475,Susah,Tunisia,36.17N,9.94E
1957-12-01,10.47,0.23399999999999999,Susah,Tunisia,36.17N,9.94E
1958-01-01,9.737,0.255,Susah,Tunisia,36.17N,9.94E
1958-02-01,12.043,0.42100000000000004,Susah,Tunisia,36.17N,9.94E
1958-03-01,13.505999999999998,0.18,Susah,Tunisia,36.17N,9.94E
1958-04-01,14.611999999999998,0.685,Susah,Tunisia,36.17N,9.94E
1958-05-01,21.119,0.46299999999999997,Susah,Tunisia,36.17N,9.94E
1958-06-01,25.255,0.35200000000000004,Susah,Tunisia,36.17N,9.94E
1958-07-01,27.349,0.46399999999999997,Susah,Tunisia,36.17N,9.94E
1958-08-01,28.436,0.516,Susah,Tunisia,36.17N,9.94E
1958-09-01,24.804,0.17300000000000001,Susah,Tunisia,36.17N,9.94E
1958-10-01,20.266,0.374,Susah,Tunisia,36.17N,9.94E
1958-11-01,14.797,0.225,Susah,Tunisia,36.17N,9.94E
1958-12-01,12.897,0.251,Susah,Tunisia,36.17N,9.94E
1959-01-01,10.292,0.415,Susah,Tunisia,36.17N,9.94E
1959-02-01,11.015,0.23600000000000002,Susah,Tunisia,36.17N,9.94E
1959-03-01,14.683,0.475,Susah,Tunisia,36.17N,9.94E
1959-04-01,15.501,0.545,Susah,Tunisia,36.17N,9.94E
1959-05-01,19.657,0.40700000000000003,Susah,Tunisia,36.17N,9.94E
1959-06-01,24.14,0.431,Susah,Tunisia,36.17N,9.94E
1959-07-01,27.523000000000003,0.369,Susah,Tunisia,36.17N,9.94E
1959-08-01,27.627,0.237,Susah,Tunisia,36.17N,9.94E
1959-09-01,25.811999999999998,0.306,Susah,Tunisia,36.17N,9.94E
1959-10-01,18.866,0.35100000000000003,Susah,Tunisia,36.17N,9.94E
1959-11-01,14.639,0.218,Susah,Tunisia,36.17N,9.94E
1959-12-01,11.691,0.302,Susah,Tunisia,36.17N,9.94E
1960-01-01,10.5,0.435,Susah,Tunisia,36.17N,9.94E
1960-02-01,13.463,0.629,Susah,Tunisia,36.17N,9.94E
1960-03-01,14.3,0.142,Susah,Tunisia,36.17N,9.94E
1960-04-01,15.029000000000002,0.5920000000000001,Susah,Tunisia,36.17N,9.94E
1960-05-01,20.566,0.639,Susah,Tunisia,36.17N,9.94E
1960-06-01,25.234,0.555,Susah,Tunisia,36.17N,9.94E
1960-07-01,27.596,0.371,Susah,Tunisia,36.17N,9.94E
1960-08-01,28.546,0.513,Susah,Tunisia,36.17N,9.94E
1960-09-01,23.839,0.17800000000000002,Susah,Tunisia,36.17N,9.94E
1960-10-01,20.971,0.313,Susah,Tunisia,36.17N,9.94E
1960-11-01,16.768,0.42100000000000004,Susah,Tunisia,36.17N,9.94E
1960-12-01,10.987,0.262,Susah,Tunisia,36.17N,9.94E
1961-01-01,9.995,0.667,Susah,Tunisia,36.17N,9.94E
1961-02-01,11.598,0.259,Susah,Tunisia,36.17N,9.94E
1961-03-01,13.057,0.326,Susah,Tunisia,36.17N,9.94E
1961-04-01,17.805999999999994,0.354,Susah,Tunisia,36.17N,9.94E
1961-05-01,21.562,0.41,Susah,Tunisia,36.17N,9.94E
1961-06-01,25.053,0.626,Susah,Tunisia,36.17N,9.94E
1961-07-01,28.048000000000002,0.386,Susah,Tunisia,36.17N,9.94E
1961-08-01,26.957,0.268,Susah,Tunisia,36.17N,9.94E
1961-09-01,25.368,0.308,Susah,Tunisia,36.17N,9.94E
1961-10-01,19.791,0.42,Susah,Tunisia,36.17N,9.94E
1961-11-01,16.392,0.4,Susah,Tunisia,36.17N,9.94E
1961-12-01,12.503,0.262,Susah,Tunisia,36.17N,9.94E
1962-01-01,11.427,0.423,Susah,Tunisia,36.17N,9.94E
1962-02-01,10.311,0.46399999999999997,Susah,Tunisia,36.17N,9.94E
1962-03-01,13.732999999999999,0.48700000000000004,Susah,Tunisia,36.17N,9.94E
1962-04-01,16.047,0.307,Susah,Tunisia,36.17N,9.94E
1962-05-01,20.491,0.478,Susah,Tunisia,36.17N,9.94E
1962-06-01,23.718000000000004,0.551,Susah,Tunisia,36.17N,9.94E
1962-07-01,28.343000000000004,0.386,Susah,Tunisia,36.17N,9.94E
1962-08-01,27.632,0.262,Susah,Tunisia,36.17N,9.94E
1962-09-01,25.283,0.35200000000000004,Susah,Tunisia,36.17N,9.94E
1962-10-01,20.36,0.396,Susah,Tunisia,36.17N,9.94E
1962-11-01,14.003,0.326,Susah,Tunisia,36.17N,9.94E
1962-12-01,10.357999999999999,0.34,Susah,Tunisia,36.17N,9.94E
1963-01-01,10.399,0.37,Susah,Tunisia,36.17N,9.94E
1963-02-01,10.455,0.302,Susah,Tunisia,36.17N,9.94E
1963-03-01,12.581,0.179,Susah,Tunisia,36.17N,9.94E
1963-04-01,15.76,0.278,Susah,Tunisia,36.17N,9.94E
1963-05-01,18.219,0.428,Susah,Tunisia,36.17N,9.94E
1963-06-01,24.318,0.315,Susah,Tunisia,36.17N,9.94E
1963-07-01,28.729,0.36,Susah,Tunisia,36.17N,9.94E
1963-08-01,28.58,0.33799999999999997,Susah,Tunisia,36.17N,9.94E
1963-09-01,24.375999999999998,0.3,Susah,Tunisia,36.17N,9.94E
1963-10-01,18.004,0.39899999999999997,Susah,Tunisia,36.17N,9.94E
1963-11-01,17.282,0.34700000000000003,Susah,Tunisia,36.17N,9.94E
1963-12-01,13.549000000000001,0.36700000000000005,Susah,Tunisia,36.17N,9.94E
1964-01-01,9.865,0.39,Susah,Tunisia,36.17N,9.94E
1964-02-01,11.886,0.191,Susah,Tunisia,36.17N,9.94E
1964-03-01,14.65,0.315,Susah,Tunisia,36.17N,9.94E
1964-04-01,15.586,0.415,Susah,Tunisia,36.17N,9.94E
1964-05-01,20.935,0.414,Susah,Tunisia,36.17N,9.94E
1964-06-01,25.473000000000003,0.34600000000000003,Susah,Tunisia,36.17N,9.94E
1964-07-01,27.951,0.846,Susah,Tunisia,36.17N,9.94E
1964-08-01,27.169,0.731,Susah,Tunisia,36.17N,9.94E
1964-09-01,24.113000000000003,0.40299999999999997,Susah,Tunisia,36.17N,9.94E
1964-10-01,19.336,0.49,Susah,Tunisia,36.17N,9.94E
1964-11-01,15.401,0.12,Susah,Tunisia,36.17N,9.94E
1964-12-01,10.747,0.306,Susah,Tunisia,36.17N,9.94E
1965-01-01,9.988,0.402,Susah,Tunisia,36.17N,9.94E
1965-02-01,8.991999999999997,0.28800000000000003,Susah,Tunisia,36.17N,9.94E
1965-03-01,12.969000000000001,0.484,Susah,Tunisia,36.17N,9.94E
1965-04-01,14.521999999999998,0.261,Susah,Tunisia,36.17N,9.94E
1965-05-01,19.943,0.509,Susah,Tunisia,36.17N,9.94E
1965-06-01,24.913,0.47,Susah,Tunisia,36.17N,9.94E
1965-07-01,29.858,0.34600000000000003,Susah,Tunisia,36.17N,9.94E
1965-08-01,27.293000000000003,0.384,Susah,Tunisia,36.17N,9.94E
1965-09-01,23.406,0.613,Susah,Tunisia,36.17N,9.94E
1965-10-01,20.96,0.36,Susah,Tunisia,36.17N,9.94E
1965-11-01,16.113,0.401,Susah,Tunisia,36.17N,9.94E
1965-12-01,12.450999999999999,0.326,Susah,Tunisia,36.17N,9.94E
1966-01-01,11.788,0.348,Susah,Tunisia,36.17N,9.94E
1966-02-01,14.063,0.37799999999999995,Susah,Tunisia,36.17N,9.94E
1966-03-01,12.16,0.40299999999999997,Susah,Tunisia,36.17N,9.94E
1966-04-01,16.698999999999998,0.361,Susah,Tunisia,36.17N,9.94E
1966-05-01,19.584,0.261,Susah,Tunisia,36.17N,9.94E
1966-06-01,25.232,0.375,Susah,Tunisia,36.17N,9.94E
1966-07-01,27.483,0.239,Susah,Tunisia,36.17N,9.94E
1966-08-01,27.935,0.223,Susah,Tunisia,36.17N,9.94E
1966-09-01,24.103,0.254,Susah,Tunisia,36.17N,9.94E
1966-10-01,20.631,0.522,Susah,Tunisia,36.17N,9.94E
1966-11-01,13.672,0.22399999999999998,Susah,Tunisia,36.17N,9.94E
1966-12-01,10.732999999999999,0.267,Susah,Tunisia,36.17N,9.94E
1967-01-01,9.466,0.34299999999999997,Susah,Tunisia,36.17N,9.94E
1967-02-01,11.614999999999998,0.48700000000000004,Susah,Tunisia,36.17N,9.94E
1967-03-01,13.634,0.445,Susah,Tunisia,36.17N,9.94E
1967-04-01,16.029999999999998,0.419,Susah,Tunisia,36.17N,9.94E
1967-05-01,20.956,0.387,Susah,Tunisia,36.17N,9.94E
1967-06-01,23.078000000000003,0.456,Susah,Tunisia,36.17N,9.94E
1967-07-01,28.017,0.318,Susah,Tunisia,36.17N,9.94E
1967-08-01,28.843000000000004,0.33799999999999997,Susah,Tunisia,36.17N,9.94E
1967-09-01,24.212,0.36700000000000005,Susah,Tunisia,36.17N,9.94E
1967-10-01,20.947,0.319,Susah,Tunisia,36.17N,9.94E
1967-11-01,16.713,0.35700000000000004,Susah,Tunisia,36.17N,9.94E
1967-12-01,10.277000000000001,0.23800000000000002,Susah,Tunisia,36.17N,9.94E
1968-01-01,9.799,0.265,Susah,Tunisia,36.17N,9.94E
1968-02-01,12.199000000000002,0.374,Susah,Tunisia,36.17N,9.94E
1968-03-01,12.959000000000001,0.406,Susah,Tunisia,36.17N,9.94E
1968-04-01,16.765,0.381,Susah,Tunisia,36.17N,9.94E
1968-05-01,21.056,0.209,Susah,Tunisia,36.17N,9.94E
1968-06-01,23.886999999999997,0.4,Susah,Tunisia,36.17N,9.94E
1968-07-01,27.975,0.82,Susah,Tunisia,36.17N,9.94E
1968-08-01,27.371,0.15,Susah,Tunisia,36.17N,9.94E
1968-09-01,24.475,0.21,Susah,Tunisia,36.17N,9.94E
1968-10-01,19.439,0.5489999999999999,Susah,Tunisia,36.17N,9.94E
1968-11-01,16.077,0.20800000000000002,Susah,Tunisia,36.17N,9.94E
1968-12-01,12.081,0.313,Susah,Tunisia,36.17N,9.94E
1969-01-01,10.422,0.32,Susah,Tunisia,36.17N,9.94E
1969-02-01,11.38,0.465,Susah,Tunisia,36.17N,9.94E
1969-03-01,14.003,0.35700000000000004,Susah,Tunisia,36.17N,9.94E
1969-04-01,15.837,0.419,Susah,Tunisia,36.17N,9.94E
1969-05-01,21.401,0.41200000000000003,Susah,Tunisia,36.17N,9.94E
1969-06-01,23.302,0.327,Susah,Tunisia,36.17N,9.94E
1969-07-01,26.08,0.295,Susah,Tunisia,36.17N,9.94E
1969-08-01,27.261999999999997,0.41,Susah,Tunisia,36.17N,9.94E
1969-09-01,23.94,0.5539999999999999,Susah,Tunisia,36.17N,9.94E
1969-10-01,19.205,0.359,Susah,Tunisia,36.17N,9.94E
1969-11-01,16.044,0.55,Susah,Tunisia,36.17N,9.94E
1969-12-01,9.808,0.366,Susah,Tunisia,36.17N,9.94E
1970-01-01,11.661,0.414,Susah,Tunisia,36.17N,9.94E
1970-02-01,11.595,0.354,Susah,Tunisia,36.17N,9.94E
1970-03-01,12.927,0.26899999999999996,Susah,Tunisia,36.17N,9.94E
1970-04-01,15.511,0.321,Susah,Tunisia,36.17N,9.94E
1970-05-01,18.905,0.33399999999999996,Susah,Tunisia,36.17N,9.94E
1970-06-01,24.973000000000003,0.34,Susah,Tunisia,36.17N,9.94E
1970-07-01,27.166,0.355,Susah,Tunisia,36.17N,9.94E
1970-08-01,28.6,0.511,Susah,Tunisia,36.17N,9.94E
1970-09-01,25.123,0.488,Susah,Tunisia,36.17N,9.94E
1970-10-01,18.855999999999998,0.423,Susah,Tunisia,36.17N,9.94E
1970-11-01,15.245,0.38799999999999996,Susah,Tunisia,36.17N,9.94E
1970-12-01,11.523,0.6509999999999999,Susah,Tunisia,36.17N,9.94E
1971-01-01,10.415,0.321,Susah,Tunisia,36.17N,9.94E
1971-02-01,10.758,0.175,Susah,Tunisia,36.17N,9.94E
1971-03-01,11.64,0.11599999999999999,Susah,Tunisia,36.17N,9.94E
1971-04-01,16.625999999999998,0.301,Susah,Tunisia,36.17N,9.94E
1971-05-01,20.038,0.26,Susah,Tunisia,36.17N,9.94E
1971-06-01,24.493000000000002,0.401,Susah,Tunisia,36.17N,9.94E
1971-07-01,27.498,0.33299999999999996,Susah,Tunisia,36.17N,9.94E
1971-08-01,29.708000000000002,0.355,Susah,Tunisia,36.17N,9.94E
1971-09-01,24.168000000000003,0.245,Susah,Tunisia,36.17N,9.94E
1971-10-01,18.597,0.183,Susah,Tunisia,36.17N,9.94E
1971-11-01,13.595,0.27899999999999997,Susah,Tunisia,36.17N,9.94E
1971-12-01,10.803,0.33799999999999997,Susah,Tunisia,36.17N,9.94E
1972-01-01,9.942,0.33299999999999996,Susah,Tunisia,36.17N,9.94E
1972-02-01,12.008,0.20800000000000002,Susah,Tunisia,36.17N,9.94E
1972-03-01,14.347999999999999,0.239,Susah,Tunisia,36.17N,9.94E
1972-04-01,14.903,0.23,Susah,Tunisia,36.17N,9.94E
1972-05-01,18.807000000000002,0.192,Susah,Tunisia,36.17N,9.94E
1972-06-01,24.704,0.485,Susah,Tunisia,36.17N,9.94E
1972-07-01,27.079,0.253,Susah,Tunisia,36.17N,9.94E
1972-08-01,26.344,0.366,Susah,Tunisia,36.17N,9.94E
1972-09-01,23.627,0.28800000000000003,Susah,Tunisia,36.17N,9.94E
1972-10-01,18.428,0.342,Susah,Tunisia,36.17N,9.94E
1972-11-01,15.793,0.222,Susah,Tunisia,36.17N,9.94E
1972-12-01,11.083,0.503,Susah,Tunisia,36.17N,9.94E
1973-01-01,10.345999999999998,0.252,Susah,Tunisia,36.17N,9.94E
1973-02-01,9.925999999999998,0.18899999999999997,Susah,Tunisia,36.17N,9.94E
1973-03-01,11.217,0.322,Susah,Tunisia,36.17N,9.94E
1973-04-01,14.53,0.297,Susah,Tunisia,36.17N,9.94E
1973-05-01,20.921,0.5379999999999999,Susah,Tunisia,36.17N,9.94E
1973-06-01,25.373,0.278,Susah,Tunisia,36.17N,9.94E
1973-07-01,29.19,0.451,Susah,Tunisia,36.17N,9.94E
1973-08-01,27.943,0.185,Susah,Tunisia,36.17N,9.94E
1973-09-01,25.614,0.271,Susah,Tunisia,36.17N,9.94E
1973-10-01,20.508000000000003,0.484,Susah,Tunisia,36.17N,9.94E
1973-11-01,14.663,0.377,Susah,Tunisia,36.17N,9.94E
1973-12-01,11.37,0.289,Susah,Tunisia,36.17N,9.94E
1974-01-01,11.264,0.239,Susah,Tunisia,36.17N,9.94E
1974-02-01,11.479000000000001,0.305,Susah,Tunisia,36.17N,9.94E
1974-03-01,13.779000000000002,0.177,Susah,Tunisia,36.17N,9.94E
1974-04-01,15.027000000000001,0.382,Susah,Tunisia,36.17N,9.94E
1974-05-01,20.872,0.611,Susah,Tunisia,36.17N,9.94E
1974-06-01,25.160999999999998,0.316,Susah,Tunisia,36.17N,9.94E
1974-07-01,26.891,0.23399999999999999,Susah,Tunisia,36.17N,9.94E
1974-08-01,27.222,0.33899999999999997,Susah,Tunisia,36.17N,9.94E
1974-09-01,24.649,0.135,Susah,Tunisia,36.17N,9.94E
1974-10-01,17.711,0.322,Susah,Tunisia,36.17N,9.94E
1974-11-01,13.714,0.379,Susah,Tunisia,36.17N,9.94E
1974-12-01,11.074000000000002,0.348,Susah,Tunisia,36.17N,9.94E
1975-01-01,10.749,0.314,Susah,Tunisia,36.17N,9.94E
1975-02-01,10.787999999999998,0.326,Susah,Tunisia,36.17N,9.94E
1975-03-01,12.812000000000001,0.195,Susah,Tunisia,36.17N,9.94E
1975-04-01,15.018999999999998,0.22699999999999998,Susah,Tunisia,36.17N,9.94E
1975-05-01,19.649,0.3,Susah,Tunisia,36.17N,9.94E
1975-06-01,23.776,0.285,Susah,Tunisia,36.17N,9.94E
1975-07-01,27.692,0.445,Susah,Tunisia,36.17N,9.94E
1975-08-01,27.347,0.5770000000000001,Susah,Tunisia,36.17N,9.94E
1975-09-01,25.691999999999997,0.33799999999999997,Susah,Tunisia,36.17N,9.94E
1975-10-01,19.17,0.259,Susah,Tunisia,36.17N,9.94E
1975-11-01,14.445,0.14,Susah,Tunisia,36.17N,9.94E
1975-12-01,11.698,0.217,Susah,Tunisia,36.17N,9.94E
1976-01-01,10.052999999999999,0.36200000000000004,Susah,Tunisia,36.17N,9.94E
1976-02-01,10.715,0.17300000000000001,Susah,Tunisia,36.17N,9.94E
1976-03-01,12.147,0.233,Susah,Tunisia,36.17N,9.94E
1976-04-01,14.845999999999998,0.27399999999999997,Susah,Tunisia,36.17N,9.94E
1976-05-01,19.594,0.358,Susah,Tunisia,36.17N,9.94E
1976-06-01,24.127,0.418,Susah,Tunisia,36.17N,9.94E
1976-07-01,27.516,0.644,Susah,Tunisia,36.17N,9.94E
1976-08-01,27.34,0.26899999999999996,Susah,Tunisia,36.17N,9.94E
1976-09-01,23.56,0.23399999999999999,Susah,Tunisia,36.17N,9.94E
1976-10-01,19.539,0.32899999999999996,Susah,Tunisia,36.17N,9.94E
1976-11-01,13.222,0.107,Susah,Tunisia,36.17N,9.94E
1976-12-01,11.819,0.303,Susah,Tunisia,36.17N,9.94E
1977-01-01,11.693,0.375,Susah,Tunisia,36.17N,9.94E
1977-02-01,13.382,0.228,Susah,Tunisia,36.17N,9.94E
1977-03-01,14.939,0.22899999999999998,Susah,Tunisia,36.17N,9.94E
1977-04-01,16.372999999999998,0.17,Susah,Tunisia,36.17N,9.94E
1977-05-01,20.446,0.214,Susah,Tunisia,36.17N,9.94E
1977-06-01,24.075,0.35,Susah,Tunisia,36.17N,9.94E
1977-07-01,28.306,0.39399999999999996,Susah,Tunisia,36.17N,9.94E
1977-08-01,27.394000000000002,0.318,Susah,Tunisia,36.17N,9.94E
1977-09-01,23.160999999999998,0.28300000000000003,Susah,Tunisia,36.17N,9.94E
1977-10-01,20.343,0.23199999999999998,Susah,Tunisia,36.17N,9.94E
1977-11-01,15.932,0.193,Susah,Tunisia,36.17N,9.94E
1977-12-01,11.817,0.42700000000000005,Susah,Tunisia,36.17N,9.94E
1978-01-01,9.521,0.396,Susah,Tunisia,36.17N,9.94E
1978-02-01,12.827,0.342,Susah,Tunisia,36.17N,9.94E
1978-03-01,13.467,0.22399999999999998,Susah,Tunisia,36.17N,9.94E
1978-04-01,15.54,0.243,Susah,Tunisia,36.17N,9.94E
1978-05-01,19.91,0.187,Susah,Tunisia,36.17N,9.94E
1978-06-01,24.497,0.252,Susah,Tunisia,36.17N,9.94E
1978-07-01,27.167,0.4,Susah,Tunisia,36.17N,9.94E
1978-08-01,27.448,0.212,Susah,Tunisia,36.17N,9.94E
1978-09-01,23.909000000000002,0.207,Susah,Tunisia,36.17N,9.94E
1978-10-01,17.733,0.252,Susah,Tunisia,36.17N,9.94E
1978-11-01,13.307,0.322,Susah,Tunisia,36.17N,9.94E
1978-12-01,13.185,0.465,Susah,Tunisia,36.17N,9.94E
1979-01-01,11.959000000000001,0.4,Susah,Tunisia,36.17N,9.94E
1979-02-01,12.6,0.401,Susah,Tunisia,36.17N,9.94E
1979-03-01,14.017999999999999,0.254,Susah,Tunisia,36.17N,9.94E
1979-04-01,14.493,0.379,Susah,Tunisia,36.17N,9.94E
1979-05-01,19.651,0.36700000000000005,Susah,Tunisia,36.17N,9.94E
1979-06-01,25.71,0.239,Susah,Tunisia,36.17N,9.94E
1979-07-01,28.06,0.27899999999999997,Susah,Tunisia,36.17N,9.94E
1979-08-01,27.911,0.301,Susah,Tunisia,36.17N,9.94E
1979-09-01,23.123,0.179,Susah,Tunisia,36.17N,9.94E
1979-10-01,20.352,0.242,Susah,Tunisia,36.17N,9.94E
1979-11-01,13.270999999999999,0.271,Susah,Tunisia,36.17N,9.94E
1979-12-01,11.866,0.345,Susah,Tunisia,36.17N,9.94E
1980-01-01,10.32,0.26,Susah,Tunisia,36.17N,9.94E
1980-02-01,11.809000000000001,0.22399999999999998,Susah,Tunisia,36.17N,9.94E
1980-03-01,13.255999999999998,0.223,Susah,Tunisia,36.17N,9.94E
1980-04-01,14.12,0.22699999999999998,Susah,Tunisia,36.17N,9.94E
1980-05-01,18.595,0.252,Susah,Tunisia,36.17N,9.94E
1980-06-01,24.279,0.43799999999999994,Susah,Tunisia,36.17N,9.94E
1980-07-01,26.441999999999997,0.46299999999999997,Susah,Tunisia,36.17N,9.94E
1980-08-01,27.878,0.366,Susah,Tunisia,36.17N,9.94E
1980-09-01,24.66,0.2,Susah,Tunisia,36.17N,9.94E
1980-10-01,19.160999999999998,0.214,Susah,Tunisia,36.17N,9.94E
1980-11-01,15.699000000000002,0.228,Susah,Tunisia,36.17N,9.94E
1980-12-01,9.259,0.23800000000000002,Susah,Tunisia,36.17N,9.94E
1981-01-01,8.576,0.40399999999999997,Susah,Tunisia,36.17N,9.94E
1981-02-01,10.359000000000002,0.256,Susah,Tunisia,36.17N,9.94E
1981-03-01,14.735,0.39299999999999996,Susah,Tunisia,36.17N,9.94E
1981-04-01,17.186,0.368,Susah,Tunisia,36.17N,9.94E
1981-05-01,20.726,0.289,Susah,Tunisia,36.17N,9.94E
1981-06-01,25.229,0.391,Susah,Tunisia,36.17N,9.94E
1981-07-01,26.954,0.578,Susah,Tunisia,36.17N,9.94E
1981-08-01,27.346,0.307,Susah,Tunisia,36.17N,9.94E
1981-09-01,25.184,0.268,Susah,Tunisia,36.17N,9.94E
1981-10-01,21.291,0.28,Susah,Tunisia,36.17N,9.94E
1981-11-01,14.125,0.309,Susah,Tunisia,36.17N,9.94E
