00000002,3.29,Nefteyugansk,Russia,61.88N,73.02E
1903-06-01,9.541,1.683,Nefteyugansk,Russia,61.88N,73.02E
1903-07-01,16.046,0.5770000000000001,Nefteyugansk,Russia,61.88N,73.02E
1903-08-01,13.093,0.603,Nefteyugansk,Russia,61.88N,73.02E
1903-09-01,6.93,0.807,Nefteyugansk,Russia,61.88N,73.02E
1903-10-01,-4.244,0.444,Nefteyugansk,Russia,61.88N,73.02E
1903-11-01,-12.581,1.4280000000000002,Nefteyugansk,Russia,61.88N,73.02E
1903-12-01,-19.875,0.752,Nefteyugansk,Russia,61.88N,73.02E
1904-01-01,-19.269,1.633,Nefteyugansk,Russia,61.88N,73.02E
1904-02-01,-23.383000000000003,2.4090000000000003,Nefteyugansk,Russia,61.88N,73.02E
1904-03-01,-10.441,0.8540000000000001,Nefteyugansk,Russia,61.88N,73.02E
1904-04-01,-3.417,0.655,Nefteyugansk,Russia,61.88N,73.02E
1904-05-01,6.7860000000000005,0.7659999999999999,Nefteyugansk,Russia,61.88N,73.02E
1904-06-01,13.872,0.601,Nefteyugansk,Russia,61.88N,73.02E
1904-07-01,16.687,0.46,Nefteyugansk,Russia,61.88N,73.02E
1904-08-01,15.082,0.5329999999999999,Nefteyugansk,Russia,61.88N,73.02E
1904-09-01,6.13,0.433,Nefteyugansk,Russia,61.88N,73.02E
1904-10-01,0.25,0.629,Nefteyugansk,Russia,61.88N,73.02E
1904-11-01,-9.957,0.8029999999999999,Nefteyugansk,Russia,61.88N,73.02E
1904-12-01,-21.293000000000003,1.107,Nefteyugansk,Russia,61.88N,73.02E
1905-01-01,-23.122000000000003,1.113,Nefteyugansk,Russia,61.88N,73.02E
1905-02-01,-16.808,1.585,Nefteyugansk,Russia,61.88N,73.02E
1905-03-01,-13.873,1.034,Nefteyugansk,Russia,61.88N,73.02E
1905-04-01,-6.109,0.465,Nefteyugansk,Russia,61.88N,73.02E
1905-05-01,3.944,1.124,Nefteyugansk,Russia,61.88N,73.02E
1905-06-01,9.401,1.777,Nefteyugansk,Russia,61.88N,73.02E
1905-07-01,16.832,0.465,Nefteyugansk,Russia,61.88N,73.02E
1905-08-01,13.370999999999999,1.3259999999999998,Nefteyugansk,Russia,61.88N,73.02E
1905-09-01,8.327,0.605,Nefteyugansk,Russia,61.88N,73.02E
1905-10-01,-1.119,0.604,Nefteyugansk,Russia,61.88N,73.02E
1905-11-01,-11.489,0.852,Nefteyugansk,Russia,61.88N,73.02E
1905-12-01,-17.593,1.238,Nefteyugansk,Russia,61.88N,73.02E
1906-01-01,-27.454,1.381,Nefteyugansk,Russia,61.88N,73.02E
1906-02-01,-21.345,0.6559999999999999,Nefteyugansk,Russia,61.88N,73.02E
1906-03-01,-9.522,1.185,Nefteyugansk,Russia,61.88N,73.02E
1906-04-01,-2.056,1.072,Nefteyugansk,Russia,61.88N,73.02E
1906-05-01,3.944,1.061,Nefteyugansk,Russia,61.88N,73.02E
1906-06-01,13.396999999999998,0.647,Nefteyugansk,Russia,61.88N,73.02E
1906-07-01,15.315,0.7659999999999999,Nefteyugansk,Russia,61.88N,73.02E
1906-08-01,16.034000000000002,0.45,Nefteyugansk,Russia,61.88N,73.02E
1906-09-01,6.707999999999999,0.34700000000000003,Nefteyugansk,Russia,61.88N,73.02E
1906-10-01,-1.74,0.322,Nefteyugansk,Russia,61.88N,73.02E
1906-11-01,-14.879000000000001,2.066,Nefteyugansk,Russia,61.88N,73.02E
1906-12-01,-15.72,1.176,Nefteyugansk,Russia,61.88N,73.02E
1907-01-01,-28.092,1.212,Nefteyugansk,Russia,61.88N,73.02E
1907-02-01,-17.461,0.6579999999999999,Nefteyugansk,Russia,61.88N,73.02E
1907-03-01,-8.289,1.105,Nefteyugansk,Russia,61.88N,73.02E
1907-04-01,-0.2970000000000001,0.7909999999999999,Nefteyugansk,Russia,61.88N,73.02E
1907-05-01,2.404,0.606,Nefteyugansk,Russia,61.88N,73.02E
1907-06-01,9.873,0.9690000000000001,Nefteyugansk,Russia,61.88N,73.02E
1907-07-01,16.078,1.1840000000000002,Nefteyugansk,Russia,61.88N,73.02E
1907-08-01,16.930999999999997,0.534,Nefteyugansk,Russia,61.88N,73.02E
1907-09-01,9.571,0.711,Nefteyugansk,Russia,61.88N,73.02E
1907-10-01,-4.38,0.799,Nefteyugansk,Russia,61.88N,73.02E
1907-11-01,-17.429000000000002,0.777,Nefteyugansk,Russia,61.88N,73.02E
1907-12-01,-26.67,2.18,Nefteyugansk,Russia,61.88N,73.02E
1908-01-01,-26.421999999999997,1.088,Nefteyugansk,Russia,61.88N,73.02E
1908-02-01,-17.134999999999998,0.5479999999999999,Nefteyugansk,Russia,61.88N,73.02E
1908-03-01,-18.072,1.912,Nefteyugansk,Russia,61.88N,73.02E
1908-04-01,-3.83,0.428,Nefteyugansk,Russia,61.88N,73.02E
1908-05-01,5.6110000000000015,0.723,Nefteyugansk,Russia,61.88N,73.02E
1908-06-01,11.582999999999998,0.8140000000000001,Nefteyugansk,Russia,61.88N,73.02E
1908-07-01,15.293,0.77,Nefteyugansk,Russia,61.88N,73.02E
1908-08-01,14.739,0.746,Nefteyugansk,Russia,61.88N,73.02E
1908-09-01,7.308,0.318,Nefteyugansk,Russia,61.88N,73.02E
1908-10-01,-3.905,0.409,Nefteyugansk,Russia,61.88N,73.02E
1908-11-01,-14.979000000000001,0.637,Nefteyugansk,Russia,61.88N,73.02E
1908-12-01,-25.491,2.339,Nefteyugansk,Russia,61.88N,73.02E
1909-01-01,-25.427000000000003,1.86,Nefteyugansk,Russia,61.88N,73.02E
1909-02-01,-16.296,0.845,Nefteyugansk,Russia,61.88N,73.02E
1909-03-01,-15.607999999999999,1.125,Nefteyugansk,Russia,61.88N,73.02E
1909-04-01,-5.656000000000001,1.229,Nefteyugansk,Russia,61.88N,73.02E
1909-05-01,2.178,0.982,Nefteyugansk,Russia,61.88N,73.02E
1909-06-01,13.678,0.36,Nefteyugansk,Russia,61.88N,73.02E
1909-07-01,18.698,0.45,Nefteyugansk,Russia,61.88N,73.02E
1909-08-01,12.849,0.775,Nefteyugansk,Russia,61.88N,73.02E
1909-09-01,6.7940000000000005,0.7390000000000001,Nefteyugansk,Russia,61.88N,73.02E
1909-10-01,-1.8010000000000002,0.758,Nefteyugansk,Russia,61.88N,73.02E
1909-11-01,-8.149,1.11,Nefteyugansk,Russia,61.88N,73.02E
1909-12-01,-18.559,1.3880000000000001,Nefteyugansk,Russia,61.88N,73.02E
1910-01-01,-21.851000000000006,0.9490000000000001,Nefteyugansk,Russia,61.88N,73.02E
1910-02-01,-14.824000000000002,1.052,Nefteyugansk,Russia,61.88N,73.02E
1910-03-01,-18.327,1.964,Nefteyugansk,Russia,61.88N,73.02E
1910-04-01,-6.336,0.753,Nefteyugansk,Russia,61.88N,73.02E
1910-05-01,4.718,0.433,Nefteyugansk,Russia,61.88N,73.02E
1910-06-01,11.213,0.491,Nefteyugansk,Russia,61.88N,73.02E
1910-07-01,17.067,0.41700000000000004,Nefteyugansk,Russia,61.88N,73.02E
1910-08-01,13.674000000000001,0.392,Nefteyugansk,Russia,61.88N,73.02E
1910-09-01,7.297999999999999,0.938,Nefteyugansk,Russia,61.88N,73.02E
1910-10-01,-5.24,0.513,Nefteyugansk,Russia,61.88N,73.02E
1910-11-01,-17.289,0.39899999999999997,Nefteyugansk,Russia,61.88N,73.02E
1910-12-01,-21.237,1.237,Nefteyugansk,Russia,61.88N,73.02E
1911-01-01,-22.405,0.9259999999999999,Nefteyugansk,Russia,61.88N,73.02E
1911-02-01,-21.759,1.419,Nefteyugansk,Russia,61.88N,73.02E
1911-03-01,-18.925,2.127,Nefteyugansk,Russia,61.88N,73.02E
1911-04-01,-3.15,1.041,Nefteyugansk,Russia,61.88N,73.02E
1911-05-01,2.821,0.306,Nefteyugansk,Russia,61.88N,73.02E
1911-06-01,14.02,0.7190000000000001,Nefteyugansk,Russia,61.88N,73.02E
1911-07-01,19.951,0.426,Nefteyugansk,Russia,61.88N,73.02E
1911-08-01,11.648,0.613,Nefteyugansk,Russia,61.88N,73.02E
1911-09-01,6.287999999999999,0.5539999999999999,Nefteyugansk,Russia,61.88N,73.02E
1911-10-01,-2.575,0.909,Nefteyugansk,Russia,61.88N,73.02E
1911-11-01,-13.582,1.652,Nefteyugansk,Russia,61.88N,73.02E
1911-12-01,-19.218,1.011,Nefteyugansk,Russia,61.88N,73.02E
1912-01-01,-20.874,1.204,Nefteyugansk,Russia,61.88N,73.02E
1912-02-01,-25.395,1.31,Nefteyugansk,Russia,61.88N,73.02E
1912-03-01,-18.605999999999998,1.361,Nefteyugansk,Russia,61.88N,73.02E
1912-04-01,-3.195,1.456,Nefteyugansk,Russia,61.88N,73.02E
1912-05-01,4.855,0.638,Nefteyugansk,Russia,61.88N,73.02E
1912-06-01,11.493,0.851,Nefteyugansk,Russia,61.88N,73.02E
1912-07-01,15.526,0.603,Nefteyugansk,Russia,61.88N,73.02E
1912-08-01,9.862,1.485,Nefteyugansk,Russia,61.88N,73.02E
1912-09-01,6.132000000000001,0.604,Nefteyugansk,Russia,61.88N,73.02E
1912-10-01,-8.005,0.985,Nefteyugansk,Russia,61.88N,73.02E
1912-11-01,-14.013,0.693,Nefteyugansk,Russia,61.88N,73.02E
1912-12-01,-21.919,0.562,Nefteyugansk,Russia,61.88N,73.02E
1913-01-01,-25.406,2.355,Nefteyugansk,Russia,61.88N,73.02E
1913-02-01,-23.523000000000003,1.624,Nefteyugansk,Russia,61.88N,73.02E
1913-03-01,-10.32,0.807,Nefteyugansk,Russia,61.88N,73.02E
1913-04-01,-5.67,0.405,Nefteyugansk,Russia,61.88N,73.02E
1913-05-01,3.904,0.6709999999999999,Nefteyugansk,Russia,61.88N,73.02E
1913-06-01,13.537999999999998,1.104,Nefteyugansk,Russia,61.88N,73.02E
1913-07-01,16.225,0.965,Nefteyugansk,Russia,61.88N,73.02E
1913-08-01,13.637,0.731,Nefteyugansk,Russia,61.88N,73.02E
1913-09-01,5.462000000000001,0.46799999999999997,Nefteyugansk,Russia,61.88N,73.02E
1913-10-01,-3.622,0.545,Nefteyugansk,Russia,61.88N,73.02E
1913-11-01,-11.768,1.182,Nefteyugansk,Russia,61.88N,73.02E
1913-12-01,-10.968999999999998,3.045,Nefteyugansk,Russia,61.88N,73.02E
1914-01-01,-21.814,1.4580000000000002,Nefteyugansk,Russia,61.88N,73.02E
1914-02-01,-19.623,1.276,Nefteyugansk,Russia,61.88N,73.02E
1914-03-01,-16.742,1.629,Nefteyugansk,Russia,61.88N,73.02E
1914-04-01,-7.2,0.627,Nefteyugansk,Russia,61.88N,73.02E
1914-05-01,4.942,0.848,Nefteyugansk,Russia,61.88N,73.02E
1914-06-01,10.566,0.45799999999999996,Nefteyugansk,Russia,61.88N,73.02E
1914-07-01,12.488,0.5579999999999999,Nefteyugansk,Russia,61.88N,73.02E
1914-08-01,16.03,0.529,Nefteyugansk,Russia,61.88N,73.02E
1914-09-01,6.702999999999999,0.534,Nefteyugansk,Russia,61.88N,73.02E
1914-10-01,-3.966,0.39799999999999996,Nefteyugansk,Russia,61.88N,73.02E
1914-11-01,-13.595999999999998,0.534,Nefteyugansk,Russia,61.88N,73.02E
1914-12-01,-16.549999999999994,0.599,Nefteyugansk,Russia,61.88N,73.02E
1915-01-01,-26.42,2.476,Nefteyugansk,Russia,61.88N,73.02E
1915-02-01,-16.896,2.628,Nefteyugansk,Russia,61.88N,73.02E
1915-03-01,-14.954,0.8270000000000001,Nefteyugansk,Russia,61.88N,73.02E
1915-04-01,-2.303,0.491,Nefteyugansk,Russia,61.88N,73.02E
1915-05-01,9.056,1.703,Nefteyugansk,Russia,61.88N,73.02E
1915-06-01,17.961,1.169,Nefteyugansk,Russia,61.88N,73.02E
1915-07-01,20.117,0.47200000000000003,Nefteyugansk,Russia,61.88N,73.02E
1915-08-01,14.895,0.519,Nefteyugansk,Russia,61.88N,73.02E
1915-09-01,7.126,0.436,Nefteyugansk,Russia,61.88N,73.02E
1915-10-01,-5.524,0.405,Nefteyugansk,Russia,61.88N,73.02E
1915-11-01,-12.78,0.8759999999999999,Nefteyugansk,Russia,61.88N,73.02E
1915-12-01,-25.051,1.9680000000000002,Nefteyugansk,Russia,61.88N,73.02E
1916-01-01,-20.049000000000003,2.222,Nefteyugansk,Russia,61.88N,73.02E
1916-02-01,-18.052,0.865,Nefteyugansk,Russia,61.88N,73.02E
1916-03-01,-15.693,1.348,Nefteyugansk,Russia,61.88N,73.02E
1916-04-01,-6.879,0.937,Nefteyugansk,Russia,61.88N,73.02E
1916-05-01,1.382,1.123,Nefteyugansk,Russia,61.88N,73.02E
1916-06-01,13.658,0.738,Nefteyugansk,Russia,61.88N,73.02E
1916-07-01,14.689,0.857,Nefteyugansk,Russia,61.88N,73.02E
1916-08-01,11.649,0.23800000000000002,Nefteyugansk,Russia,61.88N,73.02E
1916-09-01,8.517999999999999,0.8029999999999999,Nefteyugansk,Russia,61.88N,73.02E
1916-10-01,-1.6159999999999999,0.74,Nefteyugansk,Russia,61.88N,73.02E
1916-11-01,-13.705,1.058,Nefteyugansk,Russia,61.88N,73.02E
1916-12-01,-24.363000000000003,1.794,Nefteyugansk,Russia,61.88N,73.02E
1917-01-01,-21.218000000000004,1.4040000000000001,Nefteyugansk,Russia,61.88N,73.02E
1917-02-01,-22.969,2.303,Nefteyugansk,Russia,61.88N,73.02E
1917-03-01,-15.543,0.589,Nefteyugansk,Russia,61.88N,73.02E
1917-04-01,-3.3080000000000003,0.8440000000000001,Nefteyugansk,Russia,61.88N,73.02E
1917-05-01,5.627999999999999,0.684,Nefteyugansk,Russia,61.88N,73.02E
1917-06-01,10.258,0.523,Nefteyugansk,Russia,61.88N,73.02E
1917-07-01,17.404,0.43200000000000005,Nefteyugansk,Russia,61.88N,73.02E
1917-08-01,9.663,0.419,Nefteyugansk,Russia,61.88N,73.02E
1917-09-01,9.13,0.58,Nefteyugansk,Russia,61.88N,73.02E
1917-10-01,-1.0530000000000002,0.44799999999999995,Nefteyugansk,Russia,61.88N,73.02E
1917-11-01,-10.817,0.8029999999999999,Nefteyugansk,Russia,61.88N,73.02E
1917-12-01,-18.391,0.774,Nefteyugansk,Russia,61.88N,73.02E
1918-01-01,-18.699,1.254,Nefteyugansk,Russia,61.88N,73.02E
1918-02-01,-20.23,0.902,Nefteyugansk,Russia,61.88N,73.02E
1918-03-01,-15.545,0.648,Nefteyugansk,Russia,61.88N,73.02E
1918-04-01,-3.2910000000000004,0.562,Nefteyugansk,Russia,61.88N,73.02E
1918-05-01,-0.18299999999999986,1.104,Nefteyugansk,Russia,61.88N,73.02E
1918-06-01,13.361,0.963,Nefteyugansk,Russia,61.88N,73.02E
1918-07-01,19.023,0.623,Nefteyugansk,Russia,61.88N,73.02E
1918-08-01,13.151,0.659,Nefteyugansk,Russia,61.88N,73.02E
1918-09-01,6.738,0.23600000000000002,Nefteyugansk,Russia,61.88N,73.02E
1918-10-01,-2.7939999999999996,0.32899999999999996,Nefteyugansk,Russia,61.88N,73.02E
1918-11-01,-12.584000000000001,1.78,Nefteyugansk,Russia,61.88N,73.02E
1918-12-01,-22.688000000000002,1.157,Nefteyugansk,Russia,61.88N,73.02E
1919-01-01,-27.709000000000003,0.607,Nefteyugansk,Russia,61.88N,73.02E
1919-02-01,-23.045,0.861,Nefteyugansk,Russia,61.88N,73.02E
1919-03-01,-14.949000000000002,0.7040000000000001,Nefteyugansk,Russia,61.88N,73.02E
1919-04-01,-3.464,0.611,Nefteyugansk,Russia,61.88N,73.02E
1919-05-01,2.67,0.557,Nefteyugansk,Russia,61.88N,73.02E
1919-06-01,10.557,0.6409999999999999,Nefteyugansk,Russia,61.88N,73.02E
1919-07-01,16.002,0.747,Nefteyugansk,Russia,61.88N,73.02E
1919-08-01,15.265,0.45,Nefteyugansk,Russia,61.88N,73.02E
1919-09-01,7.095,0.317,Nefteyugansk,Russia,61.88N,73.02E
1919-10-01,-1.05,0.46399999999999997,Nefteyugansk,Russia,61.88N,73.02E
1919-11-01,-15.408,0.847,Nefteyugansk,Russia,61.88N,73.02E
1919-12-01,-22.185,0.38299999999999995,Nefteyugansk,Russia,61.88N,73.02E
1920-01-01,-21.733,0.635,Nefteyugansk,Russia,61.88N,73.02E
1920-02-01,-22.539,1.9669999999999999,Nefteyugansk,Russia,61.88N,73.02E
1920-03-01,-7.495,0.787,Nefteyugansk,Russia,61.88N,73.02E
1920-04-01,-1.392,0.89,Nefteyugansk,Russia,61.88N,73.02E
1920-05-01,7.25,0.581,Nefteyugansk,Russia,61.88N,73.02E
1920-06-01,16.465,0.871,Nefteyugansk,Russia,61.88N,73.02E
1920-07-01,15.642999999999999,0.473,Nefteyugansk,Russia,61.88N,73.02E
1920-08-01,13.872,0.937,Nefteyugansk,Russia,61.88N,73.02E
1920-09-01,6.084,0.7809999999999999,Nefteyugansk,Russia,61.88N,73.02E
1920-10-01,-8.296,0.856,Nefteyugansk,Russia,61.88N,73.02E
1920-11-01,-15.731,2.116,Nefteyugansk,Russia,61.88N,73.02E
1920-12-01,-23.524,1.083,Nefteyugansk,Russia,61.88N,73.02E
1921-01-01,-17.302,1.786,Nefteyugansk,Russia,61.88N,73.02E
1921-02-01,-21.215999999999998,0.6779999999999999,Nefteyugansk,Russia,61.88N,73.02E
1921-03-01,-10.234,1.33,Nefteyugansk,Russia,61.88N,73.02E
1921-04-01,-3.128,1.746,Nefteyugansk,Russia,61.88N,73.02E
1921-05-01,2.7039999999999997,1.36,Nefteyugansk,Russia,61.88N,73.02E
1921-06-01,17.222,1.723,Nefteyugansk,Russia,61.88N,73.02E
1921-07-01,19.817,0.8740000000000001,Nefteyugansk,Russia,61.88N,73.02E
1921-08-01,11.984000000000002,0.511,Nefteyugansk,Russia,61.88N,73.02E
1921-09-01,6.4,0.47200000000000003,Nefteyugansk,Russia,61.88N,73.02E
1921-10-01,-0.8700000000000001,0.535,Nefteyugansk,Russia,61.88N,73.02E
1921-11-01,-11.194,0.877,Nefteyugansk,Russia,61.88N,73.02E
1921-12-01,-21.071,0.609,Nefteyugansk,Russia,61.88N,73.02E
1922-01-01,-21.881,2.9819999999999998,Nefteyugansk,Russia,61.88N,73.02E
1922-02-01,-27.182,2.229,Nefteyugansk,Russia,61.88N,73.02E
1922-03-01,-8.832,0.607,Nefteyugansk,Russia,61.88N,73.02E
1922-04-01,-5.119,0.8390000000000001,Nefteyugansk,Russia,61.88N,73.02E
1922-05-01,6.143000000000002,0.667,Nefteyugansk,Russia,61.88N,73.02E
1922-06-01,15.957999999999998,1.463,Nefteyugansk,Russia,61.88N,73.02E
1922-07-01,18.958,1.067,Nefteyugansk,Russia,61.88N,73.02E
1922-08-01,14.127,0.581,Nefteyugansk,Russia,61.88N,73.02E
1922-09-01,6.9510000000000005,0.524,Nefteyugansk,Russia,61.88N,73.02E
1922-10-01,-3.0989999999999998,0.431,Nefteyugansk,Russia,61.88N,73.02E
1922-11-01,-11.643,1.112,Nefteyugansk,Russia,61.88N,73.02E
1922-12-01,-17.552,0.879,Nefteyugansk,Russia,61.88N,73.02E
1923-01-01,-19.358,1.5659999999999998,Nefteyugansk,Russia,61.88N,73.02E
1923-02-01,-20.459,0.447,Nefteyugansk,Russia,61.88N,73.02E
1923-03-01,-15.005,0.787,Nefteyugansk,Russia,61.88N,73.02E
1923-04-01,-7.6339999999999995,0.82,Nefteyugansk,Russia,61.88N,73.02E
1923-05-01,0.8330000000000002,0.669,Nefteyugansk,Russia,61.88N,73.02E
1923-06-01,15.185,0.513,Nefteyugansk,Russia,61.88N,73.02E
1923-07-01,19.044,1.179,Nefteyugansk,Russia,61.88N,73.02E
1923-08-01,15.470999999999998,0.32299999999999995,Nefteyugansk,Russia,61.88N,73.02E
1923-09-01,9.873,0.594,Nefteyugansk,Russia,61.88N,73.02E
1923-10-01,1.773,0.672,Nefteyugansk,Russia,61.88N,73.02E
1923-11-01,-13.978,1.5590000000000002,Nefteyugansk,Russia,61.88N,73.02E
1923-12-01,-15.496999999999998,0.6729999999999999,Nefteyugansk,Russia,61.88N,73.02E
1924-01-01,-23.540000000000006,0.679,Nefteyugansk,Russia,61.88N,73.02E
1924-02-01,-20.941999999999997,0.7040000000000001,Nefteyugansk,Russia,61.88N,73.02E
1924-03-01,-10.390999999999998,0.8009999999999999,Nefteyugansk,Russia,61.88N,73.02E
1924-04-01,-2.066,2.222,Nefteyugansk,Russia,61.88N,73.02E
1924-05-01,6.593,1.128,Nefteyugansk,Russia,61.88N,73.02E
1924-06-01,10.207999999999998,0.49,Nefteyugansk,Russia,61.88N,73.02E
1924-07-01,18.926,0.828,Nefteyugansk,Russia,61.88N,73.02E
1924-08-01,12.567,0.429,Nefteyugansk,Russia,61.88N,73.02E
1924-09-01,6.632000000000001,0.483,Nefteyugansk,Russia,61.88N,73.02E
1924-10-01,-1.864,0.86,Nefteyugansk,Russia,61.88N,73.02E
1924-11-01,-7.321999999999999,1.3730000000000002,Nefteyugansk,Russia,61.88N,73.02E
1924-12-01,-17.7,0.7859999999999999,Nefteyugansk,Russia,61.88N,73.02E
1925-01-01,-16.635,0.35700000000000004,Nefteyugansk,Russia,61.88N,73.02E
1925-02-01,-17.003,0.779,Nefteyugansk,Russia,61.88N,73.02E
1925-03-01,-15.845999999999998,0.8009999999999999,Nefteyugansk,Russia,61.88N,73.02E
1925-04-01,-5.77,0.7859999999999999,Nefteyugansk,Russia,61.88N,73.02E
1925-05-01,0.423,1.548,Nefteyugansk,Russia,61.88N,73.02E
1925-06-01,11.848999999999998,1.7830000000000001,Nefteyugansk,Russia,61.88N,73.02E
1925-07-01,14.719,0.9179999999999999,Nefteyugansk,Russia,61.88N,73.02E
1925-08-01,13.745,0.802,Nefteyugansk,Russia,61.88N,73.02E
1925-09-01,7.71,0.40399999999999997,Nefteyugansk,Russia,61.88N,73.02E
1925-10-01,-0.544,0.6629999999999999,Nefteyugansk,Russia,61.88N,73.02E
1925-11-01,-10.874,0.45399999999999996,Nefteyugansk,Russia,61.88N,73.02E
1925-12-01,-19.821,0.851,Nefteyugansk,Russia,61.88N,73.02E
1926-01-01,-17.791000000000004,0.503,Nefteyugansk,Russia,61.88N,73.02E
1926-02-01,-21.021,0.97,Nefteyugansk,Russia,61.88N,73.02E
1926-03-01,-6.781000000000001,1.226,Nefteyugansk,Russia,61.88N,73.02E
1926-04-01,-3.21,1.0979999999999999,Nefteyugansk,Russia,61.88N,73.02E
1926-05-01,-2.2159999999999997,1.2770000000000001,Nefteyugansk,Russia,61.88N,73.02E
1926-06-01,11.986999999999998,0.35700000000000004,Nefteyugansk,Russia,61.88N,73.02E
1926-07-01,14.299000000000001,0.434,Nefteyugansk,Russia,61.88N,73.02E
1926-08-01,14.062000000000001,0.772,Nefteyugansk,Russia,61.88N,73.02E
1926-09-01,6.127999999999999,0.5539999999999999,Nefteyugansk,Russia,61.88N,73.02E
1926-10-01,0.44499999999999984,0.9059999999999999,Nefteyugansk,Russia,61.88N,73.02E
1926-11-01,-12.705,1.617,Nefteyugansk,Russia,61.88N,73.02E
1926-12-01,-21.253,0.602,Nefteyugansk,Russia,61.88N,73.02E
1927-01-01,-28.03,0.941,Nefteyugansk,Russia,61.88N,73.02E
1927-02-01,-17.708,0.695,Nefteyugansk,Russia,61.88N,73.02E
1927-03-01,-17.371,0.711,Nefteyugansk,Russia,61.88N,73.02E
1927-04-01,-4.154,0.35100000000000003,Nefteyugansk,Russia,61.88N,73.02E
1927-05-01,7.392,0.507,Nefteyugansk,Russia,61.88N,73.02E
1927-06-01,14.188,0.39899999999999997,Nefteyugansk,Russia,61.88N,73.02E
1927-07-01,15.745,0.7040000000000001,Nefteyugansk,Russia,61.88N,73.02E
1927-08-01,13.975,0.775,Nefteyugansk,Russia,61.88N,73.02E
1927-09-01,9.464,0.851,Nefteyugansk,Russia,61.88N,73.02E
1927-10-01,-2.261,0.594,Nefteyugansk,Russia,61.88N,73.02E
1927-11-01,-16.256,1.629,Nefteyugansk,Russia,61.88N,73.02E
1927-12-01,-24.864,2.07,Nefteyugansk,Russia,61.88N,73.02E
1928-01-01,-21.985000000000007,0.645,Nefteyugansk,Russia,61.88N,73.02E
1928-02-01,-18.117,0.455,Nefteyugansk,Russia,61.88N,73.02E
1928-03-01,-16.393,0.5660000000000001,Nefteyugansk,Russia,61.88N,73.02E
1928-04-01,-6.324,1.248,Nefteyugansk,Russia,61.88N,73.02E
1928-05-01,3.535,0.38799999999999996,Nefteyugansk,Russia,61.88N,73.02E
1928-06-01,12.217,1.155,Nefteyugansk,Russia,61.88N,73.02E
1928-07-01,18.323,0.75,Nefteyugansk,Russia,61.88N,73.02E
1928-08-01,15.061,0.601,Nefteyugansk,Russia,61.88N,73.02E
1928-09-01,8.365,0.345,Nefteyugansk,Russia,61.88N,73.02E
1928-10-01,-1.888,0.6459999999999999,Nefteyugansk,Russia,61.88N,73.02E
1928-11-01,-15.043,0.723,Nefteyugansk,Russia,61.88N,73.02E
1928-12-01,-18.498,0.6629999999999999,Nefteyugansk,Russia,61.88N,73.02E
1929-01-01,-27.329,2.1830000000000003,Nefteyugansk,Russia,61.88N,73.02E
1929-02-01,-24.287,0.59,Nefteyugansk,Russia,61.88N,73.02E
1929-03-01,-13.124,0.845,Nefteyugansk,Russia,61.88N,73.02E
1929-04-01,-3.5869999999999997,1.168,Nefteyugansk,Russia,61.88N,73.02E
1929-05-01,0.928,0.609,Nefteyugansk,Russia,61.88N,73.02E
1929-06-01,14.643,1.107,Nefteyugansk,Russia,61.88N,73.02E
1929-07-01,17.163,0.35,Nefteyugansk,Russia,61.88N,73.02E
1929-08-01,12.387,0.39799999999999996,Nefteyugansk,Russia,61.88N,73.02E
1929-09-01,7.104,0.325,Nefteyugansk,Russia,61.88N,73.02E
1929-10-01,1.3029999999999995,0.8340000000000001,Nefteyugansk,Russia,61.88N,73.02E
1929-11-01,-8.693999999999999,0.368,Nefteyugansk,Russia,61.88N,73.02E
1929-12-01,-26.019000000000002,1.094,Nefteyugansk,Russia,61.88N,73.02E
1930-01-01,-18.025,0.8640000000000001,Nefteyugansk,Russia,61.88N,73.02E
1930-02-01,-24.498,1.0270000000000001,Nefteyugansk,Russia,61.88N,73.02E
1930-03-01,-14.538,0.8220000000000001,Nefteyugansk,Russia,61.88N,73.02E
1930-04-01,-8.515,0.569,Nefteyugansk,Russia,61.88N,73.02E
1930-05-01,2.7569999999999997,0.982,Nefteyugansk,Russia,61.88N,73.02E
1930-06-01,13.368,1.207,Nefteyugansk,Russia,61.88N,73.02E
1930-07-01,16.36,0.735,Nefteyugansk,Russia,61.88N,73.02E
1930-08-01,13.388,0.414,Nefteyugansk,Russia,61.88N,73.02E
1930-09-01,6.3229999999999995,0.287,Nefteyugansk,Russia,61.88N,73.02E
1930-10-01,-2.862,0.38299999999999995,Nefteyugansk,Russia,61.88N,73.02E
1930-11-01,-8.879999999999997,0.772,Nefteyugansk,Russia,61.88N,73.02E
1930-12-01,-21.37,1.053,Nefteyugansk,Russia,61.88N,73.02E
1931-01-01,-22.733,2.042,Nefteyugansk,Russia,61.88N,73.02E
1931-02-01,-21.971,1.705,Nefteyugansk,Russia,61.88N,73.02E
1931-03-01,-12.767999999999999,0.815,Nefteyugansk,Russia,61.88N,73.02E
1931-04-01,-4.738,0.541,Nefteyugansk,Russia,61.88N,73.02E
1931-05-01,2.707,0.537,Nefteyugansk,Russia,61.88N,73.02E
1931-06-01,14.146999999999998,0.856,Nefteyugansk,Russia,61.88N,73.02E
1931-07-01,16.674,0.537,Nefteyugansk,Russia,61.88N,73.02E
1931-08-01,16.02,0.599,Nefteyugansk,Russia,61.88N,73.02E
1931-09-01,8.707,0.486,Nefteyugansk,Russia,61.88N,73.02E
