000000000001,2.123,Zwolle,Netherlands,52.24N,5.26E
1987-05-01,10.092,0.203,Zwolle,Netherlands,52.24N,5.26E
1987-06-01,13.77,0.21100000000000002,Zwolle,Netherlands,52.24N,5.26E
1987-07-01,16.843,0.251,Zwolle,Netherlands,52.24N,5.26E
1987-08-01,16.17,0.322,Zwolle,Netherlands,52.24N,5.26E
1987-09-01,14.811,0.23800000000000002,Zwolle,Netherlands,52.24N,5.26E
1987-10-01,10.665,0.281,Zwolle,Netherlands,52.24N,5.26E
1987-11-01,6.537999999999999,0.11599999999999999,Zwolle,Netherlands,52.24N,5.26E
1987-12-01,3.787,0.177,Zwolle,Netherlands,52.24N,5.26E
1988-01-01,5.575,0.179,Zwolle,Netherlands,52.24N,5.26E
1988-02-01,4.433999999999998,0.113,Zwolle,Netherlands,52.24N,5.26E
1988-03-01,5.042,0.153,Zwolle,Netherlands,52.24N,5.26E
1988-04-01,8.376000000000001,0.19,Zwolle,Netherlands,52.24N,5.26E
1988-05-01,14.344,0.17,Zwolle,Netherlands,52.24N,5.26E
1988-06-01,14.861,0.253,Zwolle,Netherlands,52.24N,5.26E
1988-07-01,16.293,0.222,Zwolle,Netherlands,52.24N,5.26E
1988-08-01,16.707,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
1988-09-01,14.177,0.207,Zwolle,Netherlands,52.24N,5.26E
1988-10-01,10.591,0.191,Zwolle,Netherlands,52.24N,5.26E
1988-11-01,5.815,0.192,Zwolle,Netherlands,52.24N,5.26E
1988-12-01,6.291,0.27699999999999997,Zwolle,Netherlands,52.24N,5.26E
1989-01-01,4.34,0.196,Zwolle,Netherlands,52.24N,5.26E
1989-02-01,5.239,0.192,Zwolle,Netherlands,52.24N,5.26E
1989-03-01,8.071,0.23399999999999999,Zwolle,Netherlands,52.24N,5.26E
1989-04-01,6.75,0.231,Zwolle,Netherlands,52.24N,5.26E
1989-05-01,14.142,0.32899999999999996,Zwolle,Netherlands,52.24N,5.26E
1989-06-01,15.59,0.19,Zwolle,Netherlands,52.24N,5.26E
1989-07-01,17.907,0.242,Zwolle,Netherlands,52.24N,5.26E
1989-08-01,17.311,0.28,Zwolle,Netherlands,52.24N,5.26E
1989-09-01,15.627,0.183,Zwolle,Netherlands,52.24N,5.26E
1989-10-01,12.203,0.203,Zwolle,Netherlands,52.24N,5.26E
1989-11-01,5.339,0.24,Zwolle,Netherlands,52.24N,5.26E
1989-12-01,4.317,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
1990-01-01,5.272,0.239,Zwolle,Netherlands,52.24N,5.26E
1990-02-01,7.4670000000000005,0.201,Zwolle,Netherlands,52.24N,5.26E
1990-03-01,8.195,0.263,Zwolle,Netherlands,52.24N,5.26E
1990-04-01,8.462,0.207,Zwolle,Netherlands,52.24N,5.26E
1990-05-01,13.665,0.248,Zwolle,Netherlands,52.24N,5.26E
1990-06-01,15.140999999999998,0.218,Zwolle,Netherlands,52.24N,5.26E
1990-07-01,16.628999999999998,0.16699999999999998,Zwolle,Netherlands,52.24N,5.26E
1990-08-01,18.342,0.29,Zwolle,Netherlands,52.24N,5.26E
1990-09-01,13.192,0.358,Zwolle,Netherlands,52.24N,5.26E
1990-10-01,11.751,0.303,Zwolle,Netherlands,52.24N,5.26E
1990-11-01,5.84,0.27699999999999997,Zwolle,Netherlands,52.24N,5.26E
1990-12-01,3.583,0.25,Zwolle,Netherlands,52.24N,5.26E
1991-01-01,2.9419999999999997,0.152,Zwolle,Netherlands,52.24N,5.26E
1991-02-01,-0.999,0.153,Zwolle,Netherlands,52.24N,5.26E
1991-03-01,8.389,0.247,Zwolle,Netherlands,52.24N,5.26E
1991-04-01,8.195,0.21,Zwolle,Netherlands,52.24N,5.26E
1991-05-01,9.932,0.20800000000000002,Zwolle,Netherlands,52.24N,5.26E
1991-06-01,12.928,0.16899999999999998,Zwolle,Netherlands,52.24N,5.26E
1991-07-01,18.806,0.217,Zwolle,Netherlands,52.24N,5.26E
1991-08-01,17.862000000000005,0.233,Zwolle,Netherlands,52.24N,5.26E
1991-09-01,15.114,0.26,Zwolle,Netherlands,52.24N,5.26E
1991-10-01,10.05,0.136,Zwolle,Netherlands,52.24N,5.26E
1991-11-01,5.257999999999999,0.215,Zwolle,Netherlands,52.24N,5.26E
1991-12-01,3.392,0.205,Zwolle,Netherlands,52.24N,5.26E
1992-01-01,2.521,0.255,Zwolle,Netherlands,52.24N,5.26E
1992-02-01,4.783,0.271,Zwolle,Netherlands,52.24N,5.26E
1992-03-01,6.718,0.182,Zwolle,Netherlands,52.24N,5.26E
1992-04-01,8.431000000000001,0.263,Zwolle,Netherlands,52.24N,5.26E
1992-05-01,15.386,0.193,Zwolle,Netherlands,52.24N,5.26E
1992-06-01,17.163,0.319,Zwolle,Netherlands,52.24N,5.26E
1992-07-01,18.204,0.284,Zwolle,Netherlands,52.24N,5.26E
1992-08-01,17.901,0.385,Zwolle,Netherlands,52.24N,5.26E
1992-09-01,14.649000000000001,0.395,Zwolle,Netherlands,52.24N,5.26E
1992-10-01,7.853,0.12,Zwolle,Netherlands,52.24N,5.26E
1992-11-01,7.619,0.27699999999999997,Zwolle,Netherlands,52.24N,5.26E
1992-12-01,3.405,0.442,Zwolle,Netherlands,52.24N,5.26E
1993-01-01,4.424,0.17,Zwolle,Netherlands,52.24N,5.26E
1993-02-01,2.301,0.285,Zwolle,Netherlands,52.24N,5.26E
1993-03-01,5.683,0.243,Zwolle,Netherlands,52.24N,5.26E
1993-04-01,10.765999999999998,0.1,Zwolle,Netherlands,52.24N,5.26E
1993-05-01,14.295000000000002,0.245,Zwolle,Netherlands,52.24N,5.26E
1993-06-01,15.809000000000001,0.221,Zwolle,Netherlands,52.24N,5.26E
1993-07-01,16.281,0.215,Zwolle,Netherlands,52.24N,5.26E
1993-08-01,15.265,0.34,Zwolle,Netherlands,52.24N,5.26E
1993-09-01,13.208,0.163,Zwolle,Netherlands,52.24N,5.26E
1993-10-01,8.921999999999997,0.168,Zwolle,Netherlands,52.24N,5.26E
1993-11-01,2.135,0.221,Zwolle,Netherlands,52.24N,5.26E
1993-12-01,4.531000000000001,0.23600000000000002,Zwolle,Netherlands,52.24N,5.26E
1994-01-01,4.7620000000000005,0.23600000000000002,Zwolle,Netherlands,52.24N,5.26E
1994-02-01,1.3379999999999996,0.266,Zwolle,Netherlands,52.24N,5.26E
1994-03-01,7.129,0.168,Zwolle,Netherlands,52.24N,5.26E
1994-04-01,8.206,0.182,Zwolle,Netherlands,52.24N,5.26E
1994-05-01,12.44,0.22699999999999998,Zwolle,Netherlands,52.24N,5.26E
1994-06-01,15.185,0.276,Zwolle,Netherlands,52.24N,5.26E
1994-07-01,21.061,0.231,Zwolle,Netherlands,52.24N,5.26E
1994-08-01,17.86,0.133,Zwolle,Netherlands,52.24N,5.26E
1994-09-01,13.861,0.23800000000000002,Zwolle,Netherlands,52.24N,5.26E
1994-10-01,9.259,0.128,Zwolle,Netherlands,52.24N,5.26E
1994-11-01,9.352,0.258,Zwolle,Netherlands,52.24N,5.26E
1994-12-01,4.954,0.145,Zwolle,Netherlands,52.24N,5.26E
1995-01-01,3.431,0.273,Zwolle,Netherlands,52.24N,5.26E
1995-02-01,6.4529999999999985,0.252,Zwolle,Netherlands,52.24N,5.26E
1995-03-01,5.3260000000000005,0.141,Zwolle,Netherlands,52.24N,5.26E
1995-04-01,8.807,0.17300000000000001,Zwolle,Netherlands,52.24N,5.26E
1995-05-01,12.818,0.24100000000000002,Zwolle,Netherlands,52.24N,5.26E
1995-06-01,14.65,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
1995-07-01,19.843,0.239,Zwolle,Netherlands,52.24N,5.26E
1995-08-01,19.564,0.23,Zwolle,Netherlands,52.24N,5.26E
1995-09-01,14.403,0.244,Zwolle,Netherlands,52.24N,5.26E
1995-10-01,12.588,0.166,Zwolle,Netherlands,52.24N,5.26E
1995-11-01,6.372000000000001,0.177,Zwolle,Netherlands,52.24N,5.26E
1995-12-01,-1.2999999999999998,0.16399999999999998,Zwolle,Netherlands,52.24N,5.26E
1996-01-01,-0.569,0.239,Zwolle,Netherlands,52.24N,5.26E
1996-02-01,0.006999999999999672,0.284,Zwolle,Netherlands,52.24N,5.26E
1996-03-01,2.998,0.201,Zwolle,Netherlands,52.24N,5.26E
1996-04-01,8.861,0.193,Zwolle,Netherlands,52.24N,5.26E
1996-05-01,10.668,0.217,Zwolle,Netherlands,52.24N,5.26E
1996-06-01,15.322000000000001,0.213,Zwolle,Netherlands,52.24N,5.26E
1996-07-01,16.169,0.185,Zwolle,Netherlands,52.24N,5.26E
1996-08-01,17.567999999999998,0.136,Zwolle,Netherlands,52.24N,5.26E
1996-09-01,12.593,0.168,Zwolle,Netherlands,52.24N,5.26E
1996-10-01,10.668,0.19399999999999998,Zwolle,Netherlands,52.24N,5.26E
1996-11-01,5.603,0.161,Zwolle,Netherlands,52.24N,5.26E
1996-12-01,-0.03000000000000025,0.151,Zwolle,Netherlands,52.24N,5.26E
1997-01-01,-1.524,0.131,Zwolle,Netherlands,52.24N,5.26E
1997-02-01,5.817,0.217,Zwolle,Netherlands,52.24N,5.26E
1997-03-01,7.621,0.27399999999999997,Zwolle,Netherlands,52.24N,5.26E
1997-04-01,7.347,0.16399999999999998,Zwolle,Netherlands,52.24N,5.26E
1997-05-01,12.687,0.182,Zwolle,Netherlands,52.24N,5.26E
1997-06-01,15.882,0.19,Zwolle,Netherlands,52.24N,5.26E
1997-07-01,17.49,0.27699999999999997,Zwolle,Netherlands,52.24N,5.26E
1997-08-01,20.616999999999997,0.245,Zwolle,Netherlands,52.24N,5.26E
1997-09-01,14.42,0.19,Zwolle,Netherlands,52.24N,5.26E
1997-10-01,9.581,0.152,Zwolle,Netherlands,52.24N,5.26E
1997-11-01,6.117000000000001,0.18899999999999997,Zwolle,Netherlands,52.24N,5.26E
1997-12-01,4.246,0.087,Zwolle,Netherlands,52.24N,5.26E
1998-01-01,4.301,0.17,Zwolle,Netherlands,52.24N,5.26E
1998-02-01,6.082999999999999,0.165,Zwolle,Netherlands,52.24N,5.26E
1998-03-01,7.223000000000001,0.188,Zwolle,Netherlands,52.24N,5.26E
1998-04-01,9.165,0.268,Zwolle,Netherlands,52.24N,5.26E
1998-05-01,14.718,0.172,Zwolle,Netherlands,52.24N,5.26E
1998-06-01,15.979000000000001,0.205,Zwolle,Netherlands,52.24N,5.26E
1998-07-01,16.284000000000002,0.24,Zwolle,Netherlands,52.24N,5.26E
1998-08-01,16.41,0.22,Zwolle,Netherlands,52.24N,5.26E
1998-09-01,15.036,0.18,Zwolle,Netherlands,52.24N,5.26E
1998-10-01,9.545,0.11599999999999999,Zwolle,Netherlands,52.24N,5.26E
1998-11-01,3.498,0.16699999999999998,Zwolle,Netherlands,52.24N,5.26E
1998-12-01,3.889,0.198,Zwolle,Netherlands,52.24N,5.26E
1999-01-01,4.8290000000000015,0.096,Zwolle,Netherlands,52.24N,5.26E
1999-02-01,2.974,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
1999-03-01,7.0520000000000005,0.168,Zwolle,Netherlands,52.24N,5.26E
1999-04-01,9.586,0.247,Zwolle,Netherlands,52.24N,5.26E
1999-05-01,14.017,0.17600000000000002,Zwolle,Netherlands,52.24N,5.26E
1999-06-01,15.043,0.215,Zwolle,Netherlands,52.24N,5.26E
1999-07-01,18.875,0.254,Zwolle,Netherlands,52.24N,5.26E
1999-08-01,17.608,0.191,Zwolle,Netherlands,52.24N,5.26E
1999-09-01,17.698,0.225,Zwolle,Netherlands,52.24N,5.26E
1999-10-01,10.563,0.267,Zwolle,Netherlands,52.24N,5.26E
1999-11-01,6.4049999999999985,0.218,Zwolle,Netherlands,52.24N,5.26E
1999-12-01,4.274,0.102,Zwolle,Netherlands,52.24N,5.26E
2000-01-01,4.035,0.171,Zwolle,Netherlands,52.24N,5.26E
2000-02-01,5.601,0.198,Zwolle,Netherlands,52.24N,5.26E
2000-03-01,6.643000000000002,0.21899999999999997,Zwolle,Netherlands,52.24N,5.26E
2000-04-01,9.732999999999999,0.184,Zwolle,Netherlands,52.24N,5.26E
2000-05-01,14.757,0.295,Zwolle,Netherlands,52.24N,5.26E
2000-06-01,15.996,0.192,Zwolle,Netherlands,52.24N,5.26E
2000-07-01,15.562000000000001,0.209,Zwolle,Netherlands,52.24N,5.26E
2000-08-01,17.5,0.306,Zwolle,Netherlands,52.24N,5.26E
2000-09-01,15.899000000000001,0.259,Zwolle,Netherlands,52.24N,5.26E
2000-10-01,11.178,0.166,Zwolle,Netherlands,52.24N,5.26E
2000-11-01,7.524,0.207,Zwolle,Netherlands,52.24N,5.26E
2000-12-01,4.574,0.175,Zwolle,Netherlands,52.24N,5.26E
2001-01-01,2.384,0.165,Zwolle,Netherlands,52.24N,5.26E
2001-02-01,4.199,0.183,Zwolle,Netherlands,52.24N,5.26E
2001-03-01,4.845,0.17800000000000002,Zwolle,Netherlands,52.24N,5.26E
2001-04-01,8.119,0.146,Zwolle,Netherlands,52.24N,5.26E
2001-05-01,13.964,0.21899999999999997,Zwolle,Netherlands,52.24N,5.26E
2001-06-01,15.071,0.24600000000000002,Zwolle,Netherlands,52.24N,5.26E
2001-07-01,18.482,0.213,Zwolle,Netherlands,52.24N,5.26E
2001-08-01,18.6,0.152,Zwolle,Netherlands,52.24N,5.26E
2001-09-01,13.729000000000001,0.275,Zwolle,Netherlands,52.24N,5.26E
2001-10-01,14.154000000000002,0.177,Zwolle,Netherlands,52.24N,5.26E
2001-11-01,6.9529999999999985,0.271,Zwolle,Netherlands,52.24N,5.26E
2001-12-01,2.436,0.20800000000000002,Zwolle,Netherlands,52.24N,5.26E
2002-01-01,4.003,0.282,Zwolle,Netherlands,52.24N,5.26E
2002-02-01,6.771,0.17600000000000002,Zwolle,Netherlands,52.24N,5.26E
2002-03-01,7.093999999999999,0.215,Zwolle,Netherlands,52.24N,5.26E
2002-04-01,9.102,0.154,Zwolle,Netherlands,52.24N,5.26E
2002-05-01,13.550999999999998,0.14,Zwolle,Netherlands,52.24N,5.26E
2002-06-01,16.709,0.11199999999999999,Zwolle,Netherlands,52.24N,5.26E
2002-07-01,17.653,0.179,Zwolle,Netherlands,52.24N,5.26E
2002-08-01,18.917,0.175,Zwolle,Netherlands,52.24N,5.26E
2002-09-01,15.008,0.177,Zwolle,Netherlands,52.24N,5.26E
2002-10-01,9.33,0.252,Zwolle,Netherlands,52.24N,5.26E
2002-11-01,7.403,0.257,Zwolle,Netherlands,52.24N,5.26E
2002-12-01,2.138,0.171,Zwolle,Netherlands,52.24N,5.26E
2003-01-01,2.153,0.17600000000000002,Zwolle,Netherlands,52.24N,5.26E
2003-02-01,1.7199999999999998,0.336,Zwolle,Netherlands,52.24N,5.26E
2003-03-01,7.130000000000001,0.221,Zwolle,Netherlands,52.24N,5.26E
2003-04-01,9.549,0.23800000000000002,Zwolle,Netherlands,52.24N,5.26E
2003-05-01,13.421,0.307,Zwolle,Netherlands,52.24N,5.26E
2003-06-01,17.769000000000002,0.364,Zwolle,Netherlands,52.24N,5.26E
2003-07-01,18.849,0.284,Zwolle,Netherlands,52.24N,5.26E
2003-08-01,19.267000000000003,0.377,Zwolle,Netherlands,52.24N,5.26E
2003-09-01,14.626,0.258,Zwolle,Netherlands,52.24N,5.26E
2003-10-01,7.504999999999999,0.303,Zwolle,Netherlands,52.24N,5.26E
2003-11-01,7.649,0.26,Zwolle,Netherlands,52.24N,5.26E
2003-12-01,3.718,0.198,Zwolle,Netherlands,52.24N,5.26E
2004-01-01,3.1910000000000003,0.188,Zwolle,Netherlands,52.24N,5.26E
2004-02-01,4.597,0.139,Zwolle,Netherlands,52.24N,5.26E
2004-03-01,5.774,0.23,Zwolle,Netherlands,52.24N,5.26E
2004-04-01,10.253,0.235,Zwolle,Netherlands,52.24N,5.26E
2004-05-01,12.189,0.243,Zwolle,Netherlands,52.24N,5.26E
2004-06-01,15.659999999999998,0.29600000000000004,Zwolle,Netherlands,52.24N,5.26E
2004-07-01,16.907,0.192,Zwolle,Netherlands,52.24N,5.26E
2004-08-01,19.074,0.23800000000000002,Zwolle,Netherlands,52.24N,5.26E
2004-09-01,15.376,0.14400000000000002,Zwolle,Netherlands,52.24N,5.26E
2004-10-01,11.184000000000001,0.242,Zwolle,Netherlands,52.24N,5.26E
2004-11-01,6.081,0.175,Zwolle,Netherlands,52.24N,5.26E
2004-12-01,2.946,0.193,Zwolle,Netherlands,52.24N,5.26E
2005-01-01,4.85,0.14,Zwolle,Netherlands,52.24N,5.26E
2005-02-01,2.27,0.231,Zwolle,Netherlands,52.24N,5.26E
2005-03-01,6.069,0.23199999999999998,Zwolle,Netherlands,52.24N,5.26E
2005-04-01,9.991,0.21100000000000002,Zwolle,Netherlands,52.24N,5.26E
2005-05-01,12.564,0.24600000000000002,Zwolle,Netherlands,52.24N,5.26E
2005-06-01,16.552,0.139,Zwolle,Netherlands,52.24N,5.26E
2005-07-01,17.718,0.149,Zwolle,Netherlands,52.24N,5.26E
2005-08-01,16.310000000000002,0.12300000000000001,Zwolle,Netherlands,52.24N,5.26E
2005-09-01,16.021,0.146,Zwolle,Netherlands,52.24N,5.26E
2005-10-01,13.171,0.193,Zwolle,Netherlands,52.24N,5.26E
2005-11-01,6.734,0.20800000000000002,Zwolle,Netherlands,52.24N,5.26E
2005-12-01,3.53,0.209,Zwolle,Netherlands,52.24N,5.26E
2006-01-01,1.034,0.282,Zwolle,Netherlands,52.24N,5.26E
2006-02-01,2.652,0.26899999999999996,Zwolle,Netherlands,52.24N,5.26E
2006-03-01,3.6239999999999997,0.252,Zwolle,Netherlands,52.24N,5.26E
2006-04-01,8.471,0.26899999999999996,Zwolle,Netherlands,52.24N,5.26E
2006-05-01,14.234000000000002,0.363,Zwolle,Netherlands,52.24N,5.26E
2006-06-01,16.352999999999998,0.242,Zwolle,Netherlands,52.24N,5.26E
2006-07-01,21.941,0.24600000000000002,Zwolle,Netherlands,52.24N,5.26E
2006-08-01,16.610000000000007,0.313,Zwolle,Netherlands,52.24N,5.26E
2006-09-01,18.101,0.132,Zwolle,Netherlands,52.24N,5.26E
2006-10-01,13.413,0.17600000000000002,Zwolle,Netherlands,52.24N,5.26E
2006-11-01,8.932,0.156,Zwolle,Netherlands,52.24N,5.26E
2006-12-01,6.223,0.17,Zwolle,Netherlands,52.24N,5.26E
2007-01-01,6.6709999999999985,0.184,Zwolle,Netherlands,52.24N,5.26E
2007-02-01,5.784,0.163,Zwolle,Netherlands,52.24N,5.26E
2007-03-01,7.854,0.256,Zwolle,Netherlands,52.24N,5.26E
2007-04-01,12.459000000000001,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
2007-05-01,13.963,0.172,Zwolle,Netherlands,52.24N,5.26E
2007-06-01,17.497999999999998,0.18100000000000002,Zwolle,Netherlands,52.24N,5.26E
2007-07-01,17.095,0.179,Zwolle,Netherlands,52.24N,5.26E
2007-08-01,17.175,0.078,Zwolle,Netherlands,52.24N,5.26E
2007-09-01,14.073,0.358,Zwolle,Netherlands,52.24N,5.26E
2007-10-01,9.844,0.127,Zwolle,Netherlands,52.24N,5.26E
2007-11-01,6.635,0.17,Zwolle,Netherlands,52.24N,5.26E
2007-12-01,3.429,0.222,Zwolle,Netherlands,52.24N,5.26E
2008-01-01,5.946999999999999,0.23800000000000002,Zwolle,Netherlands,52.24N,5.26E
2008-02-01,5.051,0.26,Zwolle,Netherlands,52.24N,5.26E
2008-03-01,5.732,0.21899999999999997,Zwolle,Netherlands,52.24N,5.26E
2008-04-01,8.597999999999999,0.21100000000000002,Zwolle,Netherlands,52.24N,5.26E
2008-05-01,15.322,0.204,Zwolle,Netherlands,52.24N,5.26E
2008-06-01,16.369999999999994,0.245,Zwolle,Netherlands,52.24N,5.26E
2008-07-01,18.128,0.12,Zwolle,Netherlands,52.24N,5.26E
2008-08-01,17.597,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
2008-09-01,13.838,0.19699999999999998,Zwolle,Netherlands,52.24N,5.26E
2008-10-01,9.868,0.09300000000000001,Zwolle,Netherlands,52.24N,5.26E
2008-11-01,6.595,0.18899999999999997,Zwolle,Netherlands,52.24N,5.26E
2008-12-01,1.954,0.171,Zwolle,Netherlands,52.24N,5.26E
2009-01-01,0.52,0.293,Zwolle,Netherlands,52.24N,5.26E
2009-02-01,2.997,0.192,Zwolle,Netherlands,52.24N,5.26E
2009-03-01,6.0089999999999995,0.17300000000000001,Zwolle,Netherlands,52.24N,5.26E
2009-04-01,11.75,0.28,Zwolle,Netherlands,52.24N,5.26E
2009-05-01,13.715,0.243,Zwolle,Netherlands,52.24N,5.26E
2009-06-01,15.617,0.168,Zwolle,Netherlands,52.24N,5.26E
2009-07-01,18.2,0.27,Zwolle,Netherlands,52.24N,5.26E
2009-08-01,18.671000000000006,0.265,Zwolle,Netherlands,52.24N,5.26E
2009-09-01,15.288,0.19899999999999998,Zwolle,Netherlands,52.24N,5.26E
2009-10-01,10.332,0.11599999999999999,Zwolle,Netherlands,52.24N,5.26E
2009-11-01,9.04,0.289,Zwolle,Netherlands,52.24N,5.26E
2009-12-01,1.847,0.151,Zwolle,Netherlands,52.24N,5.26E
2010-01-01,-1.16,0.26899999999999996,Zwolle,Netherlands,52.24N,5.26E
2010-02-01,1.1819999999999995,0.20199999999999999,Zwolle,Netherlands,52.24N,5.26E
2010-03-01,6.085,0.18600000000000003,Zwolle,Netherlands,52.24N,5.26E
2010-04-01,9.164,0.08199999999999999,Zwolle,Netherlands,52.24N,5.26E
2010-05-01,10.363,0.13699999999999998,Zwolle,Netherlands,52.24N,5.26E
2010-06-01,16.213,0.256,Zwolle,Netherlands,52.24N,5.26E
2010-07-01,19.775,0.36200000000000004,Zwolle,Netherlands,52.24N,5.26E
2010-08-01,16.912000000000006,0.222,Zwolle,Netherlands,52.24N,5.26E
2010-09-01,13.661,0.19399999999999998,Zwolle,Netherlands,52.24N,5.26E
2010-10-01,10.279000000000002,0.149,Zwolle,Netherlands,52.24N,5.26E
2010-11-01,5.385,0.261,Zwolle,Netherlands,52.24N,5.26E
2010-12-01,-1.7780000000000005,0.3,Zwolle,Netherlands,52.24N,5.26E
2011-01-01,2.9339999999999997,0.237,Zwolle,Netherlands,52.24N,5.26E
2011-02-01,4.21,0.21100000000000002,Zwolle,Netherlands,52.24N,5.26E
2011-03-01,5.917000000000001,0.16699999999999998,Zwolle,Netherlands,52.24N,5.26E
2011-04-01,12.554,0.153,Zwolle,Netherlands,52.24N,5.26E
2011-05-01,14.065999999999999,0.149,Zwolle,Netherlands,52.24N,5.26E
2011-06-01,16.273,0.267,Zwolle,Netherlands,52.24N,5.26E
2011-07-01,16.02,0.179,Zwolle,Netherlands,52.24N,5.26E
2011-08-01,16.975,0.139,Zwolle,Netherlands,52.24N,5.26E
2011-09-01,15.788,0.109,Zwolle,Netherlands,52.24N,5.26E
2011-10-01,11.337,0.221,Zwolle,Netherlands,52.24N,5.26E
2011-11-01,6.99,0.09699999999999999,Zwolle,Netherlands,52.24N,5.26E
2011-12-01,5.722,0.261,Zwolle,Netherlands,52.24N,5.26E
2012-01-01,4.348,0.293,Zwolle,Netherlands,52.24N,5.26E
2012-02-01,0.3759999999999999,0.29,Zwolle,Netherlands,52.24N,5.26E
2012-03-01,7.862999999999999,0.135,Zwolle,Netherlands,52.24N,5.26E
2012-04-01,8.101,0.168,Zwolle,Netherlands,52.24N,5.26E
2012-05-01,14.169,0.191,Zwolle,Netherlands,52.24N,5.26E
2012-06-01,14.702,0.342,Zwolle,Netherlands,52.24N,5.26E
2012-07-01,17.329,0.287,Zwolle,Netherlands,52.24N,5.26E
2012-08-01,18.588,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
2012-09-01,14.333,0.207,Zwolle,Netherlands,52.24N,5.26E
2012-10-01,10.358,0.20800000000000002,Zwolle,Netherlands,52.24N,5.26E
2012-11-01,6.4689999999999985,0.18899999999999997,Zwolle,Netherlands,52.24N,5.26E
2012-12-01,4.303,0.341,Zwolle,Netherlands,52.24N,5.26E
2013-01-01,1.479,0.217,Zwolle,Netherlands,52.24N,5.26E
2013-02-01,1.5589999999999995,0.304,Zwolle,Netherlands,52.24N,5.26E
2013-03-01,2.253,0.267,Zwolle,Netherlands,52.24N,5.26E
2013-04-01,7.71,0.182,Zwolle,Netherlands,52.24N,5.26E
2013-05-01,11.464,0.23600000000000002,Zwolle,Netherlands,52.24N,5.26E
2013-06-01,15.043,0.261,Zwolle,Netherlands,52.24N,5.26E
2013-07-01,18.775,0.193,Zwolle,Netherlands,52.24N,5.26E
2013-08-01,18.025,0.298,Zwolle,Netherlands,52.24N,5.26E
2013-09-01,,,Zwolle,Netherlands,52.24N,5.26E
