000000000001,2.123,Zwolle,Netherlands,52.24N,5.26E
1958-03-01,2.5269999999999997,0.29100000000000004,Zwolle,Netherlands,52.24N,5.26E
1958-04-01,6.412999999999999,0.27699999999999997,Zwolle,Netherlands,52.24N,5.26E
1958-05-01,12.453,0.35100000000000003,Zwolle,Netherlands,52.24N,5.26E
1958-06-01,14.794,0.40700000000000003,Zwolle,Netherlands,52.24N,5.26E
1958-07-01,16.987000000000002,0.36200000000000004,Zwolle,Netherlands,52.24N,5.26E
1958-08-01,17.414,0.377,Zwolle,Netherlands,52.24N,5.26E
1958-09-01,15.994000000000002,0.278,Zwolle,Netherlands,52.24N,5.26E
1958-10-01,10.937000000000001,0.23199999999999998,Zwolle,Netherlands,52.24N,5.26E
1958-11-01,5.184,0.305,Zwolle,Netherlands,52.24N,5.26E
1958-12-01,4.466,0.293,Zwolle,Netherlands,52.24N,5.26E
1959-01-01,1.7169999999999999,0.425,Zwolle,Netherlands,52.24N,5.26E
1959-02-01,1.1089999999999998,0.406,Zwolle,Netherlands,52.24N,5.26E
1959-03-01,7.2860000000000005,0.475,Zwolle,Netherlands,52.24N,5.26E
1959-04-01,10.008,0.33899999999999997,Zwolle,Netherlands,52.24N,5.26E
1959-05-01,13.372,0.262,Zwolle,Netherlands,52.24N,5.26E
1959-06-01,16.102999999999998,0.27399999999999997,Zwolle,Netherlands,52.24N,5.26E
1959-07-01,18.662,0.26899999999999996,Zwolle,Netherlands,52.24N,5.26E
1959-08-01,18.075000000000006,0.231,Zwolle,Netherlands,52.24N,5.26E
1959-09-01,15.552,0.20199999999999999,Zwolle,Netherlands,52.24N,5.26E
1959-10-01,11.268,0.273,Zwolle,Netherlands,52.24N,5.26E
1959-11-01,5.212000000000001,0.261,Zwolle,Netherlands,52.24N,5.26E
1959-12-01,3.7260000000000004,0.278,Zwolle,Netherlands,52.24N,5.26E
1960-01-01,2.425,0.215,Zwolle,Netherlands,52.24N,5.26E
1960-02-01,3.083,0.245,Zwolle,Netherlands,52.24N,5.26E
1960-03-01,5.8580000000000005,0.34700000000000003,Zwolle,Netherlands,52.24N,5.26E
1960-04-01,8.870000000000003,0.226,Zwolle,Netherlands,52.24N,5.26E
1960-05-01,13.088,0.45399999999999996,Zwolle,Netherlands,52.24N,5.26E
1960-06-01,16.281,0.342,Zwolle,Netherlands,52.24N,5.26E
1960-07-01,15.752999999999998,0.213,Zwolle,Netherlands,52.24N,5.26E
1960-08-01,16.073,0.451,Zwolle,Netherlands,52.24N,5.26E
1960-09-01,13.96,0.163,Zwolle,Netherlands,52.24N,5.26E
1960-10-01,10.681,0.193,Zwolle,Netherlands,52.24N,5.26E
1960-11-01,7.492000000000001,0.20199999999999999,Zwolle,Netherlands,52.24N,5.26E
1960-12-01,2.766,0.161,Zwolle,Netherlands,52.24N,5.26E
1961-01-01,1.781,0.204,Zwolle,Netherlands,52.24N,5.26E
1961-02-01,6.159,0.361,Zwolle,Netherlands,52.24N,5.26E
1961-03-01,7.395,0.21600000000000003,Zwolle,Netherlands,52.24N,5.26E
1961-04-01,10.536,0.381,Zwolle,Netherlands,52.24N,5.26E
1961-05-01,11.182,0.588,Zwolle,Netherlands,52.24N,5.26E
1961-06-01,15.563,0.308,Zwolle,Netherlands,52.24N,5.26E
1961-07-01,15.719000000000001,0.24100000000000002,Zwolle,Netherlands,52.24N,5.26E
1961-08-01,16.158,0.136,Zwolle,Netherlands,52.24N,5.26E
1961-09-01,16.965999999999998,0.214,Zwolle,Netherlands,52.24N,5.26E
1961-10-01,11.569,0.341,Zwolle,Netherlands,52.24N,5.26E
1961-11-01,4.896,0.301,Zwolle,Netherlands,52.24N,5.26E
1961-12-01,1.3780000000000001,0.188,Zwolle,Netherlands,52.24N,5.26E
1962-01-01,3.257,0.18100000000000002,Zwolle,Netherlands,52.24N,5.26E
1962-02-01,2.806,0.146,Zwolle,Netherlands,52.24N,5.26E
1962-03-01,2.052,0.22899999999999998,Zwolle,Netherlands,52.24N,5.26E
1962-04-01,7.943,0.235,Zwolle,Netherlands,52.24N,5.26E
1962-05-01,10.165,0.24600000000000002,Zwolle,Netherlands,52.24N,5.26E
1962-06-01,13.72,0.467,Zwolle,Netherlands,52.24N,5.26E
1962-07-01,14.791,0.17800000000000002,Zwolle,Netherlands,52.24N,5.26E
1962-08-01,15.411,0.28800000000000003,Zwolle,Netherlands,52.24N,5.26E
1962-09-01,13.111,0.304,Zwolle,Netherlands,52.24N,5.26E
1962-10-01,10.732000000000001,0.47700000000000004,Zwolle,Netherlands,52.24N,5.26E
1962-11-01,4.158,0.258,Zwolle,Netherlands,52.24N,5.26E
1962-12-01,-0.6990000000000003,0.265,Zwolle,Netherlands,52.24N,5.26E
1963-01-01,-5.6339999999999995,0.249,Zwolle,Netherlands,52.24N,5.26E
1963-02-01,-3.7230000000000003,0.27699999999999997,Zwolle,Netherlands,52.24N,5.26E
1963-03-01,4.769,0.267,Zwolle,Netherlands,52.24N,5.26E
1963-04-01,8.787,0.273,Zwolle,Netherlands,52.24N,5.26E
1963-05-01,10.993,0.377,Zwolle,Netherlands,52.24N,5.26E
1963-06-01,15.69,0.355,Zwolle,Netherlands,52.24N,5.26E
1963-07-01,16.365,0.262,Zwolle,Netherlands,52.24N,5.26E
1963-08-01,15.667000000000002,0.12300000000000001,Zwolle,Netherlands,52.24N,5.26E
1963-09-01,14.144,0.278,Zwolle,Netherlands,52.24N,5.26E
1963-10-01,9.54,0.266,Zwolle,Netherlands,52.24N,5.26E
1963-11-01,8.277999999999999,0.31,Zwolle,Netherlands,52.24N,5.26E
1963-12-01,-1.2119999999999995,0.29600000000000004,Zwolle,Netherlands,52.24N,5.26E
1964-01-01,0.54,0.287,Zwolle,Netherlands,52.24N,5.26E
1964-02-01,3.387,0.24,Zwolle,Netherlands,52.24N,5.26E
1964-03-01,2.8240000000000003,0.154,Zwolle,Netherlands,52.24N,5.26E
1964-04-01,8.841000000000003,0.21100000000000002,Zwolle,Netherlands,52.24N,5.26E
1964-05-01,14.225999999999999,0.35,Zwolle,Netherlands,52.24N,5.26E
1964-06-01,15.489,0.319,Zwolle,Netherlands,52.24N,5.26E
1964-07-01,16.987000000000002,0.231,Zwolle,Netherlands,52.24N,5.26E
1964-08-01,16.46,0.24,Zwolle,Netherlands,52.24N,5.26E
1964-09-01,14.602,0.14300000000000002,Zwolle,Netherlands,52.24N,5.26E
1964-10-01,8.279,0.335,Zwolle,Netherlands,52.24N,5.26E
1964-11-01,6.369,0.20800000000000002,Zwolle,Netherlands,52.24N,5.26E
1964-12-01,2.186,0.257,Zwolle,Netherlands,52.24N,5.26E
1965-01-01,2.535,0.13699999999999998,Zwolle,Netherlands,52.24N,5.26E
1965-02-01,1.994,0.183,Zwolle,Netherlands,52.24N,5.26E
1965-03-01,4.495,0.245,Zwolle,Netherlands,52.24N,5.26E
1965-04-01,7.6800000000000015,0.198,Zwolle,Netherlands,52.24N,5.26E
1965-05-01,12.039,0.293,Zwolle,Netherlands,52.24N,5.26E
1965-06-01,15.005,0.41100000000000003,Zwolle,Netherlands,52.24N,5.26E
1965-07-01,15.215,0.382,Zwolle,Netherlands,52.24N,5.26E
1965-08-01,15.63,0.314,Zwolle,Netherlands,52.24N,5.26E
1965-09-01,13.337,0.19899999999999998,Zwolle,Netherlands,52.24N,5.26E
1965-10-01,10.208,0.261,Zwolle,Netherlands,52.24N,5.26E
1965-11-01,2.716,0.2,Zwolle,Netherlands,52.24N,5.26E
1965-12-01,4.082,0.24600000000000002,Zwolle,Netherlands,52.24N,5.26E
1966-01-01,0.058999999999999934,0.21100000000000002,Zwolle,Netherlands,52.24N,5.26E
1966-02-01,4.16,0.5710000000000001,Zwolle,Netherlands,52.24N,5.26E
1966-03-01,5.206,0.264,Zwolle,Netherlands,52.24N,5.26E
1966-04-01,8.22,0.16699999999999998,Zwolle,Netherlands,52.24N,5.26E
1966-05-01,13.258,0.34700000000000003,Zwolle,Netherlands,52.24N,5.26E
1966-06-01,17.012999999999998,0.239,Zwolle,Netherlands,52.24N,5.26E
1966-07-01,15.727,0.41,Zwolle,Netherlands,52.24N,5.26E
1966-08-01,15.988,0.23199999999999998,Zwolle,Netherlands,52.24N,5.26E
1966-09-01,14.164000000000001,0.322,Zwolle,Netherlands,52.24N,5.26E
1966-10-01,11.277000000000001,0.33899999999999997,Zwolle,Netherlands,52.24N,5.26E
1966-11-01,4.526,0.3,Zwolle,Netherlands,52.24N,5.26E
1966-12-01,4.09,0.31,Zwolle,Netherlands,52.24N,5.26E
1967-01-01,2.9760000000000004,0.20199999999999999,Zwolle,Netherlands,52.24N,5.26E
1967-02-01,5.142,0.373,Zwolle,Netherlands,52.24N,5.26E
1967-03-01,7.08,0.259,Zwolle,Netherlands,52.24N,5.26E
1967-04-01,7.263,0.313,Zwolle,Netherlands,52.24N,5.26E
1967-05-01,12.779000000000002,0.365,Zwolle,Netherlands,52.24N,5.26E
1967-06-01,14.606,0.261,Zwolle,Netherlands,52.24N,5.26E
1967-07-01,18.04,0.466,Zwolle,Netherlands,52.24N,5.26E
1967-08-01,16.733,0.331,Zwolle,Netherlands,52.24N,5.26E
1967-09-01,14.571,0.273,Zwolle,Netherlands,52.24N,5.26E
1967-10-01,11.675999999999998,0.172,Zwolle,Netherlands,52.24N,5.26E
1967-11-01,5.172999999999999,0.242,Zwolle,Netherlands,52.24N,5.26E
1967-12-01,3.0439999999999996,0.261,Zwolle,Netherlands,52.24N,5.26E
1968-01-01,1.5130000000000001,0.24100000000000002,Zwolle,Netherlands,52.24N,5.26E
1968-02-01,1.5719999999999998,0.182,Zwolle,Netherlands,52.24N,5.26E
1968-03-01,6.224,0.193,Zwolle,Netherlands,52.24N,5.26E
1968-04-01,9.164,0.315,Zwolle,Netherlands,52.24N,5.26E
1968-05-01,11.100999999999999,0.298,Zwolle,Netherlands,52.24N,5.26E
1968-06-01,15.559000000000001,0.294,Zwolle,Netherlands,52.24N,5.26E
1968-07-01,16.421,0.225,Zwolle,Netherlands,52.24N,5.26E
1968-08-01,17.258000000000006,0.195,Zwolle,Netherlands,52.24N,5.26E
1968-09-01,14.718,0.08900000000000001,Zwolle,Netherlands,52.24N,5.26E
1968-10-01,11.642000000000001,0.27899999999999997,Zwolle,Netherlands,52.24N,5.26E
1968-11-01,4.976,0.201,Zwolle,Netherlands,52.24N,5.26E
1968-12-01,-0.4460000000000002,0.193,Zwolle,Netherlands,52.24N,5.26E
1969-01-01,3.998,0.192,Zwolle,Netherlands,52.24N,5.26E
1969-02-01,-0.08800000000000008,0.282,Zwolle,Netherlands,52.24N,5.26E
1969-03-01,2.439,0.22,Zwolle,Netherlands,52.24N,5.26E
1969-04-01,7.715000000000002,0.304,Zwolle,Netherlands,52.24N,5.26E
1969-05-01,12.887,0.228,Zwolle,Netherlands,52.24N,5.26E
1969-06-01,15.186,0.306,Zwolle,Netherlands,52.24N,5.26E
1969-07-01,18.035,0.22899999999999998,Zwolle,Netherlands,52.24N,5.26E
1969-08-01,17.855999999999998,0.151,Zwolle,Netherlands,52.24N,5.26E
1969-09-01,14.741,0.28300000000000003,Zwolle,Netherlands,52.24N,5.26E
1969-10-01,12.618,0.253,Zwolle,Netherlands,52.24N,5.26E
1969-11-01,6.426,0.205,Zwolle,Netherlands,52.24N,5.26E
1969-12-01,-1.705,0.316,Zwolle,Netherlands,52.24N,5.26E
1970-01-01,0.32299999999999995,0.29600000000000004,Zwolle,Netherlands,52.24N,5.26E
1970-02-01,1.0509999999999995,0.16899999999999998,Zwolle,Netherlands,52.24N,5.26E
1970-03-01,3.115,0.276,Zwolle,Netherlands,52.24N,5.26E
1970-04-01,6.08,0.312,Zwolle,Netherlands,52.24N,5.26E
1970-05-01,13.097,0.24600000000000002,Zwolle,Netherlands,52.24N,5.26E
1970-06-01,17.2,0.32299999999999995,Zwolle,Netherlands,52.24N,5.26E
1970-07-01,16.032999999999998,0.175,Zwolle,Netherlands,52.24N,5.26E
1970-08-01,16.969,0.10300000000000001,Zwolle,Netherlands,52.24N,5.26E
1970-09-01,14.66,0.182,Zwolle,Netherlands,52.24N,5.26E
1970-10-01,10.689,0.27699999999999997,Zwolle,Netherlands,52.24N,5.26E
1970-11-01,7.5120000000000005,0.218,Zwolle,Netherlands,52.24N,5.26E
1970-12-01,2.099,0.307,Zwolle,Netherlands,52.24N,5.26E
1971-01-01,2.204,0.271,Zwolle,Netherlands,52.24N,5.26E
1971-02-01,3.72,0.28600000000000003,Zwolle,Netherlands,52.24N,5.26E
1971-03-01,2.963,0.263,Zwolle,Netherlands,52.24N,5.26E
1971-04-01,8.019,0.20199999999999999,Zwolle,Netherlands,52.24N,5.26E
1971-05-01,13.679,0.24600000000000002,Zwolle,Netherlands,52.24N,5.26E
1971-06-01,14.227,0.077,Zwolle,Netherlands,52.24N,5.26E
1971-07-01,17.384,0.221,Zwolle,Netherlands,52.24N,5.26E
1971-08-01,17.442999999999998,0.18899999999999997,Zwolle,Netherlands,52.24N,5.26E
1971-09-01,13.367,0.387,Zwolle,Netherlands,52.24N,5.26E
1971-10-01,10.525,0.259,Zwolle,Netherlands,52.24N,5.26E
1971-11-01,5.4369999999999985,0.319,Zwolle,Netherlands,52.24N,5.26E
1971-12-01,5.138,0.225,Zwolle,Netherlands,52.24N,5.26E
1972-01-01,0.2509999999999999,0.37,Zwolle,Netherlands,52.24N,5.26E
1972-02-01,3.611,0.309,Zwolle,Netherlands,52.24N,5.26E
1972-03-01,6.534000000000002,0.243,Zwolle,Netherlands,52.24N,5.26E
1972-04-01,7.8450000000000015,0.301,Zwolle,Netherlands,52.24N,5.26E
1972-05-01,12.105,0.287,Zwolle,Netherlands,52.24N,5.26E
1972-06-01,13.782,0.311,Zwolle,Netherlands,52.24N,5.26E
1972-07-01,17.564,0.215,Zwolle,Netherlands,52.24N,5.26E
1972-08-01,15.667000000000002,0.255,Zwolle,Netherlands,52.24N,5.26E
1972-09-01,12.043,0.27699999999999997,Zwolle,Netherlands,52.24N,5.26E
1972-10-01,8.879999999999997,0.309,Zwolle,Netherlands,52.24N,5.26E
1972-11-01,6.011,0.175,Zwolle,Netherlands,52.24N,5.26E
1972-12-01,3.27,0.256,Zwolle,Netherlands,52.24N,5.26E
1973-01-01,2.717,0.22,Zwolle,Netherlands,52.24N,5.26E
1973-02-01,3.136,0.157,Zwolle,Netherlands,52.24N,5.26E
1973-03-01,5.57,0.51,Zwolle,Netherlands,52.24N,5.26E
1973-04-01,6.239000000000001,0.26899999999999996,Zwolle,Netherlands,52.24N,5.26E
1973-05-01,12.297,0.36700000000000005,Zwolle,Netherlands,52.24N,5.26E
1973-06-01,16.125,0.228,Zwolle,Netherlands,52.24N,5.26E
1973-07-01,17.275,0.152,Zwolle,Netherlands,52.24N,5.26E
1973-08-01,17.725,0.358,Zwolle,Netherlands,52.24N,5.26E
1973-09-01,15.011,0.125,Zwolle,Netherlands,52.24N,5.26E
1973-10-01,8.975,0.29100000000000004,Zwolle,Netherlands,52.24N,5.26E
1973-11-01,5.507999999999999,0.212,Zwolle,Netherlands,52.24N,5.26E
1973-12-01,2.708,0.192,Zwolle,Netherlands,52.24N,5.26E
1974-01-01,5.0120000000000005,0.27899999999999997,Zwolle,Netherlands,52.24N,5.26E
1974-02-01,4.743,0.252,Zwolle,Netherlands,52.24N,5.26E
1974-03-01,5.847,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
1974-04-01,9.02,0.299,Zwolle,Netherlands,52.24N,5.26E
1974-05-01,11.685,0.287,Zwolle,Netherlands,52.24N,5.26E
1974-06-01,14.885,0.289,Zwolle,Netherlands,52.24N,5.26E
1974-07-01,15.495,0.192,Zwolle,Netherlands,52.24N,5.26E
1974-08-01,16.675,0.36,Zwolle,Netherlands,52.24N,5.26E
1974-09-01,13.222000000000001,0.165,Zwolle,Netherlands,52.24N,5.26E
1974-10-01,7.094999999999999,0.26,Zwolle,Netherlands,52.24N,5.26E
1974-11-01,6.422999999999999,0.376,Zwolle,Netherlands,52.24N,5.26E
1974-12-01,6.7170000000000005,0.28300000000000003,Zwolle,Netherlands,52.24N,5.26E
1975-01-01,6.174,0.17600000000000002,Zwolle,Netherlands,52.24N,5.26E
1975-02-01,3.265,0.32899999999999996,Zwolle,Netherlands,52.24N,5.26E
1975-03-01,4.8469999999999995,0.16699999999999998,Zwolle,Netherlands,52.24N,5.26E
1975-04-01,7.351,0.086,Zwolle,Netherlands,52.24N,5.26E
1975-05-01,11.224,0.316,Zwolle,Netherlands,52.24N,5.26E
1975-06-01,15.044,0.326,Zwolle,Netherlands,52.24N,5.26E
1975-07-01,17.88,0.532,Zwolle,Netherlands,52.24N,5.26E
1975-08-01,19.854000000000006,0.47,Zwolle,Netherlands,52.24N,5.26E
1975-09-01,15.562000000000001,0.184,Zwolle,Netherlands,52.24N,5.26E
1975-10-01,8.699,0.23800000000000002,Zwolle,Netherlands,52.24N,5.26E
1975-11-01,5.226,0.20199999999999999,Zwolle,Netherlands,52.24N,5.26E
1975-12-01,3.338,0.239,Zwolle,Netherlands,52.24N,5.26E
1976-01-01,3.7560000000000002,0.22,Zwolle,Netherlands,52.24N,5.26E
1976-02-01,2.765,0.18100000000000002,Zwolle,Netherlands,52.24N,5.26E
1976-03-01,3.2460000000000004,0.187,Zwolle,Netherlands,52.24N,5.26E
1976-04-01,7.33,0.33899999999999997,Zwolle,Netherlands,52.24N,5.26E
1976-05-01,13.277,0.43700000000000006,Zwolle,Netherlands,52.24N,5.26E
1976-06-01,17.695,0.337,Zwolle,Netherlands,52.24N,5.26E
1976-07-01,19.242,0.315,Zwolle,Netherlands,52.24N,5.26E
1976-08-01,17.936,0.16399999999999998,Zwolle,Netherlands,52.24N,5.26E
1976-09-01,13.992,0.268,Zwolle,Netherlands,52.24N,5.26E
1976-10-01,11.032,0.314,Zwolle,Netherlands,52.24N,5.26E
1976-11-01,6.49,0.188,Zwolle,Netherlands,52.24N,5.26E
1976-12-01,1.112,0.235,Zwolle,Netherlands,52.24N,5.26E
1977-01-01,2.411,0.222,Zwolle,Netherlands,52.24N,5.26E
1977-02-01,4.708,0.28600000000000003,Zwolle,Netherlands,52.24N,5.26E
1977-03-01,7.0489999999999995,0.187,Zwolle,Netherlands,52.24N,5.26E
1977-04-01,6.473000000000001,0.255,Zwolle,Netherlands,52.24N,5.26E
1977-05-01,11.843,0.23199999999999998,Zwolle,Netherlands,52.24N,5.26E
1977-06-01,14.468,0.237,Zwolle,Netherlands,52.24N,5.26E
1977-07-01,16.845,0.312,Zwolle,Netherlands,52.24N,5.26E
1977-08-01,16.110000000000007,0.252,Zwolle,Netherlands,52.24N,5.26E
1977-09-01,13.470999999999998,0.19399999999999998,Zwolle,Netherlands,52.24N,5.26E
1977-10-01,11.521,0.254,Zwolle,Netherlands,52.24N,5.26E
1977-11-01,6.732,0.17600000000000002,Zwolle,Netherlands,52.24N,5.26E
1977-12-01,4.321000000000001,0.316,Zwolle,Netherlands,52.24N,5.26E
1978-01-01,2.861,0.24,Zwolle,Netherlands,52.24N,5.26E
1978-02-01,0.9799999999999998,0.20600000000000002,Zwolle,Netherlands,52.24N,5.26E
1978-03-01,6.341,0.223,Zwolle,Netherlands,52.24N,5.26E
1978-04-01,6.98,0.36200000000000004,Zwolle,Netherlands,52.24N,5.26E
1978-05-01,12.103,0.276,Zwolle,Netherlands,52.24N,5.26E
1978-06-01,15.017000000000001,0.282,Zwolle,Netherlands,52.24N,5.26E
1978-07-01,15.348,0.22699999999999998,Zwolle,Netherlands,52.24N,5.26E
1978-08-01,15.520999999999999,0.32,Zwolle,Netherlands,52.24N,5.26E
1978-09-01,13.741,0.23800000000000002,Zwolle,Netherlands,52.24N,5.26E
1978-10-01,10.803,0.214,Zwolle,Netherlands,52.24N,5.26E
1978-11-01,6.4510000000000005,0.37,Zwolle,Netherlands,52.24N,5.26E
1978-12-01,1.311,0.29100000000000004,Zwolle,Netherlands,52.24N,5.26E
1979-01-01,-3.3800000000000003,0.34600000000000003,Zwolle,Netherlands,52.24N,5.26E
1979-02-01,-1.0210000000000004,0.251,Zwolle,Netherlands,52.24N,5.26E
1979-03-01,4.5470000000000015,0.192,Zwolle,Netherlands,52.24N,5.26E
1979-04-01,7.512,0.24,Zwolle,Netherlands,52.24N,5.26E
1979-05-01,11.705,0.355,Zwolle,Netherlands,52.24N,5.26E
1979-06-01,15.089,0.184,Zwolle,Netherlands,52.24N,5.26E
1979-07-01,15.969000000000001,0.18600000000000003,Zwolle,Netherlands,52.24N,5.26E
1979-08-01,15.692000000000002,0.243,Zwolle,Netherlands,52.24N,5.26E
1979-09-01,13.89,0.179,Zwolle,Netherlands,52.24N,5.26E
1979-10-01,10.645,0.294,Zwolle,Netherlands,52.24N,5.26E
1979-11-01,5.657,0.263,Zwolle,Netherlands,52.24N,5.26E
1979-12-01,5.127999999999999,0.28,Zwolle,Netherlands,52.24N,5.26E
1980-01-01,-0.018000000000000016,0.207,Zwolle,Netherlands,52.24N,5.26E
1980-02-01,4.585,0.254,Zwolle,Netherlands,52.24N,5.26E
1980-03-01,4.744,0.17800000000000002,Zwolle,Netherlands,52.24N,5.26E
1980-04-01,7.666,0.171,Zwolle,Netherlands,52.24N,5.26E
1980-05-01,11.862,0.207,Zwolle,Netherlands,52.24N,5.26E
1980-06-01,15.029000000000002,0.17600000000000002,Zwolle,Netherlands,52.24N,5.26E
1980-07-01,15.651,0.233,Zwolle,Netherlands,52.24N,5.26E
1980-08-01,17.135,0.243,Zwolle,Netherlands,52.24N,5.26E
1980-09-01,15.504000000000001,0.126,Zwolle,Netherlands,52.24N,5.26E
1980-10-01,9.367,0.135,Zwolle,Netherlands,52.24N,5.26E
1980-11-01,4.715,0.14300000000000002,Zwolle,Netherlands,52.24N,5.26E
1980-12-01,3.238,0.262,Zwolle,Netherlands,52.24N,5.26E
1981-01-01,2.437,0.376,Zwolle,Netherlands,52.24N,5.26E
1981-02-01,1.5149999999999997,0.166,Zwolle,Netherlands,52.24N,5.26E
1981-03-01,7.957999999999999,0.174,Zwolle,Netherlands,52.24N,5.26E
1981-04-01,8.187999999999999,0.244,Zwolle,Netherlands,52.24N,5.26E
1981-05-01,13.575999999999999,0.267,Zwolle,Netherlands,52.24N,5.26E
1981-06-01,14.575,0.474,Zwolle,Netherlands,52.24N,5.26E
1981-07-01,16.526999999999994,0.273,Zwolle,Netherlands,52.24N,5.26E
1981-08-01,16.778000000000002,0.242,Zwolle,Netherlands,52.24N,5.26E
1981-09-01,15.140999999999998,0.22699999999999998,Zwolle,Netherlands,52.24N,5.26E
1981-10-01,8.725,0.25,Zwolle,Netherlands,52.24N,5.26E
1981-11-01,6.539,0.2,Zwolle,Netherlands,52.24N,5.26E
1981-12-01,-0.8010000000000002,0.327,Zwolle,Netherlands,52.24N,5.26E
1982-01-01,0.73,0.297,Zwolle,Netherlands,52.24N,5.26E
1982-02-01,2.755,0.158,Zwolle,Netherlands,52.24N,5.26E
1982-03-01,5.44,0.162,Zwolle,Netherlands,52.24N,5.26E
1982-04-01,7.5790000000000015,0.131,Zwolle,Netherlands,52.24N,5.26E
1982-05-01,12.735999999999999,0.205,Zwolle,Netherlands,52.24N,5.26E
1982-06-01,16.572,0.309,Zwolle,Netherlands,52.24N,5.26E
1982-07-01,18.684,0.331,Zwolle,Netherlands,52.24N,5.26E
1982-08-01,17.484,0.08900000000000001,Zwolle,Netherlands,52.24N,5.26E
1982-09-01,15.777000000000001,0.26,Zwolle,Netherlands,52.24N,5.26E
1982-10-01,10.965,0.21100000000000002,Zwolle,Netherlands,52.24N,5.26E
1982-11-01,7.872000000000001,0.268,Zwolle,Netherlands,52.24N,5.26E
1982-12-01,3.113,0.249,Zwolle,Netherlands,52.24N,5.26E
1983-01-01,5.65,0.264,Zwolle,Netherlands,52.24N,5.26E
1983-02-01,0.7239999999999998,0.218,Zwolle,Netherlands,52.24N,5.26E
1983-03-01,5.605,0.19699999999999998,Zwolle,Netherlands,52.24N,5.26E
1983-04-01,8.370000000000001,0.187,Zwolle,Netherlands,52.24N,5.26E
1983-05-01,10.929,0.207,Zwolle,Netherlands,52.24N,5.26E
1983-06-01,16.22,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
1983-07-01,19.584,0.28,Zwolle,Netherlands,52.24N,5.26E
1983-08-01,18.207,0.168,Zwolle,Netherlands,52.24N,5.26E
1983-09-01,14.384,0.2,Zwolle,Netherlands,52.24N,5.26E
1983-10-01,10.405,0.139,Zwolle,Netherlands,52.24N,5.26E
1983-11-01,5.9910000000000005,0.168,Zwolle,Netherlands,52.24N,5.26E
1983-12-01,3.282,0.185,Zwolle,Netherlands,52.24N,5.26E
1984-01-01,3.228,0.182,Zwolle,Netherlands,52.24N,5.26E
1984-02-01,2.024,0.191,Zwolle,Netherlands,52.24N,5.26E
1984-03-01,4.055,0.223,Zwolle,Netherlands,52.24N,5.26E
1984-04-01,7.6,0.191,Zwolle,Netherlands,52.24N,5.26E
1984-05-01,10.536,0.245,Zwolle,Netherlands,52.24N,5.26E
1984-06-01,13.642000000000001,0.14300000000000002,Zwolle,Netherlands,52.24N,5.26E
1984-07-01,15.911,0.32899999999999996,Zwolle,Netherlands,52.24N,5.26E
1984-08-01,18.008000000000006,0.207,Zwolle,Netherlands,52.24N,5.26E
1984-09-01,13.703,0.155,Zwolle,Netherlands,52.24N,5.26E
1984-10-01,11.453,0.133,Zwolle,Netherlands,52.24N,5.26E
1984-11-01,7.922000000000001,0.257,Zwolle,Netherlands,52.24N,5.26E
1984-12-01,4.05,0.259,Zwolle,Netherlands,52.24N,5.26E
1985-01-01,-3.339,0.174,Zwolle,Netherlands,52.24N,5.26E
1985-02-01,-0.7640000000000002,0.16899999999999998,Zwolle,Netherlands,52.24N,5.26E
1985-03-01,4.1240000000000006,0.242,Zwolle,Netherlands,52.24N,5.26E
1985-04-01,8.370000000000001,0.237,Zwolle,Netherlands,52.24N,5.26E
1985-05-01,13.262,0.41,Zwolle,Netherlands,52.24N,5.26E
1985-06-01,13.821,0.384,Zwolle,Netherlands,52.24N,5.26E
1985-07-01,17.133,0.221,Zwolle,Netherlands,52.24N,5.26E
1985-08-01,16.047,0.22399999999999998,Zwolle,Netherlands,52.24N,5.26E
1985-09-01,14.289000000000001,0.272,Zwolle,Netherlands,52.24N,5.26E
1985-10-01,10.363,0.2,Zwolle,Netherlands,52.24N,5.26E
1985-11-01,2.465,0.18,Zwolle,Netherlands,52.24N,5.26E
1985-12-01,5.319,0.33299999999999996,Zwolle,Netherlands,52.24N,5.26E
1986-01-01,1.956,0.319,Zwolle,Netherlands,52.24N,5.26E
1986-02-01,-3.871,0.131,Zwolle,Netherlands,52.24N,5.26E
1986-03-01,4.107,0.245,Zwolle,Netherlands,52.24N,5.26E
1986-04-01,6.0390000000000015,0.17800000000000002,Zwolle,Netherlands,52.24N,5.26E
1986-05-01,13.254,0.25,Zwolle,Netherlands,52.24N,5.26E
1986-06-01,16.217,0.26899999999999996,Zwolle,Netherlands,52.24N,5.26E
1986-07-01,16.988999999999994,0.353,Zwolle,Netherlands,52.24N,5.26E
1986-08-01,15.655999999999999,0.225,Zwolle,Netherlands,52.24N,5.26E
1986-09-01,11.597000000000001,0.172,Zwolle,Netherlands,52.24N,5.26E
1986-10-01,11.195,0.226,Zwolle,Netherlands,52.24N,5.26E
1986-11-01,7.782,0.237,Zwolle,Netherlands,52.24N,5.26E
1986-12-01,4.5779999999999985,0.209,Zwolle,Netherlands,52.24N,5.26E
1987-01-01,-2.99,0.272,Zwolle,Netherlands,52.24N,5.26E
1987-02-01,1.847,0.162,Zwolle,Netherlands,52.24N,5.26E
1987-03-01,2.083,0.168,Zwolle,Netherlands,52.24N,5.26E
1987-04-01,10.335,0.20199999999999999,Zwolle,Netherlands,52.24N,5.26E
