,22.24,0.564,Chandpur,Bangladesh,23.31N,90.00E
1818-10-01,24.326,2.075,Chandrapur,India,20.09N,78.48E
1818-11-01,21.912000000000006,4.9,Chandrapur,India,20.09N,78.48E
1818-12-01,20.012,1.619,Chandrapur,India,20.09N,78.48E
1819-01-01,19.155,2.374,Chandrapur,India,20.09N,78.48E
1819-02-01,22.52,3.1910000000000003,Chandrapur,India,20.09N,78.48E
1819-03-01,27.031999999999996,6.353,Chandrapur,India,20.09N,78.48E
1819-04-01,31.259,1.588,Chandrapur,India,20.09N,78.48E
1819-05-01,33.728,1.238,Chandrapur,India,20.09N,78.48E
1819-06-01,31.345,1.861,Chandrapur,India,20.09N,78.48E
1819-07-01,26.904,1.165,Chandrapur,India,20.09N,78.48E
1819-08-01,26.161,1.7309999999999999,Chandrapur,India,20.09N,78.48E
1819-09-01,26.241000000000003,0.8759999999999999,Chandrapur,India,20.09N,78.48E
1819-10-01,25.37,1.8769999999999998,Chandrapur,India,20.09N,78.48E
1819-11-01,22.819000000000006,1.545,Chandrapur,India,20.09N,78.48E
1819-12-01,19.992,1.4140000000000001,Chandrapur,India,20.09N,78.48E
1820-01-01,19.923,4.417,Chandrapur,India,20.09N,78.48E
1820-02-01,22.664,1.665,Chandrapur,India,20.09N,78.48E
1820-03-01,27.406,1.694,Chandrapur,India,20.09N,78.48E
1820-04-01,32.695,1.4180000000000001,Chandrapur,India,20.09N,78.48E
1820-05-01,33.628,1.787,Chandrapur,India,20.09N,78.48E
1820-06-01,31.026999999999997,1.489,Chandrapur,India,20.09N,78.48E
1820-07-01,26.895,2.495,Chandrapur,India,20.09N,78.48E
1820-08-01,25.774,2.461,Chandrapur,India,20.09N,78.48E
1820-09-01,26.551,1.8630000000000002,Chandrapur,India,20.09N,78.48E
1820-10-01,25.182,1.4140000000000001,Chandrapur,India,20.09N,78.48E
1820-11-01,22.496,1.68,Chandrapur,India,20.09N,78.48E
1820-12-01,20.123,2.4219999999999997,Chandrapur,India,20.09N,78.48E
1821-01-01,22.198,2.9210000000000003,Chandrapur,India,20.09N,78.48E
1821-02-01,24.896,3.733,Chandrapur,India,20.09N,78.48E
1821-03-01,28.804000000000002,1.899,Chandrapur,India,20.09N,78.48E
1821-04-01,31.461,1.7990000000000002,Chandrapur,India,20.09N,78.48E
1821-05-01,34.419000000000004,1.8019999999999998,Chandrapur,India,20.09N,78.48E
1821-06-01,31.465999999999998,2.755,Chandrapur,India,20.09N,78.48E
1821-07-01,27.171,1.8719999999999999,Chandrapur,India,20.09N,78.48E
1821-08-01,26.545,1.7069999999999999,Chandrapur,India,20.09N,78.48E
1821-09-01,26.004,1.4,Chandrapur,India,20.09N,78.48E
1821-10-01,25.234,1.143,Chandrapur,India,20.09N,78.48E
1821-11-01,23.025,2.517,Chandrapur,India,20.09N,78.48E
1821-12-01,20.893,1.5290000000000001,Chandrapur,India,20.09N,78.48E
1822-01-01,22.298000000000002,3.233,Chandrapur,India,20.09N,78.48E
1822-02-01,25.599,2.395,Chandrapur,India,20.09N,78.48E
1822-03-01,30.107,1.966,Chandrapur,India,20.09N,78.48E
1822-04-01,32.199000000000005,1.383,Chandrapur,India,20.09N,78.48E
1822-05-01,34.542,1.4780000000000002,Chandrapur,India,20.09N,78.48E
1822-06-01,31.3,1.6569999999999998,Chandrapur,India,20.09N,78.48E
1822-07-01,27.465,1.1440000000000001,Chandrapur,India,20.09N,78.48E
1822-08-01,25.716,2.343,Chandrapur,India,20.09N,78.48E
1822-09-01,26.182,1.716,Chandrapur,India,20.09N,78.48E
1822-10-01,24.735,1.179,Chandrapur,India,20.09N,78.48E
1822-11-01,22.101999999999997,1.797,Chandrapur,India,20.09N,78.48E
1822-12-01,20.198,2.54,Chandrapur,India,20.09N,78.48E
1823-01-01,21.938000000000002,1.7530000000000001,Chandrapur,India,20.09N,78.48E
1823-02-01,24.576999999999998,2.719,Chandrapur,India,20.09N,78.48E
1823-03-01,28.324,1.706,Chandrapur,India,20.09N,78.48E
1823-04-01,32.969,2.63,Chandrapur,India,20.09N,78.48E
1823-05-01,34.421,1.5530000000000002,Chandrapur,India,20.09N,78.48E
1823-06-01,32.24,2.226,Chandrapur,India,20.09N,78.48E
1823-07-01,27.706999999999997,1.3880000000000001,Chandrapur,India,20.09N,78.48E
1823-08-01,25.934,1.367,Chandrapur,India,20.09N,78.48E
1823-09-01,25.609,1.249,Chandrapur,India,20.09N,78.48E
1823-10-01,25.663,1.8019999999999998,Chandrapur,India,20.09N,78.48E
1823-11-01,22.289,3.313,Chandrapur,India,20.09N,78.48E
1823-12-01,21.278000000000002,2.334,Chandrapur,India,20.09N,78.48E
1824-01-01,22.352,1.555,Chandrapur,India,20.09N,78.48E
1824-02-01,24.502,2.668,Chandrapur,India,20.09N,78.48E
1824-03-01,28.646,1.7380000000000002,Chandrapur,India,20.09N,78.48E
1824-04-01,32.729,2.292,Chandrapur,India,20.09N,78.48E
1824-05-01,34.440000000000005,1.69,Chandrapur,India,20.09N,78.48E
1824-06-01,32.391,2.926,Chandrapur,India,20.09N,78.48E
1824-07-01,29.143,3.335,Chandrapur,India,20.09N,78.48E
1824-08-01,26.766,1.7069999999999999,Chandrapur,India,20.09N,78.48E
1824-09-01,27.630000000000006,1.706,Chandrapur,India,20.09N,78.48E
1824-10-01,24.873,1.7990000000000002,Chandrapur,India,20.09N,78.48E
1824-11-01,23.188,1.7890000000000001,Chandrapur,India,20.09N,78.48E
1824-12-01,22.386999999999997,2.884,Chandrapur,India,20.09N,78.48E
1825-01-01,22.244,2.713,Chandrapur,India,20.09N,78.48E
1825-02-01,24.656,1.722,Chandrapur,India,20.09N,78.48E
1825-03-01,28.435,2.207,Chandrapur,India,20.09N,78.48E
1825-04-01,32.985,2.4859999999999998,Chandrapur,India,20.09N,78.48E
1825-05-01,34.481,1.591,Chandrapur,India,20.09N,78.48E
1825-06-01,32.071999999999996,1.585,Chandrapur,India,20.09N,78.48E
1825-07-01,27.816000000000006,2.224,Chandrapur,India,20.09N,78.48E
1825-08-01,25.981,2.057,Chandrapur,India,20.09N,78.48E
1825-09-01,26.585,1.646,Chandrapur,India,20.09N,78.48E
1825-10-01,25.502,1.811,Chandrapur,India,20.09N,78.48E
1825-11-01,23.671000000000006,1.8519999999999999,Chandrapur,India,20.09N,78.48E
1825-12-01,20.837,1.5590000000000002,Chandrapur,India,20.09N,78.48E
1826-01-01,22.148000000000003,1.626,Chandrapur,India,20.09N,78.48E
1826-02-01,23.639,2.305,Chandrapur,India,20.09N,78.48E
1826-03-01,28.71,1.7690000000000001,Chandrapur,India,20.09N,78.48E
1826-04-01,33.061,2.65,Chandrapur,India,20.09N,78.48E
1826-05-01,35.371,1.604,Chandrapur,India,20.09N,78.48E
1826-06-01,31.178,2.633,Chandrapur,India,20.09N,78.48E
1826-07-01,28.063,1.348,Chandrapur,India,20.09N,78.48E
1826-08-01,25.845,1.345,Chandrapur,India,20.09N,78.48E
1826-09-01,26.698,2.002,Chandrapur,India,20.09N,78.48E
1826-10-01,25.99,2.279,Chandrapur,India,20.09N,78.48E
1826-11-01,23.668000000000006,1.436,Chandrapur,India,20.09N,78.48E
1826-12-01,22.28,2.5980000000000003,Chandrapur,India,20.09N,78.48E
1827-01-01,22.61,3.0180000000000002,Chandrapur,India,20.09N,78.48E
1827-02-01,24.67,1.7719999999999998,Chandrapur,India,20.09N,78.48E
1827-03-01,28.886,2.291,Chandrapur,India,20.09N,78.48E
1827-04-01,33.187000000000005,3.1860000000000004,Chandrapur,India,20.09N,78.48E
1827-05-01,34.165000000000006,2.833,Chandrapur,India,20.09N,78.48E
1827-06-01,31.854,2.366,Chandrapur,India,20.09N,78.48E
1827-07-01,28.151,1.456,Chandrapur,India,20.09N,78.48E
1827-08-01,26.367,1.4409999999999998,Chandrapur,India,20.09N,78.48E
1827-09-01,26.363000000000003,1.225,Chandrapur,India,20.09N,78.48E
1827-10-01,25.477,1.37,Chandrapur,India,20.09N,78.48E
1827-11-01,23.656,1.412,Chandrapur,India,20.09N,78.48E
1827-12-01,20.927,3.4610000000000003,Chandrapur,India,20.09N,78.48E
1828-01-01,21.455,3.424,Chandrapur,India,20.09N,78.48E
1828-02-01,24.033,2.505,Chandrapur,India,20.09N,78.48E
1828-03-01,28.408,2.3280000000000003,Chandrapur,India,20.09N,78.48E
1828-04-01,32.254000000000005,2.3,Chandrapur,India,20.09N,78.48E
1828-05-01,34.34500000000001,2.504,Chandrapur,India,20.09N,78.48E
1828-06-01,32.625,2.363,Chandrapur,India,20.09N,78.48E
1828-07-01,28.017,1.493,Chandrapur,India,20.09N,78.48E
1828-08-01,26.393,1.749,Chandrapur,India,20.09N,78.48E
1828-09-01,25.621,1.193,Chandrapur,India,20.09N,78.48E
1828-10-01,25.595,1.62,Chandrapur,India,20.09N,78.48E
1828-11-01,23.587000000000003,1.69,Chandrapur,India,20.09N,78.48E
1828-12-01,21.309,2.468,Chandrapur,India,20.09N,78.48E
1829-01-01,21.789,1.814,Chandrapur,India,20.09N,78.48E
1829-02-01,23.287,2.73,Chandrapur,India,20.09N,78.48E
1829-03-01,28.185,1.669,Chandrapur,India,20.09N,78.48E
1829-04-01,32.219,1.619,Chandrapur,India,20.09N,78.48E
1829-05-01,34.606,3.181,Chandrapur,India,20.09N,78.48E
1829-06-01,31.824,2.359,Chandrapur,India,20.09N,78.48E
1829-07-01,27.493,1.7169999999999999,Chandrapur,India,20.09N,78.48E
1829-08-01,26.258000000000003,1.4869999999999999,Chandrapur,India,20.09N,78.48E
1829-09-01,26.381,1.541,Chandrapur,India,20.09N,78.48E
1829-10-01,26.052,1.9380000000000002,Chandrapur,India,20.09N,78.48E
1829-11-01,22.651000000000003,2.727,Chandrapur,India,20.09N,78.48E
1829-12-01,20.862,4.063,Chandrapur,India,20.09N,78.48E
1830-01-01,21.896,2.747,Chandrapur,India,20.09N,78.48E
1830-02-01,24.545,2.201,Chandrapur,India,20.09N,78.48E
1830-03-01,28.039,1.74,Chandrapur,India,20.09N,78.48E
1830-04-01,32.516999999999996,1.889,Chandrapur,India,20.09N,78.48E
1830-05-01,32.480000000000004,2.542,Chandrapur,India,20.09N,78.48E
1830-06-01,31.63,2.645,Chandrapur,India,20.09N,78.48E
1830-07-01,28.130000000000006,1.923,Chandrapur,India,20.09N,78.48E
1830-08-01,26.089000000000002,1.8519999999999999,Chandrapur,India,20.09N,78.48E
1830-09-01,26.348000000000006,1.969,Chandrapur,India,20.09N,78.48E
1830-10-01,25.563000000000002,2.737,Chandrapur,India,20.09N,78.48E
1830-11-01,23.965,2.441,Chandrapur,India,20.09N,78.48E
1830-12-01,21.746,2.344,Chandrapur,India,20.09N,78.48E
1831-01-01,21.473000000000003,2.367,Chandrapur,India,20.09N,78.48E
1831-02-01,24.405,4.262,Chandrapur,India,20.09N,78.48E
1831-03-01,28.656999999999996,3.4019999999999997,Chandrapur,India,20.09N,78.48E
1831-04-01,31.865,1.483,Chandrapur,India,20.09N,78.48E
1831-05-01,35.027,2.838,Chandrapur,India,20.09N,78.48E
1831-06-01,32.292,2.4659999999999997,Chandrapur,India,20.09N,78.48E
1831-07-01,27.138,1.585,Chandrapur,India,20.09N,78.48E
1831-08-01,25.695,1.51,Chandrapur,India,20.09N,78.48E
1831-09-01,25.883000000000006,1.4780000000000002,Chandrapur,India,20.09N,78.48E
1831-10-01,25.065,1.6130000000000002,Chandrapur,India,20.09N,78.48E
1831-11-01,22.066999999999997,4.52,Chandrapur,India,20.09N,78.48E
1831-12-01,20.469,3.549,Chandrapur,India,20.09N,78.48E
1832-01-01,20.89,2.136,Chandrapur,India,20.09N,78.48E
1832-02-01,23.215,2.287,Chandrapur,India,20.09N,78.48E
1832-03-01,28.548000000000002,2.119,Chandrapur,India,20.09N,78.48E
1832-04-01,32.906,3.3560000000000003,Chandrapur,India,20.09N,78.48E
1832-05-01,35.21400000000001,3.013,Chandrapur,India,20.09N,78.48E
1832-06-01,,,Chandrapur,India,20.09N,78.48E
1832-07-01,28.201,2.408,Chandrapur,India,20.09N,78.48E
1832-08-01,26.496,2.903,Chandrapur,India,20.09N,78.48E
1832-09-01,25.924000000000003,2.001,Chandrapur,India,20.09N,78.48E
1832-10-01,25.085,2.4730000000000003,Chandrapur,India,20.09N,78.48E
1832-11-01,22.198,1.44,Chandrapur,India,20.09N,78.48E
1832-12-01,,,Chandrapur,India,20.09N,78.48E
1833-01-01,21.805,2.9389999999999996,Chandrapur,India,20.09N,78.48E
1833-02-01,24.476,1.632,Chandrapur,India,20.09N,78.48E
1833-03-01,28.031999999999996,2.576,Chandrapur,India,20.09N,78.48E
1833-04-01,32.128,1.702,Chandrapur,India,20.09N,78.48E
1833-05-01,33.96,1.874,Chandrapur,India,20.09N,78.48E
1833-06-01,32.172,2.059,Chandrapur,India,20.09N,78.48E
1833-07-01,28.015,1.669,Chandrapur,India,20.09N,78.48E
1833-08-01,25.877,1.514,Chandrapur,India,20.09N,78.48E
1833-09-01,26.365,1.5130000000000001,Chandrapur,India,20.09N,78.48E
1833-10-01,25.207,1.536,Chandrapur,India,20.09N,78.48E
1833-11-01,23.076999999999998,2.086,Chandrapur,India,20.09N,78.48E
1833-12-01,21.371,2.6919999999999997,Chandrapur,India,20.09N,78.48E
1834-01-01,20.701,2.017,Chandrapur,India,20.09N,78.48E
1834-02-01,24.214000000000002,2.338,Chandrapur,India,20.09N,78.48E
1834-03-01,28.433000000000003,2.392,Chandrapur,India,20.09N,78.48E
1834-04-01,31.816000000000006,2.255,Chandrapur,India,20.09N,78.48E
1834-05-01,35.338,1.766,Chandrapur,India,20.09N,78.48E
1834-06-01,31.47,2.553,Chandrapur,India,20.09N,78.48E
1834-07-01,27.344,1.46,Chandrapur,India,20.09N,78.48E
1834-08-01,26.236,1.237,Chandrapur,India,20.09N,78.48E
1834-09-01,26.914,2.121,Chandrapur,India,20.09N,78.48E
1834-10-01,25.473000000000003,1.07,Chandrapur,India,20.09N,78.48E
1834-11-01,23.09,1.915,Chandrapur,India,20.09N,78.48E
1834-12-01,21.529,1.413,Chandrapur,India,20.09N,78.48E
1835-01-01,21.74,2.295,Chandrapur,India,20.09N,78.48E
1835-02-01,24.024,2.234,Chandrapur,India,20.09N,78.48E
1835-03-01,27.348000000000003,1.403,Chandrapur,India,20.09N,78.48E
1835-04-01,31.164,2.167,Chandrapur,India,20.09N,78.48E
1835-05-01,33.327000000000005,1.4880000000000002,Chandrapur,India,20.09N,78.48E
1835-06-01,30.622,1.909,Chandrapur,India,20.09N,78.48E
1835-07-01,26.711,1.6869999999999998,Chandrapur,India,20.09N,78.48E
1835-08-01,25.475,1.555,Chandrapur,India,20.09N,78.48E
1835-09-01,25.97,1.699,Chandrapur,India,20.09N,78.48E
1835-10-01,24.926,1.119,Chandrapur,India,20.09N,78.48E
1835-11-01,21.664,1.776,Chandrapur,India,20.09N,78.48E
1835-12-01,19.698,1.88,Chandrapur,India,20.09N,78.48E
1836-01-01,21.203000000000003,1.119,Chandrapur,India,20.09N,78.48E
1836-02-01,23.693,1.599,Chandrapur,India,20.09N,78.48E
1836-03-01,27.585,1.796,Chandrapur,India,20.09N,78.48E
1836-04-01,31.658,1.4909999999999999,Chandrapur,India,20.09N,78.48E
1836-05-01,34.28100000000001,2.105,Chandrapur,India,20.09N,78.48E
1836-06-01,31.796,1.5290000000000001,Chandrapur,India,20.09N,78.48E
1836-07-01,27.322,1.325,Chandrapur,India,20.09N,78.48E
1836-08-01,25.671999999999997,1.676,Chandrapur,India,20.09N,78.48E
1836-09-01,26.805000000000003,2.097,Chandrapur,India,20.09N,78.48E
1836-10-01,26.014,4.178,Chandrapur,India,20.09N,78.48E
1836-11-01,22.006,2.005,Chandrapur,India,20.09N,78.48E
1836-12-01,20.928,2.32,Chandrapur,India,20.09N,78.48E
1837-01-01,21.911,2.03,Chandrapur,India,20.09N,78.48E
1837-02-01,24.541999999999998,1.584,Chandrapur,India,20.09N,78.48E
1837-03-01,27.645,2.424,Chandrapur,India,20.09N,78.48E
1837-04-01,31.066999999999997,1.761,Chandrapur,India,20.09N,78.48E
1837-05-01,33.082,1.807,Chandrapur,India,20.09N,78.48E
1837-06-01,31.086,2.048,Chandrapur,India,20.09N,78.48E
1837-07-01,27.366,1.146,Chandrapur,India,20.09N,78.48E
1837-08-01,26.224,0.9540000000000001,Chandrapur,India,20.09N,78.48E
1837-09-01,27.06,1.5930000000000002,Chandrapur,India,20.09N,78.48E
1837-10-01,25.396,2.205,Chandrapur,India,20.09N,78.48E
1837-11-01,22.483,2.363,Chandrapur,India,20.09N,78.48E
1837-12-01,21.006,3.514,Chandrapur,India,20.09N,78.48E
1838-01-01,19.783,2.5869999999999997,Chandrapur,India,20.09N,78.48E
1838-02-01,23.318,1.4680000000000002,Chandrapur,India,20.09N,78.48E
1838-03-01,27.524,1.784,Chandrapur,India,20.09N,78.48E
1838-04-01,32.36,1.449,Chandrapur,India,20.09N,78.48E
1838-05-01,33.635999999999996,1.3130000000000002,Chandrapur,India,20.09N,78.48E
1838-06-01,31.622,1.611,Chandrapur,India,20.09N,78.48E
1838-07-01,28.294,2.991,Chandrapur,India,20.09N,78.48E
1838-08-01,26.508000000000003,2.537,Chandrapur,India,20.09N,78.48E
1838-09-01,27.281999999999996,1.482,Chandrapur,India,20.09N,78.48E
1838-10-01,25.789,3.165,Chandrapur,India,20.09N,78.48E
1838-11-01,22.541999999999998,2.379,Chandrapur,India,20.09N,78.48E
1838-12-01,20.803,2.271,Chandrapur,India,20.09N,78.48E
1839-01-01,22.188000000000002,1.829,Chandrapur,India,20.09N,78.48E
1839-02-01,24.733,1.851,Chandrapur,India,20.09N,78.48E
1839-03-01,27.092,2.16,Chandrapur,India,20.09N,78.48E
1839-04-01,32.085,1.6119999999999999,Chandrapur,India,20.09N,78.48E
1839-05-01,33.86,1.281,Chandrapur,India,20.09N,78.48E
1839-06-01,31.304000000000002,1.5330000000000001,Chandrapur,India,20.09N,78.48E
1839-07-01,27.726,2.397,Chandrapur,India,20.09N,78.48E
1839-08-01,26.261999999999997,1.659,Chandrapur,India,20.09N,78.48E
1839-09-01,26.458,1.246,Chandrapur,India,20.09N,78.48E
1839-10-01,26.078000000000003,1.944,Chandrapur,India,20.09N,78.48E
1839-11-01,21.721,1.974,Chandrapur,India,20.09N,78.48E
1839-12-01,20.425,2.536,Chandrapur,India,20.09N,78.48E
1840-01-01,22.275,2.124,Chandrapur,India,20.09N,78.48E
1840-02-01,24.304000000000002,2.131,Chandrapur,India,20.09N,78.48E
1840-03-01,27.856,1.7930000000000001,Chandrapur,India,20.09N,78.48E
1840-04-01,32.372,1.8769999999999998,Chandrapur,India,20.09N,78.48E
1840-05-01,34.196999999999996,1.819,Chandrapur,India,20.09N,78.48E
1840-06-01,31.647,1.892,Chandrapur,India,20.09N,78.48E
1840-07-01,27.965999999999998,1.038,Chandrapur,India,20.09N,78.48E
1840-08-01,26.304000000000002,1.2930000000000001,Chandrapur,India,20.09N,78.48E
1840-09-01,26.416999999999998,1.013,Chandrapur,India,20.09N,78.48E
1840-10-01,25.515,1.804,Chandrapur,India,20.09N,78.48E
1840-11-01,22.016,3.616,Chandrapur,India,20.09N,78.48E
1840-12-01,20.793000000000003,1.4380000000000002,Chandrapur,India,20.09N,78.48E
1841-01-01,21.806,2.654,Chandrapur,India,20.09N,78.48E
1841-02-01,24.171,1.329,Chandrapur,India,20.09N,78.48E
1841-03-01,27.318,3.168,Chandrapur,India,20.09N,78.48E
1841-04-01,31.339,1.8219999999999998,Chandrapur,India,20.09N,78.48E
1841-05-01,33.5,1.7519999999999998,Chandrapur,India,20.09N,78.48E
1841-06-01,31.29,1.611,Chandrapur,India,20.09N,78.48E
1841-07-01,28.05,1.262,Chandrapur,India,20.09N,78.48E
1841-08-01,25.967,2.1319999999999997,Chandrapur,India,20.09N,78.48E
1841-09-01,26.759,1.099,Chandrapur,India,20.09N,78.48E
1841-10-01,24.975,1.722,Chandrapur,India,20.09N,78.48E
1841-11-01,22.564,1.59,Chandrapur,India,20.09N,78.48E
1841-12-01,20.654,2.086,Chandrapur,India,20.09N,78.48E
1842-01-01,21.505,1.665,Chandrapur,India,20.09N,78.48E
1842-02-01,24.028000000000002,1.9880000000000002,Chandrapur,India,20.09N,78.48E
1842-03-01,28.266,2.504,Chandrapur,India,20.09N,78.48E
1842-04-01,32.190000000000005,1.7180000000000002,Chandrapur,India,20.09N,78.48E
1842-05-01,33.982,1.1059999999999999,Chandrapur,India,20.09N,78.48E
1842-06-01,31.21,1.455,Chandrapur,India,20.09N,78.48E
1842-07-01,27.739,1.5959999999999999,Chandrapur,India,20.09N,78.48E
1842-08-01,26.05,1.1,Chandrapur,India,20.09N,78.48E
1842-09-01,26.255000000000006,1.4509999999999998,Chandrapur,India,20.09N,78.48E
1842-10-01,25.375,1.357,Chandrapur,India,20.09N,78.48E
1842-11-01,22.535,1.459,Chandrapur,India,20.09N,78.48E
1842-12-01,21.244,1.175,Chandrapur,India,20.09N,78.48E
1843-01-01,21.888,1.881,Chandrapur,India,20.09N,78.48E
1843-02-01,24.548000000000002,1.7309999999999999,Chandrapur,India,20.09N,78.48E
1843-03-01,27.543000000000003,1.7719999999999998,Chandrapur,India,20.09N,78.48E
1843-04-01,31.633000000000006,1.392,Chandrapur,India,20.09N,78.48E
1843-05-01,33.131,1.661,Chandrapur,India,20.09N,78.48E
1843-06-01,31.057,1.306,Chandrapur,India,20.09N,78.48E
1843-07-01,27.6,0.971,Chandrapur,India,20.09N,78.48E
1843-08-01,26.3,1.264,Chandrapur,India,20.09N,78.48E
1843-09-01,26.691999999999997,0.8909999999999999,Chandrapur,India,20.09N,78.48E
1843-10-01,25.275,1.3090000000000002,Chandrapur,India,20.09N,78.48E
1843-11-01,22.089,0.958,Chandrapur,India,20.09N,78.48E
1843-12-01,20.155,2.943,Chandrapur,India,20.09N,78.48E
1844-01-01,21.148000000000003,1.143,Chandrapur,India,20.09N,78.48E
1844-02-01,22.747,2.039,Chandrapur,India,20.09N,78.48E
1844-03-01,27.701,2.175,Chandrapur,India,20.09N,78.48E
1844-04-01,31.886999999999997,1.238,Chandrapur,India,20.09N,78.48E
1844-05-01,33.232,1.2919999999999998,Chandrapur,India,20.09N,78.48E
1844-06-01,31.373,0.846,Chandrapur,India,20.09N,78.48E
1844-07-01,27.229,0.9840000000000001,Chandrapur,India,20.09N,78.48E
1844-08-01,26.339000000000002,2.46,Chandrapur,India,20.09N,78.48E
1844-09-01,26.316999999999997,0.993,Chandrapur,India,20.09N,78.48E
1844-10-01,25.352,1.224,Chandrapur,India,20.09N,78.48E
1844-11-01,22.609,1.015,Chandrapur,India,20.09N,78.48E
1844-12-01,20.94,1.855,Chandrapur,India,20.09N,78.48E
1845-01-01,21.796,1.631,Chandrapur,India,20.09N,78.48E
1845-02-01,23.684,2.353,Chandrapur,India,20.09N,78.48E
1845-03-01,28.311,1.2830000000000001,Chandrapur,India,20.09N,78.48E
1845-04-01,31.907000000000004,1.673,Chandrapur,India,20.09N,78.48E
1845-05-01,34.023,1.12,Chandrapur,India,20.09N,78.48E
1845-06-01,31.097,1.383,Chandrapur,India,20.09N,78.48E
1845-07-01,27.864,0.946,Chandrapur,India,20.09N,78.48E
1845-08-01,26.619,0.892,Chandrapur,India,20.09N,78.48E
1845-09-01,26.945999999999998,1.16,Chandrapur,India,20.09N,78.48E
1845-10-01,25.402,1.092,Chandrapur,India,20.09N,78.48E
1845-11-01,22.566000000000006,1.089,Chandrapur,India,20.09N,78.48E
1845-12-01,20.34,2.084,Chandrapur,India,20.09N,78.48E
1846-01-01,23.026,1.8330000000000002,Chandrapur,India,20.09N,78.48E
1846-02-01,24.502,1.431,Chandrapur,India,20.09N,78.48E
1846-03-01,29.306,2.005,Chandrapur,India,20.09N,78.48E
1846-04-01,32.02200000000001,1.9080000000000001,Chandrapur,India,20.09N,78.48E
1846-05-01,34.17100000000001,1.626,Chandrapur,India,20.09N,78.48E
1846-06-01,31.665,2.386,Chandrapur,India,20.09N,78.48E
1846-07-01,28.362,1.88,Chandrapur,India,20.09N,78.48E
1846-08-01,26.893,1.466,Chandrapur,India,20.09N,78.48E
1846-09-01,26.863000000000003,1.776,Chandrapur,India,20.09N,78.48E
1846-10-01,25.136,1.4169999999999998,Chandrapur,India,20.09N,78.48E
1846-11-01,22.87,1.8330000000000002,Chandrapur,India,20.09N,78.48E
1846-12-01,21.011999999999997,1.811,Chandrapur,India,20.09N,78.48E
1847-01-01,22.122,3.2289999999999996,Chandrapur,India,20.09N,78.48E
1847-02-01,24.180999999999997,2.15,Chandrapur,India,20.09N,78.48E
1847-03-01,27.549,1.595,Chandrapur,India,20.09N,78.48E
1847-04-01,32.302,1.597,Chandrapur,India,20.09N,78.48E
1847-05-01,33.707,1.4980000000000002,Chandrapur,India,20.09N,78.48E
1847-06-01,31.238000000000003,1.82,Chandrapur,India,20.09N,78.48E
1847-07-01,27.794,1.515,Chandrapur,India,20.09N,78.48E
1847-08-01,26.501,1.183,Chandrapur,India,20.09N,78.48E
1847-09-01,26.963,1.204,Chandrapur,India,20.09N,78.48E
1847-10-01,25.476,1.358,Chandrapur,India,20.09N,78.48E
1847-11-01,22.616000000000003,1.709,Chandrapur,India,20.09N,78.48E
1847-12-01,19.419,1.577,Chandrapur,India,20.09N,78.48E
1848-01-01,21.329,2.3369999999999997,Chandrapur,India,20.09N,78.48E
