999997,0.956,Majalaya,Indonesia,7.23S,107.84E
1995-06-01,27.284000000000002,0.28600000000000003,Makurdi,Nigeria,7.23N,8.92E
1995-07-01,26.636999999999997,0.37,Makurdi,Nigeria,7.23N,8.92E
1995-08-01,26.589,0.386,Makurdi,Nigeria,7.23N,8.92E
1995-09-01,26.701999999999998,0.375,Makurdi,Nigeria,7.23N,8.92E
1995-10-01,26.795,0.251,Makurdi,Nigeria,7.23N,8.92E
1995-11-01,26.811,0.375,Makurdi,Nigeria,7.23N,8.92E
1995-12-01,26.871,0.545,Makurdi,Nigeria,7.23N,8.92E
1996-01-01,27.461,0.39,Makurdi,Nigeria,7.23N,8.92E
1996-02-01,29.64,0.748,Makurdi,Nigeria,7.23N,8.92E
1996-03-01,30.564,0.419,Makurdi,Nigeria,7.23N,8.92E
1996-04-01,29.796999999999997,0.23,Makurdi,Nigeria,7.23N,8.92E
1996-05-01,27.945,0.43200000000000005,Makurdi,Nigeria,7.23N,8.92E
1996-06-01,27.136999999999997,0.306,Makurdi,Nigeria,7.23N,8.92E
1996-07-01,26.609,0.327,Makurdi,Nigeria,7.23N,8.92E
1996-08-01,26.179,0.379,Makurdi,Nigeria,7.23N,8.92E
1996-09-01,26.112,0.423,Makurdi,Nigeria,7.23N,8.92E
1996-10-01,26.443,0.344,Makurdi,Nigeria,7.23N,8.92E
1996-11-01,26.361,0.49,Makurdi,Nigeria,7.23N,8.92E
1996-12-01,26.475,0.32,Makurdi,Nigeria,7.23N,8.92E
1997-01-01,26.994,0.645,Makurdi,Nigeria,7.23N,8.92E
1997-02-01,27.436,0.8220000000000001,Makurdi,Nigeria,7.23N,8.92E
1997-03-01,30.409000000000002,0.336,Makurdi,Nigeria,7.23N,8.92E
1997-04-01,28.718000000000004,0.589,Makurdi,Nigeria,7.23N,8.92E
1997-05-01,27.723000000000006,0.209,Makurdi,Nigeria,7.23N,8.92E
1997-06-01,27.002,0.32899999999999996,Makurdi,Nigeria,7.23N,8.92E
1997-07-01,26.717,0.51,Makurdi,Nigeria,7.23N,8.92E
1997-08-01,26.623,0.289,Makurdi,Nigeria,7.23N,8.92E
1997-09-01,26.999,0.386,Makurdi,Nigeria,7.23N,8.92E
1997-10-01,27.372,0.331,Makurdi,Nigeria,7.23N,8.92E
1997-11-01,27.713,0.68,Makurdi,Nigeria,7.23N,8.92E
1997-12-01,26.601000000000006,0.406,Makurdi,Nigeria,7.23N,8.92E
1998-01-01,26.633000000000003,0.7390000000000001,Makurdi,Nigeria,7.23N,8.92E
1998-02-01,30.378,0.377,Makurdi,Nigeria,7.23N,8.92E
1998-03-01,30.751,0.9279999999999999,Makurdi,Nigeria,7.23N,8.92E
1998-04-01,31.164,0.46399999999999997,Makurdi,Nigeria,7.23N,8.92E
1998-05-01,29.01,0.446,Makurdi,Nigeria,7.23N,8.92E
1998-06-01,27.724,0.36200000000000004,Makurdi,Nigeria,7.23N,8.92E
1998-07-01,27.175,0.379,Makurdi,Nigeria,7.23N,8.92E
1998-08-01,26.506999999999998,0.368,Makurdi,Nigeria,7.23N,8.92E
1998-09-01,26.517,0.35100000000000003,Makurdi,Nigeria,7.23N,8.92E
1998-10-01,26.953000000000007,0.35,Makurdi,Nigeria,7.23N,8.92E
1998-11-01,27.925,0.932,Makurdi,Nigeria,7.23N,8.92E
1998-12-01,26.366999999999997,0.445,Makurdi,Nigeria,7.23N,8.92E
1999-01-01,27.281,0.33899999999999997,Makurdi,Nigeria,7.23N,8.92E
1999-02-01,29.65,0.306,Makurdi,Nigeria,7.23N,8.92E
1999-03-01,30.673000000000002,0.469,Makurdi,Nigeria,7.23N,8.92E
1999-04-01,30.085,0.6729999999999999,Makurdi,Nigeria,7.23N,8.92E
1999-05-01,27.961,0.42,Makurdi,Nigeria,7.23N,8.92E
1999-06-01,27.378,0.17600000000000002,Makurdi,Nigeria,7.23N,8.92E
1999-07-01,26.444000000000006,0.359,Makurdi,Nigeria,7.23N,8.92E
1999-08-01,26.186999999999998,0.5529999999999999,Makurdi,Nigeria,7.23N,8.92E
1999-09-01,26.395,0.3,Makurdi,Nigeria,7.23N,8.92E
1999-10-01,26.369000000000003,0.21600000000000003,Makurdi,Nigeria,7.23N,8.92E
1999-11-01,27.208000000000002,0.7390000000000001,Makurdi,Nigeria,7.23N,8.92E
1999-12-01,26.340000000000003,0.429,Makurdi,Nigeria,7.23N,8.92E
2000-01-01,26.840999999999998,1.2229999999999999,Makurdi,Nigeria,7.23N,8.92E
2000-02-01,28.522,0.889,Makurdi,Nigeria,7.23N,8.92E
2000-03-01,30.279,0.402,Makurdi,Nigeria,7.23N,8.92E
2000-04-01,29.597,0.522,Makurdi,Nigeria,7.23N,8.92E
2000-05-01,28.340000000000003,0.48200000000000004,Makurdi,Nigeria,7.23N,8.92E
2000-06-01,26.908,0.235,Makurdi,Nigeria,7.23N,8.92E
2000-07-01,26.408,0.304,Makurdi,Nigeria,7.23N,8.92E
2000-08-01,25.918000000000006,0.455,Makurdi,Nigeria,7.23N,8.92E
2000-09-01,26.26,0.188,Makurdi,Nigeria,7.23N,8.92E
2000-10-01,26.726999999999997,0.499,Makurdi,Nigeria,7.23N,8.92E
2000-11-01,26.886999999999997,0.321,Makurdi,Nigeria,7.23N,8.92E
2000-12-01,25.985000000000007,0.659,Makurdi,Nigeria,7.23N,8.92E
2001-01-01,26.11,0.43200000000000005,Makurdi,Nigeria,7.23N,8.92E
2001-02-01,28.500999999999998,0.35700000000000004,Makurdi,Nigeria,7.23N,8.92E
2001-03-01,29.856,0.41600000000000004,Makurdi,Nigeria,7.23N,8.92E
2001-04-01,29.843000000000004,0.284,Makurdi,Nigeria,7.23N,8.92E
2001-05-01,28.421000000000006,0.7020000000000001,Makurdi,Nigeria,7.23N,8.92E
2001-06-01,26.948,0.5329999999999999,Makurdi,Nigeria,7.23N,8.92E
2001-07-01,26.375999999999998,0.387,Makurdi,Nigeria,7.23N,8.92E
2001-08-01,25.853,0.42200000000000004,Makurdi,Nigeria,7.23N,8.92E
2001-09-01,26.546999999999997,0.98,Makurdi,Nigeria,7.23N,8.92E
2001-10-01,26.814,0.305,Makurdi,Nigeria,7.23N,8.92E
2001-11-01,27.476999999999997,0.735,Makurdi,Nigeria,7.23N,8.92E
2001-12-01,26.822000000000006,0.47,Makurdi,Nigeria,7.23N,8.92E
2002-01-01,26.023000000000003,0.385,Makurdi,Nigeria,7.23N,8.92E
2002-02-01,28.630000000000006,0.599,Makurdi,Nigeria,7.23N,8.92E
2002-03-01,30.772,0.523,Makurdi,Nigeria,7.23N,8.92E
2002-04-01,30.261999999999997,0.693,Makurdi,Nigeria,7.23N,8.92E
2002-05-01,29.186999999999998,0.392,Makurdi,Nigeria,7.23N,8.92E
2002-06-01,27.606,0.361,Makurdi,Nigeria,7.23N,8.92E
2002-07-01,26.993,0.531,Makurdi,Nigeria,7.23N,8.92E
2002-08-01,26.561,0.527,Makurdi,Nigeria,7.23N,8.92E
2002-09-01,27.083,1.038,Makurdi,Nigeria,7.23N,8.92E
2002-10-01,26.886000000000006,0.927,Makurdi,Nigeria,7.23N,8.92E
2002-11-01,27.554000000000002,0.574,Makurdi,Nigeria,7.23N,8.92E
2002-12-01,26.861,0.419,Makurdi,Nigeria,7.23N,8.92E
2003-01-01,27.308000000000003,0.42,Makurdi,Nigeria,7.23N,8.92E
2003-02-01,29.619,1.308,Makurdi,Nigeria,7.23N,8.92E
2003-03-01,30.364,0.518,Makurdi,Nigeria,7.23N,8.92E
2003-04-01,30.031999999999996,0.449,Makurdi,Nigeria,7.23N,8.92E
2003-05-01,28.73,0.8170000000000001,Makurdi,Nigeria,7.23N,8.92E
2003-06-01,26.626,0.47,Makurdi,Nigeria,7.23N,8.92E
2003-07-01,26.754,0.35600000000000004,Makurdi,Nigeria,7.23N,8.92E
2003-08-01,26.495,0.45899999999999996,Makurdi,Nigeria,7.23N,8.92E
2003-09-01,26.745,0.32799999999999996,Makurdi,Nigeria,7.23N,8.92E
2003-10-01,27.616000000000003,0.456,Makurdi,Nigeria,7.23N,8.92E
2003-11-01,27.566,0.292,Makurdi,Nigeria,7.23N,8.92E
2003-12-01,26.147,0.89,Makurdi,Nigeria,7.23N,8.92E
2004-01-01,27.628,0.44299999999999995,Makurdi,Nigeria,7.23N,8.92E
2004-02-01,29.136999999999997,0.504,Makurdi,Nigeria,7.23N,8.92E
2004-03-01,30.552,0.557,Makurdi,Nigeria,7.23N,8.92E
2004-04-01,30.159000000000002,0.35200000000000004,Makurdi,Nigeria,7.23N,8.92E
2004-05-01,28.089,0.429,Makurdi,Nigeria,7.23N,8.92E
2004-06-01,26.863000000000003,0.5760000000000001,Makurdi,Nigeria,7.23N,8.92E
2004-07-01,26.583,0.391,Makurdi,Nigeria,7.23N,8.92E
2004-08-01,26.686,0.302,Makurdi,Nigeria,7.23N,8.92E
2004-09-01,27.298,0.207,Makurdi,Nigeria,7.23N,8.92E
2004-10-01,27.62,0.401,Makurdi,Nigeria,7.23N,8.92E
2004-11-01,27.961,0.5870000000000001,Makurdi,Nigeria,7.23N,8.92E
2004-12-01,27.290000000000006,0.499,Makurdi,Nigeria,7.23N,8.92E
2005-01-01,26.741999999999997,0.42700000000000005,Makurdi,Nigeria,7.23N,8.92E
2005-02-01,31.092,0.737,Makurdi,Nigeria,7.23N,8.92E
2005-03-01,31.598000000000003,0.578,Makurdi,Nigeria,7.23N,8.92E
2005-04-01,30.616,0.35100000000000003,Makurdi,Nigeria,7.23N,8.92E
2005-05-01,28.279000000000003,0.489,Makurdi,Nigeria,7.23N,8.92E
2005-06-01,26.928,0.644,Makurdi,Nigeria,7.23N,8.92E
2005-07-01,26.081999999999997,0.755,Makurdi,Nigeria,7.23N,8.92E
2005-08-01,26.285999999999998,0.41700000000000004,Makurdi,Nigeria,7.23N,8.92E
2005-09-01,26.959,0.45,Makurdi,Nigeria,7.23N,8.92E
2005-10-01,26.978,0.607,Makurdi,Nigeria,7.23N,8.92E
2005-11-01,28.069000000000003,0.33399999999999996,Makurdi,Nigeria,7.23N,8.92E
2005-12-01,27.195999999999998,0.626,Makurdi,Nigeria,7.23N,8.92E
2006-01-01,29.15,0.7340000000000001,Makurdi,Nigeria,7.23N,8.92E
2006-02-01,30.715000000000003,0.636,Makurdi,Nigeria,7.23N,8.92E
2006-03-01,30.971,0.688,Makurdi,Nigeria,7.23N,8.92E
2006-04-01,30.017,0.742,Makurdi,Nigeria,7.23N,8.92E
2006-05-01,28.146,0.336,Makurdi,Nigeria,7.23N,8.92E
2006-06-01,27.851999999999997,0.34600000000000003,Makurdi,Nigeria,7.23N,8.92E
2006-07-01,27.425,0.254,Makurdi,Nigeria,7.23N,8.92E
2006-08-01,26.647,0.512,Makurdi,Nigeria,7.23N,8.92E
2006-09-01,26.64,0.27,Makurdi,Nigeria,7.23N,8.92E
2006-10-01,27.64,0.33399999999999996,Makurdi,Nigeria,7.23N,8.92E
2006-11-01,27.088,0.285,Makurdi,Nigeria,7.23N,8.92E
2006-12-01,26.293000000000006,0.41700000000000004,Makurdi,Nigeria,7.23N,8.92E
2007-01-01,26.364,0.435,Makurdi,Nigeria,7.23N,8.92E
2007-02-01,30.246,0.516,Makurdi,Nigeria,7.23N,8.92E
2007-03-01,31.444000000000003,1.072,Makurdi,Nigeria,7.23N,8.92E
2007-04-01,30.616999999999997,0.603,Makurdi,Nigeria,7.23N,8.92E
2007-05-01,28.785,0.341,Makurdi,Nigeria,7.23N,8.92E
2007-06-01,26.834,0.586,Makurdi,Nigeria,7.23N,8.92E
2007-07-01,27.058000000000003,0.271,Makurdi,Nigeria,7.23N,8.92E
2007-08-01,27.022,0.991,Makurdi,Nigeria,7.23N,8.92E
2007-09-01,27.145,0.93,Makurdi,Nigeria,7.23N,8.92E
2007-10-01,27.333,1.619,Makurdi,Nigeria,7.23N,8.92E
2007-11-01,27.529,0.507,Makurdi,Nigeria,7.23N,8.92E
2007-12-01,26.996,0.48100000000000004,Makurdi,Nigeria,7.23N,8.92E
2008-01-01,26.432,0.47600000000000003,Makurdi,Nigeria,7.23N,8.92E
2008-02-01,28.791,0.812,Makurdi,Nigeria,7.23N,8.92E
2008-03-01,30.803,1.002,Makurdi,Nigeria,7.23N,8.92E
2008-04-01,29.321,0.474,Makurdi,Nigeria,7.23N,8.92E
2008-05-01,28.518,0.68,Makurdi,Nigeria,7.23N,8.92E
2008-06-01,27.204,0.502,Makurdi,Nigeria,7.23N,8.92E
2008-07-01,26.877,0.598,Makurdi,Nigeria,7.23N,8.92E
2008-08-01,26.471999999999998,0.348,Makurdi,Nigeria,7.23N,8.92E
2008-09-01,26.888,0.306,Makurdi,Nigeria,7.23N,8.92E
2008-10-01,27.453000000000007,0.434,Makurdi,Nigeria,7.23N,8.92E
2008-11-01,28.034000000000002,0.5710000000000001,Makurdi,Nigeria,7.23N,8.92E
2008-12-01,27.415000000000006,0.429,Makurdi,Nigeria,7.23N,8.92E
2009-01-01,28.066999999999997,0.42,Makurdi,Nigeria,7.23N,8.92E
2009-02-01,30.416,0.44799999999999995,Makurdi,Nigeria,7.23N,8.92E
2009-03-01,31.665,0.37,Makurdi,Nigeria,7.23N,8.92E
2009-04-01,29.915,0.433,Makurdi,Nigeria,7.23N,8.92E
2009-05-01,28.51,0.764,Makurdi,Nigeria,7.23N,8.92E
2009-06-01,27.302,0.7090000000000001,Makurdi,Nigeria,7.23N,8.92E
2009-07-01,26.951,0.385,Makurdi,Nigeria,7.23N,8.92E
2009-08-01,26.684,0.425,Makurdi,Nigeria,7.23N,8.92E
2009-09-01,27.076,0.243,Makurdi,Nigeria,7.23N,8.92E
2009-10-01,27.113000000000003,0.23800000000000002,Makurdi,Nigeria,7.23N,8.92E
2009-11-01,27.155,0.764,Makurdi,Nigeria,7.23N,8.92E
2009-12-01,27.459000000000003,0.563,Makurdi,Nigeria,7.23N,8.92E
2010-01-01,28.336,0.662,Makurdi,Nigeria,7.23N,8.92E
2010-02-01,30.511000000000006,0.56,Makurdi,Nigeria,7.23N,8.92E
2010-03-01,31.349,0.643,Makurdi,Nigeria,7.23N,8.92E
2010-04-01,31.011999999999997,0.616,Makurdi,Nigeria,7.23N,8.92E
2010-05-01,29.03,0.405,Makurdi,Nigeria,7.23N,8.92E
2010-06-01,27.382,0.314,Makurdi,Nigeria,7.23N,8.92E
2010-07-01,26.763,0.324,Makurdi,Nigeria,7.23N,8.92E
2010-08-01,26.834,0.6459999999999999,Makurdi,Nigeria,7.23N,8.92E
2010-09-01,26.441,0.628,Makurdi,Nigeria,7.23N,8.92E
2010-10-01,27.054,0.29600000000000004,Makurdi,Nigeria,7.23N,8.92E
2010-11-01,27.766,0.40700000000000003,Makurdi,Nigeria,7.23N,8.92E
2010-12-01,26.609,0.415,Makurdi,Nigeria,7.23N,8.92E
2011-01-01,26.486,0.574,Makurdi,Nigeria,7.23N,8.92E
2011-02-01,29.791999999999998,0.451,Makurdi,Nigeria,7.23N,8.92E
2011-03-01,31.667,0.606,Makurdi,Nigeria,7.23N,8.92E
2011-04-01,30.191999999999997,0.6,Makurdi,Nigeria,7.23N,8.92E
2011-05-01,28.89,0.41200000000000003,Makurdi,Nigeria,7.23N,8.92E
2011-06-01,27.369,0.43200000000000005,Makurdi,Nigeria,7.23N,8.92E
2011-07-01,26.884,0.435,Makurdi,Nigeria,7.23N,8.92E
2011-08-01,26.61,0.6779999999999999,Makurdi,Nigeria,7.23N,8.92E
2011-09-01,26.976999999999997,0.644,Makurdi,Nigeria,7.23N,8.92E
2011-10-01,27.048,0.46799999999999997,Makurdi,Nigeria,7.23N,8.92E
2011-11-01,27.543000000000003,0.466,Makurdi,Nigeria,7.23N,8.92E
2011-12-01,26.483,1.176,Makurdi,Nigeria,7.23N,8.92E
2012-01-01,27.535999999999998,1.3,Makurdi,Nigeria,7.23N,8.92E
2012-02-01,30.018,0.4,Makurdi,Nigeria,7.23N,8.92E
2012-03-01,31.238000000000003,0.9570000000000001,Makurdi,Nigeria,7.23N,8.92E
2012-04-01,30.206,0.5479999999999999,Makurdi,Nigeria,7.23N,8.92E
2012-05-01,27.866000000000003,0.5920000000000001,Makurdi,Nigeria,7.23N,8.92E
2012-06-01,26.88,0.595,Makurdi,Nigeria,7.23N,8.92E
2012-07-01,26.384,0.857,Makurdi,Nigeria,7.23N,8.92E
2012-08-01,26.544,0.667,Makurdi,Nigeria,7.23N,8.92E
2012-09-01,26.288,0.987,Makurdi,Nigeria,7.23N,8.92E
2012-10-01,26.519,0.89,Makurdi,Nigeria,7.23N,8.92E
2012-11-01,27.64,0.536,Makurdi,Nigeria,7.23N,8.92E
2012-12-01,27.093000000000004,0.517,Makurdi,Nigeria,7.23N,8.92E
2013-01-01,27.734,0.703,Makurdi,Nigeria,7.23N,8.92E
2013-02-01,30.019,0.703,Makurdi,Nigeria,7.23N,8.92E
2013-03-01,31.285,0.41,Makurdi,Nigeria,7.23N,8.92E
2013-04-01,29.42,1.094,Makurdi,Nigeria,7.23N,8.92E
2013-05-01,27.869000000000003,1.115,Makurdi,Nigeria,7.23N,8.92E
2013-06-01,26.959,0.6659999999999999,Makurdi,Nigeria,7.23N,8.92E
2013-07-01,26.894,0.5770000000000001,Makurdi,Nigeria,7.23N,8.92E
2013-08-01,25.991,0.389,Makurdi,Nigeria,7.23N,8.92E
2013-09-01,,,Makurdi,Nigeria,7.23N,8.92E
1856-01-01,25.69,1.222,Malabo,Equatorial Guinea,4.02N,8.84E
1856-02-01,25.36,1.705,Malabo,Equatorial Guinea,4.02N,8.84E
1856-03-01,25.773000000000003,1.068,Malabo,Equatorial Guinea,4.02N,8.84E
1856-04-01,25.46,1.005,Malabo,Equatorial Guinea,4.02N,8.84E
1856-05-01,25.145,1.2009999999999998,Malabo,Equatorial Guinea,4.02N,8.84E
1856-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1856-07-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1856-08-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1856-09-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1856-10-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1856-11-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1856-12-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1857-01-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1857-02-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1857-03-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1857-04-01,24.8,1.0190000000000001,Malabo,Equatorial Guinea,4.02N,8.84E
1857-05-01,24.89,1.119,Malabo,Equatorial Guinea,4.02N,8.84E
1857-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1857-07-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1857-08-01,23.105,1.195,Malabo,Equatorial Guinea,4.02N,8.84E
1857-09-01,23.27,0.9890000000000001,Malabo,Equatorial Guinea,4.02N,8.84E
1857-10-01,23.469,1.016,Malabo,Equatorial Guinea,4.02N,8.84E
1857-11-01,24.535,1.045,Malabo,Equatorial Guinea,4.02N,8.84E
1857-12-01,24.761999999999997,1.6159999999999999,Malabo,Equatorial Guinea,4.02N,8.84E
1858-01-01,25.522,2.185,Malabo,Equatorial Guinea,4.02N,8.84E
1858-02-01,25.566999999999997,1.058,Malabo,Equatorial Guinea,4.02N,8.84E
1858-03-01,25.504,1.4480000000000002,Malabo,Equatorial Guinea,4.02N,8.84E
1858-04-01,26.211,1.22,Malabo,Equatorial Guinea,4.02N,8.84E
1858-05-01,25.438000000000002,1.317,Malabo,Equatorial Guinea,4.02N,8.84E
1858-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1858-07-01,23.366,1.4709999999999999,Malabo,Equatorial Guinea,4.02N,8.84E
1858-08-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1858-09-01,23.2,1.194,Malabo,Equatorial Guinea,4.02N,8.84E
1858-10-01,23.94,1.069,Malabo,Equatorial Guinea,4.02N,8.84E
1858-11-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1858-12-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1859-01-01,25.868000000000002,1.2690000000000001,Malabo,Equatorial Guinea,4.02N,8.84E
1859-02-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1859-03-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1859-04-01,26.63,1.117,Malabo,Equatorial Guinea,4.02N,8.84E
1859-05-01,26.025,1.05,Malabo,Equatorial Guinea,4.02N,8.84E
1859-06-01,25.136,1.214,Malabo,Equatorial Guinea,4.02N,8.84E
1859-07-01,24.259,1.133,Malabo,Equatorial Guinea,4.02N,8.84E
1859-08-01,23.941000000000006,1.155,Malabo,Equatorial Guinea,4.02N,8.84E
1859-09-01,23.546999999999997,0.986,Malabo,Equatorial Guinea,4.02N,8.84E
1859-10-01,24.096,1.304,Malabo,Equatorial Guinea,4.02N,8.84E
1859-11-01,24.680999999999997,1.6980000000000002,Malabo,Equatorial Guinea,4.02N,8.84E
1859-12-01,25.289,1.6469999999999998,Malabo,Equatorial Guinea,4.02N,8.84E
1860-01-01,26.538,2.228,Malabo,Equatorial Guinea,4.02N,8.84E
1860-02-01,26.713,2.157,Malabo,Equatorial Guinea,4.02N,8.84E
1860-03-01,26.178,2.655,Malabo,Equatorial Guinea,4.02N,8.84E
1860-04-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1860-05-01,25.676,0.958,Malabo,Equatorial Guinea,4.02N,8.84E
1860-06-01,25.33,1.045,Malabo,Equatorial Guinea,4.02N,8.84E
1860-07-01,24.432,1.196,Malabo,Equatorial Guinea,4.02N,8.84E
1860-08-01,24.129,1.166,Malabo,Equatorial Guinea,4.02N,8.84E
1860-09-01,24.285,0.997,Malabo,Equatorial Guinea,4.02N,8.84E
1860-10-01,24.215,1.074,Malabo,Equatorial Guinea,4.02N,8.84E
1860-11-01,24.256,0.991,Malabo,Equatorial Guinea,4.02N,8.84E
1860-12-01,23.886999999999997,1.2209999999999999,Malabo,Equatorial Guinea,4.02N,8.84E
1861-01-01,24.447,1.985,Malabo,Equatorial Guinea,4.02N,8.84E
1861-02-01,25.399,1.175,Malabo,Equatorial Guinea,4.02N,8.84E
1861-03-01,25.596,1.06,Malabo,Equatorial Guinea,4.02N,8.84E
1861-04-01,25.327,1.421,Malabo,Equatorial Guinea,4.02N,8.84E
1861-05-01,25.486,0.988,Malabo,Equatorial Guinea,4.02N,8.84E
1861-06-01,24.993,1.2770000000000001,Malabo,Equatorial Guinea,4.02N,8.84E
1861-07-01,24.149,1.3419999999999999,Malabo,Equatorial Guinea,4.02N,8.84E
1861-08-01,23.701,1.28,Malabo,Equatorial Guinea,4.02N,8.84E
1861-09-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1861-10-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1861-11-01,24.546999999999997,1.702,Malabo,Equatorial Guinea,4.02N,8.84E
1861-12-01,24.925,1.6540000000000001,Malabo,Equatorial Guinea,4.02N,8.84E
1862-01-01,24.68,1.655,Malabo,Equatorial Guinea,4.02N,8.84E
1862-02-01,24.964000000000002,1.219,Malabo,Equatorial Guinea,4.02N,8.84E
1862-03-01,26.162,1.5619999999999998,Malabo,Equatorial Guinea,4.02N,8.84E
1862-04-01,26.02,1.589,Malabo,Equatorial Guinea,4.02N,8.84E
1862-05-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1862-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1862-07-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1862-08-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1862-09-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1862-10-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1862-11-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1862-12-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-01-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-02-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-03-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-04-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-05-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-07-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-08-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-09-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-10-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-11-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1863-12-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-01-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-02-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-03-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-04-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-05-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-07-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-08-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-09-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-10-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-11-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1864-12-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-01-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-02-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-03-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-04-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-05-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-07-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-08-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-09-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-10-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-11-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1865-12-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-01-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-02-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-03-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-04-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-05-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-07-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-08-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-09-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-10-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-11-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1866-12-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-01-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-02-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-03-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-04-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-05-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-06-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-07-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-08-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
1867-09-01,,,Malabo,Equatorial Guinea,4.02N,8.84E
