3.691,0.987,Da Lat,Vietnam,12.05N,108.49E
1981-11-01,3.261,0.311,Dabrowa Gornicza,Poland,50.63N,19.01E
1981-12-01,-3.654,0.406,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-01-01,-4.3839999999999995,0.7340000000000001,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-02-01,-2.032,0.38799999999999996,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-03-01,4.9,0.619,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-04-01,6.057,0.386,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-05-01,13.797,0.40700000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-06-01,16.796,0.225,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-07-01,18.908,0.445,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-08-01,18.97,0.27699999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-09-01,16.449,0.249,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-10-01,9.675,0.304,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-11-01,4.742,0.40299999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1982-12-01,1.244,0.713,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-01-01,2.76,0.902,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-02-01,-3.377,0.56,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-03-01,4.305,0.22899999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-04-01,10.122,0.094,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-05-01,15.420000000000002,0.242,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-06-01,16.825,0.40700000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-07-01,20.116,0.203,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-08-01,18.454,0.425,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-09-01,14.795,0.267,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-10-01,9.139,0.273,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-11-01,2.233,0.5329999999999999,Dabrowa Gornicza,Poland,50.63N,19.01E
1983-12-01,-1.036,0.6659999999999999,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-01-01,-0.20800000000000016,0.675,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-02-01,-1.73,0.22,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-03-01,1.8519999999999999,0.511,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-04-01,8.052000000000001,0.402,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-05-01,13.227,0.22899999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-06-01,14.761,0.303,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-07-01,16.415999999999997,0.774,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-08-01,17.855999999999995,0.635,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-09-01,13.790999999999999,0.56,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-10-01,10.592,0.154,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-11-01,3.907,0.249,Dabrowa Gornicza,Poland,50.63N,19.01E
1984-12-01,-1.1540000000000001,0.455,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-01-01,-8.49,0.519,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-02-01,-7.952000000000001,0.655,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-03-01,3.2060000000000004,0.33299999999999996,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-04-01,8.387,0.292,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-05-01,14.748,0.271,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-06-01,14.555,0.573,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-07-01,18.057000000000002,0.23,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-08-01,18.35,0.502,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-09-01,13.14,0.48100000000000004,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-10-01,8.93,0.698,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-11-01,0.5899999999999999,0.228,Dabrowa Gornicza,Poland,50.63N,19.01E
1985-12-01,2.1430000000000002,0.46799999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-01-01,-1.7990000000000002,0.40399999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-02-01,-8.555,0.535,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-03-01,2.088,0.821,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-04-01,9.476,0.34700000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-05-01,15.437,0.218,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-06-01,16.578,0.217,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-07-01,17.979999999999997,0.335,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-08-01,17.766,0.32,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-09-01,11.946000000000002,0.27399999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-10-01,9.258,0.326,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-11-01,4.819,0.265,Dabrowa Gornicza,Poland,50.63N,19.01E
1986-12-01,-0.5369999999999999,0.439,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-01-01,-10.394,0.33,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-02-01,-1.352,0.415,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-03-01,-2.17,0.19699999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-04-01,8.179,0.524,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-05-01,11.754,0.285,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-06-01,16.217,0.41200000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-07-01,18.686,0.28800000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-08-01,16.008,0.384,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-09-01,14.468,0.266,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-10-01,9.055,0.337,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-11-01,4.438,0.262,Dabrowa Gornicza,Poland,50.63N,19.01E
1987-12-01,0.2290000000000001,0.34700000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-01-01,2.1580000000000004,0.8340000000000001,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-02-01,1.177,0.308,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-03-01,1.541,0.379,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-04-01,7.7440000000000015,0.16699999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-05-01,14.609000000000002,0.301,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-06-01,16.407,0.34600000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-07-01,19.494,0.36,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-08-01,18.421,0.159,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-09-01,14.210999999999999,0.423,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-10-01,8.541,0.321,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-11-01,-0.5900000000000003,0.895,Dabrowa Gornicza,Poland,50.63N,19.01E
1988-12-01,0.14000000000000012,0.8909999999999999,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-01-01,1.0499999999999998,0.6759999999999999,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-02-01,3.773,0.667,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-03-01,6.34,0.308,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-04-01,9.129,0.775,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-05-01,13.663,0.2,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-06-01,15.28,0.384,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-07-01,18.591,0.311,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-08-01,18.664,0.48,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-09-01,15.017,0.177,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-10-01,10.559000000000001,0.368,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-11-01,1.5290000000000001,0.7120000000000001,Dabrowa Gornicza,Poland,50.63N,19.01E
1989-12-01,1.1840000000000002,0.552,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-01-01,1.037,0.621,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-02-01,4.747,0.439,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-03-01,6.97,0.163,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-04-01,7.907000000000001,0.28600000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-05-01,14.089,0.35,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-06-01,16.597,0.301,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-07-01,17.273999999999994,0.205,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-08-01,18.313,0.247,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-09-01,11.565999999999999,0.359,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-10-01,9.559,0.341,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-11-01,4.664,0.29100000000000004,Dabrowa Gornicza,Poland,50.63N,19.01E
1990-12-01,-0.7909999999999999,0.248,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-01-01,-0.28000000000000025,0.467,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-02-01,-4.05,0.331,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-03-01,5.314,0.191,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-04-01,7.492999999999999,0.16699999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-05-01,10.179,0.201,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-06-01,15.594,0.205,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-07-01,19.351,0.297,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-08-01,18.192,0.179,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-09-01,14.898,0.147,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-10-01,7.933,0.145,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-11-01,3.947,0.239,Dabrowa Gornicza,Poland,50.63N,19.01E
1991-12-01,-1.827,0.43200000000000005,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-01-01,-0.8810000000000002,0.44799999999999995,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-02-01,1.274,0.27699999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-03-01,3.89,0.281,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-04-01,8.171000000000001,0.38799999999999996,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-05-01,13.784,0.336,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-06-01,18.647000000000002,0.433,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-07-01,20.315,0.28800000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-08-01,22.171,0.165,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-09-01,13.686,0.39899999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-10-01,6.626999999999999,0.267,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-11-01,3.9730000000000003,0.18100000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
1992-12-01,-1.1420000000000001,0.41200000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-01-01,-0.19899999999999984,0.47200000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-02-01,-1.356,0.317,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-03-01,1.544,0.254,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-04-01,9.154,0.41,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-05-01,16.521,0.447,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-06-01,16.004,0.363,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-07-01,17.023999999999994,0.304,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-08-01,17.416,0.249,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-09-01,13.15,0.172,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-10-01,8.931000000000001,0.252,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-11-01,-0.4270000000000001,0.268,Dabrowa Gornicza,Poland,50.63N,19.01E
1993-12-01,1.788,0.33299999999999996,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-01-01,2.109,0.484,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-02-01,-1.3290000000000002,0.282,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-03-01,5.187,0.166,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-04-01,9.037,0.22399999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-05-01,13.105,0.29600000000000004,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-06-01,16.652,0.218,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-07-01,21.966,0.273,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-08-01,19.105,0.247,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-09-01,15.365,0.141,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-10-01,7.1160000000000005,0.18100000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-11-01,4.375,0.22,Dabrowa Gornicza,Poland,50.63N,19.01E
1994-12-01,0.976,0.341,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-01-01,-1.695,0.455,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-02-01,3.224,0.361,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-03-01,3.003,0.239,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-04-01,8.056000000000001,0.654,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-05-01,12.844,0.32299999999999995,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-06-01,16.675,0.16899999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-07-01,20.84,0.247,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-08-01,18.492,0.145,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-09-01,13.267,0.386,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-10-01,10.816,0.188,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-11-01,0.6960000000000002,0.23,Dabrowa Gornicza,Poland,50.63N,19.01E
1995-12-01,-4.032,0.19899999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-01-01,-5.049,0.594,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-02-01,-4.8069999999999995,0.33,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-03-01,-0.8919999999999999,0.267,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-04-01,8.339,0.307,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-05-01,14.604,0.35700000000000004,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-06-01,17.167,0.213,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-07-01,16.619,0.359,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-08-01,18.203,0.212,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-09-01,10.540999999999999,0.33899999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-10-01,9.642000000000001,0.16899999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-11-01,5.9670000000000005,0.174,Dabrowa Gornicza,Poland,50.63N,19.01E
1996-12-01,-5.077,0.41200000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-01-01,-4.753,0.6679999999999999,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-02-01,1.6509999999999998,0.46799999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-03-01,3.511,0.254,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-04-01,5.205,0.179,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-05-01,14.072,0.26,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-06-01,17.296,0.244,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-07-01,17.685,0.33799999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-08-01,19.104,0.33299999999999996,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-09-01,13.939,0.19399999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-10-01,6.699,0.20600000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-11-01,3.5500000000000003,0.071,Dabrowa Gornicza,Poland,50.63N,19.01E
1997-12-01,0.5389999999999999,0.322,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-01-01,0.6449999999999996,0.569,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-02-01,3.576,0.51,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-03-01,2.487,0.157,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-04-01,10.588,0.218,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-05-01,14.630999999999998,0.10800000000000001,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-06-01,18.115,0.214,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-07-01,18.327,0.317,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-08-01,17.596,0.16399999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-09-01,13.818,0.175,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-10-01,8.344,0.22899999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-11-01,-0.234,0.20600000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
1998-12-01,-2.063,0.395,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-01-01,0.206,0.455,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-02-01,-1.289,0.193,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-03-01,5.165,0.18899999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-04-01,10.042,0.214,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-05-01,13.78,0.278,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-06-01,17.090999999999998,0.327,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-07-01,20.384,0.205,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-08-01,18.036,0.133,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-09-01,16.885,0.336,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-10-01,8.767999999999999,0.183,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-11-01,2.2159999999999997,0.131,Dabrowa Gornicza,Poland,50.63N,19.01E
1999-12-01,0.1930000000000001,0.389,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-01-01,-2.0069999999999997,0.349,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-02-01,2.41,0.345,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-03-01,4.102,0.244,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-04-01,12.343,0.271,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-05-01,15.856000000000002,0.402,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-06-01,17.976,0.295,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-07-01,16.843999999999998,0.259,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-08-01,19.245,0.301,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-09-01,12.815999999999999,0.191,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-10-01,12.571,0.209,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-11-01,7.244,0.162,Dabrowa Gornicza,Poland,50.63N,19.01E
2000-12-01,1.683,0.33399999999999996,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-01-01,-0.6909999999999998,0.496,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-02-01,0.15399999999999991,0.294,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-03-01,3.4219999999999997,0.23199999999999998,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-04-01,8.055,0.35600000000000004,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-05-01,14.890999999999998,0.402,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-06-01,15.017000000000001,0.33,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-07-01,19.799,0.33399999999999996,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-08-01,19.479,0.49,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-09-01,12.272,0.429,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-10-01,11.879000000000001,0.377,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-11-01,2.262,0.25,Dabrowa Gornicza,Poland,50.63N,19.01E
2001-12-01,-4.011,0.20800000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-01-01,-1.109,0.299,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-02-01,3.9160000000000004,0.309,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-03-01,5.15,0.165,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-04-01,8.736,0.256,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-05-01,17.221,0.32,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-06-01,17.864,0.272,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-07-01,20.546,0.23399999999999999,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-08-01,20.386,0.157,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-09-01,13.288,0.115,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-10-01,7.471999999999999,0.244,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-11-01,5.354,0.14400000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
2002-12-01,-4.593999999999999,0.457,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-01-01,-2.821,0.33,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-02-01,-4.3290000000000015,0.292,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-03-01,3.0940000000000003,0.324,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-04-01,7.742000000000001,0.254,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-05-01,16.238,0.358,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-06-01,19.221,0.47100000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-07-01,19.697,0.298,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-08-01,20.154,0.215,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-09-01,14.488,0.345,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-10-01,5.622000000000001,0.27,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-11-01,5.834,0.294,Dabrowa Gornicza,Poland,50.63N,19.01E
2003-12-01,0.579,0.313,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-01-01,-4.546,0.441,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-02-01,0.1589999999999998,0.28800000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-03-01,3.676,0.215,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-04-01,9.356,0.327,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-05-01,12.619000000000002,0.21,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-06-01,16.535999999999998,0.36700000000000005,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-07-01,18.372,0.27399999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-08-01,19.3,0.295,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-09-01,14.052,0.094,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-10-01,10.537,0.294,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-11-01,4.008,0.172,Dabrowa Gornicza,Poland,50.63N,19.01E
2004-12-01,0.79,0.228,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-01-01,-0.007000000000000117,0.484,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-02-01,-3.076,0.285,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-03-01,1.0510000000000002,0.336,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-04-01,9.554,0.341,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-05-01,14.116,0.361,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-06-01,16.628,0.26899999999999996,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-07-01,19.928,0.29100000000000004,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-08-01,17.674,0.218,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-09-01,15.648,0.124,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-10-01,10.013,0.266,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-11-01,2.986,0.154,Dabrowa Gornicza,Poland,50.63N,19.01E
2005-12-01,-0.845,0.332,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-01-01,-7.019,0.46799999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-02-01,-2.8310000000000004,0.282,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-03-01,0.20100000000000007,0.326,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-04-01,9.447,0.281,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-05-01,13.894,0.289,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-06-01,17.948,0.28600000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-07-01,22.871,0.41200000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-08-01,17.418,0.309,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-09-01,16.509,0.312,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-10-01,11.156,0.257,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-11-01,6.231,0.20800000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
2006-12-01,3.2040000000000006,0.342,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-01-01,3.074,0.504,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-02-01,1.281,0.28800000000000003,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-03-01,6.364000000000001,0.185,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-04-01,10.17,0.36,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-05-01,15.686,0.191,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-06-01,19.035999999999998,0.212,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-07-01,19.42,0.315,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-08-01,19.241,0.23800000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-09-01,12.989,0.252,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-10-01,8.04,0.207,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-11-01,1.77,0.20800000000000002,Dabrowa Gornicza,Poland,50.63N,19.01E
2007-12-01,-0.43,0.303,Dabrowa Gornicza,Poland,50.63N,19.01E
2008-01-01,1.4680000000000002,0.457,Dabrowa Gornicza,Poland,50.63N,19.01E
2008-02-01,2.83,0.33899999999999997,Dabrowa Gornicza,Poland,50.63N,19.01E
2008-03-01,4.077,0.235,Dabrowa Gornicza,Poland,50.63N,19.01E
2008-04-01,9.031,0.254,Dabrowa Gornicza,Poland,50.63N,19.01E
2008-05-01,13.993,0.287,Dabrowa Gornicza,Poland,50.63N,19.01E
