3,0.23199999999999998,Ibarra,Ecuador,0.80N,77.95W
1952-08-01,8.262,0.239,Ica,Peru,13.66S,75.14W
1952-09-01,9.523,0.8420000000000001,Ica,Peru,13.66S,75.14W
1952-10-01,10.505999999999998,0.39299999999999996,Ica,Peru,13.66S,75.14W
1952-11-01,11.213,0.348,Ica,Peru,13.66S,75.14W
1952-12-01,11.997,0.40299999999999997,Ica,Peru,13.66S,75.14W
1953-01-01,12.698,0.922,Ica,Peru,13.66S,75.14W
1953-02-01,13.423,0.9,Ica,Peru,13.66S,75.14W
1953-03-01,13.331,0.895,Ica,Peru,13.66S,75.14W
1953-04-01,12.429,0.542,Ica,Peru,13.66S,75.14W
1953-05-01,10.364999999999998,0.516,Ica,Peru,13.66S,75.14W
1953-06-01,8.839,0.71,Ica,Peru,13.66S,75.14W
1953-07-01,8.283999999999999,0.502,Ica,Peru,13.66S,75.14W
1953-08-01,8.892000000000001,0.575,Ica,Peru,13.66S,75.14W
1953-09-01,10.35,0.838,Ica,Peru,13.66S,75.14W
1953-10-01,10.595,0.596,Ica,Peru,13.66S,75.14W
1953-11-01,11.661,0.48,Ica,Peru,13.66S,75.14W
1953-12-01,11.996,0.354,Ica,Peru,13.66S,75.14W
1954-01-01,12.503,0.268,Ica,Peru,13.66S,75.14W
1954-02-01,13.069,0.64,Ica,Peru,13.66S,75.14W
1954-03-01,12.683,0.945,Ica,Peru,13.66S,75.14W
1954-04-01,11.161,0.912,Ica,Peru,13.66S,75.14W
1954-05-01,9.13,0.479,Ica,Peru,13.66S,75.14W
1954-06-01,7.8279999999999985,0.703,Ica,Peru,13.66S,75.14W
1954-07-01,6.916,0.604,Ica,Peru,13.66S,75.14W
1954-08-01,7.5,0.618,Ica,Peru,13.66S,75.14W
1954-09-01,8.663,0.568,Ica,Peru,13.66S,75.14W
1954-10-01,9.552,0.441,Ica,Peru,13.66S,75.14W
1954-11-01,10.918,0.461,Ica,Peru,13.66S,75.14W
1954-12-01,11.686,0.316,Ica,Peru,13.66S,75.14W
1955-01-01,12.591,0.513,Ica,Peru,13.66S,75.14W
1955-02-01,12.89,0.5710000000000001,Ica,Peru,13.66S,75.14W
1955-03-01,12.625,0.722,Ica,Peru,13.66S,75.14W
1955-04-01,11.357999999999999,0.28600000000000003,Ica,Peru,13.66S,75.14W
1955-05-01,9.603,0.395,Ica,Peru,13.66S,75.14W
1955-06-01,7.832000000000001,0.47200000000000003,Ica,Peru,13.66S,75.14W
1955-07-01,7.105,0.484,Ica,Peru,13.66S,75.14W
1955-08-01,7.471,0.43700000000000006,Ica,Peru,13.66S,75.14W
1955-09-01,8.51,0.43,Ica,Peru,13.66S,75.14W
1955-10-01,9.683,0.485,Ica,Peru,13.66S,75.14W
1955-11-01,10.806,0.389,Ica,Peru,13.66S,75.14W
1955-12-01,11.668,0.33,Ica,Peru,13.66S,75.14W
1956-01-01,11.584000000000001,0.52,Ica,Peru,13.66S,75.14W
1956-02-01,11.992,1.581,Ica,Peru,13.66S,75.14W
1956-03-01,12.058,1.4869999999999999,Ica,Peru,13.66S,75.14W
1956-04-01,10.686,0.8109999999999999,Ica,Peru,13.66S,75.14W
1956-05-01,9.068,0.4,Ica,Peru,13.66S,75.14W
1956-06-01,7.603,0.413,Ica,Peru,13.66S,75.14W
1956-07-01,7.169,0.32899999999999996,Ica,Peru,13.66S,75.14W
1956-08-01,7.695,0.5660000000000001,Ica,Peru,13.66S,75.14W
1956-09-01,9.075,0.495,Ica,Peru,13.66S,75.14W
1956-10-01,9.862,0.473,Ica,Peru,13.66S,75.14W
1956-11-01,10.636,0.514,Ica,Peru,13.66S,75.14W
1956-12-01,11.244000000000002,0.551,Ica,Peru,13.66S,75.14W
1957-01-01,11.88,0.423,Ica,Peru,13.66S,75.14W
1957-02-01,12.887,0.484,Ica,Peru,13.66S,75.14W
1957-03-01,13.311,0.38799999999999996,Ica,Peru,13.66S,75.14W
1957-04-01,12.507,0.907,Ica,Peru,13.66S,75.14W
1957-05-01,11.637,0.752,Ica,Peru,13.66S,75.14W
1957-06-01,9.415,0.607,Ica,Peru,13.66S,75.14W
1957-07-01,8.802,0.6990000000000001,Ica,Peru,13.66S,75.14W
1957-08-01,9.096,0.7909999999999999,Ica,Peru,13.66S,75.14W
1957-09-01,9.874,0.584,Ica,Peru,13.66S,75.14W
1957-10-01,11.026,0.503,Ica,Peru,13.66S,75.14W
1957-11-01,11.693,0.235,Ica,Peru,13.66S,75.14W
1957-12-01,12.904000000000002,0.531,Ica,Peru,13.66S,75.14W
1958-01-01,13.452,0.428,Ica,Peru,13.66S,75.14W
1958-02-01,13.553,0.5770000000000001,Ica,Peru,13.66S,75.14W
1958-03-01,13.83,0.541,Ica,Peru,13.66S,75.14W
1958-04-01,12.261,0.405,Ica,Peru,13.66S,75.14W
1958-05-01,10.469000000000001,0.156,Ica,Peru,13.66S,75.14W
1958-06-01,8.638,0.679,Ica,Peru,13.66S,75.14W
1958-07-01,8.176,0.491,Ica,Peru,13.66S,75.14W
1958-08-01,8.408999999999999,0.591,Ica,Peru,13.66S,75.14W
1958-09-01,9.563,0.6759999999999999,Ica,Peru,13.66S,75.14W
1958-10-01,10.532,0.65,Ica,Peru,13.66S,75.14W
1958-11-01,11.483,0.34700000000000003,Ica,Peru,13.66S,75.14W
1958-12-01,11.970999999999998,0.39399999999999996,Ica,Peru,13.66S,75.14W
1959-01-01,12.41,0.483,Ica,Peru,13.66S,75.14W
1959-02-01,12.895,0.7040000000000001,Ica,Peru,13.66S,75.14W
1959-03-01,12.981,0.405,Ica,Peru,13.66S,75.14W
1959-04-01,11.704,0.425,Ica,Peru,13.66S,75.14W
1959-05-01,9.813,0.428,Ica,Peru,13.66S,75.14W
1959-06-01,8.495,0.428,Ica,Peru,13.66S,75.14W
1959-07-01,7.933,0.401,Ica,Peru,13.66S,75.14W
1959-08-01,8.346,0.46799999999999997,Ica,Peru,13.66S,75.14W
1959-09-01,9.536,0.369,Ica,Peru,13.66S,75.14W
1959-10-01,10.82,0.35600000000000004,Ica,Peru,13.66S,75.14W
1959-11-01,11.78,0.365,Ica,Peru,13.66S,75.14W
1959-12-01,12.153,0.248,Ica,Peru,13.66S,75.14W
1960-01-01,12.556,0.449,Ica,Peru,13.66S,75.14W
1960-02-01,12.707,0.478,Ica,Peru,13.66S,75.14W
1960-03-01,12.515,0.45399999999999996,Ica,Peru,13.66S,75.14W
1960-04-01,11.109000000000002,0.348,Ica,Peru,13.66S,75.14W
1960-05-01,9.685,0.322,Ica,Peru,13.66S,75.14W
1960-06-01,8.217,0.344,Ica,Peru,13.66S,75.14W
1960-07-01,7.879,0.43200000000000005,Ica,Peru,13.66S,75.14W
1960-08-01,8.467,0.615,Ica,Peru,13.66S,75.14W
1960-09-01,9.524,0.37799999999999995,Ica,Peru,13.66S,75.14W
1960-10-01,10.333,0.264,Ica,Peru,13.66S,75.14W
1960-11-01,11.32,0.374,Ica,Peru,13.66S,75.14W
1960-12-01,12.372,0.321,Ica,Peru,13.66S,75.14W
1961-01-01,13.093,0.498,Ica,Peru,13.66S,75.14W
1961-02-01,12.896,0.34,Ica,Peru,13.66S,75.14W
1961-03-01,12.822000000000001,0.42,Ica,Peru,13.66S,75.14W
1961-04-01,11.239,0.475,Ica,Peru,13.66S,75.14W
1961-05-01,9.948,0.485,Ica,Peru,13.66S,75.14W
1961-06-01,7.821000000000001,0.413,Ica,Peru,13.66S,75.14W
1961-07-01,7.2349999999999985,0.259,Ica,Peru,13.66S,75.14W
1961-08-01,8.195,0.396,Ica,Peru,13.66S,75.14W
1961-09-01,9.555,0.479,Ica,Peru,13.66S,75.14W
1961-10-01,10.805,0.396,Ica,Peru,13.66S,75.14W
1961-11-01,11.713,0.506,Ica,Peru,13.66S,75.14W
1961-12-01,12.08,0.696,Ica,Peru,13.66S,75.14W
1962-01-01,12.514000000000001,0.502,Ica,Peru,13.66S,75.14W
1962-02-01,12.615,0.609,Ica,Peru,13.66S,75.14W
1962-03-01,11.897,0.429,Ica,Peru,13.66S,75.14W
1962-04-01,11.225,0.48200000000000004,Ica,Peru,13.66S,75.14W
1962-05-01,9.87,0.16,Ica,Peru,13.66S,75.14W
1962-06-01,7.489,0.512,Ica,Peru,13.66S,75.14W
1962-07-01,7.742000000000001,0.46399999999999997,Ica,Peru,13.66S,75.14W
1962-08-01,8.341000000000001,0.35,Ica,Peru,13.66S,75.14W
1962-09-01,9.914,0.353,Ica,Peru,13.66S,75.14W
1962-10-01,10.518,0.444,Ica,Peru,13.66S,75.14W
1962-11-01,11.702,0.369,Ica,Peru,13.66S,75.14W
1962-12-01,12.302,0.43200000000000005,Ica,Peru,13.66S,75.14W
1963-01-01,12.35,0.617,Ica,Peru,13.66S,75.14W
1963-02-01,12.49,0.711,Ica,Peru,13.66S,75.14W
1963-03-01,12.536,0.635,Ica,Peru,13.66S,75.14W
1963-04-01,11.622,0.742,Ica,Peru,13.66S,75.14W
1963-05-01,10.187000000000001,0.774,Ica,Peru,13.66S,75.14W
1963-06-01,8.155,0.36700000000000005,Ica,Peru,13.66S,75.14W
1963-07-01,8.189,0.71,Ica,Peru,13.66S,75.14W
1963-08-01,8.73,0.366,Ica,Peru,13.66S,75.14W
1963-09-01,9.739,0.36700000000000005,Ica,Peru,13.66S,75.14W
1963-10-01,10.59,0.456,Ica,Peru,13.66S,75.14W
1963-11-01,11.557,0.606,Ica,Peru,13.66S,75.14W
1963-12-01,12.065,0.433,Ica,Peru,13.66S,75.14W
1964-01-01,12.961,0.319,Ica,Peru,13.66S,75.14W
1964-02-01,12.9,0.493,Ica,Peru,13.66S,75.14W
1964-03-01,12.325999999999999,0.49200000000000005,Ica,Peru,13.66S,75.14W
1964-04-01,11.386,0.384,Ica,Peru,13.66S,75.14W
1964-05-01,8.860999999999997,0.578,Ica,Peru,13.66S,75.14W
1964-06-01,7.18,0.504,Ica,Peru,13.66S,75.14W
1964-07-01,7.372999999999998,0.27899999999999997,Ica,Peru,13.66S,75.14W
1964-08-01,8.141,0.49,Ica,Peru,13.66S,75.14W
1964-09-01,9.106,0.317,Ica,Peru,13.66S,75.14W
1964-10-01,10.18,0.499,Ica,Peru,13.66S,75.14W
1964-11-01,11.271,0.23600000000000002,Ica,Peru,13.66S,75.14W
1964-12-01,11.815,0.365,Ica,Peru,13.66S,75.14W
1965-01-01,12.493,0.265,Ica,Peru,13.66S,75.14W
1965-02-01,12.269,0.344,Ica,Peru,13.66S,75.14W
1965-03-01,12.755,0.629,Ica,Peru,13.66S,75.14W
1965-04-01,12.144,0.292,Ica,Peru,13.66S,75.14W
1965-05-01,10.617,0.462,Ica,Peru,13.66S,75.14W
1965-06-01,9.194,0.43700000000000006,Ica,Peru,13.66S,75.14W
1965-07-01,8.716999999999999,0.516,Ica,Peru,13.66S,75.14W
1965-08-01,9.517000000000001,0.563,Ica,Peru,13.66S,75.14W
1965-09-01,9.913,0.659,Ica,Peru,13.66S,75.14W
1965-10-01,11.16,0.602,Ica,Peru,13.66S,75.14W
1965-11-01,12.048,0.27899999999999997,Ica,Peru,13.66S,75.14W
1965-12-01,12.558,0.23800000000000002,Ica,Peru,13.66S,75.14W
1966-01-01,13.021,0.38,Ica,Peru,13.66S,75.14W
1966-02-01,13.107000000000001,0.39299999999999996,Ica,Peru,13.66S,75.14W
1966-03-01,12.683,0.5670000000000001,Ica,Peru,13.66S,75.14W
1966-04-01,11.668,0.375,Ica,Peru,13.66S,75.14W
1966-05-01,9.912999999999998,0.385,Ica,Peru,13.66S,75.14W
1966-06-01,8.295,0.27899999999999997,Ica,Peru,13.66S,75.14W
1966-07-01,7.419,0.336,Ica,Peru,13.66S,75.14W
1966-08-01,8.437999999999999,0.7090000000000001,Ica,Peru,13.66S,75.14W
1966-09-01,9.562000000000001,0.41100000000000003,Ica,Peru,13.66S,75.14W
1966-10-01,10.441,0.262,Ica,Peru,13.66S,75.14W
1966-11-01,11.581,0.316,Ica,Peru,13.66S,75.14W
1966-12-01,12.022,0.20199999999999999,Ica,Peru,13.66S,75.14W
1967-01-01,12.267000000000001,0.304,Ica,Peru,13.66S,75.14W
1967-02-01,12.303,0.397,Ica,Peru,13.66S,75.14W
1967-03-01,11.86,0.529,Ica,Peru,13.66S,75.14W
1967-04-01,12.113,0.644,Ica,Peru,13.66S,75.14W
1967-05-01,10.156,0.322,Ica,Peru,13.66S,75.14W
1967-06-01,8.011000000000001,0.267,Ica,Peru,13.66S,75.14W
1967-07-01,7.314999999999999,0.43200000000000005,Ica,Peru,13.66S,75.14W
1967-08-01,8.027000000000001,0.523,Ica,Peru,13.66S,75.14W
1967-09-01,9.166,0.494,Ica,Peru,13.66S,75.14W
1967-10-01,9.78,0.29100000000000004,Ica,Peru,13.66S,75.14W
1967-11-01,11.296,0.341,Ica,Peru,13.66S,75.14W
1967-12-01,11.546,0.369,Ica,Peru,13.66S,75.14W
1968-01-01,12.252,0.348,Ica,Peru,13.66S,75.14W
1968-02-01,12.404000000000002,0.516,Ica,Peru,13.66S,75.14W
1968-03-01,11.601,0.354,Ica,Peru,13.66S,75.14W
1968-04-01,10.78,0.721,Ica,Peru,13.66S,75.14W
1968-05-01,8.986999999999998,0.36,Ica,Peru,13.66S,75.14W
1968-06-01,7.692,0.445,Ica,Peru,13.66S,75.14W
1968-07-01,7.494,0.451,Ica,Peru,13.66S,75.14W
1968-08-01,8.533,0.258,Ica,Peru,13.66S,75.14W
1968-09-01,9.731,0.525,Ica,Peru,13.66S,75.14W
1968-10-01,10.635,0.316,Ica,Peru,13.66S,75.14W
1968-11-01,11.224,0.32799999999999996,Ica,Peru,13.66S,75.14W
1968-12-01,12.421,0.18100000000000002,Ica,Peru,13.66S,75.14W
1969-01-01,12.868,0.384,Ica,Peru,13.66S,75.14W
1969-02-01,13.293,0.611,Ica,Peru,13.66S,75.14W
1969-03-01,13.26,0.341,Ica,Peru,13.66S,75.14W
1969-04-01,12.324000000000002,0.33299999999999996,Ica,Peru,13.66S,75.14W
1969-05-01,11.576,0.255,Ica,Peru,13.66S,75.14W
1969-06-01,9.505,0.228,Ica,Peru,13.66S,75.14W
1969-07-01,7.629,0.507,Ica,Peru,13.66S,75.14W
1969-08-01,8.62,0.514,Ica,Peru,13.66S,75.14W
1969-09-01,10.12,0.298,Ica,Peru,13.66S,75.14W
1969-10-01,11.184000000000001,0.268,Ica,Peru,13.66S,75.14W
1969-11-01,12.122,0.455,Ica,Peru,13.66S,75.14W
1969-12-01,12.211,0.43799999999999994,Ica,Peru,13.66S,75.14W
1970-01-01,12.386,0.43200000000000005,Ica,Peru,13.66S,75.14W
1970-02-01,13.038,0.314,Ica,Peru,13.66S,75.14W
1970-03-01,12.706,0.33899999999999997,Ica,Peru,13.66S,75.14W
1970-04-01,11.812000000000001,0.27,Ica,Peru,13.66S,75.14W
1970-05-01,10.154,0.32299999999999995,Ica,Peru,13.66S,75.14W
1970-06-01,8.591000000000001,0.39,Ica,Peru,13.66S,75.14W
1970-07-01,7.433999999999998,0.332,Ica,Peru,13.66S,75.14W
1970-08-01,8.422,0.648,Ica,Peru,13.66S,75.14W
1970-09-01,9.376,0.244,Ica,Peru,13.66S,75.14W
1970-10-01,10.689,0.25,Ica,Peru,13.66S,75.14W
1970-11-01,11.771,0.19399999999999998,Ica,Peru,13.66S,75.14W
1970-12-01,11.496,0.466,Ica,Peru,13.66S,75.14W
1971-01-01,12.136,0.527,Ica,Peru,13.66S,75.14W
1971-02-01,12.136,0.532,Ica,Peru,13.66S,75.14W
1971-03-01,11.847000000000001,0.391,Ica,Peru,13.66S,75.14W
1971-04-01,10.947000000000001,0.316,Ica,Peru,13.66S,75.14W
1971-05-01,9.52,0.55,Ica,Peru,13.66S,75.14W
1971-06-01,8.134,0.22699999999999998,Ica,Peru,13.66S,75.14W
1971-07-01,7.31,0.429,Ica,Peru,13.66S,75.14W
1971-08-01,8.248,0.331,Ica,Peru,13.66S,75.14W
1971-09-01,9.647,0.46,Ica,Peru,13.66S,75.14W
1971-10-01,10.209,0.40399999999999997,Ica,Peru,13.66S,75.14W
1971-11-01,11.537,0.435,Ica,Peru,13.66S,75.14W
1971-12-01,11.661,0.413,Ica,Peru,13.66S,75.14W
1972-01-01,12.305,0.7340000000000001,Ica,Peru,13.66S,75.14W
1972-02-01,13.251,0.313,Ica,Peru,13.66S,75.14W
1972-03-01,12.556,0.6609999999999999,Ica,Peru,13.66S,75.14W
1972-04-01,11.748,0.29,Ica,Peru,13.66S,75.14W
1972-05-01,10.693,0.624,Ica,Peru,13.66S,75.14W
1972-06-01,9.988,0.875,Ica,Peru,13.66S,75.14W
1972-07-01,9.569,0.9209999999999999,Ica,Peru,13.66S,75.14W
1972-08-01,9.961,0.647,Ica,Peru,13.66S,75.14W
1972-09-01,10.433,0.648,Ica,Peru,13.66S,75.14W
1972-10-01,11.151,0.47700000000000004,Ica,Peru,13.66S,75.14W
1972-11-01,12.603,0.336,Ica,Peru,13.66S,75.14W
1972-12-01,13.27,0.337,Ica,Peru,13.66S,75.14W
1973-01-01,13.918,0.684,Ica,Peru,13.66S,75.14W
1973-02-01,13.943,0.43,Ica,Peru,13.66S,75.14W
1973-03-01,12.968,0.391,Ica,Peru,13.66S,75.14W
1973-04-01,11.781,0.34700000000000003,Ica,Peru,13.66S,75.14W
1973-05-01,10.368,0.436,Ica,Peru,13.66S,75.14W
1973-06-01,8.668,0.21899999999999997,Ica,Peru,13.66S,75.14W
1973-07-01,7.653,0.316,Ica,Peru,13.66S,75.14W
1973-08-01,8.314,0.447,Ica,Peru,13.66S,75.14W
1973-09-01,9.221,0.264,Ica,Peru,13.66S,75.14W
1973-10-01,10.243,0.428,Ica,Peru,13.66S,75.14W
1973-11-01,11.05,0.27899999999999997,Ica,Peru,13.66S,75.14W
1973-12-01,11.017000000000001,0.425,Ica,Peru,13.66S,75.14W
1974-01-01,11.567,0.525,Ica,Peru,13.66S,75.14W
1974-02-01,12.097000000000001,0.397,Ica,Peru,13.66S,75.14W
1974-03-01,11.937000000000001,0.35700000000000004,Ica,Peru,13.66S,75.14W
1974-04-01,10.835999999999999,0.39299999999999996,Ica,Peru,13.66S,75.14W
1974-05-01,10.159,0.22,Ica,Peru,13.66S,75.14W
1974-06-01,8.321,0.374,Ica,Peru,13.66S,75.14W
1974-07-01,7.981,0.298,Ica,Peru,13.66S,75.14W
1974-08-01,8.082,0.64,Ica,Peru,13.66S,75.14W
1974-09-01,9.337,0.613,Ica,Peru,13.66S,75.14W
1974-10-01,10.454,0.581,Ica,Peru,13.66S,75.14W
1974-11-01,11.72,0.499,Ica,Peru,13.66S,75.14W
1974-12-01,12.084000000000001,0.496,Ica,Peru,13.66S,75.14W
1975-01-01,12.186,0.247,Ica,Peru,13.66S,75.14W
1975-02-01,12.55,0.711,Ica,Peru,13.66S,75.14W
1975-03-01,12.071,0.61,Ica,Peru,13.66S,75.14W
1975-04-01,11.723,0.249,Ica,Peru,13.66S,75.14W
1975-05-01,9.758,0.391,Ica,Peru,13.66S,75.14W
1975-06-01,8.452,0.382,Ica,Peru,13.66S,75.14W
1975-07-01,7.544,0.483,Ica,Peru,13.66S,75.14W
1975-08-01,8.215,0.517,Ica,Peru,13.66S,75.14W
1975-09-01,8.972000000000001,0.451,Ica,Peru,13.66S,75.14W
1975-10-01,9.949,0.518,Ica,Peru,13.66S,75.14W
1975-11-01,10.806,0.29,Ica,Peru,13.66S,75.14W
1975-12-01,11.114,0.506,Ica,Peru,13.66S,75.14W
1976-01-01,11.831,0.8859999999999999,Ica,Peru,13.66S,75.14W
1976-02-01,11.799000000000001,0.414,Ica,Peru,13.66S,75.14W
1976-03-01,11.682,0.305,Ica,Peru,13.66S,75.14W
1976-04-01,11.01,0.23800000000000002,Ica,Peru,13.66S,75.14W
1976-05-01,9.784999999999998,0.426,Ica,Peru,13.66S,75.14W
1976-06-01,8.722000000000001,0.7090000000000001,Ica,Peru,13.66S,75.14W
1976-07-01,8.125,0.765,Ica,Peru,13.66S,75.14W
1976-08-01,8.922,0.287,Ica,Peru,13.66S,75.14W
1976-09-01,9.135,0.424,Ica,Peru,13.66S,75.14W
1976-10-01,10.999,0.5329999999999999,Ica,Peru,13.66S,75.14W
1976-11-01,11.832,0.596,Ica,Peru,13.66S,75.14W
1976-12-01,12.989999999999998,0.299,Ica,Peru,13.66S,75.14W
1977-01-01,13.398,0.44,Ica,Peru,13.66S,75.14W
1977-02-01,12.8,0.433,Ica,Peru,13.66S,75.14W
1977-03-01,12.814,0.253,Ica,Peru,13.66S,75.14W
1977-04-01,12.162,0.47600000000000003,Ica,Peru,13.66S,75.14W
1977-05-01,9.986,0.203,Ica,Peru,13.66S,75.14W
1977-06-01,8.41,0.674,Ica,Peru,13.66S,75.14W
1977-07-01,8.307,0.39,Ica,Peru,13.66S,75.14W
1977-08-01,8.703,0.28600000000000003,Ica,Peru,13.66S,75.14W
1977-09-01,9.75,0.306,Ica,Peru,13.66S,75.14W
1977-10-01,10.585,0.6970000000000001,Ica,Peru,13.66S,75.14W
1977-11-01,11.543,0.418,Ica,Peru,13.66S,75.14W
1977-12-01,12.156,0.245,Ica,Peru,13.66S,75.14W
1978-01-01,11.984000000000002,0.606,Ica,Peru,13.66S,75.14W
1978-02-01,12.992,0.505,Ica,Peru,13.66S,75.14W
1978-03-01,12.554,0.36,Ica,Peru,13.66S,75.14W
1978-04-01,11.365,0.303,Ica,Peru,13.66S,75.14W
1978-05-01,10.081,0.461,Ica,Peru,13.66S,75.14W
1978-06-01,8.201,0.33,Ica,Peru,13.66S,75.14W
1978-07-01,7.6610000000000005,0.319,Ica,Peru,13.66S,75.14W
1978-08-01,8.316,0.263,Ica,Peru,13.66S,75.14W
1978-09-01,9.212,0.45899999999999996,Ica,Peru,13.66S,75.14W
1978-10-01,10.678,0.741,Ica,Peru,13.66S,75.14W
1978-11-01,11.939,0.336,Ica,Peru,13.66S,75.14W
1978-12-01,11.948,0.299,Ica,Peru,13.66S,75.14W
1979-01-01,12.569,0.465,Ica,Peru,13.66S,75.14W
1979-02-01,12.407,0.314,Ica,Peru,13.66S,75.14W
1979-03-01,12.530999999999999,0.17300000000000001,Ica,Peru,13.66S,75.14W
1979-04-01,11.687000000000001,0.341,Ica,Peru,13.66S,75.14W
1979-05-01,9.977,0.409,Ica,Peru,13.66S,75.14W
1979-06-01,8.668,0.37799999999999995,Ica,Peru,13.66S,75.14W
1979-07-01,8.072000000000001,0.456,Ica,Peru,13.66S,75.14W
1979-08-01,9.162,0.349,Ica,Peru,13.66S,75.14W
1979-09-01,10.124,0.49200000000000005,Ica,Peru,13.66S,75.14W
1979-10-01,10.873,0.418,Ica,Peru,13.66S,75.14W
1979-11-01,11.602,0.726,Ica,Peru,13.66S,75.14W
1979-12-01,12.069,0.255,Ica,Peru,13.66S,75.14W
1980-01-01,12.78,0.382,Ica,Peru,13.66S,75.14W
1980-02-01,13.02,0.495,Ica,Peru,13.66S,75.14W
1980-03-01,13.102,0.21100000000000002,Ica,Peru,13.66S,75.14W
1980-04-01,12.347000000000001,0.507,Ica,Peru,13.66S,75.14W
1980-05-01,10.639000000000001,0.42700000000000005,Ica,Peru,13.66S,75.14W
1980-06-01,9.164,0.267,Ica,Peru,13.66S,75.14W
1980-07-01,8.389,0.44799999999999995,Ica,Peru,13.66S,75.14W
1980-08-01,8.881,0.5,Ica,Peru,13.66S,75.14W
1980-09-01,9.291,0.688,Ica,Peru,13.66S,75.14W
1980-10-01,10.251,0.361,Ica,Peru,13.66S,75.14W
1980-11-01,11.537,0.42200000000000004,Ica,Peru,13.66S,75.14W
1980-12-01,12.034,0.37,Ica,Peru,13.66S,75.14W
1981-01-01,11.992,0.39399999999999996,Ica,Peru,13.66S,75.14W
1981-02-01,12.353,0.536,Ica,Peru,13.66S,75.14W
1981-03-01,12.864,0.596,Ica,Peru,13.66S,75.14W
1981-04-01,11.56,0.315,Ica,Peru,13.66S,75.14W
1981-05-01,10.124,0.40299999999999997,Ica,Peru,13.66S,75.14W
1981-06-01,8.5,0.732,Ica,Peru,13.66S,75.14W
1981-07-01,7.917999999999998,0.514,Ica,Peru,13.66S,75.14W
1981-08-01,8.719,0.585,Ica,Peru,13.66S,75.14W
1981-09-01,9.139,0.882,Ica,Peru,13.66S,75.14W
1981-10-01,10.344000000000001,0.315,Ica,Peru,13.66S,75.14W
1981-11-01,11.38,0.344,Ica,Peru,13.66S,75.14W
1981-12-01,11.488,0.465,Ica,Peru,13.66S,75.14W
1982-01-01,11.965,0.141,Ica,Peru,13.66S,75.14W
1982-02-01,12.05,0.335,Ica,Peru,13.66S,75.14W
1982-03-01,11.943,0.40299999999999997,Ica,Peru,13.66S,75.14W
1982-04-01,11.195,0.344,Ica,Peru,13.66S,75.14W
1982-05-01,9.952,0.628,Ica,Peru,13.66S,75.14W
1982-06-01,8.48,0.642,Ica,Peru,13.66S,75.14W
1982-07-01,8.277000000000001,0.46299999999999997,Ica,Peru,13.66S,75.14W
1982-08-01,9.092,0.696,Ica,Peru,13.66S,75.14W
1982-09-01,10.204,0.64,Ica,Peru,13.66S,75.14W
1982-10-01,11.182,0.484,Ica,Peru,13.66S,75.14W
1982-11-01,12.711,0.828,Ica,Peru,13.66S,75.14W
1982-12-01,13.771999999999998,1.2309999999999999,Ica,Peru,13.66S,75.14W
1983-01-01,14.968,0.759,Ica,Peru,13.66S,75.14W
1983-02-01,15.162,0.607,Ica,Peru,13.66S,75.14W
1983-03-01,14.603,0.733,Ica,Peru,13.66S,75.14W
1983-04-01,13.309000000000001,1.088,Ica,Peru,13.66S,75.14W
1983-05-01,11.712,1.989,Ica,Peru,13.66S,75.14W
1983-06-01,10.455,1.324,Ica,Peru,13.66S,75.14W
1983-07-01,10.163,0.84,Ica,Peru,13.66S,75.14W
1983-08-01,10.242,0.6920000000000001,Ica,Peru,13.66S,75.14W
1983-09-01,10.59,0.313,Ica,Peru,13.66S,75.14W
1983-10-01,11.399000000000001,0.39799999999999996,Ica,Peru,13.66S,75.14W
1983-11-01,12.475,0.545,Ica,Peru,13.66S,75.14W
1983-12-01,12.625,0.40399999999999997,Ica,Peru,13.66S,75.14W
1984-01-01,12.244000000000002,0.585,Ica,Peru,13.66S,75.14W
1984-02-01,11.841,0.379,Ica,Peru,13.66S,75.14W
1984-03-01,12.235999999999999,0.7659999999999999,Ica,Peru,13.66S,75.14W
1984-04-01,11.349,0.28800000000000003,Ica,Peru,13.66S,75.14W
1984-05-01,10.374,0.5329999999999999,Ica,Peru,13.66S,75.14W
1984-06-01,8.987,0.5710000000000001,Ica,Peru,13.66S,75.14W
1984-07-01,8.296,0.424,Ica,Peru,13.66S,75.14W
1984-08-01,9.068,0.985,Ica,Peru,13.66S,75.14W
1984-09-01,10.143,0.526,Ica,Peru,13.66S,75.14W
1984-10-01,11.198,0.335,Ica,Peru,13.66S,75.14W
1984-11-01,11.678999999999998,0.478,Ica,Peru,13.66S,75.14W
1984-12-01,12.526,0.348,Ica,Peru,13.66S,75.14W
1985-01-01,12.5,0.342,Ica,Peru,13.66S,75.14W
1985-02-01,12.192,0.209,Ica,Peru,13.66S,75.14W
1985-03-01,12.754000000000001,0.52,Ica,Peru,13.66S,75.14W
1985-04-01,11.384,0.551,Ica,Peru,13.66S,75.14W
1985-05-01,9.284999999999998,0.7909999999999999,Ica,Peru,13.66S,75.14W
1985-06-01,7.923999999999999,1.3559999999999999,Ica,Peru,13.66S,75.14W
1985-07-01,7.532,0.248,Ica,Peru,13.66S,75.14W
1985-08-01,8.355,0.285,Ica,Peru,13.66S,75.14W
1985-09-01,9.788,0.505,Ica,Peru,13.66S,75.14W
1985-10-01,10.713,0.228,Ica,Peru,13.66S,75.14W
1985-11-01,11.615,0.34700000000000003,Ica,Peru,13.66S,75.14W
