371,0.41700000000000004,Niiza,Japan,36.17N,139.23E
1828-11-01,4.053,1.921,Nis,Serbia,42.59N,21.82E
1828-12-01,-1.4220000000000002,3.109,Nis,Serbia,42.59N,21.82E
1829-01-01,-3.173,1.979,Nis,Serbia,42.59N,21.82E
1829-02-01,-2.9389999999999996,3.1839999999999997,Nis,Serbia,42.59N,21.82E
1829-03-01,4.158,1.732,Nis,Serbia,42.59N,21.82E
1829-04-01,11.661,1.6880000000000002,Nis,Serbia,42.59N,21.82E
1829-05-01,13.517000000000001,4.127,Nis,Serbia,42.59N,21.82E
1829-06-01,16.115,2.67,Nis,Serbia,42.59N,21.82E
1829-07-01,20.104,1.344,Nis,Serbia,42.59N,21.82E
1829-08-01,18.844,2.265,Nis,Serbia,42.59N,21.82E
1829-09-01,16.154999999999998,2.4290000000000003,Nis,Serbia,42.59N,21.82E
1829-10-01,8.887,2.1390000000000002,Nis,Serbia,42.59N,21.82E
1829-11-01,1.3730000000000002,3.5180000000000002,Nis,Serbia,42.59N,21.82E
1829-12-01,-4.092,5.655,Nis,Serbia,42.59N,21.82E
1830-01-01,-5.5760000000000005,2.86,Nis,Serbia,42.59N,21.82E
1830-02-01,-2.0940000000000003,1.3780000000000001,Nis,Serbia,42.59N,21.82E
1830-03-01,2.754,1.4480000000000002,Nis,Serbia,42.59N,21.82E
1830-04-01,10.787,1.0979999999999999,Nis,Serbia,42.59N,21.82E
1830-05-01,15.544,1.484,Nis,Serbia,42.59N,21.82E
1830-06-01,19.019000000000002,3.417,Nis,Serbia,42.59N,21.82E
1830-07-01,20.871,2.153,Nis,Serbia,42.59N,21.82E
1830-08-01,20.864,2.8569999999999998,Nis,Serbia,42.59N,21.82E
1830-09-01,14.752,2.975,Nis,Serbia,42.59N,21.82E
1830-10-01,7.8130000000000015,3.759,Nis,Serbia,42.59N,21.82E
1830-11-01,4.806,1.875,Nis,Serbia,42.59N,21.82E
1830-12-01,1.6709999999999998,3.0580000000000003,Nis,Serbia,42.59N,21.82E
1831-01-01,-3.042,3.218,Nis,Serbia,42.59N,21.82E
1831-02-01,-0.43,5.792000000000001,Nis,Serbia,42.59N,21.82E
1831-03-01,4.585,4.156000000000001,Nis,Serbia,42.59N,21.82E
1831-04-01,10.545,1.3719999999999999,Nis,Serbia,42.59N,21.82E
1831-05-01,14.945,3.4139999999999997,Nis,Serbia,42.59N,21.82E
1831-06-01,17.680999999999994,2.708,Nis,Serbia,42.59N,21.82E
1831-07-01,20.09,1.74,Nis,Serbia,42.59N,21.82E
1831-08-01,18.762,2.134,Nis,Serbia,42.59N,21.82E
1831-09-01,14.195,1.7380000000000002,Nis,Serbia,42.59N,21.82E
1831-10-01,10.405999999999999,2.002,Nis,Serbia,42.59N,21.82E
1831-11-01,3.747,5.6160000000000005,Nis,Serbia,42.59N,21.82E
1831-12-01,-1.026,4.573,Nis,Serbia,42.59N,21.82E
1832-01-01,-2.138,2.171,Nis,Serbia,42.59N,21.82E
1832-02-01,-0.5289999999999999,2.8289999999999997,Nis,Serbia,42.59N,21.82E
1832-03-01,3.2829999999999995,2.398,Nis,Serbia,42.59N,21.82E
1832-04-01,8.399,3.786,Nis,Serbia,42.59N,21.82E
1832-05-01,13.419,1.7719999999999998,Nis,Serbia,42.59N,21.82E
1832-06-01,17.0,1.859,Nis,Serbia,42.59N,21.82E
1832-07-01,18.657,2.9610000000000003,Nis,Serbia,42.59N,21.82E
1832-08-01,19.379,2.184,Nis,Serbia,42.59N,21.82E
1832-09-01,14.008,2.9539999999999997,Nis,Serbia,42.59N,21.82E
1832-10-01,9.174,2.2569999999999997,Nis,Serbia,42.59N,21.82E
1832-11-01,2.481,1.314,Nis,Serbia,42.59N,21.82E
1832-12-01,-2.9139999999999997,4.745,Nis,Serbia,42.59N,21.82E
1833-01-01,-5.019,4.195,Nis,Serbia,42.59N,21.82E
1833-02-01,1.394,2.1069999999999998,Nis,Serbia,42.59N,21.82E
1833-03-01,4.505,2.595,Nis,Serbia,42.59N,21.82E
1833-04-01,8.715,1.994,Nis,Serbia,42.59N,21.82E
1833-05-01,16.153,1.93,Nis,Serbia,42.59N,21.82E
1833-06-01,19.722,1.7690000000000001,Nis,Serbia,42.59N,21.82E
1833-07-01,19.231,1.5919999999999999,Nis,Serbia,42.59N,21.82E
1833-08-01,18.13,1.94,Nis,Serbia,42.59N,21.82E
1833-09-01,14.578,1.208,Nis,Serbia,42.59N,21.82E
1833-10-01,8.965,1.798,Nis,Serbia,42.59N,21.82E
1833-11-01,3.653,1.636,Nis,Serbia,42.59N,21.82E
1833-12-01,0.873,3.162,Nis,Serbia,42.59N,21.82E
1834-01-01,-0.15700000000000006,2.115,Nis,Serbia,42.59N,21.82E
1834-02-01,-1.235,2.522,Nis,Serbia,42.59N,21.82E
1834-03-01,3.178,2.29,Nis,Serbia,42.59N,21.82E
1834-04-01,7.9849999999999985,2.6630000000000003,Nis,Serbia,42.59N,21.82E
1834-05-01,17.363,1.7269999999999999,Nis,Serbia,42.59N,21.82E
1834-06-01,19.117,3.1,Nis,Serbia,42.59N,21.82E
1834-07-01,21.891,2.015,Nis,Serbia,42.59N,21.82E
1834-08-01,20.727,1.331,Nis,Serbia,42.59N,21.82E
1834-09-01,17.45,3.053,Nis,Serbia,42.59N,21.82E
1834-10-01,9.22,1.247,Nis,Serbia,42.59N,21.82E
1834-11-01,4.281000000000001,2.5610000000000004,Nis,Serbia,42.59N,21.82E
1834-12-01,-1.3630000000000002,1.8519999999999999,Nis,Serbia,42.59N,21.82E
1835-01-01,-1.196,2.207,Nis,Serbia,42.59N,21.82E
1835-02-01,1.198,2.21,Nis,Serbia,42.59N,21.82E
1835-03-01,4.292,2.096,Nis,Serbia,42.59N,21.82E
1835-04-01,7.962000000000001,2.51,Nis,Serbia,42.59N,21.82E
1835-05-01,14.517,1.685,Nis,Serbia,42.59N,21.82E
1835-06-01,18.182000000000002,1.4380000000000002,Nis,Serbia,42.59N,21.82E
1835-07-01,19.857,2.189,Nis,Serbia,42.59N,21.82E
1835-08-01,18.957,1.446,Nis,Serbia,42.59N,21.82E
1835-09-01,13.912,1.6219999999999999,Nis,Serbia,42.59N,21.82E
1835-10-01,9.658999999999999,1.5230000000000001,Nis,Serbia,42.59N,21.82E
1835-11-01,0.5359999999999996,1.272,Nis,Serbia,42.59N,21.82E
1835-12-01,-3.4730000000000003,1.636,Nis,Serbia,42.59N,21.82E
1836-01-01,-4.644,1.3259999999999998,Nis,Serbia,42.59N,21.82E
1836-02-01,0.337,1.456,Nis,Serbia,42.59N,21.82E
1836-03-01,7.471,1.544,Nis,Serbia,42.59N,21.82E
1836-04-01,9.306000000000001,1.3019999999999998,Nis,Serbia,42.59N,21.82E
1836-05-01,12.375,1.893,Nis,Serbia,42.59N,21.82E
1836-06-01,18.158,1.6540000000000001,Nis,Serbia,42.59N,21.82E
1836-07-01,19.339000000000002,2.122,Nis,Serbia,42.59N,21.82E
1836-08-01,18.794,1.964,Nis,Serbia,42.59N,21.82E
1836-09-01,15.588,2.524,Nis,Serbia,42.59N,21.82E
1836-10-01,11.402000000000001,5.039,Nis,Serbia,42.59N,21.82E
1836-11-01,3.035,2.16,Nis,Serbia,42.59N,21.82E
1836-12-01,1.526,2.131,Nis,Serbia,42.59N,21.82E
1837-01-01,-2.0380000000000003,2.897,Nis,Serbia,42.59N,21.82E
1837-02-01,-1.951,2.024,Nis,Serbia,42.59N,21.82E
1837-03-01,2.7669999999999995,1.984,Nis,Serbia,42.59N,21.82E
1837-04-01,9.144,1.6540000000000001,Nis,Serbia,42.59N,21.82E
1837-05-01,12.744000000000002,1.7109999999999999,Nis,Serbia,42.59N,21.82E
1837-06-01,17.137999999999998,2.003,Nis,Serbia,42.59N,21.82E
1837-07-01,18.659000000000002,1.4680000000000002,Nis,Serbia,42.59N,21.82E
1837-08-01,20.255,1.6059999999999999,Nis,Serbia,42.59N,21.82E
1837-09-01,14.866,1.242,Nis,Serbia,42.59N,21.82E
1837-10-01,8.175,2.8560000000000003,Nis,Serbia,42.59N,21.82E
1837-11-01,3.3169999999999997,2.821,Nis,Serbia,42.59N,21.82E
1837-12-01,-2.4090000000000003,4.106,Nis,Serbia,42.59N,21.82E
1838-01-01,-5.811,2.011,Nis,Serbia,42.59N,21.82E
1838-02-01,-0.9229999999999999,1.3559999999999999,Nis,Serbia,42.59N,21.82E
1838-03-01,4.034,1.7209999999999999,Nis,Serbia,42.59N,21.82E
1838-04-01,7.984,1.486,Nis,Serbia,42.59N,21.82E
1838-05-01,14.167,1.245,Nis,Serbia,42.59N,21.82E
1838-06-01,17.514999999999993,1.462,Nis,Serbia,42.59N,21.82E
1838-07-01,18.87,3.688,Nis,Serbia,42.59N,21.82E
1838-08-01,17.906,3.389,Nis,Serbia,42.59N,21.82E
1838-09-01,16.29,1.621,Nis,Serbia,42.59N,21.82E
1838-10-01,7.867999999999999,3.8560000000000003,Nis,Serbia,42.59N,21.82E
1838-11-01,4.7989999999999995,2.443,Nis,Serbia,42.59N,21.82E
1838-12-01,-1.76,2.7560000000000002,Nis,Serbia,42.59N,21.82E
1839-01-01,-3.633,2.005,Nis,Serbia,42.59N,21.82E
1839-02-01,-0.7729999999999999,2.026,Nis,Serbia,42.59N,21.82E
1839-03-01,0.7719999999999998,1.6840000000000002,Nis,Serbia,42.59N,21.82E
1839-04-01,6.71,1.829,Nis,Serbia,42.59N,21.82E
1839-05-01,13.587,1.06,Nis,Serbia,42.59N,21.82E
1839-06-01,19.504,1.58,Nis,Serbia,42.59N,21.82E
1839-07-01,20.775,2.642,Nis,Serbia,42.59N,21.82E
1839-08-01,19.996,2.6319999999999997,Nis,Serbia,42.59N,21.82E
1839-09-01,16.634,1.8980000000000001,Nis,Serbia,42.59N,21.82E
1839-10-01,11.029000000000002,1.868,Nis,Serbia,42.59N,21.82E
1839-11-01,5.689,1.787,Nis,Serbia,42.59N,21.82E
1839-12-01,-0.594,1.72,Nis,Serbia,42.59N,21.82E
1840-01-01,-2.837,2.4,Nis,Serbia,42.59N,21.82E
1840-02-01,-0.956,2.2880000000000003,Nis,Serbia,42.59N,21.82E
1840-03-01,0.4479999999999995,0.953,Nis,Serbia,42.59N,21.82E
1840-04-01,8.004,2.85,Nis,Serbia,42.59N,21.82E
1840-05-01,13.787,1.383,Nis,Serbia,42.59N,21.82E
1840-06-01,17.615,1.682,Nis,Serbia,42.59N,21.82E
1840-07-01,20.52,1.113,Nis,Serbia,42.59N,21.82E
1840-08-01,19.432000000000002,1.193,Nis,Serbia,42.59N,21.82E
1840-09-01,16.628999999999998,1.136,Nis,Serbia,42.59N,21.82E
1840-10-01,8.574,2.335,Nis,Serbia,42.59N,21.82E
1840-11-01,5.896,3.2239999999999998,Nis,Serbia,42.59N,21.82E
1840-12-01,-5.031000000000001,2.129,Nis,Serbia,42.59N,21.82E
1841-01-01,-2.359,2.667,Nis,Serbia,42.59N,21.82E
1841-02-01,-2.54,2.226,Nis,Serbia,42.59N,21.82E
1841-03-01,3.385,3.699,Nis,Serbia,42.59N,21.82E
1841-04-01,10.309000000000001,1.702,Nis,Serbia,42.59N,21.82E
1841-05-01,16.433,1.178,Nis,Serbia,42.59N,21.82E
1841-06-01,18.717,1.2209999999999999,Nis,Serbia,42.59N,21.82E
1841-07-01,21.831,1.561,Nis,Serbia,42.59N,21.82E
1841-08-01,20.126,1.642,Nis,Serbia,42.59N,21.82E
1841-09-01,16.766,0.973,Nis,Serbia,42.59N,21.82E
1841-10-01,12.187999999999999,1.5619999999999998,Nis,Serbia,42.59N,21.82E
1841-11-01,4.255,0.9520000000000001,Nis,Serbia,42.59N,21.82E
1841-12-01,1.36,2.08,Nis,Serbia,42.59N,21.82E
1842-01-01,-4.138999999999999,2.193,Nis,Serbia,42.59N,21.82E
1842-02-01,-2.78,1.5730000000000002,Nis,Serbia,42.59N,21.82E
1842-03-01,4.181,2.306,Nis,Serbia,42.59N,21.82E
1842-04-01,8.176,2.073,Nis,Serbia,42.59N,21.82E
1842-05-01,14.318,1.724,Nis,Serbia,42.59N,21.82E
1842-06-01,18.157,1.146,Nis,Serbia,42.59N,21.82E
1842-07-01,20.317,1.472,Nis,Serbia,42.59N,21.82E
1842-08-01,20.198,1.722,Nis,Serbia,42.59N,21.82E
1842-09-01,15.759,1.474,Nis,Serbia,42.59N,21.82E
1842-10-01,8.754999999999999,1.278,Nis,Serbia,42.59N,21.82E
1842-11-01,3.7539999999999996,1.885,Nis,Serbia,42.59N,21.82E
1842-12-01,0.8190000000000001,2.097,Nis,Serbia,42.59N,21.82E
1843-01-01,-0.963,1.75,Nis,Serbia,42.59N,21.82E
1843-02-01,4.141,1.324,Nis,Serbia,42.59N,21.82E
1843-03-01,3.522,1.351,Nis,Serbia,42.59N,21.82E
1843-04-01,9.417,1.758,Nis,Serbia,42.59N,21.82E
1843-05-01,12.87,1.265,Nis,Serbia,42.59N,21.82E
1843-06-01,17.075,1.444,Nis,Serbia,42.59N,21.82E
1843-07-01,19.166,1.7530000000000001,Nis,Serbia,42.59N,21.82E
1843-08-01,19.202,1.929,Nis,Serbia,42.59N,21.82E
1843-09-01,14.788,1.527,Nis,Serbia,42.59N,21.82E
1843-10-01,10.197000000000001,1.7409999999999999,Nis,Serbia,42.59N,21.82E
1843-11-01,3.7910000000000004,1.016,Nis,Serbia,42.59N,21.82E
1843-12-01,0.9,2.7680000000000002,Nis,Serbia,42.59N,21.82E
1844-01-01,-3.787,1.126,Nis,Serbia,42.59N,21.82E
1844-02-01,-0.09299999999999996,1.594,Nis,Serbia,42.59N,21.82E
1844-03-01,2.975,2.281,Nis,Serbia,42.59N,21.82E
1844-04-01,8.238,0.9490000000000001,Nis,Serbia,42.59N,21.82E
1844-05-01,14.005,1.064,Nis,Serbia,42.59N,21.82E
1844-06-01,18.003999999999994,0.982,Nis,Serbia,42.59N,21.82E
1844-07-01,19.345,1.109,Nis,Serbia,42.59N,21.82E
1844-08-01,18.777,2.7710000000000004,Nis,Serbia,42.59N,21.82E
1844-09-01,16.044999999999998,1.001,Nis,Serbia,42.59N,21.82E
1844-10-01,11.101,1.3090000000000002,Nis,Serbia,42.59N,21.82E
1844-11-01,5.257999999999999,1.217,Nis,Serbia,42.59N,21.82E
1844-12-01,-3.091,1.474,Nis,Serbia,42.59N,21.82E
1845-01-01,-0.4410000000000001,1.932,Nis,Serbia,42.59N,21.82E
1845-02-01,-3.294,4.007,Nis,Serbia,42.59N,21.82E
1845-03-01,2.485,2.141,Nis,Serbia,42.59N,21.82E
1845-04-01,9.704,1.262,Nis,Serbia,42.59N,21.82E
1845-05-01,13.578,1.58,Nis,Serbia,42.59N,21.82E
1845-06-01,18.54,1.193,Nis,Serbia,42.59N,21.82E
1845-07-01,21.336,1.251,Nis,Serbia,42.59N,21.82E
1845-08-01,18.857,1.24,Nis,Serbia,42.59N,21.82E
1845-09-01,14.963,1.057,Nis,Serbia,42.59N,21.82E
1845-10-01,10.574000000000002,1.032,Nis,Serbia,42.59N,21.82E
1845-11-01,5.172999999999999,1.107,Nis,Serbia,42.59N,21.82E
1845-12-01,0.7010000000000001,2.638,Nis,Serbia,42.59N,21.82E
1846-01-01,-0.6259999999999999,1.9469999999999998,Nis,Serbia,42.59N,21.82E
1846-02-01,1.149,1.694,Nis,Serbia,42.59N,21.82E
1846-03-01,6.972,1.7630000000000001,Nis,Serbia,42.59N,21.82E
1846-04-01,10.85,1.6580000000000001,Nis,Serbia,42.59N,21.82E
1846-05-01,14.811,2.086,Nis,Serbia,42.59N,21.82E
1846-06-01,18.266,1.68,Nis,Serbia,42.59N,21.82E
1846-07-01,21.537,1.9569999999999999,Nis,Serbia,42.59N,21.82E
1846-08-01,21.302,1.504,Nis,Serbia,42.59N,21.82E
1846-09-01,15.952,1.75,Nis,Serbia,42.59N,21.82E
1846-10-01,12.091,1.04,Nis,Serbia,42.59N,21.82E
1846-11-01,2.759,1.755,Nis,Serbia,42.59N,21.82E
1846-12-01,-0.31999999999999995,1.704,Nis,Serbia,42.59N,21.82E
1847-01-01,-4.04,5.832999999999999,Nis,Serbia,42.59N,21.82E
1847-02-01,-0.54,1.3330000000000002,Nis,Serbia,42.59N,21.82E
1847-03-01,2.824,2.79,Nis,Serbia,42.59N,21.82E
1847-04-01,9.817,1.37,Nis,Serbia,42.59N,21.82E
1847-05-01,16.66,1.268,Nis,Serbia,42.59N,21.82E
1847-06-01,16.641,1.785,Nis,Serbia,42.59N,21.82E
1847-07-01,20.285,1.5390000000000001,Nis,Serbia,42.59N,21.82E
1847-08-01,20.646,1.5490000000000002,Nis,Serbia,42.59N,21.82E
1847-09-01,14.538,1.081,Nis,Serbia,42.59N,21.82E
1847-10-01,9.297,0.907,Nis,Serbia,42.59N,21.82E
1847-11-01,2.86,1.034,Nis,Serbia,42.59N,21.82E
1847-12-01,-1.6960000000000002,2.7310000000000003,Nis,Serbia,42.59N,21.82E
1848-01-01,-6.3519999999999985,2.573,Nis,Serbia,42.59N,21.82E
1848-02-01,1.212,1.226,Nis,Serbia,42.59N,21.82E
1848-03-01,5.355,1.181,Nis,Serbia,42.59N,21.82E
1848-04-01,11.502,1.078,Nis,Serbia,42.59N,21.82E
1848-05-01,13.808,1.587,Nis,Serbia,42.59N,21.82E
1848-06-01,20.932,2.023,Nis,Serbia,42.59N,21.82E
1848-07-01,20.941,2.258,Nis,Serbia,42.59N,21.82E
1848-08-01,20.415,1.416,Nis,Serbia,42.59N,21.82E
1848-09-01,14.474,1.172,Nis,Serbia,42.59N,21.82E
1848-10-01,12.106,1.18,Nis,Serbia,42.59N,21.82E
1848-11-01,4.136,1.014,Nis,Serbia,42.59N,21.82E
1848-12-01,-0.8529999999999999,2.206,Nis,Serbia,42.59N,21.82E
1849-01-01,-3.6510000000000002,1.225,Nis,Serbia,42.59N,21.82E
1849-02-01,0.961,2.2840000000000003,Nis,Serbia,42.59N,21.82E
1849-03-01,3.08,1.724,Nis,Serbia,42.59N,21.82E
1849-04-01,8.922,1.942,Nis,Serbia,42.59N,21.82E
1849-05-01,14.565,0.794,Nis,Serbia,42.59N,21.82E
1849-06-01,19.728,1.466,Nis,Serbia,42.59N,21.82E
1849-07-01,19.688,1.055,Nis,Serbia,42.59N,21.82E
1849-08-01,19.242,1.153,Nis,Serbia,42.59N,21.82E
1849-09-01,15.027000000000001,1.095,Nis,Serbia,42.59N,21.82E
1849-10-01,10.556,1.317,Nis,Serbia,42.59N,21.82E
1849-11-01,4.048,2.659,Nis,Serbia,42.59N,21.82E
1849-12-01,-3.139,0.935,Nis,Serbia,42.59N,21.82E
1850-01-01,-5.8039999999999985,1.4569999999999999,Nis,Serbia,42.59N,21.82E
1850-02-01,0.28300000000000003,0.943,Nis,Serbia,42.59N,21.82E
1850-03-01,1.81,2.622,Nis,Serbia,42.59N,21.82E
1850-04-01,8.85,1.838,Nis,Serbia,42.59N,21.82E
1850-05-01,13.470999999999998,0.875,Nis,Serbia,42.59N,21.82E
1850-06-01,18.726,0.794,Nis,Serbia,42.59N,21.82E
1850-07-01,19.719,1.254,Nis,Serbia,42.59N,21.82E
1850-08-01,20.936,1.1159999999999999,Nis,Serbia,42.59N,21.82E
1850-09-01,13.937000000000001,0.8270000000000001,Nis,Serbia,42.59N,21.82E
1850-10-01,9.877,1.305,Nis,Serbia,42.59N,21.82E
1850-11-01,3.866,2.052,Nis,Serbia,42.59N,21.82E
1850-12-01,-0.061,1.692,Nis,Serbia,42.59N,21.82E
1851-01-01,-2.0180000000000002,0.927,Nis,Serbia,42.59N,21.82E
1851-02-01,0.212,1.228,Nis,Serbia,42.59N,21.82E
1851-03-01,5.106,1.6440000000000001,Nis,Serbia,42.59N,21.82E
1851-04-01,10.585,1.778,Nis,Serbia,42.59N,21.82E
1851-05-01,14.126,1.351,Nis,Serbia,42.59N,21.82E
1851-06-01,17.151,1.422,Nis,Serbia,42.59N,21.82E
1851-07-01,19.86,1.777,Nis,Serbia,42.59N,21.82E
1851-08-01,19.825,1.839,Nis,Serbia,42.59N,21.82E
1851-09-01,14.183,1.084,Nis,Serbia,42.59N,21.82E
1851-10-01,11.616,2.168,Nis,Serbia,42.59N,21.82E
1851-11-01,5.7989999999999995,2.048,Nis,Serbia,42.59N,21.82E
1851-12-01,-1.715,3.431,Nis,Serbia,42.59N,21.82E
1852-01-01,-0.4099999999999999,2.398,Nis,Serbia,42.59N,21.82E
1852-02-01,0.662,0.966,Nis,Serbia,42.59N,21.82E
1852-03-01,2.2840000000000003,1.088,Nis,Serbia,42.59N,21.82E
1852-04-01,6.635999999999999,1.787,Nis,Serbia,42.59N,21.82E
1852-05-01,14.003,1.4469999999999998,Nis,Serbia,42.59N,21.82E
1852-06-01,18.488,1.3719999999999999,Nis,Serbia,42.59N,21.82E
1852-07-01,20.335,1.538,Nis,Serbia,42.59N,21.82E
1852-08-01,19.725,1.4180000000000001,Nis,Serbia,42.59N,21.82E
1852-09-01,15.808,1.5130000000000001,Nis,Serbia,42.59N,21.82E
1852-10-01,10.717,1.3769999999999998,Nis,Serbia,42.59N,21.82E
1852-11-01,7.006,1.4069999999999998,Nis,Serbia,42.59N,21.82E
1852-12-01,1.972,1.663,Nis,Serbia,42.59N,21.82E
1853-01-01,0.5479999999999998,1.228,Nis,Serbia,42.59N,21.82E
1853-02-01,1.8359999999999999,1.473,Nis,Serbia,42.59N,21.82E
1853-03-01,4.688,1.923,Nis,Serbia,42.59N,21.82E
1853-04-01,7.41,1.077,Nis,Serbia,42.59N,21.82E
1853-05-01,14.869000000000002,1.345,Nis,Serbia,42.59N,21.82E
1853-06-01,18.061,1.238,Nis,Serbia,42.59N,21.82E
1853-07-01,21.555,1.028,Nis,Serbia,42.59N,21.82E
1853-08-01,20.293,1.0859999999999999,Nis,Serbia,42.59N,21.82E
1853-09-01,15.762,0.8320000000000001,Nis,Serbia,42.59N,21.82E
1853-10-01,11.597999999999999,0.9390000000000001,Nis,Serbia,42.59N,21.82E
1853-11-01,3.725,2.0580000000000003,Nis,Serbia,42.59N,21.82E
1853-12-01,-1.715,1.317,Nis,Serbia,42.59N,21.82E
1854-01-01,-0.355,2.4090000000000003,Nis,Serbia,42.59N,21.82E
1854-02-01,-1.692,1.4269999999999998,Nis,Serbia,42.59N,21.82E
1854-03-01,2.1659999999999995,1.4969999999999999,Nis,Serbia,42.59N,21.82E
1854-04-01,8.045,0.93,Nis,Serbia,42.59N,21.82E
1854-05-01,14.761,0.981,Nis,Serbia,42.59N,21.82E
1854-06-01,17.441,1.376,Nis,Serbia,42.59N,21.82E
1854-07-01,20.632,1.3330000000000002,Nis,Serbia,42.59N,21.82E
1854-08-01,19.277,1.402,Nis,Serbia,42.59N,21.82E
1854-09-01,13.961,1.335,Nis,Serbia,42.59N,21.82E
1854-10-01,10.343,0.995,Nis,Serbia,42.59N,21.82E
1854-11-01,3.423,1.4980000000000002,Nis,Serbia,42.59N,21.82E
1854-12-01,0.59,2.77,Nis,Serbia,42.59N,21.82E
1855-01-01,-3.159,2.331,Nis,Serbia,42.59N,21.82E
1855-02-01,0.518,1.8,Nis,Serbia,42.59N,21.82E
1855-03-01,5.218,0.929,Nis,Serbia,42.59N,21.82E
1855-04-01,8.53,1.473,Nis,Serbia,42.59N,21.82E
1855-05-01,14.595999999999998,1.254,Nis,Serbia,42.59N,21.82E
1855-06-01,18.522000000000002,1.113,Nis,Serbia,42.59N,21.82E
1855-07-01,20.056,1.1840000000000002,Nis,Serbia,42.59N,21.82E
1855-08-01,19.326,0.972,Nis,Serbia,42.59N,21.82E
1855-09-01,14.658,0.5429999999999999,Nis,Serbia,42.59N,21.82E
1855-10-01,12.104000000000001,1.245,Nis,Serbia,42.59N,21.82E
1855-11-01,4.841,1.018,Nis,Serbia,42.59N,21.82E
1855-12-01,-2.9610000000000003,2.477,Nis,Serbia,42.59N,21.82E
1856-01-01,-0.08800000000000008,1.225,Nis,Serbia,42.59N,21.82E
1856-02-01,0.748,1.923,Nis,Serbia,42.59N,21.82E
1856-03-01,1.7819999999999996,1.214,Nis,Serbia,42.59N,21.82E
1856-04-01,9.794,1.368,Nis,Serbia,42.59N,21.82E
1856-05-01,13.501,1.8659999999999999,Nis,Serbia,42.59N,21.82E
1856-06-01,18.425,1.795,Nis,Serbia,42.59N,21.82E
1856-07-01,19.005,0.912,Nis,Serbia,42.59N,21.82E
1856-08-01,20.159000000000002,1.589,Nis,Serbia,42.59N,21.82E
1856-09-01,15.015999999999998,1.551,Nis,Serbia,42.59N,21.82E
1856-10-01,9.622,1.266,Nis,Serbia,42.59N,21.82E
1856-11-01,0.4800000000000004,1.68,Nis,Serbia,42.59N,21.82E
1856-12-01,-0.501,1.735,Nis,Serbia,42.59N,21.82E
1857-01-01,-1.156,1.946,Nis,Serbia,42.59N,21.82E
1857-02-01,-1.5239999999999998,2.235,Nis,Serbia,42.59N,21.82E
1857-03-01,3.1579999999999995,1.213,Nis,Serbia,42.59N,21.82E
1857-04-01,10.168,1.193,Nis,Serbia,42.59N,21.82E
1857-05-01,13.445,1.3330000000000002,Nis,Serbia,42.59N,21.82E
1857-06-01,16.409000000000002,1.196,Nis,Serbia,42.59N,21.82E
1857-07-01,19.771,1.17,Nis,Serbia,42.59N,21.82E
1857-08-01,19.111,1.376,Nis,Serbia,42.59N,21.82E
1857-09-01,14.437000000000001,1.473,Nis,Serbia,42.59N,21.82E
1857-10-01,11.957,1.181,Nis,Serbia,42.59N,21.82E
1857-11-01,3.265,0.8909999999999999,Nis,Serbia,42.59N,21.82E
1857-12-01,-1.4420000000000002,1.6769999999999998,Nis,Serbia,42.59N,21.82E
1858-01-01,-6.73,2.813,Nis,Serbia,42.59N,21.82E
1858-02-01,-6.01,2.295,Nis,Serbia,42.59N,21.82E
1858-03-01,2.826,1.031,Nis,Serbia,42.59N,21.82E
1858-04-01,8.638,1.3430000000000002,Nis,Serbia,42.59N,21.82E
1858-05-01,14.184,1.306,Nis,Serbia,42.59N,21.82E
1858-06-01,17.7,1.162,Nis,Serbia,42.59N,21.82E
1858-07-01,20.135,1.311,Nis,Serbia,42.59N,21.82E
1858-08-01,18.788,0.9009999999999999,Nis,Serbia,42.59N,21.82E
1858-09-01,15.503,1.104,Nis,Serbia,42.59N,21.82E
1858-10-01,12.161,1.102,Nis,Serbia,42.59N,21.82E
1858-11-01,2.955,1.413,Nis,Serbia,42.59N,21.82E
1858-12-01,-0.8099999999999999,0.9009999999999999,Nis,Serbia,42.59N,21.82E
1859-01-01,-3.761,1.238,Nis,Serbia,42.59N,21.82E
1859-02-01,0.675,1.054,Nis,Serbia,42.59N,21.82E
1859-03-01,4.949999999999998,0.5589999999999999,Nis,Serbia,42.59N,21.82E
1859-04-01,10.261,0.551,Nis,Serbia,42.59N,21.82E
1859-05-01,14.884,0.6920000000000001,Nis,Serbia,42.59N,21.82E
1859-06-01,16.807000000000002,1.068,Nis,Serbia,42.59N,21.82E
1859-07-01,21.267,1.123,Nis,Serbia,42.59N,21.82E
1859-08-01,21.443,0.9440000000000001,Nis,Serbia,42.59N,21.82E
1859-09-01,14.994000000000002,0.494,Nis,Serbia,42.59N,21.82E
1859-10-01,12.328,0.815,Nis,Serbia,42.59N,21.82E
1859-11-01,4.064,1.835,Nis,Serbia,42.59N,21.82E
1859-12-01,-0.8859999999999999,2.104,Nis,Serbia,42.59N,21.82E
1860-01-01,-0.272,1.609,Nis,Serbia,42.59N,21.82E
1860-02-01,-0.11800000000000001,1.166,Nis,Serbia,42.59N,21.82E
1860-03-01,3.135,2.233,Nis,Serbia,42.59N,21.82E
1860-04-01,10.207,1.0090000000000001,Nis,Serbia,42.59N,21.82E
1860-05-01,14.274,0.523,Nis,Serbia,42.59N,21.82E
1860-06-01,19.117,0.715,Nis,Serbia,42.59N,21.82E
