0000000006,0.402,Koganei,Japan,36.17N,139.23E
1928-10-01,25.658,0.36,Kollam,India,8.84N,77.03E
1928-11-01,25.943,0.22899999999999998,Kollam,India,8.84N,77.03E
1928-12-01,25.918000000000003,0.381,Kollam,India,8.84N,77.03E
1929-01-01,25.98,0.44,Kollam,India,8.84N,77.03E
1929-02-01,26.928,0.49200000000000005,Kollam,India,8.84N,77.03E
1929-03-01,28.159,0.37799999999999995,Kollam,India,8.84N,77.03E
1929-04-01,27.648000000000003,0.28,Kollam,India,8.84N,77.03E
1929-05-01,27.662,0.29,Kollam,India,8.84N,77.03E
1929-06-01,25.176,0.319,Kollam,India,8.84N,77.03E
1929-07-01,24.82,0.275,Kollam,India,8.84N,77.03E
1929-08-01,25.169,0.225,Kollam,India,8.84N,77.03E
1929-09-01,25.682,0.27399999999999997,Kollam,India,8.84N,77.03E
1929-10-01,25.611,0.298,Kollam,India,8.84N,77.03E
1929-11-01,25.983,0.528,Kollam,India,8.84N,77.03E
1929-12-01,25.686,0.551,Kollam,India,8.84N,77.03E
1930-01-01,26.105,0.298,Kollam,India,8.84N,77.03E
1930-02-01,27.062,0.39899999999999997,Kollam,India,8.84N,77.03E
1930-03-01,28.168000000000006,0.28,Kollam,India,8.84N,77.03E
1930-04-01,28.39,0.318,Kollam,India,8.84N,77.03E
1930-05-01,27.085,0.449,Kollam,India,8.84N,77.03E
1930-06-01,25.52,0.192,Kollam,India,8.84N,77.03E
1930-07-01,25.425,0.332,Kollam,India,8.84N,77.03E
1930-08-01,25.209,0.29600000000000004,Kollam,India,8.84N,77.03E
1930-09-01,25.596999999999998,0.316,Kollam,India,8.84N,77.03E
1930-10-01,25.504,0.601,Kollam,India,8.84N,77.03E
1930-11-01,26.182,0.354,Kollam,India,8.84N,77.03E
1930-12-01,26.044,0.272,Kollam,India,8.84N,77.03E
1931-01-01,26.572,0.306,Kollam,India,8.84N,77.03E
1931-02-01,27.664,0.652,Kollam,India,8.84N,77.03E
1931-03-01,28.819000000000006,0.39399999999999996,Kollam,India,8.84N,77.03E
1931-04-01,28.654,0.35700000000000004,Kollam,India,8.84N,77.03E
1931-05-01,28.398000000000003,0.335,Kollam,India,8.84N,77.03E
1931-06-01,26.205,0.298,Kollam,India,8.84N,77.03E
1931-07-01,25.278000000000002,0.237,Kollam,India,8.84N,77.03E
1931-08-01,25.101999999999997,0.498,Kollam,India,8.84N,77.03E
1931-09-01,25.701,0.263,Kollam,India,8.84N,77.03E
1931-10-01,26.239,0.331,Kollam,India,8.84N,77.03E
1931-11-01,26.058000000000003,0.28800000000000003,Kollam,India,8.84N,77.03E
1931-12-01,25.926,0.28600000000000003,Kollam,India,8.84N,77.03E
1932-01-01,25.897,0.6679999999999999,Kollam,India,8.84N,77.03E
1932-02-01,26.456,0.444,Kollam,India,8.84N,77.03E
1932-03-01,27.872,0.389,Kollam,India,8.84N,77.03E
1932-04-01,28.252,0.386,Kollam,India,8.84N,77.03E
1932-05-01,26.991,0.282,Kollam,India,8.84N,77.03E
1932-06-01,25.939,0.293,Kollam,India,8.84N,77.03E
1932-07-01,25.031,0.156,Kollam,India,8.84N,77.03E
1932-08-01,25.421,0.221,Kollam,India,8.84N,77.03E
1932-09-01,25.778,0.478,Kollam,India,8.84N,77.03E
1932-10-01,25.482,0.265,Kollam,India,8.84N,77.03E
1932-11-01,25.529,0.354,Kollam,India,8.84N,77.03E
1932-12-01,25.421999999999997,0.295,Kollam,India,8.84N,77.03E
1933-01-01,26.489,0.5489999999999999,Kollam,India,8.84N,77.03E
1933-02-01,27.083000000000002,0.278,Kollam,India,8.84N,77.03E
1933-03-01,28.048,0.21899999999999997,Kollam,India,8.84N,77.03E
1933-04-01,28.267000000000003,0.34600000000000003,Kollam,India,8.84N,77.03E
1933-05-01,26.601,0.695,Kollam,India,8.84N,77.03E
1933-06-01,25.373,0.47200000000000003,Kollam,India,8.84N,77.03E
1933-07-01,24.93,0.384,Kollam,India,8.84N,77.03E
1933-08-01,24.86,0.28,Kollam,India,8.84N,77.03E
1933-09-01,25.258000000000006,0.316,Kollam,India,8.84N,77.03E
1933-10-01,25.259,0.17,Kollam,India,8.84N,77.03E
1933-11-01,25.616,0.325,Kollam,India,8.84N,77.03E
1933-12-01,25.804,0.4,Kollam,India,8.84N,77.03E
1934-01-01,25.971,0.249,Kollam,India,8.84N,77.03E
1934-02-01,26.356,0.335,Kollam,India,8.84N,77.03E
1934-03-01,27.605999999999998,0.3,Kollam,India,8.84N,77.03E
1934-04-01,28.33,0.26899999999999996,Kollam,India,8.84N,77.03E
1934-05-01,27.829,0.196,Kollam,India,8.84N,77.03E
1934-06-01,25.561,0.308,Kollam,India,8.84N,77.03E
1934-07-01,25.245,0.256,Kollam,India,8.84N,77.03E
1934-08-01,25.658,0.228,Kollam,India,8.84N,77.03E
1934-09-01,26.131999999999998,0.212,Kollam,India,8.84N,77.03E
1934-10-01,25.783,0.17,Kollam,India,8.84N,77.03E
1934-11-01,25.564,0.29100000000000004,Kollam,India,8.84N,77.03E
1934-12-01,25.581,0.512,Kollam,India,8.84N,77.03E
1935-01-01,26.123,0.406,Kollam,India,8.84N,77.03E
1935-02-01,26.748,0.655,Kollam,India,8.84N,77.03E
1935-03-01,28.261999999999997,0.313,Kollam,India,8.84N,77.03E
1935-04-01,28.246,0.486,Kollam,India,8.84N,77.03E
1935-05-01,28.454,0.294,Kollam,India,8.84N,77.03E
1935-06-01,26.105,0.354,Kollam,India,8.84N,77.03E
1935-07-01,24.962,0.273,Kollam,India,8.84N,77.03E
1935-08-01,24.98,0.44799999999999995,Kollam,India,8.84N,77.03E
1935-09-01,25.533,0.33399999999999996,Kollam,India,8.84N,77.03E
1935-10-01,25.771,0.21100000000000002,Kollam,India,8.84N,77.03E
1935-11-01,25.594,0.331,Kollam,India,8.84N,77.03E
1935-12-01,25.654,0.256,Kollam,India,8.84N,77.03E
1936-01-01,25.987,0.354,Kollam,India,8.84N,77.03E
1936-02-01,27.288,0.17600000000000002,Kollam,India,8.84N,77.03E
1936-03-01,28.171999999999997,0.263,Kollam,India,8.84N,77.03E
1936-04-01,28.906999999999996,0.315,Kollam,India,8.84N,77.03E
1936-05-01,27.522,0.275,Kollam,India,8.84N,77.03E
1936-06-01,25.430999999999997,0.214,Kollam,India,8.84N,77.03E
1936-07-01,24.987,0.33,Kollam,India,8.84N,77.03E
1936-08-01,25.309,0.28300000000000003,Kollam,India,8.84N,77.03E
1936-09-01,26.113000000000003,0.40700000000000003,Kollam,India,8.84N,77.03E
1936-10-01,26.015,0.263,Kollam,India,8.84N,77.03E
1936-11-01,25.845,0.38,Kollam,India,8.84N,77.03E
1936-12-01,26.069000000000003,0.33299999999999996,Kollam,India,8.84N,77.03E
1937-01-01,26.412,0.276,Kollam,India,8.84N,77.03E
1937-02-01,27.504,0.261,Kollam,India,8.84N,77.03E
1937-03-01,28.288,0.28300000000000003,Kollam,India,8.84N,77.03E
1937-04-01,28.263,0.47100000000000003,Kollam,India,8.84N,77.03E
1937-05-01,28.155,0.263,Kollam,India,8.84N,77.03E
1937-06-01,26.018,0.426,Kollam,India,8.84N,77.03E
1937-07-01,24.736,0.218,Kollam,India,8.84N,77.03E
1937-08-01,25.881,0.255,Kollam,India,8.84N,77.03E
1937-09-01,26.339,0.41600000000000004,Kollam,India,8.84N,77.03E
1937-10-01,25.803,0.161,Kollam,India,8.84N,77.03E
1937-11-01,25.906,0.302,Kollam,India,8.84N,77.03E
1937-12-01,25.525,0.44799999999999995,Kollam,India,8.84N,77.03E
1938-01-01,26.498,0.375,Kollam,India,8.84N,77.03E
1938-02-01,27.188000000000002,0.247,Kollam,India,8.84N,77.03E
1938-03-01,28.436,0.217,Kollam,India,8.84N,77.03E
1938-04-01,27.984,0.473,Kollam,India,8.84N,77.03E
1938-05-01,27.954,0.265,Kollam,India,8.84N,77.03E
1938-06-01,25.595,0.205,Kollam,India,8.84N,77.03E
1938-07-01,24.84,0.258,Kollam,India,8.84N,77.03E
1938-08-01,25.393,0.184,Kollam,India,8.84N,77.03E
1938-09-01,25.766,0.17300000000000001,Kollam,India,8.84N,77.03E
1938-10-01,25.519,0.213,Kollam,India,8.84N,77.03E
1938-11-01,25.589,0.43799999999999994,Kollam,India,8.84N,77.03E
1938-12-01,25.881,0.307,Kollam,India,8.84N,77.03E
1939-01-01,25.639,0.22899999999999998,Kollam,India,8.84N,77.03E
1939-02-01,26.656,0.46,Kollam,India,8.84N,77.03E
1939-03-01,28.128,0.353,Kollam,India,8.84N,77.03E
1939-04-01,28.016,0.289,Kollam,India,8.84N,77.03E
1939-05-01,27.698,0.43200000000000005,Kollam,India,8.84N,77.03E
1939-06-01,25.555999999999997,0.307,Kollam,India,8.84N,77.03E
1939-07-01,25.011,0.201,Kollam,India,8.84N,77.03E
1939-08-01,25.176,0.258,Kollam,India,8.84N,77.03E
1939-09-01,26.088,0.26,Kollam,India,8.84N,77.03E
1939-10-01,26.055,0.223,Kollam,India,8.84N,77.03E
1939-11-01,25.451999999999998,0.5920000000000001,Kollam,India,8.84N,77.03E
1939-12-01,25.819000000000003,0.615,Kollam,India,8.84N,77.03E
1940-01-01,25.035999999999998,0.6,Kollam,India,8.84N,77.03E
1940-02-01,27.013,0.336,Kollam,India,8.84N,77.03E
1940-03-01,28.329,0.614,Kollam,India,8.84N,77.03E
1940-04-01,28.441000000000006,0.33399999999999996,Kollam,India,8.84N,77.03E
1940-05-01,27.803,0.249,Kollam,India,8.84N,77.03E
1940-06-01,26.116,0.19,Kollam,India,8.84N,77.03E
1940-07-01,25.308000000000003,0.179,Kollam,India,8.84N,77.03E
1940-08-01,25.204,0.247,Kollam,India,8.84N,77.03E
1940-09-01,26.659,0.47700000000000004,Kollam,India,8.84N,77.03E
1940-10-01,26.156,0.24600000000000002,Kollam,India,8.84N,77.03E
1940-11-01,26.041999999999998,0.20800000000000002,Kollam,India,8.84N,77.03E
1940-12-01,25.963,0.162,Kollam,India,8.84N,77.03E
1941-01-01,26.633000000000003,0.48700000000000004,Kollam,India,8.84N,77.03E
1941-02-01,27.504,0.209,Kollam,India,8.84N,77.03E
1941-03-01,28.815,0.249,Kollam,India,8.84N,77.03E
1941-04-01,29.155,0.358,Kollam,India,8.84N,77.03E
1941-05-01,28.391,0.278,Kollam,India,8.84N,77.03E
1941-06-01,26.09,0.205,Kollam,India,8.84N,77.03E
1941-07-01,25.682,0.16899999999999998,Kollam,India,8.84N,77.03E
1941-08-01,25.857,0.3,Kollam,India,8.84N,77.03E
1941-09-01,25.985,0.195,Kollam,India,8.84N,77.03E
1941-10-01,26.416999999999998,0.215,Kollam,India,8.84N,77.03E
1941-11-01,26.313,0.295,Kollam,India,8.84N,77.03E
1941-12-01,26.033,0.475,Kollam,India,8.84N,77.03E
1942-01-01,26.212,0.262,Kollam,India,8.84N,77.03E
1942-02-01,27.521,0.218,Kollam,India,8.84N,77.03E
1942-03-01,28.599,0.258,Kollam,India,8.84N,77.03E
1942-04-01,28.381,0.406,Kollam,India,8.84N,77.03E
1942-05-01,28.116,0.26899999999999996,Kollam,India,8.84N,77.03E
1942-06-01,25.92,0.311,Kollam,India,8.84N,77.03E
1942-07-01,25.071,0.332,Kollam,India,8.84N,77.03E
1942-08-01,25.41,0.255,Kollam,India,8.84N,77.03E
1942-09-01,26.064,0.31,Kollam,India,8.84N,77.03E
1942-10-01,25.914,0.469,Kollam,India,8.84N,77.03E
1942-11-01,25.889,0.5760000000000001,Kollam,India,8.84N,77.03E
1942-12-01,25.680999999999997,0.36,Kollam,India,8.84N,77.03E
1943-01-01,25.941999999999997,0.28300000000000003,Kollam,India,8.84N,77.03E
1943-02-01,26.744,0.368,Kollam,India,8.84N,77.03E
1943-03-01,27.99,0.302,Kollam,India,8.84N,77.03E
1943-04-01,27.938,0.289,Kollam,India,8.84N,77.03E
1943-05-01,27.131999999999998,0.273,Kollam,India,8.84N,77.03E
1943-06-01,24.995,0.244,Kollam,India,8.84N,77.03E
1943-07-01,24.566,0.262,Kollam,India,8.84N,77.03E
1943-08-01,25.073,0.24,Kollam,India,8.84N,77.03E
1943-09-01,25.405,0.183,Kollam,India,8.84N,77.03E
1943-10-01,25.228,0.271,Kollam,India,8.84N,77.03E
1943-11-01,25.504,0.248,Kollam,India,8.84N,77.03E
1943-12-01,25.712,0.345,Kollam,India,8.84N,77.03E
1944-01-01,26.116,0.294,Kollam,India,8.84N,77.03E
1944-02-01,26.99,0.3,Kollam,India,8.84N,77.03E
1944-03-01,27.684,0.295,Kollam,India,8.84N,77.03E
1944-04-01,28.164,0.523,Kollam,India,8.84N,77.03E
1944-05-01,27.775,0.512,Kollam,India,8.84N,77.03E
1944-06-01,25.914,0.268,Kollam,India,8.84N,77.03E
1944-07-01,25.392,0.49200000000000005,Kollam,India,8.84N,77.03E
1944-08-01,26.064,0.41100000000000003,Kollam,India,8.84N,77.03E
1944-09-01,26.037000000000006,0.85,Kollam,India,8.84N,77.03E
1944-10-01,26.315,0.488,Kollam,India,8.84N,77.03E
1944-11-01,25.831,0.251,Kollam,India,8.84N,77.03E
1944-12-01,25.529,0.46,Kollam,India,8.84N,77.03E
1945-01-01,25.794,0.299,Kollam,India,8.84N,77.03E
1945-02-01,27.218000000000004,0.337,Kollam,India,8.84N,77.03E
1945-03-01,28.319000000000006,0.38,Kollam,India,8.84N,77.03E
1945-04-01,28.218000000000004,0.27,Kollam,India,8.84N,77.03E
1945-05-01,28.328000000000003,0.392,Kollam,India,8.84N,77.03E
1945-06-01,26.174,0.322,Kollam,India,8.84N,77.03E
1945-07-01,25.225,0.488,Kollam,India,8.84N,77.03E
1945-08-01,25.584,0.159,Kollam,India,8.84N,77.03E
1945-09-01,26.197,0.242,Kollam,India,8.84N,77.03E
1945-10-01,25.925,0.284,Kollam,India,8.84N,77.03E
1945-11-01,25.868,0.284,Kollam,India,8.84N,77.03E
1945-12-01,25.4,0.415,Kollam,India,8.84N,77.03E
1946-01-01,25.413,0.807,Kollam,India,8.84N,77.03E
1946-02-01,26.865,0.406,Kollam,India,8.84N,77.03E
1946-03-01,27.965000000000003,0.405,Kollam,India,8.84N,77.03E
1946-04-01,28.3,0.29600000000000004,Kollam,India,8.84N,77.03E
1946-05-01,28.17,0.319,Kollam,India,8.84N,77.03E
1946-06-01,25.913,0.317,Kollam,India,8.84N,77.03E
1946-07-01,25.449,0.293,Kollam,India,8.84N,77.03E
1946-08-01,25.359,0.218,Kollam,India,8.84N,77.03E
1946-09-01,25.965999999999998,0.237,Kollam,India,8.84N,77.03E
1946-10-01,25.975,0.17,Kollam,India,8.84N,77.03E
1946-11-01,25.851999999999997,0.264,Kollam,India,8.84N,77.03E
1946-12-01,25.664,0.466,Kollam,India,8.84N,77.03E
1947-01-01,26.31,0.271,Kollam,India,8.84N,77.03E
1947-02-01,26.94,0.385,Kollam,India,8.84N,77.03E
1947-03-01,28.245,0.214,Kollam,India,8.84N,77.03E
1947-04-01,27.924000000000003,0.45299999999999996,Kollam,India,8.84N,77.03E
1947-05-01,28.191,0.321,Kollam,India,8.84N,77.03E
1947-06-01,26.01,0.18100000000000002,Kollam,India,8.84N,77.03E
1947-07-01,25.553,0.23399999999999999,Kollam,India,8.84N,77.03E
1947-08-01,25.24,0.299,Kollam,India,8.84N,77.03E
1947-09-01,25.429,0.47600000000000003,Kollam,India,8.84N,77.03E
1947-10-01,25.564,0.14,Kollam,India,8.84N,77.03E
1947-11-01,25.980999999999998,0.361,Kollam,India,8.84N,77.03E
1947-12-01,25.826999999999998,0.166,Kollam,India,8.84N,77.03E
1948-01-01,26.500999999999998,0.287,Kollam,India,8.84N,77.03E
1948-02-01,27.092,0.318,Kollam,India,8.84N,77.03E
1948-03-01,28.268,0.33299999999999996,Kollam,India,8.84N,77.03E
1948-04-01,28.590999999999998,0.24100000000000002,Kollam,India,8.84N,77.03E
1948-05-01,27.912,0.29100000000000004,Kollam,India,8.84N,77.03E
1948-06-01,25.763,0.366,Kollam,India,8.84N,77.03E
1948-07-01,25.191999999999997,0.183,Kollam,India,8.84N,77.03E
1948-08-01,25.332,0.17800000000000002,Kollam,India,8.84N,77.03E
1948-09-01,26.116,0.18,Kollam,India,8.84N,77.03E
1948-10-01,26.016,0.17,Kollam,India,8.84N,77.03E
1948-11-01,26.125,0.266,Kollam,India,8.84N,77.03E
1948-12-01,25.916,0.28800000000000003,Kollam,India,8.84N,77.03E
1949-01-01,25.79,0.34600000000000003,Kollam,India,8.84N,77.03E
1949-02-01,26.784000000000002,0.408,Kollam,India,8.84N,77.03E
1949-03-01,28.508000000000006,0.335,Kollam,India,8.84N,77.03E
1949-04-01,28.585,0.21600000000000003,Kollam,India,8.84N,77.03E
1949-05-01,27.541,0.20600000000000002,Kollam,India,8.84N,77.03E
1949-06-01,25.733,0.154,Kollam,India,8.84N,77.03E
1949-07-01,25.159000000000002,0.244,Kollam,India,8.84N,77.03E
1949-08-01,25.626,0.22899999999999998,Kollam,India,8.84N,77.03E
1949-09-01,25.787000000000006,0.515,Kollam,India,8.84N,77.03E
1949-10-01,26.076,0.28300000000000003,Kollam,India,8.84N,77.03E
1949-11-01,25.843000000000004,0.29100000000000004,Kollam,India,8.84N,77.03E
1949-12-01,25.568,0.377,Kollam,India,8.84N,77.03E
1950-01-01,25.746,0.315,Kollam,India,8.84N,77.03E
1950-02-01,27.006,0.228,Kollam,India,8.84N,77.03E
1950-03-01,28.225,0.28300000000000003,Kollam,India,8.84N,77.03E
1950-04-01,28.313,0.258,Kollam,India,8.84N,77.03E
1950-05-01,28.29,0.307,Kollam,India,8.84N,77.03E
1950-06-01,25.695,0.276,Kollam,India,8.84N,77.03E
1950-07-01,24.728,0.263,Kollam,India,8.84N,77.03E
1950-08-01,25.154,0.369,Kollam,India,8.84N,77.03E
1950-09-01,25.435,0.369,Kollam,India,8.84N,77.03E
1950-10-01,24.884,1.0190000000000001,Kollam,India,8.84N,77.03E
1950-11-01,25.769,0.289,Kollam,India,8.84N,77.03E
1950-12-01,25.503,0.251,Kollam,India,8.84N,77.03E
1951-01-01,26.052,0.542,Kollam,India,8.84N,77.03E
1951-02-01,26.503,0.314,Kollam,India,8.84N,77.03E
1951-03-01,28.201999999999998,0.217,Kollam,India,8.84N,77.03E
1951-04-01,28.096,0.316,Kollam,India,8.84N,77.03E
1951-05-01,28.09,0.32,Kollam,India,8.84N,77.03E
1951-06-01,25.226,0.557,Kollam,India,8.84N,77.03E
1951-07-01,24.943,0.365,Kollam,India,8.84N,77.03E
1951-08-01,25.976,0.244,Kollam,India,8.84N,77.03E
1951-09-01,26.336,0.37200000000000005,Kollam,India,8.84N,77.03E
1951-10-01,26.359,0.284,Kollam,India,8.84N,77.03E
1951-11-01,26.125,0.58,Kollam,India,8.84N,77.03E
1951-12-01,25.866999999999997,0.385,Kollam,India,8.84N,77.03E
1952-01-01,26.381999999999998,0.303,Kollam,India,8.84N,77.03E
1952-02-01,27.497,0.185,Kollam,India,8.84N,77.03E
1952-03-01,28.412000000000006,0.27399999999999997,Kollam,India,8.84N,77.03E
1952-04-01,28.535999999999998,0.193,Kollam,India,8.84N,77.03E
1952-05-01,28.01,0.43700000000000006,Kollam,India,8.84N,77.03E
1952-06-01,25.892,0.396,Kollam,India,8.84N,77.03E
1952-07-01,25.358,0.237,Kollam,India,8.84N,77.03E
1952-08-01,25.509,0.257,Kollam,India,8.84N,77.03E
1952-09-01,26.197,0.253,Kollam,India,8.84N,77.03E
1952-10-01,25.723000000000006,0.201,Kollam,India,8.84N,77.03E
1952-11-01,25.901,0.31,Kollam,India,8.84N,77.03E
1952-12-01,25.787,0.23199999999999998,Kollam,India,8.84N,77.03E
1953-01-01,26.261,0.276,Kollam,India,8.84N,77.03E
1953-02-01,26.636,0.262,Kollam,India,8.84N,77.03E
1953-03-01,28.951999999999998,0.28300000000000003,Kollam,India,8.84N,77.03E
1953-04-01,28.319000000000006,0.321,Kollam,India,8.84N,77.03E
1953-05-01,28.733,0.257,Kollam,India,8.84N,77.03E
1953-06-01,26.759,0.311,Kollam,India,8.84N,77.03E
1953-07-01,24.814,0.32899999999999996,Kollam,India,8.84N,77.03E
1953-08-01,25.881,0.37200000000000005,Kollam,India,8.84N,77.03E
1953-09-01,26.087,0.177,Kollam,India,8.84N,77.03E
1953-10-01,25.948,0.35,Kollam,India,8.84N,77.03E
1953-11-01,25.962,0.34299999999999997,Kollam,India,8.84N,77.03E
1953-12-01,25.884,0.313,Kollam,India,8.84N,77.03E
1954-01-01,26.493000000000002,0.336,Kollam,India,8.84N,77.03E
1954-02-01,27.259,0.335,Kollam,India,8.84N,77.03E
1954-03-01,28.009,0.304,Kollam,India,8.84N,77.03E
1954-04-01,28.705,0.377,Kollam,India,8.84N,77.03E
1954-05-01,28.013,0.462,Kollam,India,8.84N,77.03E
1954-06-01,25.965999999999998,0.563,Kollam,India,8.84N,77.03E
1954-07-01,24.915,0.244,Kollam,India,8.84N,77.03E
1954-08-01,25.21,0.324,Kollam,India,8.84N,77.03E
1954-09-01,25.758000000000003,0.45799999999999996,Kollam,India,8.84N,77.03E
1954-10-01,25.389,0.2,Kollam,India,8.84N,77.03E
1954-11-01,25.712,0.514,Kollam,India,8.84N,77.03E
1954-12-01,25.858,0.35200000000000004,Kollam,India,8.84N,77.03E
1955-01-01,26.371,0.602,Kollam,India,8.84N,77.03E
1955-02-01,27.342,0.23800000000000002,Kollam,India,8.84N,77.03E
1955-03-01,28.171000000000006,0.38799999999999996,Kollam,India,8.84N,77.03E
1955-04-01,28.250999999999998,0.29100000000000004,Kollam,India,8.84N,77.03E
1955-05-01,26.858,0.512,Kollam,India,8.84N,77.03E
1955-06-01,25.021,0.295,Kollam,India,8.84N,77.03E
1955-07-01,24.882,0.299,Kollam,India,8.84N,77.03E
1955-08-01,25.603,0.414,Kollam,India,8.84N,77.03E
1955-09-01,25.953000000000003,0.307,Kollam,India,8.84N,77.03E
1955-10-01,25.838,0.299,Kollam,India,8.84N,77.03E
1955-11-01,25.61,0.392,Kollam,India,8.84N,77.03E
1955-12-01,25.415,0.278,Kollam,India,8.84N,77.03E
1956-01-01,25.718000000000004,0.35200000000000004,Kollam,India,8.84N,77.03E
1956-02-01,26.641,0.614,Kollam,India,8.84N,77.03E
1956-03-01,28.549000000000003,0.32,Kollam,India,8.84N,77.03E
1956-04-01,28.461,0.564,Kollam,India,8.84N,77.03E
1956-05-01,27.063000000000002,0.306,Kollam,India,8.84N,77.03E
1956-06-01,25.041999999999998,0.29600000000000004,Kollam,India,8.84N,77.03E
1956-07-01,24.735,0.49700000000000005,Kollam,India,8.84N,77.03E
1956-08-01,25.196,0.331,Kollam,India,8.84N,77.03E
1956-09-01,25.559,0.385,Kollam,India,8.84N,77.03E
1956-10-01,25.385,0.341,Kollam,India,8.84N,77.03E
1956-11-01,26.069000000000003,0.507,Kollam,India,8.84N,77.03E
1956-12-01,25.958,0.642,Kollam,India,8.84N,77.03E
1957-01-01,26.236,0.375,Kollam,India,8.84N,77.03E
1957-02-01,27.289,0.344,Kollam,India,8.84N,77.03E
1957-03-01,28.133000000000006,0.41200000000000003,Kollam,India,8.84N,77.03E
1957-04-01,28.647,0.619,Kollam,India,8.84N,77.03E
1957-05-01,27.744,0.314,Kollam,India,8.84N,77.03E
1957-06-01,25.973000000000003,0.6920000000000001,Kollam,India,8.84N,77.03E
1957-07-01,25.331999999999997,0.609,Kollam,India,8.84N,77.03E
1957-08-01,25.531,0.797,Kollam,India,8.84N,77.03E
1957-09-01,26.160999999999998,0.7709999999999999,Kollam,India,8.84N,77.03E
1957-10-01,26.076999999999998,0.604,Kollam,India,8.84N,77.03E
1957-11-01,26.214,0.371,Kollam,India,8.84N,77.03E
1957-12-01,26.351,0.405,Kollam,India,8.84N,77.03E
1958-01-01,26.608,0.344,Kollam,India,8.84N,77.03E
1958-02-01,27.5,0.348,Kollam,India,8.84N,77.03E
1958-03-01,28.75,0.363,Kollam,India,8.84N,77.03E
1958-04-01,28.675,0.371,Kollam,India,8.84N,77.03E
1958-05-01,27.609,0.312,Kollam,India,8.84N,77.03E
1958-06-01,26.19,0.449,Kollam,India,8.84N,77.03E
1958-07-01,25.589000000000002,0.632,Kollam,India,8.84N,77.03E
1958-08-01,25.334,0.368,Kollam,India,8.84N,77.03E
1958-09-01,26.354,0.513,Kollam,India,8.84N,77.03E
1958-10-01,26.029,0.457,Kollam,India,8.84N,77.03E
1958-11-01,26.314,0.261,Kollam,India,8.84N,77.03E
1958-12-01,26.295,0.355,Kollam,India,8.84N,77.03E
1959-01-01,26.866999999999997,0.336,Kollam,India,8.84N,77.03E
1959-02-01,27.531999999999996,0.444,Kollam,India,8.84N,77.03E
1959-03-01,28.717,0.517,Kollam,India,8.84N,77.03E
1959-04-01,28.708,0.34700000000000003,Kollam,India,8.84N,77.03E
1959-05-01,27.848000000000003,0.282,Kollam,India,8.84N,77.03E
1959-06-01,25.629,0.22399999999999998,Kollam,India,8.84N,77.03E
1959-07-01,24.973000000000003,0.47100000000000003,Kollam,India,8.84N,77.03E
1959-08-01,25.734,0.46399999999999997,Kollam,India,8.84N,77.03E
1959-09-01,26.09,0.409,Kollam,India,8.84N,77.03E
1959-10-01,26.107,0.324,Kollam,India,8.84N,77.03E
1959-11-01,26.272,0.313,Kollam,India,8.84N,77.03E
1959-12-01,25.985,0.45899999999999996,Kollam,India,8.84N,77.03E
1960-01-01,26.607,0.366,Kollam,India,8.84N,77.03E
1960-02-01,27.133000000000003,0.33899999999999997,Kollam,India,8.84N,77.03E
1960-03-01,28.287000000000006,0.377,Kollam,India,8.84N,77.03E
1960-04-01,28.114,0.262,Kollam,India,8.84N,77.03E
1960-05-01,26.729,0.7709999999999999,Kollam,India,8.84N,77.03E
1960-06-01,25.991,0.24,Kollam,India,8.84N,77.03E
1960-07-01,25.151,0.272,Kollam,India,8.84N,77.03E
1960-08-01,25.601,0.34299999999999997,Kollam,India,8.84N,77.03E
1960-09-01,25.445999999999998,0.506,Kollam,India,8.84N,77.03E
1960-10-01,25.756999999999998,0.266,Kollam,India,8.84N,77.03E
1960-11-01,25.414,0.244,Kollam,India,8.84N,77.03E
1960-12-01,26.154,0.408,Kollam,India,8.84N,77.03E
1961-01-01,26.32,0.41600000000000004,Kollam,India,8.84N,77.03E
1961-02-01,26.943,0.17,Kollam,India,8.84N,77.03E
1961-03-01,28.644,0.46799999999999997,Kollam,India,8.84N,77.03E
1961-04-01,28.834000000000003,0.514,Kollam,India,8.84N,77.03E
1961-05-01,27.393,0.287,Kollam,India,8.84N,77.03E
1961-06-01,25.37,0.391,Kollam,India,8.84N,77.03E
1961-07-01,24.883000000000003,0.45299999999999996,Kollam,India,8.84N,77.03E
1961-08-01,25.369,0.41700000000000004,Kollam,India,8.84N,77.03E
1961-09-01,25.775,0.264,Kollam,India,8.84N,77.03E
1961-10-01,26.011999999999997,0.37799999999999995,Kollam,India,8.84N,77.03E
1961-11-01,26.319000000000003,0.3,Kollam,India,8.84N,77.03E
1961-12-01,25.993,0.406,Kollam,India,8.84N,77.03E
1962-01-01,26.281,0.275,Kollam,India,8.84N,77.03E
1962-02-01,27.014,0.337,Kollam,India,8.84N,77.03E
1962-03-01,28.003,0.344,Kollam,India,8.84N,77.03E
1962-04-01,28.224,0.513,Kollam,India,8.84N,77.03E
1962-05-01,27.272,0.204,Kollam,India,8.84N,77.03E
1962-06-01,26.379,0.46399999999999997,Kollam,India,8.84N,77.03E
1962-07-01,25.139,0.36200000000000004,Kollam,India,8.84N,77.03E
1962-08-01,25.505,0.37,Kollam,India,8.84N,77.03E
1962-09-01,25.877,0.305,Kollam,India,8.84N,77.03E
1962-10-01,25.594,0.39899999999999997,Kollam,India,8.84N,77.03E
