03,0.321,Brunswick,Germany,52.24N,10.51E
1941-07-01,26.000999999999998,0.254,Bucaramanga,Colombia,7.23N,73.78W
1941-08-01,26.379,0.149,Bucaramanga,Colombia,7.23N,73.78W
1941-09-01,25.899,0.34600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1941-10-01,25.886,0.406,Bucaramanga,Colombia,7.23N,73.78W
1941-11-01,25.696,0.479,Bucaramanga,Colombia,7.23N,73.78W
1941-12-01,25.841,0.7340000000000001,Bucaramanga,Colombia,7.23N,73.78W
1942-01-01,25.61,0.174,Bucaramanga,Colombia,7.23N,73.78W
1942-02-01,26.290000000000006,0.718,Bucaramanga,Colombia,7.23N,73.78W
1942-03-01,26.275,0.596,Bucaramanga,Colombia,7.23N,73.78W
1942-04-01,26.154,0.293,Bucaramanga,Colombia,7.23N,73.78W
1942-05-01,25.941000000000006,0.37200000000000005,Bucaramanga,Colombia,7.23N,73.78W
1942-06-01,25.73,0.27899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1942-07-01,25.741,0.35600000000000004,Bucaramanga,Colombia,7.23N,73.78W
1942-08-01,25.581999999999997,0.20199999999999999,Bucaramanga,Colombia,7.23N,73.78W
1942-09-01,25.366999999999997,0.327,Bucaramanga,Colombia,7.23N,73.78W
1942-10-01,24.733,0.25,Bucaramanga,Colombia,7.23N,73.78W
1942-11-01,25.382,0.491,Bucaramanga,Colombia,7.23N,73.78W
1942-12-01,24.853,0.23800000000000002,Bucaramanga,Colombia,7.23N,73.78W
1943-01-01,25.139,0.499,Bucaramanga,Colombia,7.23N,73.78W
1943-02-01,25.029,0.375,Bucaramanga,Colombia,7.23N,73.78W
1943-03-01,25.013,0.7340000000000001,Bucaramanga,Colombia,7.23N,73.78W
1943-04-01,24.982,0.263,Bucaramanga,Colombia,7.23N,73.78W
1943-05-01,25.366,0.41,Bucaramanga,Colombia,7.23N,73.78W
1943-06-01,25.340999999999998,0.321,Bucaramanga,Colombia,7.23N,73.78W
1943-07-01,25.725,0.38299999999999995,Bucaramanga,Colombia,7.23N,73.78W
1943-08-01,25.639,0.258,Bucaramanga,Colombia,7.23N,73.78W
1943-09-01,25.63,0.461,Bucaramanga,Colombia,7.23N,73.78W
1943-10-01,24.758000000000003,0.21600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1943-11-01,25.059,0.313,Bucaramanga,Colombia,7.23N,73.78W
1943-12-01,25.004,0.439,Bucaramanga,Colombia,7.23N,73.78W
1944-01-01,25.144000000000002,0.209,Bucaramanga,Colombia,7.23N,73.78W
1944-02-01,25.518,0.9490000000000001,Bucaramanga,Colombia,7.23N,73.78W
1944-03-01,25.685,0.588,Bucaramanga,Colombia,7.23N,73.78W
1944-04-01,25.718000000000004,0.381,Bucaramanga,Colombia,7.23N,73.78W
1944-05-01,25.478,0.534,Bucaramanga,Colombia,7.23N,73.78W
1944-06-01,25.323,0.395,Bucaramanga,Colombia,7.23N,73.78W
1944-07-01,25.885,0.306,Bucaramanga,Colombia,7.23N,73.78W
1944-08-01,25.998,0.529,Bucaramanga,Colombia,7.23N,73.78W
1944-09-01,25.406,0.638,Bucaramanga,Colombia,7.23N,73.78W
1944-10-01,25.081999999999997,0.24100000000000002,Bucaramanga,Colombia,7.23N,73.78W
1944-11-01,25.072,0.312,Bucaramanga,Colombia,7.23N,73.78W
1944-12-01,24.941,0.541,Bucaramanga,Colombia,7.23N,73.78W
1945-01-01,24.951,0.628,Bucaramanga,Colombia,7.23N,73.78W
1945-02-01,25.353,0.597,Bucaramanga,Colombia,7.23N,73.78W
1945-03-01,25.945999999999998,0.7390000000000001,Bucaramanga,Colombia,7.23N,73.78W
1945-04-01,24.971999999999998,1.031,Bucaramanga,Colombia,7.23N,73.78W
1945-05-01,25.230999999999998,0.45799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1945-06-01,25.778000000000002,0.319,Bucaramanga,Colombia,7.23N,73.78W
1945-07-01,25.695999999999998,0.317,Bucaramanga,Colombia,7.23N,73.78W
1945-08-01,25.717,0.38299999999999995,Bucaramanga,Colombia,7.23N,73.78W
1945-09-01,25.829,0.268,Bucaramanga,Colombia,7.23N,73.78W
1945-10-01,24.741999999999997,0.312,Bucaramanga,Colombia,7.23N,73.78W
1945-11-01,24.965,0.218,Bucaramanga,Colombia,7.23N,73.78W
1945-12-01,24.954,0.284,Bucaramanga,Colombia,7.23N,73.78W
1946-01-01,25.035999999999998,0.294,Bucaramanga,Colombia,7.23N,73.78W
1946-02-01,25.380000000000006,0.47,Bucaramanga,Colombia,7.23N,73.78W
1946-03-01,25.474,0.32,Bucaramanga,Colombia,7.23N,73.78W
1946-04-01,25.279,0.299,Bucaramanga,Colombia,7.23N,73.78W
1946-05-01,25.541,0.168,Bucaramanga,Colombia,7.23N,73.78W
1946-06-01,26.041,0.419,Bucaramanga,Colombia,7.23N,73.78W
1946-07-01,25.99,0.302,Bucaramanga,Colombia,7.23N,73.78W
1946-08-01,25.634,0.444,Bucaramanga,Colombia,7.23N,73.78W
1946-09-01,25.435,0.28300000000000003,Bucaramanga,Colombia,7.23N,73.78W
1946-10-01,24.488000000000003,0.532,Bucaramanga,Colombia,7.23N,73.78W
1946-11-01,24.868000000000002,0.433,Bucaramanga,Colombia,7.23N,73.78W
1946-12-01,25.022,0.75,Bucaramanga,Colombia,7.23N,73.78W
1947-01-01,25.27,0.45,Bucaramanga,Colombia,7.23N,73.78W
1947-02-01,25.58,0.6509999999999999,Bucaramanga,Colombia,7.23N,73.78W
1947-03-01,25.94,0.758,Bucaramanga,Colombia,7.23N,73.78W
1947-04-01,25.881,0.647,Bucaramanga,Colombia,7.23N,73.78W
1947-05-01,25.49,0.7759999999999999,Bucaramanga,Colombia,7.23N,73.78W
1947-06-01,25.647,0.7040000000000001,Bucaramanga,Colombia,7.23N,73.78W
1947-07-01,25.678,0.32899999999999996,Bucaramanga,Colombia,7.23N,73.78W
1947-08-01,25.791,0.27899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1947-09-01,25.421,0.41200000000000003,Bucaramanga,Colombia,7.23N,73.78W
1947-10-01,24.903000000000002,0.247,Bucaramanga,Colombia,7.23N,73.78W
1947-11-01,25.256,0.33399999999999996,Bucaramanga,Colombia,7.23N,73.78W
1947-12-01,25.236,0.177,Bucaramanga,Colombia,7.23N,73.78W
1948-01-01,25.815,0.21600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1948-02-01,25.936999999999998,0.242,Bucaramanga,Colombia,7.23N,73.78W
1948-03-01,26.285999999999998,0.139,Bucaramanga,Colombia,7.23N,73.78W
1948-04-01,24.989,0.467,Bucaramanga,Colombia,7.23N,73.78W
1948-05-01,26.218000000000004,0.205,Bucaramanga,Colombia,7.23N,73.78W
1948-06-01,26.081999999999997,0.41,Bucaramanga,Colombia,7.23N,73.78W
1948-07-01,26.044,0.22699999999999998,Bucaramanga,Colombia,7.23N,73.78W
1948-08-01,26.27,0.26899999999999996,Bucaramanga,Colombia,7.23N,73.78W
1948-09-01,25.89,0.15,Bucaramanga,Colombia,7.23N,73.78W
1948-10-01,25.057,0.406,Bucaramanga,Colombia,7.23N,73.78W
1948-11-01,25.438000000000002,0.188,Bucaramanga,Colombia,7.23N,73.78W
1948-12-01,25.101,0.285,Bucaramanga,Colombia,7.23N,73.78W
1949-01-01,24.923000000000002,0.541,Bucaramanga,Colombia,7.23N,73.78W
1949-02-01,25.283,0.767,Bucaramanga,Colombia,7.23N,73.78W
1949-03-01,25.724,0.43799999999999994,Bucaramanga,Colombia,7.23N,73.78W
1949-04-01,25.951999999999998,0.866,Bucaramanga,Colombia,7.23N,73.78W
1949-05-01,25.791999999999998,0.46299999999999997,Bucaramanga,Colombia,7.23N,73.78W
1949-06-01,25.506999999999998,0.6829999999999999,Bucaramanga,Colombia,7.23N,73.78W
1949-07-01,25.362,0.203,Bucaramanga,Colombia,7.23N,73.78W
1949-08-01,25.108,0.507,Bucaramanga,Colombia,7.23N,73.78W
1949-09-01,25.218000000000004,0.263,Bucaramanga,Colombia,7.23N,73.78W
1949-10-01,24.66,0.552,Bucaramanga,Colombia,7.23N,73.78W
1949-11-01,24.653000000000002,0.304,Bucaramanga,Colombia,7.23N,73.78W
1949-12-01,24.608,0.475,Bucaramanga,Colombia,7.23N,73.78W
1950-01-01,24.622,0.9470000000000001,Bucaramanga,Colombia,7.23N,73.78W
1950-02-01,24.766,0.65,Bucaramanga,Colombia,7.23N,73.78W
1950-03-01,24.714,0.696,Bucaramanga,Colombia,7.23N,73.78W
1950-04-01,24.701999999999998,0.41700000000000004,Bucaramanga,Colombia,7.23N,73.78W
1950-05-01,24.410999999999998,0.855,Bucaramanga,Colombia,7.23N,73.78W
1950-06-01,24.569000000000003,1.111,Bucaramanga,Colombia,7.23N,73.78W
1950-07-01,24.623,0.7959999999999999,Bucaramanga,Colombia,7.23N,73.78W
1950-08-01,24.680999999999997,0.436,Bucaramanga,Colombia,7.23N,73.78W
1950-09-01,25.104,0.426,Bucaramanga,Colombia,7.23N,73.78W
1950-10-01,24.068,0.589,Bucaramanga,Colombia,7.23N,73.78W
1950-11-01,24.24,0.8,Bucaramanga,Colombia,7.23N,73.78W
1950-12-01,24.419,0.536,Bucaramanga,Colombia,7.23N,73.78W
1951-01-01,24.381,0.425,Bucaramanga,Colombia,7.23N,73.78W
1951-02-01,24.519,0.511,Bucaramanga,Colombia,7.23N,73.78W
1951-03-01,25.066999999999997,0.467,Bucaramanga,Colombia,7.23N,73.78W
1951-04-01,25.430999999999997,0.522,Bucaramanga,Colombia,7.23N,73.78W
1951-05-01,25.765,0.26899999999999996,Bucaramanga,Colombia,7.23N,73.78W
1951-06-01,26.011,0.488,Bucaramanga,Colombia,7.23N,73.78W
1951-07-01,25.851000000000006,0.325,Bucaramanga,Colombia,7.23N,73.78W
1951-08-01,26.111,0.213,Bucaramanga,Colombia,7.23N,73.78W
1951-09-01,25.761,0.365,Bucaramanga,Colombia,7.23N,73.78W
1951-10-01,25.212,0.40299999999999997,Bucaramanga,Colombia,7.23N,73.78W
1951-11-01,25.114,0.414,Bucaramanga,Colombia,7.23N,73.78W
1951-12-01,25.242,0.741,Bucaramanga,Colombia,7.23N,73.78W
1952-01-01,25.546999999999997,0.305,Bucaramanga,Colombia,7.23N,73.78W
1952-02-01,26.121,0.39899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1952-03-01,26.151,0.21100000000000002,Bucaramanga,Colombia,7.23N,73.78W
1952-04-01,25.833,0.251,Bucaramanga,Colombia,7.23N,73.78W
1952-05-01,26.124,0.36200000000000004,Bucaramanga,Colombia,7.23N,73.78W
1952-06-01,25.964000000000002,0.353,Bucaramanga,Colombia,7.23N,73.78W
1952-07-01,25.752,0.282,Bucaramanga,Colombia,7.23N,73.78W
1952-08-01,25.717,0.316,Bucaramanga,Colombia,7.23N,73.78W
1952-09-01,25.712,0.13,Bucaramanga,Colombia,7.23N,73.78W
1952-10-01,25.410999999999998,0.23399999999999999,Bucaramanga,Colombia,7.23N,73.78W
1952-11-01,25.033,0.217,Bucaramanga,Colombia,7.23N,73.78W
1952-12-01,25.082,0.341,Bucaramanga,Colombia,7.23N,73.78W
1953-01-01,25.326,0.21,Bucaramanga,Colombia,7.23N,73.78W
1953-02-01,25.715999999999998,0.317,Bucaramanga,Colombia,7.23N,73.78W
1953-03-01,25.700000000000006,0.163,Bucaramanga,Colombia,7.23N,73.78W
1953-04-01,25.912,0.225,Bucaramanga,Colombia,7.23N,73.78W
1953-05-01,25.843000000000004,0.20199999999999999,Bucaramanga,Colombia,7.23N,73.78W
1953-06-01,26.096999999999998,0.23600000000000002,Bucaramanga,Colombia,7.23N,73.78W
1953-07-01,26.087,0.20600000000000002,Bucaramanga,Colombia,7.23N,73.78W
1953-08-01,26.594,0.29,Bucaramanga,Colombia,7.23N,73.78W
1953-09-01,25.67,0.31,Bucaramanga,Colombia,7.23N,73.78W
1953-10-01,25.061999999999998,0.33399999999999996,Bucaramanga,Colombia,7.23N,73.78W
1953-11-01,25.535,0.19899999999999998,Bucaramanga,Colombia,7.23N,73.78W
1953-12-01,25.324,0.231,Bucaramanga,Colombia,7.23N,73.78W
1954-01-01,24.987,0.255,Bucaramanga,Colombia,7.23N,73.78W
1954-02-01,25.274,0.27399999999999997,Bucaramanga,Colombia,7.23N,73.78W
1954-03-01,26.079,0.225,Bucaramanga,Colombia,7.23N,73.78W
1954-04-01,25.164,0.545,Bucaramanga,Colombia,7.23N,73.78W
1954-05-01,25.709,0.47600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1954-06-01,25.495,0.371,Bucaramanga,Colombia,7.23N,73.78W
1954-07-01,25.268,0.354,Bucaramanga,Colombia,7.23N,73.78W
1954-08-01,25.479,0.43,Bucaramanga,Colombia,7.23N,73.78W
1954-09-01,25.643,0.494,Bucaramanga,Colombia,7.23N,73.78W
1954-10-01,24.416,0.337,Bucaramanga,Colombia,7.23N,73.78W
1954-11-01,24.654,0.42,Bucaramanga,Colombia,7.23N,73.78W
1954-12-01,24.458000000000002,0.431,Bucaramanga,Colombia,7.23N,73.78W
1955-01-01,24.828000000000003,0.154,Bucaramanga,Colombia,7.23N,73.78W
1955-02-01,25.344,0.247,Bucaramanga,Colombia,7.23N,73.78W
1955-03-01,24.730999999999998,0.273,Bucaramanga,Colombia,7.23N,73.78W
1955-04-01,24.706,0.244,Bucaramanga,Colombia,7.23N,73.78W
1955-05-01,25.531,0.317,Bucaramanga,Colombia,7.23N,73.78W
1955-06-01,25.279,0.08900000000000001,Bucaramanga,Colombia,7.23N,73.78W
1955-07-01,25.273000000000003,0.245,Bucaramanga,Colombia,7.23N,73.78W
1955-08-01,25.656,0.312,Bucaramanga,Colombia,7.23N,73.78W
1955-09-01,24.988000000000003,0.33899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1955-10-01,24.505,0.34600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1955-11-01,24.927,0.261,Bucaramanga,Colombia,7.23N,73.78W
1955-12-01,24.747,0.473,Bucaramanga,Colombia,7.23N,73.78W
1956-01-01,24.052,0.391,Bucaramanga,Colombia,7.23N,73.78W
1956-02-01,24.861,0.212,Bucaramanga,Colombia,7.23N,73.78W
1956-03-01,25.298,0.139,Bucaramanga,Colombia,7.23N,73.78W
1956-04-01,25.38,0.085,Bucaramanga,Colombia,7.23N,73.78W
1956-05-01,24.988000000000003,0.276,Bucaramanga,Colombia,7.23N,73.78W
1956-06-01,25.007,0.305,Bucaramanga,Colombia,7.23N,73.78W
1956-07-01,25.35,0.364,Bucaramanga,Colombia,7.23N,73.78W
1956-08-01,25.195,0.431,Bucaramanga,Colombia,7.23N,73.78W
1956-09-01,24.88,0.366,Bucaramanga,Colombia,7.23N,73.78W
1956-10-01,24.205,0.539,Bucaramanga,Colombia,7.23N,73.78W
1956-11-01,25.031999999999996,0.413,Bucaramanga,Colombia,7.23N,73.78W
1956-12-01,24.876,0.278,Bucaramanga,Colombia,7.23N,73.78W
1957-01-01,24.788,0.302,Bucaramanga,Colombia,7.23N,73.78W
1957-02-01,25.535999999999998,0.23399999999999999,Bucaramanga,Colombia,7.23N,73.78W
1957-03-01,25.803,0.242,Bucaramanga,Colombia,7.23N,73.78W
1957-04-01,25.261,0.358,Bucaramanga,Colombia,7.23N,73.78W
1957-05-01,25.816999999999997,0.192,Bucaramanga,Colombia,7.23N,73.78W
1957-06-01,26.038,0.618,Bucaramanga,Colombia,7.23N,73.78W
1957-07-01,26.053,0.513,Bucaramanga,Colombia,7.23N,73.78W
1957-08-01,26.099,0.7190000000000001,Bucaramanga,Colombia,7.23N,73.78W
1957-09-01,25.753,0.48100000000000004,Bucaramanga,Colombia,7.23N,73.78W
1957-10-01,24.980999999999998,0.389,Bucaramanga,Colombia,7.23N,73.78W
1957-11-01,25.304000000000002,0.318,Bucaramanga,Colombia,7.23N,73.78W
1957-12-01,25.355,0.39299999999999996,Bucaramanga,Colombia,7.23N,73.78W
1958-01-01,26.436999999999998,0.433,Bucaramanga,Colombia,7.23N,73.78W
1958-02-01,26.868,0.494,Bucaramanga,Colombia,7.23N,73.78W
1958-03-01,27.396,0.647,Bucaramanga,Colombia,7.23N,73.78W
1958-04-01,26.531999999999996,0.096,Bucaramanga,Colombia,7.23N,73.78W
1958-05-01,26.465999999999998,0.456,Bucaramanga,Colombia,7.23N,73.78W
1958-06-01,26.281,0.418,Bucaramanga,Colombia,7.23N,73.78W
1958-07-01,26.217,0.414,Bucaramanga,Colombia,7.23N,73.78W
1958-08-01,26.364,0.342,Bucaramanga,Colombia,7.23N,73.78W
1958-09-01,25.875,0.31,Bucaramanga,Colombia,7.23N,73.78W
1958-10-01,25.644000000000002,0.43200000000000005,Bucaramanga,Colombia,7.23N,73.78W
1958-11-01,25.344,0.654,Bucaramanga,Colombia,7.23N,73.78W
1958-12-01,25.335,0.39799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1959-01-01,25.363000000000003,0.23800000000000002,Bucaramanga,Colombia,7.23N,73.78W
1959-02-01,25.609,0.193,Bucaramanga,Colombia,7.23N,73.78W
1959-03-01,26.316999999999997,0.757,Bucaramanga,Colombia,7.23N,73.78W
1959-04-01,25.725,0.588,Bucaramanga,Colombia,7.23N,73.78W
1959-05-01,25.288,0.45399999999999996,Bucaramanga,Colombia,7.23N,73.78W
1959-06-01,25.298000000000002,0.6659999999999999,Bucaramanga,Colombia,7.23N,73.78W
1959-07-01,25.764000000000006,0.384,Bucaramanga,Colombia,7.23N,73.78W
1959-08-01,25.666999999999998,0.878,Bucaramanga,Colombia,7.23N,73.78W
1959-09-01,25.84,0.5429999999999999,Bucaramanga,Colombia,7.23N,73.78W
1959-10-01,25.058000000000003,0.501,Bucaramanga,Colombia,7.23N,73.78W
1959-11-01,25.036,0.42700000000000005,Bucaramanga,Colombia,7.23N,73.78W
1959-12-01,25.511,0.34299999999999997,Bucaramanga,Colombia,7.23N,73.78W
1960-01-01,25.349,0.6809999999999999,Bucaramanga,Colombia,7.23N,73.78W
1960-02-01,25.844,0.327,Bucaramanga,Colombia,7.23N,73.78W
1960-03-01,25.73,0.22899999999999998,Bucaramanga,Colombia,7.23N,73.78W
1960-04-01,25.307,0.23199999999999998,Bucaramanga,Colombia,7.23N,73.78W
1960-05-01,25.71,0.395,Bucaramanga,Colombia,7.23N,73.78W
1960-06-01,25.682,0.48,Bucaramanga,Colombia,7.23N,73.78W
1960-07-01,25.619,0.39399999999999996,Bucaramanga,Colombia,7.23N,73.78W
1960-08-01,25.772,0.214,Bucaramanga,Colombia,7.23N,73.78W
1960-09-01,25.496,0.38299999999999995,Bucaramanga,Colombia,7.23N,73.78W
1960-10-01,25.059,0.371,Bucaramanga,Colombia,7.23N,73.78W
1960-11-01,25.459,0.168,Bucaramanga,Colombia,7.23N,73.78W
1960-12-01,24.843000000000004,0.19699999999999998,Bucaramanga,Colombia,7.23N,73.78W
1961-01-01,25.69,0.614,Bucaramanga,Colombia,7.23N,73.78W
1961-02-01,26.052,0.619,Bucaramanga,Colombia,7.23N,73.78W
1961-03-01,26.143,0.424,Bucaramanga,Colombia,7.23N,73.78W
1961-04-01,25.614,0.43200000000000005,Bucaramanga,Colombia,7.23N,73.78W
1961-05-01,26.412000000000006,0.32799999999999996,Bucaramanga,Colombia,7.23N,73.78W
1961-06-01,25.842,0.499,Bucaramanga,Colombia,7.23N,73.78W
1961-07-01,25.744,0.284,Bucaramanga,Colombia,7.23N,73.78W
1961-08-01,26.141,0.281,Bucaramanga,Colombia,7.23N,73.78W
1961-09-01,25.496,0.218,Bucaramanga,Colombia,7.23N,73.78W
1961-10-01,25.031,0.41100000000000003,Bucaramanga,Colombia,7.23N,73.78W
1961-11-01,24.666,0.228,Bucaramanga,Colombia,7.23N,73.78W
1961-12-01,25.277,0.41600000000000004,Bucaramanga,Colombia,7.23N,73.78W
1962-01-01,25.645,0.522,Bucaramanga,Colombia,7.23N,73.78W
1962-02-01,26.139000000000006,0.662,Bucaramanga,Colombia,7.23N,73.78W
1962-03-01,25.633000000000006,0.264,Bucaramanga,Colombia,7.23N,73.78W
1962-04-01,25.513,0.511,Bucaramanga,Colombia,7.23N,73.78W
1962-05-01,25.526999999999997,0.449,Bucaramanga,Colombia,7.23N,73.78W
1962-06-01,25.215999999999998,0.544,Bucaramanga,Colombia,7.23N,73.78W
1962-07-01,25.87,0.648,Bucaramanga,Colombia,7.23N,73.78W
1962-08-01,25.714000000000002,0.3,Bucaramanga,Colombia,7.23N,73.78W
1962-09-01,25.801,0.353,Bucaramanga,Colombia,7.23N,73.78W
1962-10-01,25.198,0.363,Bucaramanga,Colombia,7.23N,73.78W
1962-11-01,25.177,0.29100000000000004,Bucaramanga,Colombia,7.23N,73.78W
1962-12-01,25.622,0.284,Bucaramanga,Colombia,7.23N,73.78W
1963-01-01,25.399,0.317,Bucaramanga,Colombia,7.23N,73.78W
1963-02-01,25.361,0.254,Bucaramanga,Colombia,7.23N,73.78W
1963-03-01,25.965,0.349,Bucaramanga,Colombia,7.23N,73.78W
1963-04-01,24.739,0.376,Bucaramanga,Colombia,7.23N,73.78W
1963-05-01,25.445999999999998,0.304,Bucaramanga,Colombia,7.23N,73.78W
1963-06-01,25.838,0.222,Bucaramanga,Colombia,7.23N,73.78W
1963-07-01,25.787000000000006,0.33899999999999997,Bucaramanga,Colombia,7.23N,73.78W
1963-08-01,26.119,0.259,Bucaramanga,Colombia,7.23N,73.78W
1963-09-01,25.893,0.307,Bucaramanga,Colombia,7.23N,73.78W
1963-10-01,25.229,0.511,Bucaramanga,Colombia,7.23N,73.78W
1963-11-01,25.068,0.379,Bucaramanga,Colombia,7.23N,73.78W
1963-12-01,25.951,0.385,Bucaramanga,Colombia,7.23N,73.78W
1964-01-01,25.967,0.43200000000000005,Bucaramanga,Colombia,7.23N,73.78W
1964-02-01,26.351999999999997,0.63,Bucaramanga,Colombia,7.23N,73.78W
1964-03-01,26.404,0.473,Bucaramanga,Colombia,7.23N,73.78W
1964-04-01,25.122,0.309,Bucaramanga,Colombia,7.23N,73.78W
1964-05-01,25.893,0.287,Bucaramanga,Colombia,7.23N,73.78W
1964-06-01,25.151999999999997,0.457,Bucaramanga,Colombia,7.23N,73.78W
1964-07-01,25.328000000000007,0.299,Bucaramanga,Colombia,7.23N,73.78W
1964-08-01,25.561,0.298,Bucaramanga,Colombia,7.23N,73.78W
1964-09-01,25.359,0.273,Bucaramanga,Colombia,7.23N,73.78W
1964-10-01,24.664,0.584,Bucaramanga,Colombia,7.23N,73.78W
1964-11-01,25.135,0.2,Bucaramanga,Colombia,7.23N,73.78W
1964-12-01,24.443,0.261,Bucaramanga,Colombia,7.23N,73.78W
1965-01-01,25.115,0.33399999999999996,Bucaramanga,Colombia,7.23N,73.78W
1965-02-01,25.925,0.245,Bucaramanga,Colombia,7.23N,73.78W
1965-03-01,26.223000000000006,0.49,Bucaramanga,Colombia,7.23N,73.78W
1965-04-01,25.034000000000002,0.19399999999999998,Bucaramanga,Colombia,7.23N,73.78W
1965-05-01,25.279,0.41200000000000003,Bucaramanga,Colombia,7.23N,73.78W
1965-06-01,26.016,0.311,Bucaramanga,Colombia,7.23N,73.78W
1965-07-01,26.307,0.358,Bucaramanga,Colombia,7.23N,73.78W
1965-08-01,25.629,0.33799999999999997,Bucaramanga,Colombia,7.23N,73.78W
1965-09-01,25.552,0.228,Bucaramanga,Colombia,7.23N,73.78W
1965-10-01,25.051,0.313,Bucaramanga,Colombia,7.23N,73.78W
1965-11-01,24.912,0.314,Bucaramanga,Colombia,7.23N,73.78W
1965-12-01,25.46,0.43799999999999994,Bucaramanga,Colombia,7.23N,73.78W
1966-01-01,26.307,0.364,Bucaramanga,Colombia,7.23N,73.78W
1966-02-01,26.569000000000006,0.297,Bucaramanga,Colombia,7.23N,73.78W
1966-03-01,26.386999999999997,0.373,Bucaramanga,Colombia,7.23N,73.78W
1966-04-01,25.985,0.223,Bucaramanga,Colombia,7.23N,73.78W
1966-05-01,25.538,0.374,Bucaramanga,Colombia,7.23N,73.78W
1966-06-01,25.636,0.212,Bucaramanga,Colombia,7.23N,73.78W
1966-07-01,25.976999999999997,0.41,Bucaramanga,Colombia,7.23N,73.78W
1966-08-01,26.122,0.46799999999999997,Bucaramanga,Colombia,7.23N,73.78W
1966-09-01,25.523000000000003,0.32899999999999996,Bucaramanga,Colombia,7.23N,73.78W
1966-10-01,24.826999999999998,0.275,Bucaramanga,Colombia,7.23N,73.78W
1966-11-01,24.48,0.35200000000000004,Bucaramanga,Colombia,7.23N,73.78W
1966-12-01,24.658,0.281,Bucaramanga,Colombia,7.23N,73.78W
1967-01-01,25.64,0.193,Bucaramanga,Colombia,7.23N,73.78W
1967-02-01,25.459,0.315,Bucaramanga,Colombia,7.23N,73.78W
1967-03-01,25.315,0.415,Bucaramanga,Colombia,7.23N,73.78W
1967-04-01,25.094,0.212,Bucaramanga,Colombia,7.23N,73.78W
1967-05-01,25.627,0.46399999999999997,Bucaramanga,Colombia,7.23N,73.78W
1967-06-01,25.154,0.217,Bucaramanga,Colombia,7.23N,73.78W
1967-07-01,25.482000000000006,0.33399999999999996,Bucaramanga,Colombia,7.23N,73.78W
1967-08-01,25.843000000000004,0.297,Bucaramanga,Colombia,7.23N,73.78W
1967-09-01,25.430999999999997,0.215,Bucaramanga,Colombia,7.23N,73.78W
1967-10-01,24.713,0.57,Bucaramanga,Colombia,7.23N,73.78W
1967-11-01,24.71,0.461,Bucaramanga,Colombia,7.23N,73.78W
1967-12-01,25.175,0.18600000000000003,Bucaramanga,Colombia,7.23N,73.78W
1968-01-01,25.28,0.205,Bucaramanga,Colombia,7.23N,73.78W
1968-02-01,25.401999999999997,0.263,Bucaramanga,Colombia,7.23N,73.78W
1968-03-01,25.596,0.24100000000000002,Bucaramanga,Colombia,7.23N,73.78W
1968-04-01,25.019,0.226,Bucaramanga,Colombia,7.23N,73.78W
1968-05-01,25.17,0.201,Bucaramanga,Colombia,7.23N,73.78W
1968-06-01,24.959,0.34299999999999997,Bucaramanga,Colombia,7.23N,73.78W
1968-07-01,25.789,0.28,Bucaramanga,Colombia,7.23N,73.78W
1968-08-01,25.706,0.132,Bucaramanga,Colombia,7.23N,73.78W
1968-09-01,25.3,0.272,Bucaramanga,Colombia,7.23N,73.78W
1968-10-01,24.774,0.41100000000000003,Bucaramanga,Colombia,7.23N,73.78W
1968-11-01,25.086,0.562,Bucaramanga,Colombia,7.23N,73.78W
1968-12-01,25.514,0.259,Bucaramanga,Colombia,7.23N,73.78W
1969-01-01,25.535999999999998,0.33299999999999996,Bucaramanga,Colombia,7.23N,73.78W
1969-02-01,25.994,0.293,Bucaramanga,Colombia,7.23N,73.78W
1969-03-01,26.587,0.402,Bucaramanga,Colombia,7.23N,73.78W
1969-04-01,25.855,0.28800000000000003,Bucaramanga,Colombia,7.23N,73.78W
1969-05-01,26.23,0.314,Bucaramanga,Colombia,7.23N,73.78W
1969-06-01,26.122,0.41600000000000004,Bucaramanga,Colombia,7.23N,73.78W
1969-07-01,26.642000000000003,0.28,Bucaramanga,Colombia,7.23N,73.78W
1969-08-01,25.701,0.46,Bucaramanga,Colombia,7.23N,73.78W
1969-09-01,25.88,0.174,Bucaramanga,Colombia,7.23N,73.78W
1969-10-01,24.570999999999998,0.247,Bucaramanga,Colombia,7.23N,73.78W
1969-11-01,25.26,0.16399999999999998,Bucaramanga,Colombia,7.23N,73.78W
