1,0.515,Jind,India,29.74N,75.69E
1843-01-01,4.4190000000000005,1.787,Jingdezhen,China,29.74N,116.31E
1843-02-01,6.481,2.002,Jingdezhen,China,29.74N,116.31E
1843-03-01,9.06,2.256,Jingdezhen,China,29.74N,116.31E
1843-04-01,15.29,1.494,Jingdezhen,China,29.74N,116.31E
1843-05-01,19.02,1.431,Jingdezhen,China,29.74N,116.31E
1843-06-01,23.869,1.5390000000000001,Jingdezhen,China,29.74N,116.31E
1843-07-01,26.827,2.0380000000000003,Jingdezhen,China,29.74N,116.31E
1843-08-01,26.823,1.6440000000000001,Jingdezhen,China,29.74N,116.31E
1843-09-01,22.373,1.335,Jingdezhen,China,29.74N,116.31E
1843-10-01,16.0,2.531,Jingdezhen,China,29.74N,116.31E
1843-11-01,11.04,1.5190000000000001,Jingdezhen,China,29.74N,116.31E
1843-12-01,7.1739999999999995,2.3280000000000003,Jingdezhen,China,29.74N,116.31E
1844-01-01,3.5189999999999997,2.003,Jingdezhen,China,29.74N,116.31E
1844-02-01,5.441,3.056,Jingdezhen,China,29.74N,116.31E
1844-03-01,10.265999999999998,1.619,Jingdezhen,China,29.74N,116.31E
1844-04-01,14.761,1.53,Jingdezhen,China,29.74N,116.31E
1844-05-01,19.187,1.493,Jingdezhen,China,29.74N,116.31E
1844-06-01,23.737,1.5290000000000001,Jingdezhen,China,29.74N,116.31E
1844-07-01,26.686,1.9669999999999999,Jingdezhen,China,29.74N,116.31E
1844-08-01,26.864,1.5519999999999998,Jingdezhen,China,29.74N,116.31E
1844-09-01,21.941999999999997,1.413,Jingdezhen,China,29.74N,116.31E
1844-10-01,17.038,1.399,Jingdezhen,China,29.74N,116.31E
1844-11-01,11.175,2.103,Jingdezhen,China,29.74N,116.31E
1844-12-01,5.0630000000000015,1.7169999999999999,Jingdezhen,China,29.74N,116.31E
1845-01-01,4.148,2.072,Jingdezhen,China,29.74N,116.31E
1845-02-01,5.096,3.093,Jingdezhen,China,29.74N,116.31E
1845-03-01,9.933,1.465,Jingdezhen,China,29.74N,116.31E
1845-04-01,15.083,1.55,Jingdezhen,China,29.74N,116.31E
1845-05-01,20.403,1.263,Jingdezhen,China,29.74N,116.31E
1845-06-01,25.041,1.531,Jingdezhen,China,29.74N,116.31E
1845-07-01,27.447,1.556,Jingdezhen,China,29.74N,116.31E
1845-08-01,26.441,1.3559999999999999,Jingdezhen,China,29.74N,116.31E
1845-09-01,22.109,1.254,Jingdezhen,China,29.74N,116.31E
1845-10-01,16.075,1.228,Jingdezhen,China,29.74N,116.31E
1845-11-01,10.720999999999998,1.347,Jingdezhen,China,29.74N,116.31E
1845-12-01,3.5940000000000003,1.57,Jingdezhen,China,29.74N,116.31E
1846-01-01,3.99,2.1790000000000003,Jingdezhen,China,29.74N,116.31E
1846-02-01,6.166,2.738,Jingdezhen,China,29.74N,116.31E
1846-03-01,10.168,2.013,Jingdezhen,China,29.74N,116.31E
1846-04-01,14.706,1.375,Jingdezhen,China,29.74N,116.31E
1846-05-01,18.914,1.298,Jingdezhen,China,29.74N,116.31E
1846-06-01,24.781999999999996,1.506,Jingdezhen,China,29.74N,116.31E
1846-07-01,27.969,1.381,Jingdezhen,China,29.74N,116.31E
1846-08-01,27.572,1.17,Jingdezhen,China,29.74N,116.31E
1846-09-01,23.314,1.251,Jingdezhen,China,29.74N,116.31E
1846-10-01,16.903,1.271,Jingdezhen,China,29.74N,116.31E
1846-11-01,10.634,1.411,Jingdezhen,China,29.74N,116.31E
1846-12-01,7.417000000000001,1.932,Jingdezhen,China,29.74N,116.31E
1847-01-01,3.952,4.2010000000000005,Jingdezhen,China,29.74N,116.31E
1847-02-01,4.63,1.8,Jingdezhen,China,29.74N,116.31E
1847-03-01,9.873,3.287,Jingdezhen,China,29.74N,116.31E
1847-04-01,15.928,1.023,Jingdezhen,China,29.74N,116.31E
1847-05-01,19.475,1.041,Jingdezhen,China,29.74N,116.31E
1847-06-01,23.47,1.527,Jingdezhen,China,29.74N,116.31E
1847-07-01,28.055999999999997,1.811,Jingdezhen,China,29.74N,116.31E
1847-08-01,26.528000000000002,1.791,Jingdezhen,China,29.74N,116.31E
1847-09-01,23.077,0.985,Jingdezhen,China,29.74N,116.31E
1847-10-01,16.508,0.9590000000000001,Jingdezhen,China,29.74N,116.31E
1847-11-01,12.709000000000001,1.528,Jingdezhen,China,29.74N,116.31E
1847-12-01,5.942,2.178,Jingdezhen,China,29.74N,116.31E
1848-01-01,2.449,1.827,Jingdezhen,China,29.74N,116.31E
1848-02-01,4.998,2.576,Jingdezhen,China,29.74N,116.31E
1848-03-01,9.65,1.3,Jingdezhen,China,29.74N,116.31E
1848-04-01,14.255999999999998,2.324,Jingdezhen,China,29.74N,116.31E
1848-05-01,20.58,1.291,Jingdezhen,China,29.74N,116.31E
1848-06-01,23.534000000000002,1.3530000000000002,Jingdezhen,China,29.74N,116.31E
1848-07-01,27.133000000000003,2.47,Jingdezhen,China,29.74N,116.31E
1848-08-01,25.801,1.4480000000000002,Jingdezhen,China,29.74N,116.31E
1848-09-01,22.255,1.204,Jingdezhen,China,29.74N,116.31E
1848-10-01,16.474999999999998,1.2570000000000001,Jingdezhen,China,29.74N,116.31E
1848-11-01,9.59,2.05,Jingdezhen,China,29.74N,116.31E
1848-12-01,6.221,1.444,Jingdezhen,China,29.74N,116.31E
1849-01-01,3.677,1.403,Jingdezhen,China,29.74N,116.31E
1849-02-01,6.92,1.694,Jingdezhen,China,29.74N,116.31E
1849-03-01,10.280999999999999,1.808,Jingdezhen,China,29.74N,116.31E
1849-04-01,13.827,1.932,Jingdezhen,China,29.74N,116.31E
1849-05-01,19.297,1.234,Jingdezhen,China,29.74N,116.31E
1849-06-01,23.52,1.541,Jingdezhen,China,29.74N,116.31E
1849-07-01,26.564,1.645,Jingdezhen,China,29.74N,116.31E
1849-08-01,27.051,1.085,Jingdezhen,China,29.74N,116.31E
1849-09-01,22.743000000000002,1.238,Jingdezhen,China,29.74N,116.31E
1849-10-01,16.649,1.624,Jingdezhen,China,29.74N,116.31E
1849-11-01,10.710999999999999,2.279,Jingdezhen,China,29.74N,116.31E
1849-12-01,5.702999999999999,1.662,Jingdezhen,China,29.74N,116.31E
1850-01-01,3.3310000000000004,1.511,Jingdezhen,China,29.74N,116.31E
1850-02-01,5.13,2.061,Jingdezhen,China,29.74N,116.31E
1850-03-01,10.434,2.2119999999999997,Jingdezhen,China,29.74N,116.31E
1850-04-01,14.173,2.275,Jingdezhen,China,29.74N,116.31E
1850-05-01,20.204,2.224,Jingdezhen,China,29.74N,116.31E
1850-06-01,24.079,1.171,Jingdezhen,China,29.74N,116.31E
1850-07-01,27.155,1.198,Jingdezhen,China,29.74N,116.31E
1850-08-01,27.094,2.166,Jingdezhen,China,29.74N,116.31E
1850-09-01,22.603,1.05,Jingdezhen,China,29.74N,116.31E
1850-10-01,17.340999999999998,1.8419999999999999,Jingdezhen,China,29.74N,116.31E
1850-11-01,10.710999999999999,1.6159999999999999,Jingdezhen,China,29.74N,116.31E
1850-12-01,6.1450000000000005,2.344,Jingdezhen,China,29.74N,116.31E
1851-01-01,4.63,1.5530000000000002,Jingdezhen,China,29.74N,116.31E
1851-02-01,5.565,1.8319999999999999,Jingdezhen,China,29.74N,116.31E
1851-03-01,8.783000000000001,1.465,Jingdezhen,China,29.74N,116.31E
1851-04-01,13.874,2.095,Jingdezhen,China,29.74N,116.31E
1851-05-01,19.534000000000002,1.048,Jingdezhen,China,29.74N,116.31E
1851-06-01,24.158,1.5230000000000001,Jingdezhen,China,29.74N,116.31E
1851-07-01,27.566,1.504,Jingdezhen,China,29.74N,116.31E
1851-08-01,27.009,1.534,Jingdezhen,China,29.74N,116.31E
1851-09-01,22.013,1.0390000000000001,Jingdezhen,China,29.74N,116.31E
1851-10-01,15.973999999999998,2.6319999999999997,Jingdezhen,China,29.74N,116.31E
1851-11-01,11.578,1.906,Jingdezhen,China,29.74N,116.31E
1851-12-01,6.277,3.0210000000000004,Jingdezhen,China,29.74N,116.31E
1852-01-01,3.891,2.4619999999999997,Jingdezhen,China,29.74N,116.31E
1852-02-01,4.04,1.811,Jingdezhen,China,29.74N,116.31E
1852-03-01,8.344000000000001,1.561,Jingdezhen,China,29.74N,116.31E
1852-04-01,14.481,1.577,Jingdezhen,China,29.74N,116.31E
1852-05-01,20.644,1.429,Jingdezhen,China,29.74N,116.31E
1852-06-01,25.239,1.683,Jingdezhen,China,29.74N,116.31E
1852-07-01,28.598000000000003,1.4569999999999999,Jingdezhen,China,29.74N,116.31E
1852-08-01,26.761999999999997,1.186,Jingdezhen,China,29.74N,116.31E
1852-09-01,22.006,1.308,Jingdezhen,China,29.74N,116.31E
1852-10-01,17.563,1.2,Jingdezhen,China,29.74N,116.31E
1852-11-01,11.118,1.901,Jingdezhen,China,29.74N,116.31E
1852-12-01,5.398,2.323,Jingdezhen,China,29.74N,116.31E
1853-01-01,2.8080000000000003,1.75,Jingdezhen,China,29.74N,116.31E
1853-02-01,4.059,1.65,Jingdezhen,China,29.74N,116.31E
1853-03-01,10.71,1.9240000000000002,Jingdezhen,China,29.74N,116.31E
1853-04-01,15.433,1.4569999999999999,Jingdezhen,China,29.74N,116.31E
1853-05-01,20.464,0.9420000000000001,Jingdezhen,China,29.74N,116.31E
1853-06-01,25.031,0.604,Jingdezhen,China,29.74N,116.31E
1853-07-01,28.785,1.012,Jingdezhen,China,29.74N,116.31E
1853-08-01,26.886,1.984,Jingdezhen,China,29.74N,116.31E
1853-09-01,23.618000000000002,0.7859999999999999,Jingdezhen,China,29.74N,116.31E
1853-10-01,16.933,1.6680000000000001,Jingdezhen,China,29.74N,116.31E
1853-11-01,12.298,1.892,Jingdezhen,China,29.74N,116.31E
1853-12-01,5.809,1.714,Jingdezhen,China,29.74N,116.31E
1854-01-01,4.9,2.7680000000000002,Jingdezhen,China,29.74N,116.31E
1854-02-01,3.801,2.296,Jingdezhen,China,29.74N,116.31E
1854-03-01,9.988999999999999,1.449,Jingdezhen,China,29.74N,116.31E
1854-04-01,14.845999999999998,1.07,Jingdezhen,China,29.74N,116.31E
1854-05-01,21.201,1.0290000000000001,Jingdezhen,China,29.74N,116.31E
1854-06-01,24.71,1.5719999999999998,Jingdezhen,China,29.74N,116.31E
1854-07-01,28.917,1.06,Jingdezhen,China,29.74N,116.31E
1854-08-01,27.861,1.0290000000000001,Jingdezhen,China,29.74N,116.31E
1854-09-01,22.591,1.02,Jingdezhen,China,29.74N,116.31E
1854-10-01,17.006999999999998,2.323,Jingdezhen,China,29.74N,116.31E
1854-11-01,11.267999999999999,1.3159999999999998,Jingdezhen,China,29.74N,116.31E
1854-12-01,6.149,2.555,Jingdezhen,China,29.74N,116.31E
1855-01-01,1.758,1.599,Jingdezhen,China,29.74N,116.31E
1855-02-01,5.2730000000000015,2.189,Jingdezhen,China,29.74N,116.31E
1855-03-01,9.879,1.068,Jingdezhen,China,29.74N,116.31E
1855-04-01,15.998,1.3259999999999998,Jingdezhen,China,29.74N,116.31E
1855-05-01,21.236,1.357,Jingdezhen,China,29.74N,116.31E
1855-06-01,24.2,1.0390000000000001,Jingdezhen,China,29.74N,116.31E
1855-07-01,27.9,0.9390000000000001,Jingdezhen,China,29.74N,116.31E
1855-08-01,26.929,0.6890000000000001,Jingdezhen,China,29.74N,116.31E
1855-09-01,22.576,0.7829999999999999,Jingdezhen,China,29.74N,116.31E
1855-10-01,16.564,1.655,Jingdezhen,China,29.74N,116.31E
1855-11-01,10.897,1.147,Jingdezhen,China,29.74N,116.31E
1855-12-01,6.5920000000000005,2.052,Jingdezhen,China,29.74N,116.31E
1856-01-01,1.64,2.4659999999999997,Jingdezhen,China,29.74N,116.31E
1856-02-01,3.662,1.6269999999999998,Jingdezhen,China,29.74N,116.31E
1856-03-01,9.562999999999999,1.168,Jingdezhen,China,29.74N,116.31E
1856-04-01,15.219000000000001,1.057,Jingdezhen,China,29.74N,116.31E
1856-05-01,20.316,1.795,Jingdezhen,China,29.74N,116.31E
1856-06-01,24.254,1.5490000000000002,Jingdezhen,China,29.74N,116.31E
1856-07-01,27.631,1.67,Jingdezhen,China,29.74N,116.31E
1856-08-01,27.103,2.313,Jingdezhen,China,29.74N,116.31E
1856-09-01,23.26,1.876,Jingdezhen,China,29.74N,116.31E
1856-10-01,16.308999999999994,1.155,Jingdezhen,China,29.74N,116.31E
1856-11-01,10.895,1.965,Jingdezhen,China,29.74N,116.31E
1856-12-01,5.952999999999999,1.3230000000000002,Jingdezhen,China,29.74N,116.31E
1857-01-01,3.258,1.5759999999999998,Jingdezhen,China,29.74N,116.31E
1857-02-01,6.1400000000000015,2.5989999999999998,Jingdezhen,China,29.74N,116.31E
1857-03-01,10.334000000000001,1.723,Jingdezhen,China,29.74N,116.31E
1857-04-01,15.821,1.944,Jingdezhen,China,29.74N,116.31E
1857-05-01,19.675,0.996,Jingdezhen,China,29.74N,116.31E
1857-06-01,24.425,1.679,Jingdezhen,China,29.74N,116.31E
1857-07-01,27.918000000000003,1.456,Jingdezhen,China,29.74N,116.31E
1857-08-01,26.480999999999998,1.501,Jingdezhen,China,29.74N,116.31E
1857-09-01,22.12,0.7959999999999999,Jingdezhen,China,29.74N,116.31E
1857-10-01,16.88,1.516,Jingdezhen,China,29.74N,116.31E
1857-11-01,10.747,1.329,Jingdezhen,China,29.74N,116.31E
1857-12-01,6.837999999999999,1.649,Jingdezhen,China,29.74N,116.31E
1858-01-01,4.105,2.0709999999999997,Jingdezhen,China,29.74N,116.31E
1858-02-01,5.138999999999999,1.641,Jingdezhen,China,29.74N,116.31E
1858-03-01,9.574,1.171,Jingdezhen,China,29.74N,116.31E
1858-04-01,15.234000000000002,1.8259999999999998,Jingdezhen,China,29.74N,116.31E
1858-05-01,19.496,1.351,Jingdezhen,China,29.74N,116.31E
1858-06-01,24.23,1.186,Jingdezhen,China,29.74N,116.31E
1858-07-01,27.218000000000004,1.215,Jingdezhen,China,29.74N,116.31E
1858-08-01,25.851999999999997,2.008,Jingdezhen,China,29.74N,116.31E
1858-09-01,22.767,1.254,Jingdezhen,China,29.74N,116.31E
1858-10-01,16.791999999999998,1.25,Jingdezhen,China,29.74N,116.31E
1858-11-01,10.839,1.3430000000000002,Jingdezhen,China,29.74N,116.31E
1858-12-01,6.212999999999999,1.379,Jingdezhen,China,29.74N,116.31E
1859-01-01,3.4490000000000003,1.1909999999999998,Jingdezhen,China,29.74N,116.31E
1859-02-01,4.963,1.38,Jingdezhen,China,29.74N,116.31E
1859-03-01,8.935,1.192,Jingdezhen,China,29.74N,116.31E
1859-04-01,16.565,1.5730000000000002,Jingdezhen,China,29.74N,116.31E
1859-05-01,21.155,0.8959999999999999,Jingdezhen,China,29.74N,116.31E
1859-06-01,25.293000000000003,0.9590000000000001,Jingdezhen,China,29.74N,116.31E
1859-07-01,27.289,0.85,Jingdezhen,China,29.74N,116.31E
1859-08-01,27.243,0.951,Jingdezhen,China,29.74N,116.31E
1859-09-01,22.656999999999996,0.898,Jingdezhen,China,29.74N,116.31E
1859-10-01,17.256,1.3459999999999999,Jingdezhen,China,29.74N,116.31E
1859-11-01,10.469,1.785,Jingdezhen,China,29.74N,116.31E
1859-12-01,5.023,2.545,Jingdezhen,China,29.74N,116.31E
1860-01-01,3.3169999999999997,1.429,Jingdezhen,China,29.74N,116.31E
1860-02-01,5.841,1.551,Jingdezhen,China,29.74N,116.31E
1860-03-01,8.586,2.563,Jingdezhen,China,29.74N,116.31E
1860-04-01,14.922,1.21,Jingdezhen,China,29.74N,116.31E
1860-05-01,18.8,1.043,Jingdezhen,China,29.74N,116.31E
1860-06-01,24.23,0.8009999999999999,Jingdezhen,China,29.74N,116.31E
1860-07-01,26.45,1.37,Jingdezhen,China,29.74N,116.31E
1860-08-01,27.04,0.943,Jingdezhen,China,29.74N,116.31E
1860-09-01,22.933000000000003,1.4680000000000002,Jingdezhen,China,29.74N,116.31E
1860-10-01,16.14,1.328,Jingdezhen,China,29.74N,116.31E
1860-11-01,9.8,1.4769999999999999,Jingdezhen,China,29.74N,116.31E
1860-12-01,6.513999999999999,1.766,Jingdezhen,China,29.74N,116.31E
1861-01-01,2.543,1.786,Jingdezhen,China,29.74N,116.31E
1861-02-01,3.3960000000000004,0.9540000000000001,Jingdezhen,China,29.74N,116.31E
1861-03-01,9.104,0.993,Jingdezhen,China,29.74N,116.31E
1861-04-01,15.525,1.365,Jingdezhen,China,29.74N,116.31E
1861-05-01,19.414,1.739,Jingdezhen,China,29.74N,116.31E
1861-06-01,24.476999999999997,1.258,Jingdezhen,China,29.74N,116.31E
1861-07-01,28.016,1.817,Jingdezhen,China,29.74N,116.31E
1861-08-01,27.541,1.393,Jingdezhen,China,29.74N,116.31E
1861-09-01,21.716,0.986,Jingdezhen,China,29.74N,116.31E
1861-10-01,16.846,0.988,Jingdezhen,China,29.74N,116.31E
1861-11-01,11.389,1.5959999999999999,Jingdezhen,China,29.74N,116.31E
1861-12-01,5.5200000000000005,1.7530000000000001,Jingdezhen,China,29.74N,116.31E
1862-01-01,0.8210000000000002,2.3,Jingdezhen,China,29.74N,116.31E
1862-02-01,2.907,2.445,Jingdezhen,China,29.74N,116.31E
1862-03-01,7.937,1.675,Jingdezhen,China,29.74N,116.31E
1862-04-01,14.610999999999999,1.4369999999999998,Jingdezhen,China,29.74N,116.31E
1862-05-01,20.447,1.6469999999999998,Jingdezhen,China,29.74N,116.31E
1862-06-01,24.468000000000004,1.275,Jingdezhen,China,29.74N,116.31E
1862-07-01,27.572,1.3969999999999998,Jingdezhen,China,29.74N,116.31E
1862-08-01,25.954,2.157,Jingdezhen,China,29.74N,116.31E
1862-09-01,22.413,1.4509999999999998,Jingdezhen,China,29.74N,116.31E
1862-10-01,16.177999999999994,1.635,Jingdezhen,China,29.74N,116.31E
1862-11-01,9.267000000000001,2.186,Jingdezhen,China,29.74N,116.31E
1862-12-01,4.018000000000002,1.82,Jingdezhen,China,29.74N,116.31E
1863-01-01,4.283,2.144,Jingdezhen,China,29.74N,116.31E
1863-02-01,6.4220000000000015,2.927,Jingdezhen,China,29.74N,116.31E
1863-03-01,9.613999999999999,1.239,Jingdezhen,China,29.74N,116.31E
1863-04-01,13.786,3.028,Jingdezhen,China,29.74N,116.31E
1863-05-01,19.269,2.1069999999999998,Jingdezhen,China,29.74N,116.31E
1863-06-01,24.201,1.5919999999999999,Jingdezhen,China,29.74N,116.31E
1863-07-01,28.624000000000002,2.373,Jingdezhen,China,29.74N,116.31E
1863-08-01,26.429,1.4080000000000001,Jingdezhen,China,29.74N,116.31E
1863-09-01,22.11,1.127,Jingdezhen,China,29.74N,116.31E
1863-10-01,15.566999999999998,1.936,Jingdezhen,China,29.74N,116.31E
1863-11-01,9.256,3.5069999999999997,Jingdezhen,China,29.74N,116.31E
1863-12-01,5.26,1.99,Jingdezhen,China,29.74N,116.31E
1864-01-01,1.815,2.823,Jingdezhen,China,29.74N,116.31E
1864-02-01,3.758,2.533,Jingdezhen,China,29.74N,116.31E
1864-03-01,7.742000000000001,3.302,Jingdezhen,China,29.74N,116.31E
1864-04-01,14.786,1.273,Jingdezhen,China,29.74N,116.31E
1864-05-01,19.538,1.6130000000000002,Jingdezhen,China,29.74N,116.31E
1864-06-01,24.051,1.3780000000000001,Jingdezhen,China,29.74N,116.31E
1864-07-01,27.725,1.065,Jingdezhen,China,29.74N,116.31E
1864-08-01,26.426,1.305,Jingdezhen,China,29.74N,116.31E
1864-09-01,22.212,1.3730000000000002,Jingdezhen,China,29.74N,116.31E
1864-10-01,17.502,1.771,Jingdezhen,China,29.74N,116.31E
1864-11-01,10.842,1.405,Jingdezhen,China,29.74N,116.31E
1864-12-01,4.8900000000000015,1.445,Jingdezhen,China,29.74N,116.31E
1865-01-01,4.936,1.901,Jingdezhen,China,29.74N,116.31E
1865-02-01,5.593,3.485,Jingdezhen,China,29.74N,116.31E
1865-03-01,9.363,1.758,Jingdezhen,China,29.74N,116.31E
1865-04-01,15.577,2.81,Jingdezhen,China,29.74N,116.31E
1865-05-01,20.343,1.534,Jingdezhen,China,29.74N,116.31E
1865-06-01,24.712,1.327,Jingdezhen,China,29.74N,116.31E
1865-07-01,27.596,1.724,Jingdezhen,China,29.74N,116.31E
1865-08-01,27.386,1.505,Jingdezhen,China,29.74N,116.31E
1865-09-01,23.27,1.2590000000000001,Jingdezhen,China,29.74N,116.31E
1865-10-01,16.98,1.244,Jingdezhen,China,29.74N,116.31E
1865-11-01,10.627,1.944,Jingdezhen,China,29.74N,116.31E
1865-12-01,4.962,2.095,Jingdezhen,China,29.74N,116.31E
1866-01-01,4.0760000000000005,1.6469999999999998,Jingdezhen,China,29.74N,116.31E
1866-02-01,5.349,2.167,Jingdezhen,China,29.74N,116.31E
1866-03-01,9.222,1.714,Jingdezhen,China,29.74N,116.31E
1866-04-01,13.835999999999999,1.645,Jingdezhen,China,29.74N,116.31E
1866-05-01,20.691,1.111,Jingdezhen,China,29.74N,116.31E
1866-06-01,23.449,1.0270000000000001,Jingdezhen,China,29.74N,116.31E
1866-07-01,27.853,1.359,Jingdezhen,China,29.74N,116.31E
1866-08-01,28.295,1.847,Jingdezhen,China,29.74N,116.31E
1866-09-01,22.434,0.856,Jingdezhen,China,29.74N,116.31E
1866-10-01,16.823999999999998,0.8220000000000001,Jingdezhen,China,29.74N,116.31E
1866-11-01,10.731,1.534,Jingdezhen,China,29.74N,116.31E
1866-12-01,6.5089999999999995,1.443,Jingdezhen,China,29.74N,116.31E
1867-01-01,3.286,1.2329999999999999,Jingdezhen,China,29.74N,116.31E
1867-02-01,5.537000000000001,1.554,Jingdezhen,China,29.74N,116.31E
1867-03-01,10.720999999999998,1.8130000000000002,Jingdezhen,China,29.74N,116.31E
1867-04-01,15.944,1.5290000000000001,Jingdezhen,China,29.74N,116.31E
1867-05-01,20.146,0.9329999999999999,Jingdezhen,China,29.74N,116.31E
1867-06-01,25.053,1.026,Jingdezhen,China,29.74N,116.31E
1867-07-01,27.798000000000002,1.7,Jingdezhen,China,29.74N,116.31E
1867-08-01,26.761,1.2590000000000001,Jingdezhen,China,29.74N,116.31E
1867-09-01,22.601999999999997,1.3940000000000001,Jingdezhen,China,29.74N,116.31E
1867-10-01,17.887,0.863,Jingdezhen,China,29.74N,116.31E
1867-11-01,10.788,2.319,Jingdezhen,China,29.74N,116.31E
1867-12-01,7.013,1.555,Jingdezhen,China,29.74N,116.31E
1868-01-01,4.359,2.254,Jingdezhen,China,29.74N,116.31E
1868-02-01,5.86,3.275,Jingdezhen,China,29.74N,116.31E
1868-03-01,9.511,1.3259999999999998,Jingdezhen,China,29.74N,116.31E
1868-04-01,15.491,1.5230000000000001,Jingdezhen,China,29.74N,116.31E
1868-05-01,19.803,1.334,Jingdezhen,China,29.74N,116.31E
1868-06-01,23.958,1.1179999999999999,Jingdezhen,China,29.74N,116.31E
1868-07-01,27.848000000000003,0.89,Jingdezhen,China,29.74N,116.31E
1868-08-01,27.149,1.185,Jingdezhen,China,29.74N,116.31E
1868-09-01,23.042,1.219,Jingdezhen,China,29.74N,116.31E
1868-10-01,17.980999999999995,1.036,Jingdezhen,China,29.74N,116.31E
1868-11-01,11.690999999999999,1.406,Jingdezhen,China,29.74N,116.31E
1868-12-01,6.582000000000001,2.2680000000000002,Jingdezhen,China,29.74N,116.31E
1869-01-01,4.216,2.168,Jingdezhen,China,29.74N,116.31E
1869-02-01,6.218999999999999,1.886,Jingdezhen,China,29.74N,116.31E
1869-03-01,9.556,1.588,Jingdezhen,China,29.74N,116.31E
1869-04-01,14.71,1.556,Jingdezhen,China,29.74N,116.31E
1869-05-01,21.046999999999997,1.286,Jingdezhen,China,29.74N,116.31E
1869-06-01,24.809,1.1440000000000001,Jingdezhen,China,29.74N,116.31E
1869-07-01,28.37,1.399,Jingdezhen,China,29.74N,116.31E
1869-08-01,27.772,1.062,Jingdezhen,China,29.74N,116.31E
1869-09-01,23.652,1.0859999999999999,Jingdezhen,China,29.74N,116.31E
1869-10-01,17.814,1.237,Jingdezhen,China,29.74N,116.31E
1869-11-01,10.702,1.73,Jingdezhen,China,29.74N,116.31E
1869-12-01,6.08,1.673,Jingdezhen,China,29.74N,116.31E
1870-01-01,3.613,1.348,Jingdezhen,China,29.74N,116.31E
1870-02-01,4.803999999999999,1.8259999999999998,Jingdezhen,China,29.74N,116.31E
1870-03-01,10.557,2.496,Jingdezhen,China,29.74N,116.31E
1870-04-01,16.154,2.483,Jingdezhen,China,29.74N,116.31E
1870-05-01,20.963,1.3219999999999998,Jingdezhen,China,29.74N,116.31E
1870-06-01,25.318,1.7,Jingdezhen,China,29.74N,116.31E
1870-07-01,28.09,1.4680000000000002,Jingdezhen,China,29.74N,116.31E
1870-08-01,27.225,1.102,Jingdezhen,China,29.74N,116.31E
1870-09-01,23.255,1.661,Jingdezhen,China,29.74N,116.31E
1870-10-01,17.822,2.178,Jingdezhen,China,29.74N,116.31E
1870-11-01,10.613,1.432,Jingdezhen,China,29.74N,116.31E
1870-12-01,5.574,1.7269999999999999,Jingdezhen,China,29.74N,116.31E
1871-01-01,3.977,1.9509999999999998,Jingdezhen,China,29.74N,116.31E
1871-02-01,5.136,1.952,Jingdezhen,China,29.74N,116.31E
