,23.428,1.442,Udupi,India,13.66N,75.14E
1981-07-01,15.785,0.815,Uitenhage,South Africa,34.56S,25.30E
1981-08-01,14.509,0.39899999999999997,Uitenhage,South Africa,34.56S,25.30E
1981-09-01,14.924000000000001,0.45399999999999996,Uitenhage,South Africa,34.56S,25.30E
1981-10-01,15.338,0.361,Uitenhage,South Africa,34.56S,25.30E
1981-11-01,16.391,0.308,Uitenhage,South Africa,34.56S,25.30E
1981-12-01,17.250999999999998,0.299,Uitenhage,South Africa,34.56S,25.30E
1982-01-01,17.857999999999997,0.301,Uitenhage,South Africa,34.56S,25.30E
1982-02-01,18.319000000000003,0.267,Uitenhage,South Africa,34.56S,25.30E
1982-03-01,17.445999999999998,0.585,Uitenhage,South Africa,34.56S,25.30E
1982-04-01,16.076999999999998,0.8079999999999999,Uitenhage,South Africa,34.56S,25.30E
1982-05-01,17.275,0.34700000000000003,Uitenhage,South Africa,34.56S,25.30E
1982-06-01,16.718,0.37200000000000005,Uitenhage,South Africa,34.56S,25.30E
1982-07-01,15.964,0.564,Uitenhage,South Africa,34.56S,25.30E
1982-08-01,15.857999999999999,0.7490000000000001,Uitenhage,South Africa,34.56S,25.30E
1982-09-01,16.461,0.853,Uitenhage,South Africa,34.56S,25.30E
1982-10-01,15.702,0.41700000000000004,Uitenhage,South Africa,34.56S,25.30E
1982-11-01,16.002,0.449,Uitenhage,South Africa,34.56S,25.30E
1982-12-01,17.085,0.41600000000000004,Uitenhage,South Africa,34.56S,25.30E
1983-01-01,18.933,0.266,Uitenhage,South Africa,34.56S,25.30E
1983-02-01,18.217,0.361,Uitenhage,South Africa,34.56S,25.30E
1983-03-01,18.613,0.36,Uitenhage,South Africa,34.56S,25.30E
1983-04-01,18.793,0.42700000000000005,Uitenhage,South Africa,34.56S,25.30E
1983-05-01,17.828,0.301,Uitenhage,South Africa,34.56S,25.30E
1983-06-01,16.872,0.397,Uitenhage,South Africa,34.56S,25.30E
1983-07-01,16.061,0.401,Uitenhage,South Africa,34.56S,25.30E
1983-08-01,15.699000000000002,0.402,Uitenhage,South Africa,34.56S,25.30E
1983-09-01,15.395999999999999,0.316,Uitenhage,South Africa,34.56S,25.30E
1983-10-01,15.618,0.39299999999999996,Uitenhage,South Africa,34.56S,25.30E
1983-11-01,16.807000000000002,0.511,Uitenhage,South Africa,34.56S,25.30E
1983-12-01,18.605999999999998,0.551,Uitenhage,South Africa,34.56S,25.30E
1984-01-01,18.502,0.48200000000000004,Uitenhage,South Africa,34.56S,25.30E
1984-02-01,18.733,0.37200000000000005,Uitenhage,South Africa,34.56S,25.30E
1984-03-01,17.84,0.6,Uitenhage,South Africa,34.56S,25.30E
1984-04-01,18.015,0.491,Uitenhage,South Africa,34.56S,25.30E
1984-05-01,17.718,0.307,Uitenhage,South Africa,34.56S,25.30E
1984-06-01,17.339000000000002,0.797,Uitenhage,South Africa,34.56S,25.30E
1984-07-01,16.092,0.604,Uitenhage,South Africa,34.56S,25.30E
1984-08-01,15.793,0.376,Uitenhage,South Africa,34.56S,25.30E
1984-09-01,15.909,0.408,Uitenhage,South Africa,34.56S,25.30E
1984-10-01,15.49,0.336,Uitenhage,South Africa,34.56S,25.30E
1984-11-01,16.374000000000002,0.43200000000000005,Uitenhage,South Africa,34.56S,25.30E
1984-12-01,17.308,0.349,Uitenhage,South Africa,34.56S,25.30E
1985-01-01,18.908,0.324,Uitenhage,South Africa,34.56S,25.30E
1985-02-01,18.532,0.34700000000000003,Uitenhage,South Africa,34.56S,25.30E
1985-03-01,18.314,0.361,Uitenhage,South Africa,34.56S,25.30E
1985-04-01,18.697,0.331,Uitenhage,South Africa,34.56S,25.30E
1985-05-01,17.724999999999994,0.568,Uitenhage,South Africa,34.56S,25.30E
1985-06-01,17.153000000000002,0.565,Uitenhage,South Africa,34.56S,25.30E
1985-07-01,15.715,0.38,Uitenhage,South Africa,34.56S,25.30E
1985-08-01,16.884,0.384,Uitenhage,South Africa,34.56S,25.30E
1985-09-01,16.336,0.335,Uitenhage,South Africa,34.56S,25.30E
1985-10-01,16.659000000000002,0.261,Uitenhage,South Africa,34.56S,25.30E
1985-11-01,17.118,0.7240000000000001,Uitenhage,South Africa,34.56S,25.30E
1985-12-01,16.899,0.7120000000000001,Uitenhage,South Africa,34.56S,25.30E
1986-01-01,18.488,0.474,Uitenhage,South Africa,34.56S,25.30E
1986-02-01,18.023,0.42700000000000005,Uitenhage,South Africa,34.56S,25.30E
1986-03-01,17.680999999999997,0.593,Uitenhage,South Africa,34.56S,25.30E
1986-04-01,18.102,0.562,Uitenhage,South Africa,34.56S,25.30E
1986-05-01,18.469,0.49700000000000005,Uitenhage,South Africa,34.56S,25.30E
1986-06-01,17.357000000000006,0.348,Uitenhage,South Africa,34.56S,25.30E
1986-07-01,16.160999999999998,0.518,Uitenhage,South Africa,34.56S,25.30E
1986-08-01,16.34,0.307,Uitenhage,South Africa,34.56S,25.30E
1986-09-01,16.241,0.537,Uitenhage,South Africa,34.56S,25.30E
1986-10-01,15.415,0.37,Uitenhage,South Africa,34.56S,25.30E
1986-11-01,15.928,0.611,Uitenhage,South Africa,34.56S,25.30E
1986-12-01,17.489,0.34600000000000003,Uitenhage,South Africa,34.56S,25.30E
1987-01-01,18.146,0.348,Uitenhage,South Africa,34.56S,25.30E
1987-02-01,19.730999999999998,0.256,Uitenhage,South Africa,34.56S,25.30E
1987-03-01,18.735,0.331,Uitenhage,South Africa,34.56S,25.30E
1987-04-01,17.933,0.491,Uitenhage,South Africa,34.56S,25.30E
1987-05-01,19.037,0.264,Uitenhage,South Africa,34.56S,25.30E
1987-06-01,16.927,0.6609999999999999,Uitenhage,South Africa,34.56S,25.30E
1987-07-01,16.8,0.752,Uitenhage,South Africa,34.56S,25.30E
1987-08-01,16.173,0.348,Uitenhage,South Africa,34.56S,25.30E
1987-09-01,15.472000000000001,0.276,Uitenhage,South Africa,34.56S,25.30E
1987-10-01,15.489,0.62,Uitenhage,South Africa,34.56S,25.30E
1987-11-01,16.172,0.629,Uitenhage,South Africa,34.56S,25.30E
1987-12-01,17.669,0.511,Uitenhage,South Africa,34.56S,25.30E
1988-01-01,18.647000000000002,0.33299999999999996,Uitenhage,South Africa,34.56S,25.30E
1988-02-01,18.352,0.593,Uitenhage,South Africa,34.56S,25.30E
1988-03-01,18.367,0.7659999999999999,Uitenhage,South Africa,34.56S,25.30E
1988-04-01,17.12,0.436,Uitenhage,South Africa,34.56S,25.30E
1988-05-01,18.751,0.373,Uitenhage,South Africa,34.56S,25.30E
1988-06-01,16.342000000000002,0.605,Uitenhage,South Africa,34.56S,25.30E
1988-07-01,15.988,0.43799999999999994,Uitenhage,South Africa,34.56S,25.30E
1988-08-01,16.862000000000002,0.41600000000000004,Uitenhage,South Africa,34.56S,25.30E
1988-09-01,15.390999999999998,0.308,Uitenhage,South Africa,34.56S,25.30E
1988-10-01,15.316,0.258,Uitenhage,South Africa,34.56S,25.30E
1988-11-01,16.279,0.254,Uitenhage,South Africa,34.56S,25.30E
1988-12-01,16.589000000000002,0.33799999999999997,Uitenhage,South Africa,34.56S,25.30E
1989-01-01,18.664,0.532,Uitenhage,South Africa,34.56S,25.30E
1989-02-01,18.204,0.312,Uitenhage,South Africa,34.56S,25.30E
1989-03-01,18.927,0.405,Uitenhage,South Africa,34.56S,25.30E
1989-04-01,17.797,0.425,Uitenhage,South Africa,34.56S,25.30E
1989-05-01,17.057000000000002,0.375,Uitenhage,South Africa,34.56S,25.30E
1989-06-01,15.958000000000002,0.861,Uitenhage,South Africa,34.56S,25.30E
1989-07-01,15.889,0.42700000000000005,Uitenhage,South Africa,34.56S,25.30E
1989-08-01,16.043,0.441,Uitenhage,South Africa,34.56S,25.30E
1989-09-01,15.523,0.483,Uitenhage,South Africa,34.56S,25.30E
1989-10-01,14.794,0.401,Uitenhage,South Africa,34.56S,25.30E
1989-11-01,16.022000000000002,0.263,Uitenhage,South Africa,34.56S,25.30E
1989-12-01,17.767,0.38,Uitenhage,South Africa,34.56S,25.30E
1990-01-01,19.064,0.447,Uitenhage,South Africa,34.56S,25.30E
1990-02-01,18.278,0.484,Uitenhage,South Africa,34.56S,25.30E
1990-03-01,17.334,0.43799999999999994,Uitenhage,South Africa,34.56S,25.30E
1990-04-01,17.836,0.6970000000000001,Uitenhage,South Africa,34.56S,25.30E
1990-05-01,17.128,0.364,Uitenhage,South Africa,34.56S,25.30E
1990-06-01,16.035,0.395,Uitenhage,South Africa,34.56S,25.30E
1990-07-01,15.925999999999998,0.524,Uitenhage,South Africa,34.56S,25.30E
1990-08-01,15.955,0.48200000000000004,Uitenhage,South Africa,34.56S,25.30E
1990-09-01,15.573,0.389,Uitenhage,South Africa,34.56S,25.30E
1990-10-01,14.726,0.439,Uitenhage,South Africa,34.56S,25.30E
1990-11-01,15.914000000000001,0.302,Uitenhage,South Africa,34.56S,25.30E
1990-12-01,17.293,0.312,Uitenhage,South Africa,34.56S,25.30E
1991-01-01,18.286,0.28800000000000003,Uitenhage,South Africa,34.56S,25.30E
1991-02-01,18.855999999999998,0.466,Uitenhage,South Africa,34.56S,25.30E
1991-03-01,18.660999999999998,0.32,Uitenhage,South Africa,34.56S,25.30E
1991-04-01,19.549,0.66,Uitenhage,South Africa,34.56S,25.30E
1991-05-01,18.611,0.262,Uitenhage,South Africa,34.56S,25.30E
1991-06-01,15.874000000000002,0.397,Uitenhage,South Africa,34.56S,25.30E
1991-07-01,16.557000000000002,0.45299999999999996,Uitenhage,South Africa,34.56S,25.30E
1991-08-01,15.008,0.43700000000000006,Uitenhage,South Africa,34.56S,25.30E
1991-09-01,16.058,0.48,Uitenhage,South Africa,34.56S,25.30E
1991-10-01,16.011,0.251,Uitenhage,South Africa,34.56S,25.30E
1991-11-01,16.715,0.452,Uitenhage,South Africa,34.56S,25.30E
1991-12-01,18.16,0.35100000000000003,Uitenhage,South Africa,34.56S,25.30E
1992-01-01,18.836,0.405,Uitenhage,South Africa,34.56S,25.30E
1992-02-01,19.518,0.34700000000000003,Uitenhage,South Africa,34.56S,25.30E
1992-03-01,18.633,0.426,Uitenhage,South Africa,34.56S,25.30E
1992-04-01,17.817,0.67,Uitenhage,South Africa,34.56S,25.30E
1992-05-01,17.919999999999995,0.373,Uitenhage,South Africa,34.56S,25.30E
1992-06-01,16.85,0.49,Uitenhage,South Africa,34.56S,25.30E
1992-07-01,17.155,0.5429999999999999,Uitenhage,South Africa,34.56S,25.30E
1992-08-01,15.529000000000002,0.38799999999999996,Uitenhage,South Africa,34.56S,25.30E
1992-09-01,15.31,0.5539999999999999,Uitenhage,South Africa,34.56S,25.30E
1992-10-01,15.409,0.355,Uitenhage,South Africa,34.56S,25.30E
1992-11-01,16.322,0.32899999999999996,Uitenhage,South Africa,34.56S,25.30E
1992-12-01,17.809,0.8270000000000001,Uitenhage,South Africa,34.56S,25.30E
1993-01-01,18.95,0.325,Uitenhage,South Africa,34.56S,25.30E
1993-02-01,19.284000000000002,0.9329999999999999,Uitenhage,South Africa,34.56S,25.30E
1993-03-01,19.488,0.33799999999999997,Uitenhage,South Africa,34.56S,25.30E
1993-04-01,17.715999999999998,0.318,Uitenhage,South Africa,34.56S,25.30E
1993-05-01,17.547,0.34299999999999997,Uitenhage,South Africa,34.56S,25.30E
1993-06-01,16.897000000000002,0.578,Uitenhage,South Africa,34.56S,25.30E
1993-07-01,17.37,0.514,Uitenhage,South Africa,34.56S,25.30E
1993-08-01,16.105,0.62,Uitenhage,South Africa,34.56S,25.30E
1993-09-01,15.88,0.991,Uitenhage,South Africa,34.56S,25.30E
1993-10-01,15.485,0.653,Uitenhage,South Africa,34.56S,25.30E
1993-11-01,17.221,0.44299999999999995,Uitenhage,South Africa,34.56S,25.30E
1993-12-01,17.386,0.28300000000000003,Uitenhage,South Africa,34.56S,25.30E
1994-01-01,17.933,0.42,Uitenhage,South Africa,34.56S,25.30E
1994-02-01,18.142,0.27699999999999997,Uitenhage,South Africa,34.56S,25.30E
1994-03-01,18.208,0.41600000000000004,Uitenhage,South Africa,34.56S,25.30E
1994-04-01,18.191,0.542,Uitenhage,South Africa,34.56S,25.30E
1994-05-01,17.468999999999998,0.32299999999999995,Uitenhage,South Africa,34.56S,25.30E
1994-06-01,16.605,0.397,Uitenhage,South Africa,34.56S,25.30E
1994-07-01,15.574000000000002,0.309,Uitenhage,South Africa,34.56S,25.30E
1994-08-01,15.126,0.46399999999999997,Uitenhage,South Africa,34.56S,25.30E
1994-09-01,16.0,1.251,Uitenhage,South Africa,34.56S,25.30E
1994-10-01,15.257,1.125,Uitenhage,South Africa,34.56S,25.30E
1994-11-01,17.177,0.799,Uitenhage,South Africa,34.56S,25.30E
1994-12-01,16.954,0.513,Uitenhage,South Africa,34.56S,25.30E
1995-01-01,18.262,0.8809999999999999,Uitenhage,South Africa,34.56S,25.30E
1995-02-01,19.11,0.521,Uitenhage,South Africa,34.56S,25.30E
1995-03-01,17.596,0.752,Uitenhage,South Africa,34.56S,25.30E
1995-04-01,16.041,0.368,Uitenhage,South Africa,34.56S,25.30E
1995-05-01,17.465,0.253,Uitenhage,South Africa,34.56S,25.30E
1995-06-01,15.829,0.434,Uitenhage,South Africa,34.56S,25.30E
1995-07-01,14.914000000000001,0.28800000000000003,Uitenhage,South Africa,34.56S,25.30E
1995-08-01,15.995999999999999,0.48100000000000004,Uitenhage,South Africa,34.56S,25.30E
1995-09-01,16.048000000000002,0.436,Uitenhage,South Africa,34.56S,25.30E
1995-10-01,15.136,0.38299999999999995,Uitenhage,South Africa,34.56S,25.30E
1995-11-01,16.625999999999998,0.29600000000000004,Uitenhage,South Africa,34.56S,25.30E
1995-12-01,16.579,0.401,Uitenhage,South Africa,34.56S,25.30E
1996-01-01,18.652,0.28800000000000003,Uitenhage,South Africa,34.56S,25.30E
1996-02-01,18.904,0.48100000000000004,Uitenhage,South Africa,34.56S,25.30E
1996-03-01,17.173000000000002,0.359,Uitenhage,South Africa,34.56S,25.30E
1996-04-01,17.474,0.42700000000000005,Uitenhage,South Africa,34.56S,25.30E
1996-05-01,17.89,0.34600000000000003,Uitenhage,South Africa,34.56S,25.30E
1996-06-01,17.173000000000002,0.523,Uitenhage,South Africa,34.56S,25.30E
1996-07-01,14.739,0.924,Uitenhage,South Africa,34.56S,25.30E
1996-08-01,14.743,0.644,Uitenhage,South Africa,34.56S,25.30E
1996-09-01,15.515,0.41600000000000004,Uitenhage,South Africa,34.56S,25.30E
1996-10-01,15.534,0.282,Uitenhage,South Africa,34.56S,25.30E
1996-11-01,15.198,0.34700000000000003,Uitenhage,South Africa,34.56S,25.30E
1996-12-01,17.971,0.299,Uitenhage,South Africa,34.56S,25.30E
1997-01-01,18.792,0.317,Uitenhage,South Africa,34.56S,25.30E
1997-02-01,18.566,0.442,Uitenhage,South Africa,34.56S,25.30E
1997-03-01,18.135,0.462,Uitenhage,South Africa,34.56S,25.30E
1997-04-01,16.680999999999997,0.409,Uitenhage,South Africa,34.56S,25.30E
1997-05-01,17.320999999999998,0.305,Uitenhage,South Africa,34.56S,25.30E
1997-06-01,15.985999999999999,0.358,Uitenhage,South Africa,34.56S,25.30E
1997-07-01,16.092,0.5539999999999999,Uitenhage,South Africa,34.56S,25.30E
1997-08-01,16.145,0.36,Uitenhage,South Africa,34.56S,25.30E
1997-09-01,16.157,0.642,Uitenhage,South Africa,34.56S,25.30E
1997-10-01,16.963,0.8240000000000001,Uitenhage,South Africa,34.56S,25.30E
1997-11-01,16.543,0.498,Uitenhage,South Africa,34.56S,25.30E
1997-12-01,17.46,0.36700000000000005,Uitenhage,South Africa,34.56S,25.30E
1998-01-01,18.000999999999994,0.44799999999999995,Uitenhage,South Africa,34.56S,25.30E
1998-02-01,19.037,1.19,Uitenhage,South Africa,34.56S,25.30E
1998-03-01,18.479,0.546,Uitenhage,South Africa,34.56S,25.30E
1998-04-01,18.636,0.447,Uitenhage,South Africa,34.56S,25.30E
1998-05-01,17.805999999999994,0.29600000000000004,Uitenhage,South Africa,34.56S,25.30E
1998-06-01,16.480999999999998,0.395,Uitenhage,South Africa,34.56S,25.30E
1998-07-01,16.172,0.402,Uitenhage,South Africa,34.56S,25.30E
1998-08-01,15.9,0.365,Uitenhage,South Africa,34.56S,25.30E
1998-09-01,15.152000000000001,0.27,Uitenhage,South Africa,34.56S,25.30E
1998-10-01,16.302,0.257,Uitenhage,South Africa,34.56S,25.30E
1998-11-01,16.837999999999994,0.436,Uitenhage,South Africa,34.56S,25.30E
1998-12-01,17.585,0.5539999999999999,Uitenhage,South Africa,34.56S,25.30E
1999-01-01,19.285,0.445,Uitenhage,South Africa,34.56S,25.30E
1999-02-01,19.017,0.594,Uitenhage,South Africa,34.56S,25.30E
1999-03-01,19.552,0.341,Uitenhage,South Africa,34.56S,25.30E
1999-04-01,18.097,0.797,Uitenhage,South Africa,34.56S,25.30E
1999-05-01,17.858,0.249,Uitenhage,South Africa,34.56S,25.30E
1999-06-01,18.121,0.633,Uitenhage,South Africa,34.56S,25.30E
1999-07-01,17.483,0.39299999999999996,Uitenhage,South Africa,34.56S,25.30E
1999-08-01,17.105,0.512,Uitenhage,South Africa,34.56S,25.30E
1999-09-01,15.477,0.35,Uitenhage,South Africa,34.56S,25.30E
1999-10-01,16.793,0.452,Uitenhage,South Africa,34.56S,25.30E
1999-11-01,17.584999999999994,0.465,Uitenhage,South Africa,34.56S,25.30E
1999-12-01,19.799,0.79,Uitenhage,South Africa,34.56S,25.30E
2000-01-01,18.017,0.349,Uitenhage,South Africa,34.56S,25.30E
2000-02-01,19.927,0.365,Uitenhage,South Africa,34.56S,25.30E
2000-03-01,18.445,0.358,Uitenhage,South Africa,34.56S,25.30E
2000-04-01,17.512999999999998,0.33399999999999996,Uitenhage,South Africa,34.56S,25.30E
2000-05-01,16.535,0.29,Uitenhage,South Africa,34.56S,25.30E
2000-06-01,17.314,0.574,Uitenhage,South Africa,34.56S,25.30E
2000-07-01,16.423000000000002,0.672,Uitenhage,South Africa,34.56S,25.30E
2000-08-01,17.105,0.474,Uitenhage,South Africa,34.56S,25.30E
2000-09-01,15.49,0.654,Uitenhage,South Africa,34.56S,25.30E
2000-10-01,15.964,0.303,Uitenhage,South Africa,34.56S,25.30E
2000-11-01,16.997999999999998,0.446,Uitenhage,South Africa,34.56S,25.30E
2000-12-01,17.651,0.355,Uitenhage,South Africa,34.56S,25.30E
2001-01-01,17.673,0.366,Uitenhage,South Africa,34.56S,25.30E
2001-02-01,18.59,0.452,Uitenhage,South Africa,34.56S,25.30E
2001-03-01,18.561,0.519,Uitenhage,South Africa,34.56S,25.30E
2001-04-01,17.404,0.43,Uitenhage,South Africa,34.56S,25.30E
2001-05-01,18.966,0.462,Uitenhage,South Africa,34.56S,25.30E
2001-06-01,17.374000000000002,0.358,Uitenhage,South Africa,34.56S,25.30E
2001-07-01,16.381,0.501,Uitenhage,South Africa,34.56S,25.30E
2001-08-01,16.167,0.28,Uitenhage,South Africa,34.56S,25.30E
2001-09-01,16.065,0.48100000000000004,Uitenhage,South Africa,34.56S,25.30E
2001-10-01,17.072,0.387,Uitenhage,South Africa,34.56S,25.30E
2001-11-01,17.031,0.441,Uitenhage,South Africa,34.56S,25.30E
2001-12-01,18.227,0.37,Uitenhage,South Africa,34.56S,25.30E
2002-01-01,18.561,0.316,Uitenhage,South Africa,34.56S,25.30E
2002-02-01,18.534000000000002,0.273,Uitenhage,South Africa,34.56S,25.30E
2002-03-01,19.233,0.368,Uitenhage,South Africa,34.56S,25.30E
2002-04-01,18.701,0.467,Uitenhage,South Africa,34.56S,25.30E
2002-05-01,17.349,0.389,Uitenhage,South Africa,34.56S,25.30E
2002-06-01,15.644000000000002,0.456,Uitenhage,South Africa,34.56S,25.30E
2002-07-01,14.869000000000002,0.857,Uitenhage,South Africa,34.56S,25.30E
2002-08-01,16.164,0.638,Uitenhage,South Africa,34.56S,25.30E
2002-09-01,16.778,1.462,Uitenhage,South Africa,34.56S,25.30E
2002-10-01,15.856,0.843,Uitenhage,South Africa,34.56S,25.30E
2002-11-01,15.964999999999998,0.718,Uitenhage,South Africa,34.56S,25.30E
2002-12-01,18.455,0.773,Uitenhage,South Africa,34.56S,25.30E
2003-01-01,18.829,0.973,Uitenhage,South Africa,34.56S,25.30E
2003-02-01,20.459,0.636,Uitenhage,South Africa,34.56S,25.30E
2003-03-01,19.632,1.4,Uitenhage,South Africa,34.56S,25.30E
2003-04-01,19.632,1.459,Uitenhage,South Africa,34.56S,25.30E
2003-05-01,17.526999999999994,0.552,Uitenhage,South Africa,34.56S,25.30E
2003-06-01,15.588,1.056,Uitenhage,South Africa,34.56S,25.30E
2003-07-01,15.296,0.507,Uitenhage,South Africa,34.56S,25.30E
2003-08-01,14.311,0.45799999999999996,Uitenhage,South Africa,34.56S,25.30E
2003-09-01,16.034000000000002,1.538,Uitenhage,South Africa,34.56S,25.30E
2003-10-01,16.278,0.36200000000000004,Uitenhage,South Africa,34.56S,25.30E
2003-11-01,17.432000000000002,0.746,Uitenhage,South Africa,34.56S,25.30E
2003-12-01,17.148,0.511,Uitenhage,South Africa,34.56S,25.30E
2004-01-01,18.09,1.08,Uitenhage,South Africa,34.56S,25.30E
2004-02-01,19.664,0.462,Uitenhage,South Africa,34.56S,25.30E
2004-03-01,18.162,0.489,Uitenhage,South Africa,34.56S,25.30E
2004-04-01,19.263,1.264,Uitenhage,South Africa,34.56S,25.30E
2004-05-01,18.773,0.841,Uitenhage,South Africa,34.56S,25.30E
2004-06-01,17.032,0.934,Uitenhage,South Africa,34.56S,25.30E
2004-07-01,14.448,0.72,Uitenhage,South Africa,34.56S,25.30E
2004-08-01,16.521,0.82,Uitenhage,South Africa,34.56S,25.30E
2004-09-01,15.743,1.433,Uitenhage,South Africa,34.56S,25.30E
2004-10-01,16.508,0.433,Uitenhage,South Africa,34.56S,25.30E
2004-11-01,18.627,0.35100000000000003,Uitenhage,South Africa,34.56S,25.30E
2004-12-01,19.147,0.33799999999999997,Uitenhage,South Africa,34.56S,25.30E
2005-01-01,18.483,0.28300000000000003,Uitenhage,South Africa,34.56S,25.30E
2005-02-01,19.253,0.39,Uitenhage,South Africa,34.56S,25.30E
2005-03-01,19.750999999999998,1.66,Uitenhage,South Africa,34.56S,25.30E
2005-04-01,18.323,0.91,Uitenhage,South Africa,34.56S,25.30E
2005-05-01,18.25,0.33799999999999997,Uitenhage,South Africa,34.56S,25.30E
2005-06-01,15.671,0.8859999999999999,Uitenhage,South Africa,34.56S,25.30E
2005-07-01,17.053,0.447,Uitenhage,South Africa,34.56S,25.30E
2005-08-01,15.315999999999999,0.507,Uitenhage,South Africa,34.56S,25.30E
2005-09-01,16.726,1.62,Uitenhage,South Africa,34.56S,25.30E
2005-10-01,16.942,0.586,Uitenhage,South Africa,34.56S,25.30E
2005-11-01,17.020999999999994,0.486,Uitenhage,South Africa,34.56S,25.30E
2005-12-01,16.660999999999998,0.371,Uitenhage,South Africa,34.56S,25.30E
2006-01-01,18.581,0.5579999999999999,Uitenhage,South Africa,34.56S,25.30E
2006-02-01,19.764,0.81,Uitenhage,South Africa,34.56S,25.30E
2006-03-01,18.789,1.669,Uitenhage,South Africa,34.56S,25.30E
2006-04-01,18.812,1.168,Uitenhage,South Africa,34.56S,25.30E
2006-05-01,16.026,0.779,Uitenhage,South Africa,34.56S,25.30E
2006-06-01,16.309,1.155,Uitenhage,South Africa,34.56S,25.30E
2006-07-01,16.139,0.8640000000000001,Uitenhage,South Africa,34.56S,25.30E
2006-08-01,15.368,0.43799999999999994,Uitenhage,South Africa,34.56S,25.30E
2006-09-01,16.846,1.485,Uitenhage,South Africa,34.56S,25.30E
2006-10-01,16.331,0.506,Uitenhage,South Africa,34.56S,25.30E
