113,0.8390000000000001,Kuytun,China,44.20N,84.97E
1914-09-01,22.182,0.8640000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1914-10-01,23.828000000000003,0.763,Kwekwe,Zimbabwe,18.48S,30.42E
1914-11-01,23.624000000000002,0.7390000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1914-12-01,22.473000000000003,0.562,Kwekwe,Zimbabwe,18.48S,30.42E
1915-01-01,22.386,0.6890000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1915-02-01,21.65,0.578,Kwekwe,Zimbabwe,18.48S,30.42E
1915-03-01,21.007,1.036,Kwekwe,Zimbabwe,18.48S,30.42E
1915-04-01,20.596999999999998,0.322,Kwekwe,Zimbabwe,18.48S,30.42E
1915-05-01,17.055999999999997,0.376,Kwekwe,Zimbabwe,18.48S,30.42E
1915-06-01,15.661,0.728,Kwekwe,Zimbabwe,18.48S,30.42E
1915-07-01,16.525,0.615,Kwekwe,Zimbabwe,18.48S,30.42E
1915-08-01,18.011000000000006,1.27,Kwekwe,Zimbabwe,18.48S,30.42E
1915-09-01,21.66,1.4,Kwekwe,Zimbabwe,18.48S,30.42E
1915-10-01,23.723000000000006,0.7440000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1915-11-01,23.051,1.235,Kwekwe,Zimbabwe,18.48S,30.42E
1915-12-01,22.383000000000003,0.43799999999999994,Kwekwe,Zimbabwe,18.48S,30.42E
1916-01-01,21.997,0.345,Kwekwe,Zimbabwe,18.48S,30.42E
1916-02-01,23.175,0.92,Kwekwe,Zimbabwe,18.48S,30.42E
1916-03-01,22.242,0.617,Kwekwe,Zimbabwe,18.48S,30.42E
1916-04-01,19.956000000000003,0.602,Kwekwe,Zimbabwe,18.48S,30.42E
1916-05-01,16.874000000000002,0.42100000000000004,Kwekwe,Zimbabwe,18.48S,30.42E
1916-06-01,15.380999999999998,0.747,Kwekwe,Zimbabwe,18.48S,30.42E
1916-07-01,15.494000000000002,0.428,Kwekwe,Zimbabwe,18.48S,30.42E
1916-08-01,17.544,1.253,Kwekwe,Zimbabwe,18.48S,30.42E
1916-09-01,21.67,1.287,Kwekwe,Zimbabwe,18.48S,30.42E
1916-10-01,24.325000000000006,0.39299999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1916-11-01,22.298000000000002,0.56,Kwekwe,Zimbabwe,18.48S,30.42E
1916-12-01,21.614,0.973,Kwekwe,Zimbabwe,18.48S,30.42E
1917-01-01,21.926,1.099,Kwekwe,Zimbabwe,18.48S,30.42E
1917-02-01,22.518,1.1740000000000002,Kwekwe,Zimbabwe,18.48S,30.42E
1917-03-01,21.485,0.523,Kwekwe,Zimbabwe,18.48S,30.42E
1917-04-01,19.754,0.324,Kwekwe,Zimbabwe,18.48S,30.42E
1917-05-01,18.185,1.038,Kwekwe,Zimbabwe,18.48S,30.42E
1917-06-01,15.901,0.9570000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1917-07-01,15.329,0.987,Kwekwe,Zimbabwe,18.48S,30.42E
1917-08-01,17.157,1.006,Kwekwe,Zimbabwe,18.48S,30.42E
1917-09-01,20.015,0.8959999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1917-10-01,23.198,0.818,Kwekwe,Zimbabwe,18.48S,30.42E
1917-11-01,22.898000000000003,1.155,Kwekwe,Zimbabwe,18.48S,30.42E
1917-12-01,20.322,1.218,Kwekwe,Zimbabwe,18.48S,30.42E
1918-01-01,20.234,0.6920000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1918-02-01,20.778000000000002,0.777,Kwekwe,Zimbabwe,18.48S,30.42E
1918-03-01,20.768,0.45399999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1918-04-01,18.053,0.395,Kwekwe,Zimbabwe,18.48S,30.42E
1918-05-01,16.483,0.565,Kwekwe,Zimbabwe,18.48S,30.42E
1918-06-01,14.63,0.902,Kwekwe,Zimbabwe,18.48S,30.42E
1918-07-01,15.390999999999998,1.057,Kwekwe,Zimbabwe,18.48S,30.42E
1918-08-01,15.424,0.563,Kwekwe,Zimbabwe,18.48S,30.42E
1918-09-01,21.618,1.6019999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1918-10-01,24.627,0.344,Kwekwe,Zimbabwe,18.48S,30.42E
1918-11-01,23.26,0.376,Kwekwe,Zimbabwe,18.48S,30.42E
1918-12-01,22.13,0.42,Kwekwe,Zimbabwe,18.48S,30.42E
1919-01-01,22.043000000000003,0.605,Kwekwe,Zimbabwe,18.48S,30.42E
1919-02-01,21.415,0.602,Kwekwe,Zimbabwe,18.48S,30.42E
1919-03-01,21.175,0.541,Kwekwe,Zimbabwe,18.48S,30.42E
1919-04-01,20.840999999999998,0.66,Kwekwe,Zimbabwe,18.48S,30.42E
1919-05-01,15.699000000000002,0.7120000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1919-06-01,15.195,0.45899999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1919-07-01,15.380999999999998,0.8759999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1919-08-01,16.712000000000003,0.632,Kwekwe,Zimbabwe,18.48S,30.42E
1919-09-01,20.227999999999998,0.905,Kwekwe,Zimbabwe,18.48S,30.42E
1919-10-01,21.899,1.088,Kwekwe,Zimbabwe,18.48S,30.42E
1919-11-01,22.58,0.7120000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1919-12-01,22.147,0.602,Kwekwe,Zimbabwe,18.48S,30.42E
1920-01-01,22.729,0.496,Kwekwe,Zimbabwe,18.48S,30.42E
1920-02-01,22.509,0.318,Kwekwe,Zimbabwe,18.48S,30.42E
1920-03-01,21.173000000000002,0.28600000000000003,Kwekwe,Zimbabwe,18.48S,30.42E
1920-04-01,18.526,0.8420000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1920-05-01,18.006999999999994,0.526,Kwekwe,Zimbabwe,18.48S,30.42E
1920-06-01,15.206,0.43799999999999994,Kwekwe,Zimbabwe,18.48S,30.42E
1920-07-01,15.345,0.273,Kwekwe,Zimbabwe,18.48S,30.42E
1920-08-01,17.704,0.725,Kwekwe,Zimbabwe,18.48S,30.42E
1920-09-01,22.421999999999997,0.326,Kwekwe,Zimbabwe,18.48S,30.42E
1920-10-01,23.351000000000006,1.063,Kwekwe,Zimbabwe,18.48S,30.42E
1920-11-01,23.518,0.396,Kwekwe,Zimbabwe,18.48S,30.42E
1920-12-01,22.603,0.42200000000000004,Kwekwe,Zimbabwe,18.48S,30.42E
1921-01-01,22.286,0.581,Kwekwe,Zimbabwe,18.48S,30.42E
1921-02-01,22.304000000000002,0.49200000000000005,Kwekwe,Zimbabwe,18.48S,30.42E
1921-03-01,22.009,0.266,Kwekwe,Zimbabwe,18.48S,30.42E
1921-04-01,19.371,0.375,Kwekwe,Zimbabwe,18.48S,30.42E
1921-05-01,16.933999999999994,0.38,Kwekwe,Zimbabwe,18.48S,30.42E
1921-06-01,16.079,0.564,Kwekwe,Zimbabwe,18.48S,30.42E
1921-07-01,14.498,0.426,Kwekwe,Zimbabwe,18.48S,30.42E
1921-08-01,16.668000000000006,0.284,Kwekwe,Zimbabwe,18.48S,30.42E
1921-09-01,20.253,0.348,Kwekwe,Zimbabwe,18.48S,30.42E
1921-10-01,23.513,0.361,Kwekwe,Zimbabwe,18.48S,30.42E
1921-11-01,22.346,0.505,Kwekwe,Zimbabwe,18.48S,30.42E
1921-12-01,21.59,0.665,Kwekwe,Zimbabwe,18.48S,30.42E
1922-01-01,22.906,0.53,Kwekwe,Zimbabwe,18.48S,30.42E
1922-02-01,22.081,0.7340000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1922-03-01,22.959,0.374,Kwekwe,Zimbabwe,18.48S,30.42E
1922-04-01,20.014000000000006,0.473,Kwekwe,Zimbabwe,18.48S,30.42E
1922-05-01,17.923,0.503,Kwekwe,Zimbabwe,18.48S,30.42E
1922-06-01,16.727,0.604,Kwekwe,Zimbabwe,18.48S,30.42E
1922-07-01,15.654000000000002,0.6409999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1922-08-01,19.859,0.4,Kwekwe,Zimbabwe,18.48S,30.42E
1922-09-01,21.254,0.75,Kwekwe,Zimbabwe,18.48S,30.42E
1922-10-01,22.429,0.655,Kwekwe,Zimbabwe,18.48S,30.42E
1922-11-01,23.796999999999997,0.48200000000000004,Kwekwe,Zimbabwe,18.48S,30.42E
1922-12-01,22.84,0.45799999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1923-01-01,22.076,0.467,Kwekwe,Zimbabwe,18.48S,30.42E
1923-02-01,21.395,0.303,Kwekwe,Zimbabwe,18.48S,30.42E
1923-03-01,21.073,0.377,Kwekwe,Zimbabwe,18.48S,30.42E
1923-04-01,19.758000000000006,0.491,Kwekwe,Zimbabwe,18.48S,30.42E
1923-05-01,17.396,0.27399999999999997,Kwekwe,Zimbabwe,18.48S,30.42E
1923-06-01,15.97,0.46299999999999997,Kwekwe,Zimbabwe,18.48S,30.42E
1923-07-01,15.665,0.741,Kwekwe,Zimbabwe,18.48S,30.42E
1923-08-01,17.345000000000002,0.7340000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1923-09-01,21.129,0.27699999999999997,Kwekwe,Zimbabwe,18.48S,30.42E
1923-10-01,23.630000000000006,0.3,Kwekwe,Zimbabwe,18.48S,30.42E
1923-11-01,25.335,0.262,Kwekwe,Zimbabwe,18.48S,30.42E
1923-12-01,22.495,0.442,Kwekwe,Zimbabwe,18.48S,30.42E
1924-01-01,22.729,0.7190000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1924-02-01,21.335,0.7170000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1924-03-01,22.449,0.396,Kwekwe,Zimbabwe,18.48S,30.42E
1924-04-01,18.678,0.34600000000000003,Kwekwe,Zimbabwe,18.48S,30.42E
1924-05-01,18.766,0.983,Kwekwe,Zimbabwe,18.48S,30.42E
1924-06-01,16.246,0.29,Kwekwe,Zimbabwe,18.48S,30.42E
1924-07-01,14.825,0.162,Kwekwe,Zimbabwe,18.48S,30.42E
1924-08-01,16.92,0.345,Kwekwe,Zimbabwe,18.48S,30.42E
1924-09-01,21.053,0.21,Kwekwe,Zimbabwe,18.48S,30.42E
1924-10-01,22.726000000000006,0.247,Kwekwe,Zimbabwe,18.48S,30.42E
1924-11-01,23.124000000000002,0.41200000000000003,Kwekwe,Zimbabwe,18.48S,30.42E
1924-12-01,21.273000000000003,0.5820000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1925-01-01,20.806,0.509,Kwekwe,Zimbabwe,18.48S,30.42E
1925-02-01,21.294,0.6,Kwekwe,Zimbabwe,18.48S,30.42E
1925-03-01,21.549,0.44299999999999995,Kwekwe,Zimbabwe,18.48S,30.42E
1925-04-01,20.204,0.182,Kwekwe,Zimbabwe,18.48S,30.42E
1925-05-01,17.563,0.38799999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1925-06-01,15.979000000000001,0.242,Kwekwe,Zimbabwe,18.48S,30.42E
1925-07-01,14.788,0.159,Kwekwe,Zimbabwe,18.48S,30.42E
1925-08-01,16.928,0.369,Kwekwe,Zimbabwe,18.48S,30.42E
1925-09-01,19.27,0.41,Kwekwe,Zimbabwe,18.48S,30.42E
1925-10-01,21.980999999999998,0.57,Kwekwe,Zimbabwe,18.48S,30.42E
1925-11-01,23.768,0.515,Kwekwe,Zimbabwe,18.48S,30.42E
1925-12-01,23.65,0.7440000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1926-01-01,22.01,0.7140000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1926-02-01,23.245,0.696,Kwekwe,Zimbabwe,18.48S,30.42E
1926-03-01,21.581,0.484,Kwekwe,Zimbabwe,18.48S,30.42E
1926-04-01,19.617,0.42,Kwekwe,Zimbabwe,18.48S,30.42E
1926-05-01,18.082,0.648,Kwekwe,Zimbabwe,18.48S,30.42E
1926-06-01,15.272,0.342,Kwekwe,Zimbabwe,18.48S,30.42E
1926-07-01,14.421,0.434,Kwekwe,Zimbabwe,18.48S,30.42E
1926-08-01,16.631,0.32,Kwekwe,Zimbabwe,18.48S,30.42E
1926-09-01,21.695,0.41100000000000003,Kwekwe,Zimbabwe,18.48S,30.42E
1926-10-01,23.528,0.413,Kwekwe,Zimbabwe,18.48S,30.42E
1926-11-01,23.508000000000003,0.289,Kwekwe,Zimbabwe,18.48S,30.42E
1926-12-01,22.334,0.386,Kwekwe,Zimbabwe,18.48S,30.42E
1927-01-01,22.501,0.29100000000000004,Kwekwe,Zimbabwe,18.48S,30.42E
1927-02-01,22.044,0.447,Kwekwe,Zimbabwe,18.48S,30.42E
1927-03-01,21.13,0.46799999999999997,Kwekwe,Zimbabwe,18.48S,30.42E
1927-04-01,20.198,0.172,Kwekwe,Zimbabwe,18.48S,30.42E
1927-05-01,17.086,0.377,Kwekwe,Zimbabwe,18.48S,30.42E
1927-06-01,14.19,0.276,Kwekwe,Zimbabwe,18.48S,30.42E
1927-07-01,15.063,0.6729999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1927-08-01,17.058,0.7709999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1927-09-01,20.726999999999997,0.24600000000000002,Kwekwe,Zimbabwe,18.48S,30.42E
1927-10-01,22.998,0.519,Kwekwe,Zimbabwe,18.48S,30.42E
1927-11-01,22.718000000000004,0.376,Kwekwe,Zimbabwe,18.48S,30.42E
1927-12-01,22.823,0.502,Kwekwe,Zimbabwe,18.48S,30.42E
1928-01-01,23.045,0.495,Kwekwe,Zimbabwe,18.48S,30.42E
1928-02-01,22.965,0.7829999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1928-03-01,22.799,0.758,Kwekwe,Zimbabwe,18.48S,30.42E
1928-04-01,20.132,0.48200000000000004,Kwekwe,Zimbabwe,18.48S,30.42E
1928-05-01,16.497,0.757,Kwekwe,Zimbabwe,18.48S,30.42E
1928-06-01,16.570999999999998,0.725,Kwekwe,Zimbabwe,18.48S,30.42E
1928-07-01,13.944,0.413,Kwekwe,Zimbabwe,18.48S,30.42E
1928-08-01,16.737000000000002,0.665,Kwekwe,Zimbabwe,18.48S,30.42E
1928-09-01,21.749,1.075,Kwekwe,Zimbabwe,18.48S,30.42E
1928-10-01,24.761999999999997,0.8759999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1928-11-01,24.339000000000002,0.534,Kwekwe,Zimbabwe,18.48S,30.42E
1928-12-01,22.436,0.434,Kwekwe,Zimbabwe,18.48S,30.42E
1929-01-01,21.333000000000002,0.462,Kwekwe,Zimbabwe,18.48S,30.42E
1929-02-01,21.761,0.384,Kwekwe,Zimbabwe,18.48S,30.42E
1929-03-01,20.808000000000003,0.237,Kwekwe,Zimbabwe,18.48S,30.42E
1929-04-01,19.182,0.319,Kwekwe,Zimbabwe,18.48S,30.42E
1929-05-01,18.048,0.33399999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1929-06-01,16.044,0.327,Kwekwe,Zimbabwe,18.48S,30.42E
1929-07-01,15.501,0.247,Kwekwe,Zimbabwe,18.48S,30.42E
1929-08-01,16.219,0.43799999999999994,Kwekwe,Zimbabwe,18.48S,30.42E
1929-09-01,22.425,0.7170000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1929-10-01,24.796999999999997,0.6759999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1929-11-01,24.544,0.45399999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1929-12-01,21.35,0.237,Kwekwe,Zimbabwe,18.48S,30.42E
1930-01-01,21.749000000000002,0.309,Kwekwe,Zimbabwe,18.48S,30.42E
1930-02-01,22.491999999999997,0.5670000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1930-03-01,21.344,0.6859999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1930-04-01,20.110000000000007,0.33299999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1930-05-01,15.976,0.225,Kwekwe,Zimbabwe,18.48S,30.42E
1930-06-01,14.227,0.605,Kwekwe,Zimbabwe,18.48S,30.42E
1930-07-01,14.42,0.374,Kwekwe,Zimbabwe,18.48S,30.42E
1930-08-01,16.773000000000003,0.27,Kwekwe,Zimbabwe,18.48S,30.42E
1930-09-01,20.365,0.69,Kwekwe,Zimbabwe,18.48S,30.42E
1930-10-01,22.829,0.209,Kwekwe,Zimbabwe,18.48S,30.42E
1930-11-01,24.193,0.7909999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1930-12-01,22.385,0.273,Kwekwe,Zimbabwe,18.48S,30.42E
1931-01-01,22.089000000000002,0.542,Kwekwe,Zimbabwe,18.48S,30.42E
1931-02-01,22.901999999999997,0.519,Kwekwe,Zimbabwe,18.48S,30.42E
1931-03-01,22.535,0.6709999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1931-04-01,20.686999999999998,1.033,Kwekwe,Zimbabwe,18.48S,30.42E
1931-05-01,19.244,0.27399999999999997,Kwekwe,Zimbabwe,18.48S,30.42E
1931-06-01,14.441,0.21,Kwekwe,Zimbabwe,18.48S,30.42E
1931-07-01,16.113,0.387,Kwekwe,Zimbabwe,18.48S,30.42E
1931-08-01,18.499,0.364,Kwekwe,Zimbabwe,18.48S,30.42E
1931-09-01,21.747,0.408,Kwekwe,Zimbabwe,18.48S,30.42E
1931-10-01,24.074,0.7490000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1931-11-01,21.796,0.28600000000000003,Kwekwe,Zimbabwe,18.48S,30.42E
1931-12-01,22.166,0.204,Kwekwe,Zimbabwe,18.48S,30.42E
1932-01-01,22.469,0.35,Kwekwe,Zimbabwe,18.48S,30.42E
1932-02-01,22.446,0.493,Kwekwe,Zimbabwe,18.48S,30.42E
1932-03-01,21.309,0.522,Kwekwe,Zimbabwe,18.48S,30.42E
1932-04-01,20.111,0.555,Kwekwe,Zimbabwe,18.48S,30.42E
1932-05-01,17.178,0.669,Kwekwe,Zimbabwe,18.48S,30.42E
1932-06-01,14.684000000000001,0.253,Kwekwe,Zimbabwe,18.48S,30.42E
1932-07-01,14.130999999999998,0.267,Kwekwe,Zimbabwe,18.48S,30.42E
1932-08-01,16.166,0.319,Kwekwe,Zimbabwe,18.48S,30.42E
1932-09-01,22.421999999999997,0.15,Kwekwe,Zimbabwe,18.48S,30.42E
1932-10-01,23.454,0.39299999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1932-11-01,23.872,0.19,Kwekwe,Zimbabwe,18.48S,30.42E
1932-12-01,21.939,0.24,Kwekwe,Zimbabwe,18.48S,30.42E
1933-01-01,21.153000000000002,0.475,Kwekwe,Zimbabwe,18.48S,30.42E
1933-02-01,21.78,0.22,Kwekwe,Zimbabwe,18.48S,30.42E
1933-03-01,22.293000000000003,0.409,Kwekwe,Zimbabwe,18.48S,30.42E
1933-04-01,20.025,0.228,Kwekwe,Zimbabwe,18.48S,30.42E
1933-05-01,17.291999999999998,0.207,Kwekwe,Zimbabwe,18.48S,30.42E
1933-06-01,15.976,0.34,Kwekwe,Zimbabwe,18.48S,30.42E
1933-07-01,15.955,0.354,Kwekwe,Zimbabwe,18.48S,30.42E
1933-08-01,17.047,0.22699999999999998,Kwekwe,Zimbabwe,18.48S,30.42E
1933-09-01,19.609,0.244,Kwekwe,Zimbabwe,18.48S,30.42E
1933-10-01,23.728,0.182,Kwekwe,Zimbabwe,18.48S,30.42E
1933-11-01,22.92,0.56,Kwekwe,Zimbabwe,18.48S,30.42E
1933-12-01,21.071,0.4,Kwekwe,Zimbabwe,18.48S,30.42E
1934-01-01,22.174,0.33399999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1934-02-01,22.036,0.513,Kwekwe,Zimbabwe,18.48S,30.42E
1934-03-01,22.0,0.419,Kwekwe,Zimbabwe,18.48S,30.42E
1934-04-01,20.958,0.29,Kwekwe,Zimbabwe,18.48S,30.42E
1934-05-01,18.807000000000002,0.259,Kwekwe,Zimbabwe,18.48S,30.42E
1934-06-01,15.899000000000001,0.32899999999999996,Kwekwe,Zimbabwe,18.48S,30.42E
1934-07-01,16.395,0.235,Kwekwe,Zimbabwe,18.48S,30.42E
1934-08-01,18.397,0.391,Kwekwe,Zimbabwe,18.48S,30.42E
1934-09-01,19.58,0.201,Kwekwe,Zimbabwe,18.48S,30.42E
1934-10-01,23.298,0.14,Kwekwe,Zimbabwe,18.48S,30.42E
1934-11-01,22.75,0.271,Kwekwe,Zimbabwe,18.48S,30.42E
1934-12-01,21.599,0.253,Kwekwe,Zimbabwe,18.48S,30.42E
1935-01-01,21.447,0.34700000000000003,Kwekwe,Zimbabwe,18.48S,30.42E
1935-02-01,20.618000000000002,0.292,Kwekwe,Zimbabwe,18.48S,30.42E
1935-03-01,21.52,0.247,Kwekwe,Zimbabwe,18.48S,30.42E
1935-04-01,19.261000000000006,0.302,Kwekwe,Zimbabwe,18.48S,30.42E
1935-05-01,17.698,0.358,Kwekwe,Zimbabwe,18.48S,30.42E
1935-06-01,14.027000000000001,0.68,Kwekwe,Zimbabwe,18.48S,30.42E
1935-07-01,15.166,0.319,Kwekwe,Zimbabwe,18.48S,30.42E
1935-08-01,14.818,0.287,Kwekwe,Zimbabwe,18.48S,30.42E
1935-09-01,22.072,0.305,Kwekwe,Zimbabwe,18.48S,30.42E
1935-10-01,23.914,0.242,Kwekwe,Zimbabwe,18.48S,30.42E
1935-11-01,22.69,0.281,Kwekwe,Zimbabwe,18.48S,30.42E
1935-12-01,22.45,0.371,Kwekwe,Zimbabwe,18.48S,30.42E
1936-01-01,22.361,0.598,Kwekwe,Zimbabwe,18.48S,30.42E
1936-02-01,22.615,0.389,Kwekwe,Zimbabwe,18.48S,30.42E
1936-03-01,21.467,0.322,Kwekwe,Zimbabwe,18.48S,30.42E
1936-04-01,19.359,0.214,Kwekwe,Zimbabwe,18.48S,30.42E
1936-05-01,17.651,0.228,Kwekwe,Zimbabwe,18.48S,30.42E
1936-06-01,14.987,0.177,Kwekwe,Zimbabwe,18.48S,30.42E
1936-07-01,15.007,0.243,Kwekwe,Zimbabwe,18.48S,30.42E
1936-08-01,16.426000000000002,0.163,Kwekwe,Zimbabwe,18.48S,30.42E
1936-09-01,19.323,0.299,Kwekwe,Zimbabwe,18.48S,30.42E
1936-10-01,23.241,0.29100000000000004,Kwekwe,Zimbabwe,18.48S,30.42E
1936-11-01,23.186,0.272,Kwekwe,Zimbabwe,18.48S,30.42E
1936-12-01,21.946,0.391,Kwekwe,Zimbabwe,18.48S,30.42E
1937-01-01,22.672,0.34,Kwekwe,Zimbabwe,18.48S,30.42E
1937-02-01,22.11,0.39,Kwekwe,Zimbabwe,18.48S,30.42E
1937-03-01,21.946,0.37799999999999995,Kwekwe,Zimbabwe,18.48S,30.42E
1937-04-01,20.133000000000006,0.262,Kwekwe,Zimbabwe,18.48S,30.42E
1937-05-01,17.724,0.244,Kwekwe,Zimbabwe,18.48S,30.42E
1937-06-01,15.741,0.531,Kwekwe,Zimbabwe,18.48S,30.42E
1937-07-01,14.079,0.429,Kwekwe,Zimbabwe,18.48S,30.42E
1937-08-01,16.253,0.275,Kwekwe,Zimbabwe,18.48S,30.42E
1937-09-01,20.853,0.605,Kwekwe,Zimbabwe,18.48S,30.42E
1937-10-01,22.886000000000006,0.495,Kwekwe,Zimbabwe,18.48S,30.42E
1937-11-01,24.471,0.42200000000000004,Kwekwe,Zimbabwe,18.48S,30.42E
1937-12-01,21.798000000000002,0.581,Kwekwe,Zimbabwe,18.48S,30.42E
1938-01-01,22.142,0.222,Kwekwe,Zimbabwe,18.48S,30.42E
1938-02-01,21.774,0.63,Kwekwe,Zimbabwe,18.48S,30.42E
1938-03-01,21.378,0.18100000000000002,Kwekwe,Zimbabwe,18.48S,30.42E
1938-04-01,21.93,0.37799999999999995,Kwekwe,Zimbabwe,18.48S,30.42E
1938-05-01,18.569000000000003,0.301,Kwekwe,Zimbabwe,18.48S,30.42E
1938-06-01,15.35,0.344,Kwekwe,Zimbabwe,18.48S,30.42E
1938-07-01,15.432,0.419,Kwekwe,Zimbabwe,18.48S,30.42E
1938-08-01,17.445,0.267,Kwekwe,Zimbabwe,18.48S,30.42E
1938-09-01,21.066,0.249,Kwekwe,Zimbabwe,18.48S,30.42E
1938-10-01,24.203000000000007,0.28300000000000003,Kwekwe,Zimbabwe,18.48S,30.42E
1938-11-01,22.338,0.652,Kwekwe,Zimbabwe,18.48S,30.42E
1938-12-01,21.4,0.16,Kwekwe,Zimbabwe,18.48S,30.42E
1939-01-01,21.392,0.27899999999999997,Kwekwe,Zimbabwe,18.48S,30.42E
1939-02-01,22.078000000000003,0.506,Kwekwe,Zimbabwe,18.48S,30.42E
1939-03-01,20.246,0.231,Kwekwe,Zimbabwe,18.48S,30.42E
1939-04-01,19.033,0.235,Kwekwe,Zimbabwe,18.48S,30.42E
1939-05-01,18.096,0.331,Kwekwe,Zimbabwe,18.48S,30.42E
1939-06-01,14.191,0.313,Kwekwe,Zimbabwe,18.48S,30.42E
1939-07-01,15.046,0.205,Kwekwe,Zimbabwe,18.48S,30.42E
1939-08-01,17.393,0.22699999999999998,Kwekwe,Zimbabwe,18.48S,30.42E
1939-09-01,19.609,0.7909999999999999,Kwekwe,Zimbabwe,18.48S,30.42E
1939-10-01,23.19,0.5,Kwekwe,Zimbabwe,18.48S,30.42E
1939-11-01,22.183000000000003,0.158,Kwekwe,Zimbabwe,18.48S,30.42E
1939-12-01,21.475,0.43200000000000005,Kwekwe,Zimbabwe,18.48S,30.42E
1940-01-01,21.857,0.157,Kwekwe,Zimbabwe,18.48S,30.42E
1940-02-01,21.915,0.391,Kwekwe,Zimbabwe,18.48S,30.42E
1940-03-01,21.944000000000003,0.769,Kwekwe,Zimbabwe,18.48S,30.42E
1940-04-01,20.245,0.7020000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1940-05-01,17.7,0.228,Kwekwe,Zimbabwe,18.48S,30.42E
1940-06-01,15.688,0.721,Kwekwe,Zimbabwe,18.48S,30.42E
1940-07-01,14.684000000000001,0.21600000000000003,Kwekwe,Zimbabwe,18.48S,30.42E
1940-08-01,17.479000000000006,0.298,Kwekwe,Zimbabwe,18.48S,30.42E
1940-09-01,22.014,0.963,Kwekwe,Zimbabwe,18.48S,30.42E
1940-10-01,21.763,0.504,Kwekwe,Zimbabwe,18.48S,30.42E
1940-11-01,23.125,0.599,Kwekwe,Zimbabwe,18.48S,30.42E
1940-12-01,23.669,0.7190000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1941-01-01,21.535,0.602,Kwekwe,Zimbabwe,18.48S,30.42E
1941-02-01,22.154,0.245,Kwekwe,Zimbabwe,18.48S,30.42E
1941-03-01,21.541,0.7340000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1941-04-01,21.471,0.513,Kwekwe,Zimbabwe,18.48S,30.42E
1941-05-01,18.649,0.542,Kwekwe,Zimbabwe,18.48S,30.42E
1941-06-01,16.276,0.436,Kwekwe,Zimbabwe,18.48S,30.42E
1941-07-01,15.327,0.442,Kwekwe,Zimbabwe,18.48S,30.42E
1941-08-01,17.570999999999998,0.271,Kwekwe,Zimbabwe,18.48S,30.42E
1941-09-01,21.525,0.11800000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
1941-10-01,24.491,0.25,Kwekwe,Zimbabwe,18.48S,30.42E
1941-11-01,24.41,0.183,Kwekwe,Zimbabwe,18.48S,30.42E
1941-12-01,22.561,0.385,Kwekwe,Zimbabwe,18.48S,30.42E
1942-01-01,23.02,0.24600000000000002,Kwekwe,Zimbabwe,18.48S,30.42E
1942-02-01,23.377,0.10300000000000001,Kwekwe,Zimbabwe,18.48S,30.42E
