36,0.5920000000000001,Junagadh,India,21.70N,70.10E
1995-07-01,27.262,0.26899999999999996,Kabankalan,Philippines,10.45N,123.55E
1995-08-01,27.589000000000002,0.368,Kabankalan,Philippines,10.45N,123.55E
1995-09-01,27.281999999999996,0.22399999999999998,Kabankalan,Philippines,10.45N,123.55E
1995-10-01,27.27,0.182,Kabankalan,Philippines,10.45N,123.55E
1995-11-01,27.586,0.271,Kabankalan,Philippines,10.45N,123.55E
1995-12-01,26.581,0.17600000000000002,Kabankalan,Philippines,10.45N,123.55E
1996-01-01,26.026,0.273,Kabankalan,Philippines,10.45N,123.55E
1996-02-01,26.345,0.275,Kabankalan,Philippines,10.45N,123.55E
1996-03-01,28.061999999999998,0.213,Kabankalan,Philippines,10.45N,123.55E
1996-04-01,28.201,0.122,Kabankalan,Philippines,10.45N,123.55E
1996-05-01,28.648000000000003,0.133,Kabankalan,Philippines,10.45N,123.55E
1996-06-01,27.872,0.3,Kabankalan,Philippines,10.45N,123.55E
1996-07-01,27.859,0.349,Kabankalan,Philippines,10.45N,123.55E
1996-08-01,27.9,0.361,Kabankalan,Philippines,10.45N,123.55E
1996-09-01,27.883000000000003,0.21,Kabankalan,Philippines,10.45N,123.55E
1996-10-01,27.842,0.249,Kabankalan,Philippines,10.45N,123.55E
1996-11-01,27.101999999999997,0.18899999999999997,Kabankalan,Philippines,10.45N,123.55E
1996-12-01,26.516,0.29600000000000004,Kabankalan,Philippines,10.45N,123.55E
1997-01-01,26.126,0.275,Kabankalan,Philippines,10.45N,123.55E
1997-02-01,26.745,0.27899999999999997,Kabankalan,Philippines,10.45N,123.55E
1997-03-01,27.104,0.24,Kabankalan,Philippines,10.45N,123.55E
1997-04-01,28.641,0.221,Kabankalan,Philippines,10.45N,123.55E
1997-05-01,29.149,0.17800000000000002,Kabankalan,Philippines,10.45N,123.55E
1997-06-01,28.136000000000006,0.205,Kabankalan,Philippines,10.45N,123.55E
1997-07-01,27.268,0.299,Kabankalan,Philippines,10.45N,123.55E
1997-08-01,28.096,0.254,Kabankalan,Philippines,10.45N,123.55E
1997-09-01,27.704,0.146,Kabankalan,Philippines,10.45N,123.55E
1997-10-01,27.802,0.354,Kabankalan,Philippines,10.45N,123.55E
1997-11-01,28.04,0.321,Kabankalan,Philippines,10.45N,123.55E
1997-12-01,27.307,0.183,Kabankalan,Philippines,10.45N,123.55E
1998-01-01,27.376,0.42200000000000004,Kabankalan,Philippines,10.45N,123.55E
1998-02-01,28.101999999999997,0.444,Kabankalan,Philippines,10.45N,123.55E
1998-03-01,28.755,0.263,Kabankalan,Philippines,10.45N,123.55E
1998-04-01,29.589,0.65,Kabankalan,Philippines,10.45N,123.55E
1998-05-01,29.982000000000006,0.285,Kabankalan,Philippines,10.45N,123.55E
1998-06-01,29.101000000000006,0.24100000000000002,Kabankalan,Philippines,10.45N,123.55E
1998-07-01,28.685,0.23,Kabankalan,Philippines,10.45N,123.55E
1998-08-01,28.498,0.308,Kabankalan,Philippines,10.45N,123.55E
1998-09-01,28.477,0.282,Kabankalan,Philippines,10.45N,123.55E
1998-10-01,27.863000000000003,0.22,Kabankalan,Philippines,10.45N,123.55E
1998-11-01,27.863000000000003,0.281,Kabankalan,Philippines,10.45N,123.55E
1998-12-01,27.616,0.19399999999999998,Kabankalan,Philippines,10.45N,123.55E
1999-01-01,27.136999999999997,0.22399999999999998,Kabankalan,Philippines,10.45N,123.55E
1999-02-01,27.149,0.41100000000000003,Kabankalan,Philippines,10.45N,123.55E
1999-03-01,28.346,0.18,Kabankalan,Philippines,10.45N,123.55E
1999-04-01,28.351000000000006,0.272,Kabankalan,Philippines,10.45N,123.55E
1999-05-01,28.514000000000006,0.23199999999999998,Kabankalan,Philippines,10.45N,123.55E
1999-06-01,27.439,0.174,Kabankalan,Philippines,10.45N,123.55E
1999-07-01,27.257,0.377,Kabankalan,Philippines,10.45N,123.55E
1999-08-01,27.051,0.312,Kabankalan,Philippines,10.45N,123.55E
1999-09-01,27.677,0.23600000000000002,Kabankalan,Philippines,10.45N,123.55E
1999-10-01,27.656999999999996,0.217,Kabankalan,Philippines,10.45N,123.55E
1999-11-01,27.088,0.113,Kabankalan,Philippines,10.45N,123.55E
1999-12-01,27.046,0.183,Kabankalan,Philippines,10.45N,123.55E
2000-01-01,27.061,0.225,Kabankalan,Philippines,10.45N,123.55E
2000-02-01,27.23,0.19,Kabankalan,Philippines,10.45N,123.55E
2000-03-01,27.972,0.27,Kabankalan,Philippines,10.45N,123.55E
2000-04-01,28.776000000000003,0.265,Kabankalan,Philippines,10.45N,123.55E
2000-05-01,28.855,0.253,Kabankalan,Philippines,10.45N,123.55E
2000-06-01,27.644,0.43799999999999994,Kabankalan,Philippines,10.45N,123.55E
2000-07-01,27.467,0.203,Kabankalan,Philippines,10.45N,123.55E
2000-08-01,27.501,0.23600000000000002,Kabankalan,Philippines,10.45N,123.55E
2000-09-01,28.082,0.41100000000000003,Kabankalan,Philippines,10.45N,123.55E
2000-10-01,27.307,0.374,Kabankalan,Philippines,10.45N,123.55E
2000-11-01,27.73,0.308,Kabankalan,Philippines,10.45N,123.55E
2000-12-01,26.896,0.196,Kabankalan,Philippines,10.45N,123.55E
2001-01-01,27.075,0.147,Kabankalan,Philippines,10.45N,123.55E
2001-02-01,27.712,0.272,Kabankalan,Philippines,10.45N,123.55E
2001-03-01,28.2,0.191,Kabankalan,Philippines,10.45N,123.55E
2001-04-01,29.274,0.115,Kabankalan,Philippines,10.45N,123.55E
2001-05-01,28.899,0.255,Kabankalan,Philippines,10.45N,123.55E
2001-06-01,27.779,0.228,Kabankalan,Philippines,10.45N,123.55E
2001-07-01,27.588,0.245,Kabankalan,Philippines,10.45N,123.55E
2001-08-01,27.664,0.242,Kabankalan,Philippines,10.45N,123.55E
2001-09-01,28.257,0.303,Kabankalan,Philippines,10.45N,123.55E
2001-10-01,27.700000000000006,0.21899999999999997,Kabankalan,Philippines,10.45N,123.55E
2001-11-01,27.219,0.183,Kabankalan,Philippines,10.45N,123.55E
2001-12-01,26.396,0.239,Kabankalan,Philippines,10.45N,123.55E
2002-01-01,26.558000000000003,0.397,Kabankalan,Philippines,10.45N,123.55E
2002-02-01,26.81,0.242,Kabankalan,Philippines,10.45N,123.55E
2002-03-01,27.725,0.201,Kabankalan,Philippines,10.45N,123.55E
2002-04-01,28.686999999999998,0.147,Kabankalan,Philippines,10.45N,123.55E
2002-05-01,29.114,0.161,Kabankalan,Philippines,10.45N,123.55E
2002-06-01,28.270000000000003,0.275,Kabankalan,Philippines,10.45N,123.55E
2002-07-01,27.788,0.281,Kabankalan,Philippines,10.45N,123.55E
2002-08-01,27.16,0.42100000000000004,Kabankalan,Philippines,10.45N,123.55E
2002-09-01,27.358,0.371,Kabankalan,Philippines,10.45N,123.55E
2002-10-01,27.644,0.313,Kabankalan,Philippines,10.45N,123.55E
2002-11-01,27.795,0.268,Kabankalan,Philippines,10.45N,123.55E
2002-12-01,27.296999999999997,0.27899999999999997,Kabankalan,Philippines,10.45N,123.55E
2003-01-01,26.593000000000004,0.19,Kabankalan,Philippines,10.45N,123.55E
2003-02-01,26.918000000000003,0.26899999999999996,Kabankalan,Philippines,10.45N,123.55E
2003-03-01,28.255,0.201,Kabankalan,Philippines,10.45N,123.55E
2003-04-01,29.425,0.301,Kabankalan,Philippines,10.45N,123.55E
2003-05-01,29.139000000000006,0.32799999999999996,Kabankalan,Philippines,10.45N,123.55E
2003-06-01,27.975,0.442,Kabankalan,Philippines,10.45N,123.55E
2003-07-01,27.246,0.392,Kabankalan,Philippines,10.45N,123.55E
2003-08-01,27.78,0.21899999999999997,Kabankalan,Philippines,10.45N,123.55E
2003-09-01,27.502,0.552,Kabankalan,Philippines,10.45N,123.55E
2003-10-01,27.362,0.45399999999999996,Kabankalan,Philippines,10.45N,123.55E
2003-11-01,27.72,0.21899999999999997,Kabankalan,Philippines,10.45N,123.55E
2003-12-01,26.289,0.28300000000000003,Kabankalan,Philippines,10.45N,123.55E
2004-01-01,26.738000000000003,0.332,Kabankalan,Philippines,10.45N,123.55E
2004-02-01,27.2,0.295,Kabankalan,Philippines,10.45N,123.55E
2004-03-01,28.279,0.257,Kabankalan,Philippines,10.45N,123.55E
2004-04-01,29.322000000000006,0.24100000000000002,Kabankalan,Philippines,10.45N,123.55E
2004-05-01,28.84,0.152,Kabankalan,Philippines,10.45N,123.55E
2004-06-01,27.689,0.306,Kabankalan,Philippines,10.45N,123.55E
2004-07-01,27.387,0.265,Kabankalan,Philippines,10.45N,123.55E
2004-08-01,27.544,0.27699999999999997,Kabankalan,Philippines,10.45N,123.55E
2004-09-01,27.823,0.21100000000000002,Kabankalan,Philippines,10.45N,123.55E
2004-10-01,27.11,0.34600000000000003,Kabankalan,Philippines,10.45N,123.55E
2004-11-01,27.986,0.136,Kabankalan,Philippines,10.45N,123.55E
2004-12-01,27.153000000000002,0.17,Kabankalan,Philippines,10.45N,123.55E
2005-01-01,27.066,0.281,Kabankalan,Philippines,10.45N,123.55E
2005-02-01,27.493000000000002,0.318,Kabankalan,Philippines,10.45N,123.55E
2005-03-01,28.098000000000003,0.303,Kabankalan,Philippines,10.45N,123.55E
2005-04-01,28.635,0.217,Kabankalan,Philippines,10.45N,123.55E
2005-05-01,29.355,0.188,Kabankalan,Philippines,10.45N,123.55E
2005-06-01,28.551,0.239,Kabankalan,Philippines,10.45N,123.55E
2005-07-01,27.693,0.27699999999999997,Kabankalan,Philippines,10.45N,123.55E
2005-08-01,27.606,0.29600000000000004,Kabankalan,Philippines,10.45N,123.55E
2005-09-01,27.522,0.28300000000000003,Kabankalan,Philippines,10.45N,123.55E
2005-10-01,27.778,0.326,Kabankalan,Philippines,10.45N,123.55E
2005-11-01,27.783,0.295,Kabankalan,Philippines,10.45N,123.55E
2005-12-01,26.795,0.252,Kabankalan,Philippines,10.45N,123.55E
2006-01-01,26.955,0.289,Kabankalan,Philippines,10.45N,123.55E
2006-02-01,27.088,0.322,Kabankalan,Philippines,10.45N,123.55E
2006-03-01,28.123,0.281,Kabankalan,Philippines,10.45N,123.55E
2006-04-01,28.983,0.276,Kabankalan,Philippines,10.45N,123.55E
2006-05-01,28.724,0.28600000000000003,Kabankalan,Philippines,10.45N,123.55E
2006-06-01,28.125,0.391,Kabankalan,Philippines,10.45N,123.55E
2006-07-01,27.811,0.22899999999999998,Kabankalan,Philippines,10.45N,123.55E
2006-08-01,27.566999999999997,0.158,Kabankalan,Philippines,10.45N,123.55E
2006-09-01,27.638,0.161,Kabankalan,Philippines,10.45N,123.55E
2006-10-01,27.469,0.209,Kabankalan,Philippines,10.45N,123.55E
2006-11-01,28.090999999999998,0.16,Kabankalan,Philippines,10.45N,123.55E
2006-12-01,27.476,0.284,Kabankalan,Philippines,10.45N,123.55E
2007-01-01,26.671,0.255,Kabankalan,Philippines,10.45N,123.55E
2007-02-01,27.4,0.28,Kabankalan,Philippines,10.45N,123.55E
2007-03-01,28.346,0.24100000000000002,Kabankalan,Philippines,10.45N,123.55E
2007-04-01,29.145000000000003,0.28600000000000003,Kabankalan,Philippines,10.45N,123.55E
2007-05-01,29.213,0.22399999999999998,Kabankalan,Philippines,10.45N,123.55E
2007-06-01,28.706999999999997,0.345,Kabankalan,Philippines,10.45N,123.55E
2007-07-01,27.903000000000002,0.11900000000000001,Kabankalan,Philippines,10.45N,123.55E
2007-08-01,27.948,0.265,Kabankalan,Philippines,10.45N,123.55E
2007-09-01,27.596,0.23199999999999998,Kabankalan,Philippines,10.45N,123.55E
2007-10-01,27.502,0.11199999999999999,Kabankalan,Philippines,10.45N,123.55E
2007-11-01,27.051,0.184,Kabankalan,Philippines,10.45N,123.55E
2007-12-01,27.049,0.237,Kabankalan,Philippines,10.45N,123.55E
2008-01-01,26.74,0.303,Kabankalan,Philippines,10.45N,123.55E
2008-02-01,26.846,0.336,Kabankalan,Philippines,10.45N,123.55E
2008-03-01,27.815,0.26,Kabankalan,Philippines,10.45N,123.55E
2008-04-01,28.605,0.11599999999999999,Kabankalan,Philippines,10.45N,123.55E
2008-05-01,27.840999999999998,0.28600000000000003,Kabankalan,Philippines,10.45N,123.55E
2008-06-01,27.831999999999997,0.239,Kabankalan,Philippines,10.45N,123.55E
2008-07-01,27.595,0.299,Kabankalan,Philippines,10.45N,123.55E
2008-08-01,27.612,0.292,Kabankalan,Philippines,10.45N,123.55E
2008-09-01,27.738000000000003,0.34600000000000003,Kabankalan,Philippines,10.45N,123.55E
2008-10-01,27.750999999999998,0.276,Kabankalan,Philippines,10.45N,123.55E
2008-11-01,27.785,0.24,Kabankalan,Philippines,10.45N,123.55E
2008-12-01,26.956999999999997,0.17600000000000002,Kabankalan,Philippines,10.45N,123.55E
2009-01-01,26.687,0.381,Kabankalan,Philippines,10.45N,123.55E
2009-02-01,27.255,0.265,Kabankalan,Philippines,10.45N,123.55E
2009-03-01,28.501,0.20600000000000002,Kabankalan,Philippines,10.45N,123.55E
2009-04-01,28.666999999999998,0.29600000000000004,Kabankalan,Philippines,10.45N,123.55E
2009-05-01,28.554,0.289,Kabankalan,Philippines,10.45N,123.55E
2009-06-01,27.974,0.237,Kabankalan,Philippines,10.45N,123.55E
2009-07-01,27.251,0.401,Kabankalan,Philippines,10.45N,123.55E
2009-08-01,28.144000000000002,0.40399999999999997,Kabankalan,Philippines,10.45N,123.55E
2009-09-01,27.69,0.183,Kabankalan,Philippines,10.45N,123.55E
2009-10-01,27.561999999999998,0.155,Kabankalan,Philippines,10.45N,123.55E
2009-11-01,27.555,0.23600000000000002,Kabankalan,Philippines,10.45N,123.55E
2009-12-01,26.844,0.168,Kabankalan,Philippines,10.45N,123.55E
2010-01-01,26.521,0.221,Kabankalan,Philippines,10.45N,123.55E
2010-02-01,27.521,0.24600000000000002,Kabankalan,Philippines,10.45N,123.55E
2010-03-01,28.599,0.273,Kabankalan,Philippines,10.45N,123.55E
2010-04-01,29.085,0.128,Kabankalan,Philippines,10.45N,123.55E
2010-05-01,29.954,0.25,Kabankalan,Philippines,10.45N,123.55E
2010-06-01,29.096999999999998,0.273,Kabankalan,Philippines,10.45N,123.55E
2010-07-01,27.847,0.282,Kabankalan,Philippines,10.45N,123.55E
2010-08-01,27.679000000000002,0.341,Kabankalan,Philippines,10.45N,123.55E
2010-09-01,27.974,0.188,Kabankalan,Philippines,10.45N,123.55E
2010-10-01,27.521,0.161,Kabankalan,Philippines,10.45N,123.55E
2010-11-01,27.621,0.132,Kabankalan,Philippines,10.45N,123.55E
2010-12-01,27.302,0.235,Kabankalan,Philippines,10.45N,123.55E
2011-01-01,26.24,0.36,Kabankalan,Philippines,10.45N,123.55E
2011-02-01,26.997,0.218,Kabankalan,Philippines,10.45N,123.55E
2011-03-01,27.351999999999997,0.405,Kabankalan,Philippines,10.45N,123.55E
2011-04-01,27.910999999999998,0.299,Kabankalan,Philippines,10.45N,123.55E
2011-05-01,28.233,0.239,Kabankalan,Philippines,10.45N,123.55E
2011-06-01,27.699,0.282,Kabankalan,Philippines,10.45N,123.55E
2011-07-01,27.22,0.348,Kabankalan,Philippines,10.45N,123.55E
2011-08-01,27.26,0.313,Kabankalan,Philippines,10.45N,123.55E
2011-09-01,27.74,0.209,Kabankalan,Philippines,10.45N,123.55E
2011-10-01,27.494,0.10300000000000001,Kabankalan,Philippines,10.45N,123.55E
2011-11-01,27.653000000000002,0.349,Kabankalan,Philippines,10.45N,123.55E
2011-12-01,26.921999999999997,0.293,Kabankalan,Philippines,10.45N,123.55E
2012-01-01,27.025,0.331,Kabankalan,Philippines,10.45N,123.55E
2012-02-01,27.247,0.295,Kabankalan,Philippines,10.45N,123.55E
2012-03-01,28.001,0.166,Kabankalan,Philippines,10.45N,123.55E
2012-04-01,28.745,0.243,Kabankalan,Philippines,10.45N,123.55E
2012-05-01,28.565,0.28300000000000003,Kabankalan,Philippines,10.45N,123.55E
2012-06-01,28.093000000000004,0.259,Kabankalan,Philippines,10.45N,123.55E
2012-07-01,27.237,0.409,Kabankalan,Philippines,10.45N,123.55E
2012-08-01,28.323,0.52,Kabankalan,Philippines,10.45N,123.55E
2012-09-01,27.479,0.5379999999999999,Kabankalan,Philippines,10.45N,123.55E
2012-10-01,27.487,0.29100000000000004,Kabankalan,Philippines,10.45N,123.55E
2012-11-01,27.769,0.21899999999999997,Kabankalan,Philippines,10.45N,123.55E
2012-12-01,27.456999999999997,0.7020000000000001,Kabankalan,Philippines,10.45N,123.55E
2013-01-01,26.596,0.578,Kabankalan,Philippines,10.45N,123.55E
2013-02-01,27.351,0.204,Kabankalan,Philippines,10.45N,123.55E
2013-03-01,28.54,0.36700000000000005,Kabankalan,Philippines,10.45N,123.55E
2013-04-01,29.459000000000003,0.342,Kabankalan,Philippines,10.45N,123.55E
2013-05-01,29.380000000000006,0.29600000000000004,Kabankalan,Philippines,10.45N,123.55E
2013-06-01,28.178,0.642,Kabankalan,Philippines,10.45N,123.55E
2013-07-01,27.387,0.40700000000000003,Kabankalan,Philippines,10.45N,123.55E
2013-08-01,27.199,0.718,Kabankalan,Philippines,10.45N,123.55E
2013-09-01,,,Kabankalan,Philippines,10.45N,123.55E
1833-01-01,2.29,2.487,Kabul,Afghanistan,34.56N,70.05E
1833-02-01,3.319,2.325,Kabul,Afghanistan,34.56N,70.05E
1833-03-01,7.443999999999999,2.733,Kabul,Afghanistan,34.56N,70.05E
1833-04-01,13.575999999999999,2.266,Kabul,Afghanistan,34.56N,70.05E
1833-05-01,19.321,2.362,Kabul,Afghanistan,34.56N,70.05E
1833-06-01,24.406,1.972,Kabul,Afghanistan,34.56N,70.05E
1833-07-01,25.447,1.62,Kabul,Afghanistan,34.56N,70.05E
1833-08-01,23.827,1.778,Kabul,Afghanistan,34.56N,70.05E
1833-09-01,19.593,1.749,Kabul,Afghanistan,34.56N,70.05E
1833-10-01,13.87,1.7619999999999998,Kabul,Afghanistan,34.56N,70.05E
1833-11-01,10.029,2.016,Kabul,Afghanistan,34.56N,70.05E
1833-12-01,3.85,2.369,Kabul,Afghanistan,34.56N,70.05E
1834-01-01,-0.1060000000000001,2.237,Kabul,Afghanistan,34.56N,70.05E
1834-02-01,3.369,2.612,Kabul,Afghanistan,34.56N,70.05E
1834-03-01,8.918,2.443,Kabul,Afghanistan,34.56N,70.05E
1834-04-01,13.462,2.355,Kabul,Afghanistan,34.56N,70.05E
1834-05-01,20.039,2.256,Kabul,Afghanistan,34.56N,70.05E
1834-06-01,23.651999999999997,2.242,Kabul,Afghanistan,34.56N,70.05E
1834-07-01,25.76,1.712,Kabul,Afghanistan,34.56N,70.05E
1834-08-01,23.964000000000002,1.473,Kabul,Afghanistan,34.56N,70.05E
1834-09-01,20.347,2.15,Kabul,Afghanistan,34.56N,70.05E
1834-10-01,14.314,1.729,Kabul,Afghanistan,34.56N,70.05E
1834-11-01,9.276000000000002,2.195,Kabul,Afghanistan,34.56N,70.05E
1834-12-01,3.9789999999999996,1.952,Kabul,Afghanistan,34.56N,70.05E
1835-01-01,,,Kabul,Afghanistan,34.56N,70.05E
1835-02-01,,,Kabul,Afghanistan,34.56N,70.05E
1835-03-01,,,Kabul,Afghanistan,34.56N,70.05E
1835-04-01,,,Kabul,Afghanistan,34.56N,70.05E
1835-05-01,,,Kabul,Afghanistan,34.56N,70.05E
1835-06-01,,,Kabul,Afghanistan,34.56N,70.05E
1835-07-01,24.888,1.893,Kabul,Afghanistan,34.56N,70.05E
1835-08-01,22.713,1.4380000000000002,Kabul,Afghanistan,34.56N,70.05E
1835-09-01,18.399,1.71,Kabul,Afghanistan,34.56N,70.05E
1835-10-01,13.445,1.6540000000000001,Kabul,Afghanistan,34.56N,70.05E
1835-11-01,6.820000000000001,1.821,Kabul,Afghanistan,34.56N,70.05E
1835-12-01,1.9780000000000002,2.197,Kabul,Afghanistan,34.56N,70.05E
1836-01-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-02-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-03-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-04-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-05-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-06-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-07-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-08-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-09-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-10-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-11-01,,,Kabul,Afghanistan,34.56N,70.05E
1836-12-01,,,Kabul,Afghanistan,34.56N,70.05E
1837-01-01,,,Kabul,Afghanistan,34.56N,70.05E
1837-02-01,,,Kabul,Afghanistan,34.56N,70.05E
1837-03-01,,,Kabul,Afghanistan,34.56N,70.05E
1837-04-01,,,Kabul,Afghanistan,34.56N,70.05E
1837-05-01,,,Kabul,Afghanistan,34.56N,70.05E
1837-06-01,,,Kabul,Afghanistan,34.56N,70.05E
1837-07-01,25.314,1.5590000000000002,Kabul,Afghanistan,34.56N,70.05E
1837-08-01,23.735,1.423,Kabul,Afghanistan,34.56N,70.05E
1837-09-01,19.962,1.621,Kabul,Afghanistan,34.56N,70.05E
1837-10-01,13.14,2.221,Kabul,Afghanistan,34.56N,70.05E
1837-11-01,7.391000000000001,2.38,Kabul,Afghanistan,34.56N,70.05E
1837-12-01,3.262,3.0389999999999997,Kabul,Afghanistan,34.56N,70.05E
1838-01-01,,,Kabul,Afghanistan,34.56N,70.05E
1838-02-01,,,Kabul,Afghanistan,34.56N,70.05E
1838-03-01,,,Kabul,Afghanistan,34.56N,70.05E
1838-04-01,12.899,2.479,Kabul,Afghanistan,34.56N,70.05E
1838-05-01,,,Kabul,Afghanistan,34.56N,70.05E
1838-06-01,23.756,1.96,Kabul,Afghanistan,34.56N,70.05E
1838-07-01,26.066999999999997,2.072,Kabul,Afghanistan,34.56N,70.05E
1838-08-01,24.211,2.391,Kabul,Afghanistan,34.56N,70.05E
1838-09-01,19.399,2.004,Kabul,Afghanistan,34.56N,70.05E
1838-10-01,14.705,2.45,Kabul,Afghanistan,34.56N,70.05E
1838-11-01,8.494000000000002,2.295,Kabul,Afghanistan,34.56N,70.05E
1838-12-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-01-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-02-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-03-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-04-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-05-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-06-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-07-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-08-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-09-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-10-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-11-01,,,Kabul,Afghanistan,34.56N,70.05E
1839-12-01,,,Kabul,Afghanistan,34.56N,70.05E
1840-01-01,1.9869999999999999,2.162,Kabul,Afghanistan,34.56N,70.05E
1840-02-01,2.7689999999999997,2.454,Kabul,Afghanistan,34.56N,70.05E
1840-03-01,6.862,2.241,Kabul,Afghanistan,34.56N,70.05E
1840-04-01,14.046,2.344,Kabul,Afghanistan,34.56N,70.05E
1840-05-01,19.834,2.365,Kabul,Afghanistan,34.56N,70.05E
1840-06-01,24.514,1.901,Kabul,Afghanistan,34.56N,70.05E
1840-07-01,26.693,1.473,Kabul,Afghanistan,34.56N,70.05E
1840-08-01,24.175,1.4280000000000002,Kabul,Afghanistan,34.56N,70.05E
1840-09-01,19.468,1.66,Kabul,Afghanistan,34.56N,70.05E
1840-10-01,,,Kabul,Afghanistan,34.56N,70.05E
1840-11-01,7.544,2.424,Kabul,Afghanistan,34.56N,70.05E
