21.308000000000003,1.117,Jos,Nigeria,10.45N,9.00E
1865-08-01,24.514,1.26,Juàzeiro,Brazil,8.84S,39.73W
1865-09-01,25.74,1.28,Juàzeiro,Brazil,8.84S,39.73W
1865-10-01,27.122,1.16,Juàzeiro,Brazil,8.84S,39.73W
1865-11-01,27.851999999999997,1.4169999999999998,Juàzeiro,Brazil,8.84S,39.73W
1865-12-01,26.524,1.7009999999999998,Juàzeiro,Brazil,8.84S,39.73W
1866-01-01,27.455,1.379,Juàzeiro,Brazil,8.84S,39.73W
1866-02-01,25.735,1.534,Juàzeiro,Brazil,8.84S,39.73W
1866-03-01,25.322,1.839,Juàzeiro,Brazil,8.84S,39.73W
1866-04-01,25.451,1.3840000000000001,Juàzeiro,Brazil,8.84S,39.73W
1866-05-01,25.071,1.426,Juàzeiro,Brazil,8.84S,39.73W
1866-06-01,23.767,1.272,Juàzeiro,Brazil,8.84S,39.73W
1866-07-01,24.108,1.324,Juàzeiro,Brazil,8.84S,39.73W
1866-08-01,24.753,1.357,Juàzeiro,Brazil,8.84S,39.73W
1866-09-01,25.966,1.124,Juàzeiro,Brazil,8.84S,39.73W
1866-10-01,26.669,1.094,Juàzeiro,Brazil,8.84S,39.73W
1866-11-01,27.886,1.244,Juàzeiro,Brazil,8.84S,39.73W
1866-12-01,27.851,1.4880000000000002,Juàzeiro,Brazil,8.84S,39.73W
1867-01-01,26.7,1.8980000000000001,Juàzeiro,Brazil,8.84S,39.73W
1867-02-01,26.291,1.442,Juàzeiro,Brazil,8.84S,39.73W
1867-03-01,25.868000000000002,1.473,Juàzeiro,Brazil,8.84S,39.73W
1867-04-01,26.345,1.501,Juàzeiro,Brazil,8.84S,39.73W
1867-05-01,24.821,1.2830000000000001,Juàzeiro,Brazil,8.84S,39.73W
1867-06-01,24.465,1.3,Juàzeiro,Brazil,8.84S,39.73W
1867-07-01,23.864,1.304,Juàzeiro,Brazil,8.84S,39.73W
1867-08-01,24.711,1.256,Juàzeiro,Brazil,8.84S,39.73W
1867-09-01,26.051,1.123,Juàzeiro,Brazil,8.84S,39.73W
1867-10-01,27.226999999999997,1.171,Juàzeiro,Brazil,8.84S,39.73W
1867-11-01,28.318,1.85,Juàzeiro,Brazil,8.84S,39.73W
1867-12-01,27.951999999999998,1.672,Juàzeiro,Brazil,8.84S,39.73W
1868-01-01,26.75,1.465,Juàzeiro,Brazil,8.84S,39.73W
1868-02-01,25.896,1.751,Juàzeiro,Brazil,8.84S,39.73W
1868-03-01,26.124000000000002,1.442,Juàzeiro,Brazil,8.84S,39.73W
1868-04-01,25.833000000000002,1.3230000000000002,Juàzeiro,Brazil,8.84S,39.73W
1868-05-01,25.566,1.393,Juàzeiro,Brazil,8.84S,39.73W
1868-06-01,24.682,1.584,Juàzeiro,Brazil,8.84S,39.73W
1868-07-01,24.717,1.568,Juàzeiro,Brazil,8.84S,39.73W
1868-08-01,25.087,1.3619999999999999,Juàzeiro,Brazil,8.84S,39.73W
1868-09-01,26.131,1.216,Juàzeiro,Brazil,8.84S,39.73W
1868-10-01,27.635,1.214,Juàzeiro,Brazil,8.84S,39.73W
1868-11-01,27.55,1.3419999999999999,Juàzeiro,Brazil,8.84S,39.73W
1868-12-01,27.721,1.6340000000000001,Juàzeiro,Brazil,8.84S,39.73W
1869-01-01,27.238000000000003,1.659,Juàzeiro,Brazil,8.84S,39.73W
1869-02-01,27.487,1.569,Juàzeiro,Brazil,8.84S,39.73W
1869-03-01,26.12,1.446,Juàzeiro,Brazil,8.84S,39.73W
1869-04-01,26.046,1.482,Juàzeiro,Brazil,8.84S,39.73W
1869-05-01,25.686,1.43,Juàzeiro,Brazil,8.84S,39.73W
1869-06-01,25.121,1.811,Juàzeiro,Brazil,8.84S,39.73W
1869-07-01,24.456999999999997,1.4140000000000001,Juàzeiro,Brazil,8.84S,39.73W
1869-08-01,25.005,1.261,Juàzeiro,Brazil,8.84S,39.73W
1869-09-01,26.453000000000003,1.112,Juàzeiro,Brazil,8.84S,39.73W
1869-10-01,27.316999999999997,1.1079999999999999,Juàzeiro,Brazil,8.84S,39.73W
1869-11-01,27.883000000000003,1.1840000000000002,Juàzeiro,Brazil,8.84S,39.73W
1869-12-01,26.862,1.4269999999999998,Juàzeiro,Brazil,8.84S,39.73W
1870-01-01,26.968000000000004,1.4409999999999998,Juàzeiro,Brazil,8.84S,39.73W
1870-02-01,26.178,1.557,Juàzeiro,Brazil,8.84S,39.73W
1870-03-01,26.18,1.423,Juàzeiro,Brazil,8.84S,39.73W
1870-04-01,25.961,1.416,Juàzeiro,Brazil,8.84S,39.73W
1870-05-01,25.742,1.38,Juàzeiro,Brazil,8.84S,39.73W
1870-06-01,25.066999999999997,1.2790000000000001,Juàzeiro,Brazil,8.84S,39.73W
1870-07-01,24.515,1.272,Juàzeiro,Brazil,8.84S,39.73W
1870-08-01,24.644000000000002,1.236,Juàzeiro,Brazil,8.84S,39.73W
1870-09-01,26.129,1.2229999999999999,Juàzeiro,Brazil,8.84S,39.73W
1870-10-01,27.66,1.341,Juàzeiro,Brazil,8.84S,39.73W
1870-11-01,27.725,1.406,Juàzeiro,Brazil,8.84S,39.73W
1870-12-01,26.64,1.635,Juàzeiro,Brazil,8.84S,39.73W
1871-01-01,26.516,1.439,Juàzeiro,Brazil,8.84S,39.73W
1871-02-01,25.961,1.574,Juàzeiro,Brazil,8.84S,39.73W
1871-03-01,26.646,1.426,Juàzeiro,Brazil,8.84S,39.73W
1871-04-01,26.472,1.288,Juàzeiro,Brazil,8.84S,39.73W
1871-05-01,25.214000000000002,1.349,Juàzeiro,Brazil,8.84S,39.73W
1871-06-01,24.245,1.266,Juàzeiro,Brazil,8.84S,39.73W
1871-07-01,23.91,1.284,Juàzeiro,Brazil,8.84S,39.73W
1871-08-01,24.925,1.205,Juàzeiro,Brazil,8.84S,39.73W
1871-09-01,26.171999999999997,1.121,Juàzeiro,Brazil,8.84S,39.73W
1871-10-01,27.506,1.14,Juàzeiro,Brazil,8.84S,39.73W
1871-11-01,27.118000000000002,1.236,Juàzeiro,Brazil,8.84S,39.73W
1871-12-01,27.175,1.349,Juàzeiro,Brazil,8.84S,39.73W
1872-01-01,26.874000000000002,2.285,Juàzeiro,Brazil,8.84S,39.73W
1872-02-01,26.513,1.6680000000000001,Juàzeiro,Brazil,8.84S,39.73W
1872-03-01,26.711,1.589,Juàzeiro,Brazil,8.84S,39.73W
1872-04-01,25.591,1.3330000000000002,Juàzeiro,Brazil,8.84S,39.73W
1872-05-01,25.28,1.301,Juàzeiro,Brazil,8.84S,39.73W
1872-06-01,23.932,1.3659999999999999,Juàzeiro,Brazil,8.84S,39.73W
1872-07-01,23.809,1.393,Juàzeiro,Brazil,8.84S,39.73W
1872-08-01,24.866,1.244,Juàzeiro,Brazil,8.84S,39.73W
1872-09-01,26.468000000000004,1.219,Juàzeiro,Brazil,8.84S,39.73W
1872-10-01,27.201,1.1740000000000002,Juàzeiro,Brazil,8.84S,39.73W
1872-11-01,27.418000000000003,1.2819999999999998,Juàzeiro,Brazil,8.84S,39.73W
1872-12-01,26.801,1.9069999999999998,Juàzeiro,Brazil,8.84S,39.73W
1873-01-01,26.914,1.516,Juàzeiro,Brazil,8.84S,39.73W
1873-02-01,26.881,1.555,Juàzeiro,Brazil,8.84S,39.73W
1873-03-01,26.133000000000003,1.3969999999999998,Juàzeiro,Brazil,8.84S,39.73W
1873-04-01,25.577,1.486,Juàzeiro,Brazil,8.84S,39.73W
1873-05-01,25.67,1.485,Juàzeiro,Brazil,8.84S,39.73W
1873-06-01,24.529,1.286,Juàzeiro,Brazil,8.84S,39.73W
1873-07-01,24.285,1.2819999999999998,Juàzeiro,Brazil,8.84S,39.73W
1873-08-01,24.948,1.196,Juàzeiro,Brazil,8.84S,39.73W
1873-09-01,26.041,1.264,Juàzeiro,Brazil,8.84S,39.73W
1873-10-01,27.526999999999997,1.104,Juàzeiro,Brazil,8.84S,39.73W
1873-11-01,27.669,1.1909999999999998,Juàzeiro,Brazil,8.84S,39.73W
1873-12-01,27.81,1.401,Juàzeiro,Brazil,8.84S,39.73W
1874-01-01,27.562,1.565,Juàzeiro,Brazil,8.84S,39.73W
1874-02-01,26.936,1.4180000000000001,Juàzeiro,Brazil,8.84S,39.73W
1874-03-01,26.011,1.4340000000000002,Juàzeiro,Brazil,8.84S,39.73W
1874-04-01,26.204,1.247,Juàzeiro,Brazil,8.84S,39.73W
1874-05-01,25.421999999999997,1.3530000000000002,Juàzeiro,Brazil,8.84S,39.73W
1874-06-01,24.25,1.501,Juàzeiro,Brazil,8.84S,39.73W
1874-07-01,23.626,1.402,Juàzeiro,Brazil,8.84S,39.73W
1874-08-01,24.458000000000002,1.5859999999999999,Juàzeiro,Brazil,8.84S,39.73W
1874-09-01,26.411,1.105,Juàzeiro,Brazil,8.84S,39.73W
1874-10-01,27.592,1.099,Juàzeiro,Brazil,8.84S,39.73W
1874-11-01,27.341,1.4580000000000002,Juàzeiro,Brazil,8.84S,39.73W
1874-12-01,26.947,1.5630000000000002,Juàzeiro,Brazil,8.84S,39.73W
1875-01-01,26.383000000000003,1.389,Juàzeiro,Brazil,8.84S,39.73W
1875-02-01,26.14,1.432,Juàzeiro,Brazil,8.84S,39.73W
1875-03-01,25.682,1.443,Juàzeiro,Brazil,8.84S,39.73W
1875-04-01,25.353,1.4040000000000001,Juàzeiro,Brazil,8.84S,39.73W
1875-05-01,24.825,1.379,Juàzeiro,Brazil,8.84S,39.73W
1875-06-01,24.104,1.3869999999999998,Juàzeiro,Brazil,8.84S,39.73W
1875-07-01,23.573,1.545,Juàzeiro,Brazil,8.84S,39.73W
1875-08-01,24.173000000000002,1.3030000000000002,Juàzeiro,Brazil,8.84S,39.73W
1875-09-01,25.498,1.1540000000000001,Juàzeiro,Brazil,8.84S,39.73W
1875-10-01,26.912,1.095,Juàzeiro,Brazil,8.84S,39.73W
1875-11-01,26.548000000000002,1.237,Juàzeiro,Brazil,8.84S,39.73W
1875-12-01,27.331999999999997,1.8719999999999999,Juàzeiro,Brazil,8.84S,39.73W
1876-01-01,26.734,1.4069999999999998,Juàzeiro,Brazil,8.84S,39.73W
1876-02-01,26.133000000000003,1.455,Juàzeiro,Brazil,8.84S,39.73W
1876-03-01,26.314,1.501,Juàzeiro,Brazil,8.84S,39.73W
1876-04-01,25.807,1.258,Juàzeiro,Brazil,8.84S,39.73W
1876-05-01,24.885,1.3659999999999999,Juàzeiro,Brazil,8.84S,39.73W
1876-06-01,24.109,1.294,Juàzeiro,Brazil,8.84S,39.73W
1876-07-01,23.627,1.508,Juàzeiro,Brazil,8.84S,39.73W
1876-08-01,24.3,1.26,Juàzeiro,Brazil,8.84S,39.73W
1876-09-01,25.888,1.188,Juàzeiro,Brazil,8.84S,39.73W
1876-10-01,27.18,1.1340000000000001,Juàzeiro,Brazil,8.84S,39.73W
1876-11-01,27.026,1.266,Juàzeiro,Brazil,8.84S,39.73W
1876-12-01,26.369,1.5390000000000001,Juàzeiro,Brazil,8.84S,39.73W
1877-01-01,26.405,1.656,Juàzeiro,Brazil,8.84S,39.73W
1877-02-01,26.466,1.482,Juàzeiro,Brazil,8.84S,39.73W
1877-03-01,26.494,1.624,Juàzeiro,Brazil,8.84S,39.73W
1877-04-01,25.893,1.2930000000000001,Juàzeiro,Brazil,8.84S,39.73W
1877-05-01,25.24,1.301,Juàzeiro,Brazil,8.84S,39.73W
1877-06-01,24.288,1.494,Juàzeiro,Brazil,8.84S,39.73W
1877-07-01,24.691999999999997,1.379,Juàzeiro,Brazil,8.84S,39.73W
1877-08-01,25.246,1.192,Juàzeiro,Brazil,8.84S,39.73W
1877-09-01,26.498,1.102,Juàzeiro,Brazil,8.84S,39.73W
1877-10-01,27.416999999999998,1.205,Juàzeiro,Brazil,8.84S,39.73W
1877-11-01,28.354,1.248,Juàzeiro,Brazil,8.84S,39.73W
1877-12-01,27.124000000000002,1.841,Juàzeiro,Brazil,8.84S,39.73W
1878-01-01,26.829,1.604,Juàzeiro,Brazil,8.84S,39.73W
1878-02-01,27.797,1.702,Juàzeiro,Brazil,8.84S,39.73W
1878-03-01,28.147,1.443,Juàzeiro,Brazil,8.84S,39.73W
1878-04-01,27.053,1.496,Juàzeiro,Brazil,8.84S,39.73W
1878-05-01,25.052,1.3359999999999999,Juàzeiro,Brazil,8.84S,39.73W
1878-06-01,25.116,1.56,Juàzeiro,Brazil,8.84S,39.73W
1878-07-01,24.84,1.349,Juàzeiro,Brazil,8.84S,39.73W
1878-08-01,25.081,1.248,Juàzeiro,Brazil,8.84S,39.73W
1878-09-01,26.528000000000002,1.15,Juàzeiro,Brazil,8.84S,39.73W
1878-10-01,27.744,1.122,Juàzeiro,Brazil,8.84S,39.73W
1878-11-01,28.46,1.254,Juàzeiro,Brazil,8.84S,39.73W
1878-12-01,27.53,1.49,Juàzeiro,Brazil,8.84S,39.73W
1879-01-01,27.276,1.5190000000000001,Juàzeiro,Brazil,8.84S,39.73W
1879-02-01,26.728,1.415,Juàzeiro,Brazil,8.84S,39.73W
1879-03-01,26.166,1.3940000000000001,Juàzeiro,Brazil,8.84S,39.73W
1879-04-01,25.578000000000003,1.252,Juàzeiro,Brazil,8.84S,39.73W
1879-05-01,24.682,1.3219999999999998,Juàzeiro,Brazil,8.84S,39.73W
1879-06-01,23.842,1.594,Juàzeiro,Brazil,8.84S,39.73W
1879-07-01,23.83,1.385,Juàzeiro,Brazil,8.84S,39.73W
1879-08-01,24.103,1.194,Juàzeiro,Brazil,8.84S,39.73W
1879-09-01,25.718000000000004,1.172,Juàzeiro,Brazil,8.84S,39.73W
1879-10-01,27.180999999999997,1.3519999999999999,Juàzeiro,Brazil,8.84S,39.73W
1879-11-01,27.417,1.2009999999999998,Juàzeiro,Brazil,8.84S,39.73W
1879-12-01,26.564,1.48,Juàzeiro,Brazil,8.84S,39.73W
1880-01-01,26.494,1.536,Juàzeiro,Brazil,8.84S,39.73W
1880-02-01,25.935,1.402,Juàzeiro,Brazil,8.84S,39.73W
1880-03-01,26.395,1.4080000000000001,Juàzeiro,Brazil,8.84S,39.73W
1880-04-01,25.691,1.472,Juàzeiro,Brazil,8.84S,39.73W
1880-05-01,25.644000000000002,1.4,Juàzeiro,Brazil,8.84S,39.73W
1880-06-01,24.56,1.335,Juàzeiro,Brazil,8.84S,39.73W
1880-07-01,24.271,1.4340000000000002,Juàzeiro,Brazil,8.84S,39.73W
1880-08-01,25.351,1.463,Juàzeiro,Brazil,8.84S,39.73W
1880-09-01,26.19,1.492,Juàzeiro,Brazil,8.84S,39.73W
1880-10-01,27.31,1.159,Juàzeiro,Brazil,8.84S,39.73W
1880-11-01,28.078000000000003,1.264,Juàzeiro,Brazil,8.84S,39.73W
1880-12-01,27.226,1.3769999999999998,Juàzeiro,Brazil,8.84S,39.73W
1881-01-01,27.153000000000002,1.368,Juàzeiro,Brazil,8.84S,39.73W
1881-02-01,26.313000000000002,1.4480000000000002,Juàzeiro,Brazil,8.84S,39.73W
1881-03-01,26.575,1.3880000000000001,Juàzeiro,Brazil,8.84S,39.73W
1881-04-01,26.12,1.307,Juàzeiro,Brazil,8.84S,39.73W
1881-05-01,25.421999999999997,1.3,Juàzeiro,Brazil,8.84S,39.73W
1881-06-01,23.976,1.317,Juàzeiro,Brazil,8.84S,39.73W
1881-07-01,23.941,1.242,Juàzeiro,Brazil,8.84S,39.73W
1881-08-01,24.412,1.364,Juàzeiro,Brazil,8.84S,39.73W
1881-09-01,26.016,1.102,Juàzeiro,Brazil,8.84S,39.73W
1881-10-01,26.956999999999997,1.148,Juàzeiro,Brazil,8.84S,39.73W
1881-11-01,27.215,1.197,Juàzeiro,Brazil,8.84S,39.73W
1881-12-01,27.028000000000002,1.432,Juàzeiro,Brazil,8.84S,39.73W
1882-01-01,27.152,1.749,Juàzeiro,Brazil,8.84S,39.73W
1882-02-01,26.599,1.6680000000000001,Juàzeiro,Brazil,8.84S,39.73W
1882-03-01,26.459,1.392,Juàzeiro,Brazil,8.84S,39.73W
1882-04-01,25.495,1.273,Juàzeiro,Brazil,8.84S,39.73W
1882-05-01,25.001,1.358,Juàzeiro,Brazil,8.84S,39.73W
1882-06-01,23.877,1.287,Juàzeiro,Brazil,8.84S,39.73W
1882-07-01,23.374000000000002,1.264,Juàzeiro,Brazil,8.84S,39.73W
1882-08-01,24.419,1.328,Juàzeiro,Brazil,8.84S,39.73W
1882-09-01,25.958000000000002,1.109,Juàzeiro,Brazil,8.84S,39.73W
1882-10-01,26.717,1.0759999999999998,Juàzeiro,Brazil,8.84S,39.73W
1882-11-01,26.959,1.2429999999999999,Juàzeiro,Brazil,8.84S,39.73W
1882-12-01,25.941999999999997,1.43,Juàzeiro,Brazil,8.84S,39.73W
1883-01-01,25.887,1.515,Juàzeiro,Brazil,8.84S,39.73W
1883-02-01,25.65,1.456,Juàzeiro,Brazil,8.84S,39.73W
1883-03-01,26.335,1.416,Juàzeiro,Brazil,8.84S,39.73W
1883-04-01,25.919,1.3119999999999998,Juàzeiro,Brazil,8.84S,39.73W
1883-05-01,24.996,1.334,Juàzeiro,Brazil,8.84S,39.73W
1883-06-01,24.339000000000002,1.306,Juàzeiro,Brazil,8.84S,39.73W
1883-07-01,23.785,1.263,Juàzeiro,Brazil,8.84S,39.73W
1883-08-01,24.108,1.284,Juàzeiro,Brazil,8.84S,39.73W
1883-09-01,25.807,1.095,Juàzeiro,Brazil,8.84S,39.73W
1883-10-01,27.116,1.1079999999999999,Juàzeiro,Brazil,8.84S,39.73W
1883-11-01,26.977,1.206,Juàzeiro,Brazil,8.84S,39.73W
1883-12-01,27.131,1.452,Juàzeiro,Brazil,8.84S,39.73W
1884-01-01,26.294,1.712,Juàzeiro,Brazil,8.84S,39.73W
1884-02-01,25.824,1.6280000000000001,Juàzeiro,Brazil,8.84S,39.73W
1884-03-01,24.954,1.534,Juàzeiro,Brazil,8.84S,39.73W
1884-04-01,25.205,1.287,Juàzeiro,Brazil,8.84S,39.73W
1884-05-01,24.49,1.307,Juàzeiro,Brazil,8.84S,39.73W
1884-06-01,23.918000000000003,1.382,Juàzeiro,Brazil,8.84S,39.73W
1884-07-01,23.741999999999997,1.339,Juàzeiro,Brazil,8.84S,39.73W
1884-08-01,24.447,1.249,Juàzeiro,Brazil,8.84S,39.73W
1884-09-01,25.324,1.239,Juàzeiro,Brazil,8.84S,39.73W
1884-10-01,26.844,1.115,Juàzeiro,Brazil,8.84S,39.73W
1884-11-01,27.155,1.185,Juàzeiro,Brazil,8.84S,39.73W
1884-12-01,26.89,1.483,Juàzeiro,Brazil,8.84S,39.73W
1885-01-01,25.66,1.462,Juàzeiro,Brazil,8.84S,39.73W
1885-02-01,25.972,1.5390000000000001,Juàzeiro,Brazil,8.84S,39.73W
1885-03-01,25.802,1.4180000000000001,Juàzeiro,Brazil,8.84S,39.73W
1885-04-01,25.799,1.266,Juàzeiro,Brazil,8.84S,39.73W
1885-05-01,25.319000000000003,1.314,Juàzeiro,Brazil,8.84S,39.73W
1885-06-01,24.206999999999997,1.2930000000000001,Juàzeiro,Brazil,8.84S,39.73W
1885-07-01,24.288,1.252,Juàzeiro,Brazil,8.84S,39.73W
1885-08-01,24.673000000000002,1.263,Juàzeiro,Brazil,8.84S,39.73W
1885-09-01,25.978,1.11,Juàzeiro,Brazil,8.84S,39.73W
1885-10-01,27.009,1.122,Juàzeiro,Brazil,8.84S,39.73W
1885-11-01,27.629,1.3019999999999998,Juàzeiro,Brazil,8.84S,39.73W
1885-12-01,27.901,1.538,Juàzeiro,Brazil,8.84S,39.73W
1886-01-01,26.279,1.565,Juàzeiro,Brazil,8.84S,39.73W
1886-02-01,25.563000000000002,1.459,Juàzeiro,Brazil,8.84S,39.73W
1886-03-01,25.926,1.3769999999999998,Juàzeiro,Brazil,8.84S,39.73W
1886-04-01,26.046,1.245,Juàzeiro,Brazil,8.84S,39.73W
1886-05-01,24.842,1.341,Juàzeiro,Brazil,8.84S,39.73W
1886-06-01,23.772,1.314,Juàzeiro,Brazil,8.84S,39.73W
1886-07-01,23.664,1.3159999999999998,Juàzeiro,Brazil,8.84S,39.73W
1886-08-01,24.029,1.238,Juàzeiro,Brazil,8.84S,39.73W
1886-09-01,25.854,1.105,Juàzeiro,Brazil,8.84S,39.73W
1886-10-01,26.871,1.137,Juàzeiro,Brazil,8.84S,39.73W
1886-11-01,27.427,1.192,Juàzeiro,Brazil,8.84S,39.73W
1886-12-01,27.2,1.504,Juàzeiro,Brazil,8.84S,39.73W
1887-01-01,26.021,1.454,Juàzeiro,Brazil,8.84S,39.73W
1887-02-01,26.195,1.546,Juàzeiro,Brazil,8.84S,39.73W
1887-03-01,25.854,1.382,Juàzeiro,Brazil,8.84S,39.73W
1887-04-01,25.922,1.236,Juàzeiro,Brazil,8.84S,39.73W
1887-05-01,25.103,1.327,Juàzeiro,Brazil,8.84S,39.73W
1887-06-01,23.804000000000002,1.274,Juàzeiro,Brazil,8.84S,39.73W
1887-07-01,23.597,1.3130000000000002,Juàzeiro,Brazil,8.84S,39.73W
1887-08-01,24.411,1.24,Juàzeiro,Brazil,8.84S,39.73W
1887-09-01,26.251,1.079,Juàzeiro,Brazil,8.84S,39.73W
1887-10-01,27.451999999999998,1.099,Juàzeiro,Brazil,8.84S,39.73W
1887-11-01,27.447,1.306,Juàzeiro,Brazil,8.84S,39.73W
1887-12-01,27.432,1.379,Juàzeiro,Brazil,8.84S,39.73W
1888-01-01,26.057,1.671,Juàzeiro,Brazil,8.84S,39.73W
1888-02-01,25.972,1.473,Juàzeiro,Brazil,8.84S,39.73W
1888-03-01,25.834,1.341,Juàzeiro,Brazil,8.84S,39.73W
1888-04-01,25.496,1.2590000000000001,Juàzeiro,Brazil,8.84S,39.73W
1888-05-01,25.077,1.27,Juàzeiro,Brazil,8.84S,39.73W
1888-06-01,24.153000000000002,1.285,Juàzeiro,Brazil,8.84S,39.73W
1888-07-01,23.546,1.273,Juàzeiro,Brazil,8.84S,39.73W
1888-08-01,24.51,1.204,Juàzeiro,Brazil,8.84S,39.73W
1888-09-01,26.629,1.1420000000000001,Juàzeiro,Brazil,8.84S,39.73W
1888-10-01,28.246,1.128,Juàzeiro,Brazil,8.84S,39.73W
1888-11-01,28.49,1.2890000000000001,Juàzeiro,Brazil,8.84S,39.73W
1888-12-01,27.980999999999998,1.4909999999999999,Juàzeiro,Brazil,8.84S,39.73W
1889-01-01,27.012,1.3430000000000002,Juàzeiro,Brazil,8.84S,39.73W
1889-02-01,27.512,1.3780000000000001,Juàzeiro,Brazil,8.84S,39.73W
1889-03-01,27.079,1.399,Juàzeiro,Brazil,8.84S,39.73W
1889-04-01,26.76,1.227,Juàzeiro,Brazil,8.84S,39.73W
1889-05-01,25.718000000000004,1.2770000000000001,Juàzeiro,Brazil,8.84S,39.73W
1889-06-01,23.944000000000003,1.2990000000000002,Juàzeiro,Brazil,8.84S,39.73W
1889-07-01,24.001,1.254,Juàzeiro,Brazil,8.84S,39.73W
1889-08-01,24.639,1.275,Juàzeiro,Brazil,8.84S,39.73W
1889-09-01,25.464000000000002,1.102,Juàzeiro,Brazil,8.84S,39.73W
1889-10-01,27.139,1.055,Juàzeiro,Brazil,8.84S,39.73W
1889-11-01,27.247,1.229,Juàzeiro,Brazil,8.84S,39.73W
1889-12-01,27.941999999999997,1.49,Juàzeiro,Brazil,8.84S,39.73W
1890-01-01,26.686,1.306,Juàzeiro,Brazil,8.84S,39.73W
1890-02-01,26.478,1.3880000000000001,Juàzeiro,Brazil,8.84S,39.73W
1890-03-01,26.035,1.412,Juàzeiro,Brazil,8.84S,39.73W
1890-04-01,25.509,1.2329999999999999,Juàzeiro,Brazil,8.84S,39.73W
1890-05-01,24.997,1.2819999999999998,Juàzeiro,Brazil,8.84S,39.73W
1890-06-01,23.55,1.242,Juàzeiro,Brazil,8.84S,39.73W
1890-07-01,23.471,1.247,Juàzeiro,Brazil,8.84S,39.73W
1890-08-01,24.499000000000002,1.188,Juàzeiro,Brazil,8.84S,39.73W
1890-09-01,26.409000000000002,1.036,Juàzeiro,Brazil,8.84S,39.73W
1890-10-01,27.421,1.104,Juàzeiro,Brazil,8.84S,39.73W
1890-11-01,27.406999999999996,1.339,Juàzeiro,Brazil,8.84S,39.73W
1890-12-01,27.299,1.382,Juàzeiro,Brazil,8.84S,39.73W
1891-01-01,26.551,1.296,Juàzeiro,Brazil,8.84S,39.73W
1891-02-01,26.022,1.349,Juàzeiro,Brazil,8.84S,39.73W
1891-03-01,26.326,1.265,Juàzeiro,Brazil,8.84S,39.73W
1891-04-01,25.732,1.141,Juàzeiro,Brazil,8.84S,39.73W
1891-05-01,24.879,1.296,Juàzeiro,Brazil,8.84S,39.73W
1891-06-01,24.186999999999998,1.198,Juàzeiro,Brazil,8.84S,39.73W
1891-07-01,23.476999999999997,1.143,Juàzeiro,Brazil,8.84S,39.73W
1891-08-01,24.19,1.244,Juàzeiro,Brazil,8.84S,39.73W
1891-09-01,26.103,1.045,Juàzeiro,Brazil,8.84S,39.73W
1891-10-01,26.978,1.044,Juàzeiro,Brazil,8.84S,39.73W
1891-11-01,27.326,1.097,Juàzeiro,Brazil,8.84S,39.73W
1891-12-01,27.415,1.284,Juàzeiro,Brazil,8.84S,39.73W
1892-01-01,26.857,1.3219999999999998,Juàzeiro,Brazil,8.84S,39.73W
1892-02-01,26.673000000000002,1.329,Juàzeiro,Brazil,8.84S,39.73W
1892-03-01,26.538,1.4809999999999999,Juàzeiro,Brazil,8.84S,39.73W
1892-04-01,25.5,1.215,Juàzeiro,Brazil,8.84S,39.73W
1892-05-01,24.731,1.2570000000000001,Juàzeiro,Brazil,8.84S,39.73W
1892-06-01,24.361,1.297,Juàzeiro,Brazil,8.84S,39.73W
1892-07-01,23.037,1.28,Juàzeiro,Brazil,8.84S,39.73W
1892-08-01,24.237,1.2429999999999999,Juàzeiro,Brazil,8.84S,39.73W
1892-09-01,26.021,1.055,Juàzeiro,Brazil,8.84S,39.73W
1892-10-01,27.323,1.033,Juàzeiro,Brazil,8.84S,39.73W
1892-11-01,27.1,1.178,Juàzeiro,Brazil,8.84S,39.73W
1892-12-01,27.105999999999998,1.695,Juàzeiro,Brazil,8.84S,39.73W
1893-01-01,25.512,1.328,Juàzeiro,Brazil,8.84S,39.73W
1893-02-01,25.389,1.382,Juàzeiro,Brazil,8.84S,39.73W
1893-03-01,26.226999999999997,1.3519999999999999,Juàzeiro,Brazil,8.84S,39.73W
1893-04-01,25.695,1.2329999999999999,Juàzeiro,Brazil,8.84S,39.73W
1893-05-01,24.989,1.288,Juàzeiro,Brazil,8.84S,39.73W
1893-06-01,24.031,1.276,Juàzeiro,Brazil,8.84S,39.73W
1893-07-01,23.495,1.209,Juàzeiro,Brazil,8.84S,39.73W
1893-08-01,24.18,1.111,Juàzeiro,Brazil,8.84S,39.73W
1893-09-01,25.796,1.051,Juàzeiro,Brazil,8.84S,39.73W
1893-10-01,27.269,1.063,Juàzeiro,Brazil,8.84S,39.73W
1893-11-01,27.273000000000003,1.091,Juàzeiro,Brazil,8.84S,39.73W
1893-12-01,26.951999999999998,1.286,Juàzeiro,Brazil,8.84S,39.73W
1894-01-01,26.965,1.321,Juàzeiro,Brazil,8.84S,39.73W
1894-02-01,27.228,1.345,Juàzeiro,Brazil,8.84S,39.73W
1894-03-01,26.764,1.318,Juàzeiro,Brazil,8.84S,39.73W
1894-04-01,25.681,1.2,Juàzeiro,Brazil,8.84S,39.73W
1894-05-01,25.148000000000003,1.294,Juàzeiro,Brazil,8.84S,39.73W
1894-06-01,23.515,1.207,Juàzeiro,Brazil,8.84S,39.73W
1894-07-01,23.125,1.2209999999999999,Juàzeiro,Brazil,8.84S,39.73W
