1.937,0.584,Ilhéus,Brazil,15.27S,39.17W
1989-07-01,24.685,0.55,Ilobu,Nigeria,7.23N,4.05E
1989-08-01,24.572000000000006,0.49200000000000005,Ilobu,Nigeria,7.23N,4.05E
1989-09-01,25.104,0.275,Ilobu,Nigeria,7.23N,4.05E
1989-10-01,25.785,0.262,Ilobu,Nigeria,7.23N,4.05E
1989-11-01,27.403,0.301,Ilobu,Nigeria,7.23N,4.05E
1989-12-01,26.63,0.28,Ilobu,Nigeria,7.23N,4.05E
1990-01-01,27.538,0.6629999999999999,Ilobu,Nigeria,7.23N,4.05E
1990-02-01,28.165,0.38,Ilobu,Nigeria,7.23N,4.05E
1990-03-01,29.349,0.466,Ilobu,Nigeria,7.23N,4.05E
1990-04-01,27.976,0.419,Ilobu,Nigeria,7.23N,4.05E
1990-05-01,27.035,0.311,Ilobu,Nigeria,7.23N,4.05E
1990-06-01,26.449,0.34,Ilobu,Nigeria,7.23N,4.05E
1990-07-01,24.513,0.32899999999999996,Ilobu,Nigeria,7.23N,4.05E
1990-08-01,24.943,0.301,Ilobu,Nigeria,7.23N,4.05E
1990-09-01,25.3,0.35200000000000004,Ilobu,Nigeria,7.23N,4.05E
1990-10-01,26.302,0.364,Ilobu,Nigeria,7.23N,4.05E
1990-11-01,27.581999999999997,0.441,Ilobu,Nigeria,7.23N,4.05E
1990-12-01,27.397,0.828,Ilobu,Nigeria,7.23N,4.05E
1991-01-01,27.408,0.27899999999999997,Ilobu,Nigeria,7.23N,4.05E
1991-02-01,28.916999999999998,0.318,Ilobu,Nigeria,7.23N,4.05E
1991-03-01,28.976999999999997,0.175,Ilobu,Nigeria,7.23N,4.05E
1991-04-01,27.253,0.348,Ilobu,Nigeria,7.23N,4.05E
1991-05-01,26.833,0.313,Ilobu,Nigeria,7.23N,4.05E
1991-06-01,26.326999999999998,0.311,Ilobu,Nigeria,7.23N,4.05E
1991-07-01,24.859,0.158,Ilobu,Nigeria,7.23N,4.05E
1991-08-01,24.439,0.318,Ilobu,Nigeria,7.23N,4.05E
1991-09-01,25.221999999999998,0.397,Ilobu,Nigeria,7.23N,4.05E
1991-10-01,25.405,0.327,Ilobu,Nigeria,7.23N,4.05E
1991-11-01,27.078000000000007,0.25,Ilobu,Nigeria,7.23N,4.05E
1991-12-01,26.546999999999997,0.316,Ilobu,Nigeria,7.23N,4.05E
1992-01-01,26.225,0.441,Ilobu,Nigeria,7.23N,4.05E
1992-02-01,28.872,0.302,Ilobu,Nigeria,7.23N,4.05E
1992-03-01,29.436,0.272,Ilobu,Nigeria,7.23N,4.05E
1992-04-01,28.227,0.337,Ilobu,Nigeria,7.23N,4.05E
1992-05-01,27.131999999999998,0.364,Ilobu,Nigeria,7.23N,4.05E
1992-06-01,25.406999999999996,0.305,Ilobu,Nigeria,7.23N,4.05E
1992-07-01,24.428,0.251,Ilobu,Nigeria,7.23N,4.05E
1992-08-01,24.234,0.187,Ilobu,Nigeria,7.23N,4.05E
1992-09-01,24.648000000000003,0.204,Ilobu,Nigeria,7.23N,4.05E
1992-10-01,25.766,0.163,Ilobu,Nigeria,7.23N,4.05E
1992-11-01,26.383000000000006,0.401,Ilobu,Nigeria,7.23N,4.05E
1992-12-01,27.136,0.49700000000000005,Ilobu,Nigeria,7.23N,4.05E
1993-01-01,26.705,0.28800000000000003,Ilobu,Nigeria,7.23N,4.05E
1993-02-01,28.618000000000002,0.126,Ilobu,Nigeria,7.23N,4.05E
1993-03-01,28.174,0.297,Ilobu,Nigeria,7.23N,4.05E
1993-04-01,28.238000000000003,0.102,Ilobu,Nigeria,7.23N,4.05E
1993-05-01,27.43,0.326,Ilobu,Nigeria,7.23N,4.05E
1993-06-01,25.886999999999997,0.326,Ilobu,Nigeria,7.23N,4.05E
1993-07-01,24.723000000000006,0.268,Ilobu,Nigeria,7.23N,4.05E
1993-08-01,24.581999999999997,0.46799999999999997,Ilobu,Nigeria,7.23N,4.05E
1993-09-01,25.435,0.292,Ilobu,Nigeria,7.23N,4.05E
1993-10-01,26.354000000000006,0.191,Ilobu,Nigeria,7.23N,4.05E
1993-11-01,27.209000000000003,0.39299999999999996,Ilobu,Nigeria,7.23N,4.05E
1993-12-01,27.078000000000003,0.42100000000000004,Ilobu,Nigeria,7.23N,4.05E
1994-01-01,27.009,0.285,Ilobu,Nigeria,7.23N,4.05E
1994-02-01,28.796,0.294,Ilobu,Nigeria,7.23N,4.05E
1994-03-01,29.265,0.41,Ilobu,Nigeria,7.23N,4.05E
1994-04-01,27.976,0.326,Ilobu,Nigeria,7.23N,4.05E
1994-05-01,27.049,0.29,Ilobu,Nigeria,7.23N,4.05E
1994-06-01,26.046,0.318,Ilobu,Nigeria,7.23N,4.05E
1994-07-01,24.74,0.215,Ilobu,Nigeria,7.23N,4.05E
1994-08-01,24.531,0.42100000000000004,Ilobu,Nigeria,7.23N,4.05E
1994-09-01,25.02,0.632,Ilobu,Nigeria,7.23N,4.05E
1994-10-01,25.516,0.35200000000000004,Ilobu,Nigeria,7.23N,4.05E
1994-11-01,26.874,0.53,Ilobu,Nigeria,7.23N,4.05E
1994-12-01,26.334,0.556,Ilobu,Nigeria,7.23N,4.05E
1995-01-01,27.207,0.63,Ilobu,Nigeria,7.23N,4.05E
1995-02-01,28.683000000000003,0.308,Ilobu,Nigeria,7.23N,4.05E
1995-03-01,28.587,0.214,Ilobu,Nigeria,7.23N,4.05E
1995-04-01,28.235,0.368,Ilobu,Nigeria,7.23N,4.05E
1995-05-01,27.24,0.41100000000000003,Ilobu,Nigeria,7.23N,4.05E
1995-06-01,25.933000000000003,0.45,Ilobu,Nigeria,7.23N,4.05E
1995-07-01,25.094,0.349,Ilobu,Nigeria,7.23N,4.05E
1995-08-01,25.109,0.20199999999999999,Ilobu,Nigeria,7.23N,4.05E
1995-09-01,25.656999999999996,0.43200000000000005,Ilobu,Nigeria,7.23N,4.05E
1995-10-01,25.949,0.318,Ilobu,Nigeria,7.23N,4.05E
1995-11-01,27.191000000000006,0.37,Ilobu,Nigeria,7.23N,4.05E
1995-12-01,27.374000000000002,0.451,Ilobu,Nigeria,7.23N,4.05E
1996-01-01,27.925,0.322,Ilobu,Nigeria,7.23N,4.05E
1996-02-01,28.965,0.606,Ilobu,Nigeria,7.23N,4.05E
1996-03-01,28.901999999999997,0.525,Ilobu,Nigeria,7.23N,4.05E
1996-04-01,27.895,0.225,Ilobu,Nigeria,7.23N,4.05E
1996-05-01,27.24,0.184,Ilobu,Nigeria,7.23N,4.05E
1996-06-01,26.0,0.29600000000000004,Ilobu,Nigeria,7.23N,4.05E
1996-07-01,25.06,0.33299999999999996,Ilobu,Nigeria,7.23N,4.05E
1996-08-01,24.643,0.162,Ilobu,Nigeria,7.23N,4.05E
1996-09-01,24.868000000000002,0.258,Ilobu,Nigeria,7.23N,4.05E
1996-10-01,25.765,0.19699999999999998,Ilobu,Nigeria,7.23N,4.05E
1996-11-01,26.499,0.882,Ilobu,Nigeria,7.23N,4.05E
1996-12-01,27.518,0.28800000000000003,Ilobu,Nigeria,7.23N,4.05E
1997-01-01,27.768,0.18600000000000003,Ilobu,Nigeria,7.23N,4.05E
1997-02-01,28.268,0.627,Ilobu,Nigeria,7.23N,4.05E
1997-03-01,28.539,0.517,Ilobu,Nigeria,7.23N,4.05E
1997-04-01,27.258000000000003,0.20600000000000002,Ilobu,Nigeria,7.23N,4.05E
1997-05-01,26.904,0.301,Ilobu,Nigeria,7.23N,4.05E
1997-06-01,25.941,0.381,Ilobu,Nigeria,7.23N,4.05E
1997-07-01,24.805999999999997,0.42100000000000004,Ilobu,Nigeria,7.23N,4.05E
1997-08-01,24.734,0.33799999999999997,Ilobu,Nigeria,7.23N,4.05E
1997-09-01,25.695,0.611,Ilobu,Nigeria,7.23N,4.05E
1997-10-01,26.241999999999997,0.514,Ilobu,Nigeria,7.23N,4.05E
1997-11-01,27.259,0.446,Ilobu,Nigeria,7.23N,4.05E
1997-12-01,27.295,0.207,Ilobu,Nigeria,7.23N,4.05E
1998-01-01,27.33,0.474,Ilobu,Nigeria,7.23N,4.05E
1998-02-01,29.984,0.29100000000000004,Ilobu,Nigeria,7.23N,4.05E
1998-03-01,30.19,1.57,Ilobu,Nigeria,7.23N,4.05E
1998-04-01,29.384,0.894,Ilobu,Nigeria,7.23N,4.05E
1998-05-01,27.840999999999998,0.405,Ilobu,Nigeria,7.23N,4.05E
1998-06-01,26.636999999999997,0.253,Ilobu,Nigeria,7.23N,4.05E
1998-07-01,25.294,0.32799999999999996,Ilobu,Nigeria,7.23N,4.05E
1998-08-01,24.794,0.20600000000000002,Ilobu,Nigeria,7.23N,4.05E
1998-09-01,25.355999999999998,0.188,Ilobu,Nigeria,7.23N,4.05E
1998-10-01,26.22,0.23399999999999999,Ilobu,Nigeria,7.23N,4.05E
1998-11-01,27.849,0.484,Ilobu,Nigeria,7.23N,4.05E
1998-12-01,27.41,0.386,Ilobu,Nigeria,7.23N,4.05E
1999-01-01,27.5,0.564,Ilobu,Nigeria,7.23N,4.05E
1999-02-01,28.799,0.24100000000000002,Ilobu,Nigeria,7.23N,4.05E
1999-03-01,29.011999999999997,0.40700000000000003,Ilobu,Nigeria,7.23N,4.05E
1999-04-01,28.104,0.546,Ilobu,Nigeria,7.23N,4.05E
1999-05-01,27.456999999999997,0.258,Ilobu,Nigeria,7.23N,4.05E
1999-06-01,26.265,0.264,Ilobu,Nigeria,7.23N,4.05E
1999-07-01,24.971,0.45,Ilobu,Nigeria,7.23N,4.05E
1999-08-01,24.843000000000004,0.16,Ilobu,Nigeria,7.23N,4.05E
1999-09-01,25.088,0.309,Ilobu,Nigeria,7.23N,4.05E
1999-10-01,25.754,0.335,Ilobu,Nigeria,7.23N,4.05E
1999-11-01,27.239,0.27,Ilobu,Nigeria,7.23N,4.05E
1999-12-01,27.218000000000004,0.256,Ilobu,Nigeria,7.23N,4.05E
2000-01-01,27.351999999999997,0.69,Ilobu,Nigeria,7.23N,4.05E
2000-02-01,28.349,0.33899999999999997,Ilobu,Nigeria,7.23N,4.05E
2000-03-01,29.215,0.638,Ilobu,Nigeria,7.23N,4.05E
2000-04-01,28.038,0.46299999999999997,Ilobu,Nigeria,7.23N,4.05E
2000-05-01,27.263,0.401,Ilobu,Nigeria,7.23N,4.05E
2000-06-01,25.983,0.209,Ilobu,Nigeria,7.23N,4.05E
2000-07-01,25.006,0.24,Ilobu,Nigeria,7.23N,4.05E
2000-08-01,24.605,0.44,Ilobu,Nigeria,7.23N,4.05E
2000-09-01,25.241,0.213,Ilobu,Nigeria,7.23N,4.05E
2000-10-01,25.756,0.254,Ilobu,Nigeria,7.23N,4.05E
2000-11-01,27.256,0.387,Ilobu,Nigeria,7.23N,4.05E
2000-12-01,26.968000000000004,0.297,Ilobu,Nigeria,7.23N,4.05E
2001-01-01,27.056,0.345,Ilobu,Nigeria,7.23N,4.05E
2001-02-01,28.233,0.27,Ilobu,Nigeria,7.23N,4.05E
2001-03-01,28.912,0.8420000000000001,Ilobu,Nigeria,7.23N,4.05E
2001-04-01,28.034000000000002,0.257,Ilobu,Nigeria,7.23N,4.05E
2001-05-01,27.636999999999997,0.451,Ilobu,Nigeria,7.23N,4.05E
2001-06-01,25.689,0.816,Ilobu,Nigeria,7.23N,4.05E
2001-07-01,24.941000000000006,0.53,Ilobu,Nigeria,7.23N,4.05E
2001-08-01,24.135,0.382,Ilobu,Nigeria,7.23N,4.05E
2001-09-01,25.028000000000002,0.6809999999999999,Ilobu,Nigeria,7.23N,4.05E
2001-10-01,26.302,0.32,Ilobu,Nigeria,7.23N,4.05E
2001-11-01,27.333,0.856,Ilobu,Nigeria,7.23N,4.05E
2001-12-01,27.835,0.376,Ilobu,Nigeria,7.23N,4.05E
2002-01-01,26.94,0.244,Ilobu,Nigeria,7.23N,4.05E
2002-02-01,28.868000000000002,0.505,Ilobu,Nigeria,7.23N,4.05E
2002-03-01,29.221,0.348,Ilobu,Nigeria,7.23N,4.05E
2002-04-01,28.098000000000003,0.573,Ilobu,Nigeria,7.23N,4.05E
2002-05-01,27.744,0.196,Ilobu,Nigeria,7.23N,4.05E
2002-06-01,26.103,0.423,Ilobu,Nigeria,7.23N,4.05E
2002-07-01,25.206,0.552,Ilobu,Nigeria,7.23N,4.05E
2002-08-01,24.71,0.429,Ilobu,Nigeria,7.23N,4.05E
2002-09-01,25.68,0.743,Ilobu,Nigeria,7.23N,4.05E
2002-10-01,26.063,0.638,Ilobu,Nigeria,7.23N,4.05E
2002-11-01,27.65,0.414,Ilobu,Nigeria,7.23N,4.05E
2002-12-01,27.534000000000002,0.43,Ilobu,Nigeria,7.23N,4.05E
2003-01-01,27.926,0.424,Ilobu,Nigeria,7.23N,4.05E
2003-02-01,29.234,0.9309999999999999,Ilobu,Nigeria,7.23N,4.05E
2003-03-01,29.632,0.39,Ilobu,Nigeria,7.23N,4.05E
2003-04-01,28.033,0.405,Ilobu,Nigeria,7.23N,4.05E
2003-05-01,27.871,0.33299999999999996,Ilobu,Nigeria,7.23N,4.05E
2003-06-01,25.921,0.354,Ilobu,Nigeria,7.23N,4.05E
2003-07-01,25.043000000000003,0.354,Ilobu,Nigeria,7.23N,4.05E
2003-08-01,24.878,0.527,Ilobu,Nigeria,7.23N,4.05E
2003-09-01,25.604,0.301,Ilobu,Nigeria,7.23N,4.05E
2003-10-01,26.725,0.384,Ilobu,Nigeria,7.23N,4.05E
2003-11-01,27.599,0.201,Ilobu,Nigeria,7.23N,4.05E
2003-12-01,27.323,0.461,Ilobu,Nigeria,7.23N,4.05E
2004-01-01,28.046,0.271,Ilobu,Nigeria,7.23N,4.05E
2004-02-01,28.898000000000003,0.33,Ilobu,Nigeria,7.23N,4.05E
2004-03-01,29.188000000000002,0.336,Ilobu,Nigeria,7.23N,4.05E
2004-04-01,28.206,0.49200000000000005,Ilobu,Nigeria,7.23N,4.05E
2004-05-01,26.877,0.358,Ilobu,Nigeria,7.23N,4.05E
2004-06-01,25.949,0.41,Ilobu,Nigeria,7.23N,4.05E
2004-07-01,25.021,0.183,Ilobu,Nigeria,7.23N,4.05E
2004-08-01,24.865,0.321,Ilobu,Nigeria,7.23N,4.05E
2004-09-01,25.831999999999997,0.273,Ilobu,Nigeria,7.23N,4.05E
2004-10-01,26.535,0.426,Ilobu,Nigeria,7.23N,4.05E
2004-11-01,27.769,0.35200000000000004,Ilobu,Nigeria,7.23N,4.05E
2004-12-01,28.183000000000003,0.7,Ilobu,Nigeria,7.23N,4.05E
2005-01-01,27.629,0.7859999999999999,Ilobu,Nigeria,7.23N,4.05E
2005-02-01,30.116999999999997,0.42100000000000004,Ilobu,Nigeria,7.23N,4.05E
2005-03-01,29.501,0.5670000000000001,Ilobu,Nigeria,7.23N,4.05E
2005-04-01,28.849,0.34600000000000003,Ilobu,Nigeria,7.23N,4.05E
2005-05-01,27.589,0.612,Ilobu,Nigeria,7.23N,4.05E
2005-06-01,25.987,0.256,Ilobu,Nigeria,7.23N,4.05E
2005-07-01,24.951999999999998,0.204,Ilobu,Nigeria,7.23N,4.05E
2005-08-01,24.706,0.609,Ilobu,Nigeria,7.23N,4.05E
2005-09-01,25.787,0.27,Ilobu,Nigeria,7.23N,4.05E
2005-10-01,26.495,0.7090000000000001,Ilobu,Nigeria,7.23N,4.05E
2005-11-01,27.899,0.28600000000000003,Ilobu,Nigeria,7.23N,4.05E
2005-12-01,27.767,0.38,Ilobu,Nigeria,7.23N,4.05E
2006-01-01,28.64,0.3,Ilobu,Nigeria,7.23N,4.05E
2006-02-01,29.714000000000002,0.397,Ilobu,Nigeria,7.23N,4.05E
2006-03-01,29.55,0.758,Ilobu,Nigeria,7.23N,4.05E
2006-04-01,29.436,0.745,Ilobu,Nigeria,7.23N,4.05E
2006-05-01,27.174,0.282,Ilobu,Nigeria,7.23N,4.05E
2006-06-01,26.71,0.21600000000000003,Ilobu,Nigeria,7.23N,4.05E
2006-07-01,25.793000000000003,0.217,Ilobu,Nigeria,7.23N,4.05E
2006-08-01,24.897,0.28800000000000003,Ilobu,Nigeria,7.23N,4.05E
2006-09-01,25.42,0.21100000000000002,Ilobu,Nigeria,7.23N,4.05E
2006-10-01,26.656999999999996,0.354,Ilobu,Nigeria,7.23N,4.05E
2006-11-01,27.293000000000006,0.418,Ilobu,Nigeria,7.23N,4.05E
2006-12-01,27.267,0.257,Ilobu,Nigeria,7.23N,4.05E
2007-01-01,27.195,0.47100000000000003,Ilobu,Nigeria,7.23N,4.05E
2007-02-01,29.682,0.469,Ilobu,Nigeria,7.23N,4.05E
2007-03-01,30.12,0.659,Ilobu,Nigeria,7.23N,4.05E
2007-04-01,28.921,0.628,Ilobu,Nigeria,7.23N,4.05E
2007-05-01,27.738000000000003,0.349,Ilobu,Nigeria,7.23N,4.05E
2007-06-01,26.018,0.36,Ilobu,Nigeria,7.23N,4.05E
2007-07-01,25.525,0.342,Ilobu,Nigeria,7.23N,4.05E
2007-08-01,25.284,0.5770000000000001,Ilobu,Nigeria,7.23N,4.05E
2007-09-01,25.901999999999997,0.701,Ilobu,Nigeria,7.23N,4.05E
2007-10-01,26.468000000000004,0.6459999999999999,Ilobu,Nigeria,7.23N,4.05E
2007-11-01,27.129,0.953,Ilobu,Nigeria,7.23N,4.05E
2007-12-01,27.441,0.392,Ilobu,Nigeria,7.23N,4.05E
2008-01-01,26.736,0.58,Ilobu,Nigeria,7.23N,4.05E
2008-02-01,29.086,0.45899999999999996,Ilobu,Nigeria,7.23N,4.05E
2008-03-01,29.378,0.462,Ilobu,Nigeria,7.23N,4.05E
2008-04-01,28.333000000000002,0.33,Ilobu,Nigeria,7.23N,4.05E
2008-05-01,27.363000000000003,0.364,Ilobu,Nigeria,7.23N,4.05E
2008-06-01,26.021,0.359,Ilobu,Nigeria,7.23N,4.05E
2008-07-01,25.214,0.254,Ilobu,Nigeria,7.23N,4.05E
2008-08-01,24.901,0.35,Ilobu,Nigeria,7.23N,4.05E
2008-09-01,25.631999999999998,0.331,Ilobu,Nigeria,7.23N,4.05E
2008-10-01,26.468000000000004,0.371,Ilobu,Nigeria,7.23N,4.05E
2008-11-01,27.975,0.32299999999999995,Ilobu,Nigeria,7.23N,4.05E
2008-12-01,27.695,0.59,Ilobu,Nigeria,7.23N,4.05E
2009-01-01,27.976,0.478,Ilobu,Nigeria,7.23N,4.05E
2009-02-01,29.594,0.264,Ilobu,Nigeria,7.23N,4.05E
2009-03-01,29.898000000000003,0.331,Ilobu,Nigeria,7.23N,4.05E
2009-04-01,28.142,0.366,Ilobu,Nigeria,7.23N,4.05E
2009-05-01,27.738000000000003,0.24600000000000002,Ilobu,Nigeria,7.23N,4.05E
2009-06-01,26.495,0.434,Ilobu,Nigeria,7.23N,4.05E
2009-07-01,25.358,0.307,Ilobu,Nigeria,7.23N,4.05E
2009-08-01,24.969,0.376,Ilobu,Nigeria,7.23N,4.05E
2009-09-01,25.776,0.32299999999999995,Ilobu,Nigeria,7.23N,4.05E
2009-10-01,26.250999999999998,0.273,Ilobu,Nigeria,7.23N,4.05E
2009-11-01,27.412000000000006,0.613,Ilobu,Nigeria,7.23N,4.05E
2009-12-01,28.566,0.515,Ilobu,Nigeria,7.23N,4.05E
2010-01-01,28.597,0.701,Ilobu,Nigeria,7.23N,4.05E
2010-02-01,30.313000000000002,0.387,Ilobu,Nigeria,7.23N,4.05E
2010-03-01,29.925,0.536,Ilobu,Nigeria,7.23N,4.05E
2010-04-01,29.387,0.26899999999999996,Ilobu,Nigeria,7.23N,4.05E
2010-05-01,28.092,0.46399999999999997,Ilobu,Nigeria,7.23N,4.05E
2010-06-01,26.611,0.24100000000000002,Ilobu,Nigeria,7.23N,4.05E
2010-07-01,25.426,0.247,Ilobu,Nigeria,7.23N,4.05E
2010-08-01,25.295,0.41600000000000004,Ilobu,Nigeria,7.23N,4.05E
2010-09-01,25.625999999999998,0.243,Ilobu,Nigeria,7.23N,4.05E
2010-10-01,26.311999999999998,0.423,Ilobu,Nigeria,7.23N,4.05E
2010-11-01,27.685,0.489,Ilobu,Nigeria,7.23N,4.05E
2010-12-01,27.396,0.561,Ilobu,Nigeria,7.23N,4.05E
2011-01-01,27.29,0.494,Ilobu,Nigeria,7.23N,4.05E
2011-02-01,28.828000000000003,0.37799999999999995,Ilobu,Nigeria,7.23N,4.05E
2011-03-01,29.609,0.81,Ilobu,Nigeria,7.23N,4.05E
2011-04-01,28.71,0.484,Ilobu,Nigeria,7.23N,4.05E
2011-05-01,28.041,0.408,Ilobu,Nigeria,7.23N,4.05E
2011-06-01,26.461,0.251,Ilobu,Nigeria,7.23N,4.05E
2011-07-01,25.290000000000006,0.263,Ilobu,Nigeria,7.23N,4.05E
2011-08-01,24.956,0.43700000000000006,Ilobu,Nigeria,7.23N,4.05E
2011-09-01,25.77,0.503,Ilobu,Nigeria,7.23N,4.05E
2011-10-01,25.976000000000006,0.513,Ilobu,Nigeria,7.23N,4.05E
2011-11-01,27.399,0.49200000000000005,Ilobu,Nigeria,7.23N,4.05E
2011-12-01,27.258000000000003,0.496,Ilobu,Nigeria,7.23N,4.05E
2012-01-01,27.704,0.93,Ilobu,Nigeria,7.23N,4.05E
2012-02-01,28.872,0.507,Ilobu,Nigeria,7.23N,4.05E
2012-03-01,29.565,0.748,Ilobu,Nigeria,7.23N,4.05E
2012-04-01,28.303,0.552,Ilobu,Nigeria,7.23N,4.05E
2012-05-01,27.061999999999998,0.332,Ilobu,Nigeria,7.23N,4.05E
2012-06-01,26.13,0.474,Ilobu,Nigeria,7.23N,4.05E
2012-07-01,25.215999999999998,1.558,Ilobu,Nigeria,7.23N,4.05E
2012-08-01,24.756999999999998,0.486,Ilobu,Nigeria,7.23N,4.05E
2012-09-01,25.14,1.071,Ilobu,Nigeria,7.23N,4.05E
2012-10-01,26.206999999999997,1.3619999999999999,Ilobu,Nigeria,7.23N,4.05E
2012-11-01,27.581999999999997,0.267,Ilobu,Nigeria,7.23N,4.05E
2012-12-01,27.418000000000003,0.35200000000000004,Ilobu,Nigeria,7.23N,4.05E
2013-01-01,28.136,0.7559999999999999,Ilobu,Nigeria,7.23N,4.05E
2013-02-01,29.679000000000002,1.298,Ilobu,Nigeria,7.23N,4.05E
2013-03-01,29.531,0.687,Ilobu,Nigeria,7.23N,4.05E
2013-04-01,27.879,0.7070000000000001,Ilobu,Nigeria,7.23N,4.05E
2013-05-01,26.956,0.616,Ilobu,Nigeria,7.23N,4.05E
2013-06-01,25.809,0.555,Ilobu,Nigeria,7.23N,4.05E
2013-07-01,25.206,0.256,Ilobu,Nigeria,7.23N,4.05E
2013-08-01,24.156,0.426,Ilobu,Nigeria,7.23N,4.05E
2013-09-01,,,Ilobu,Nigeria,7.23N,4.05E
1853-01-01,25.201,1.429,Iloilo,Philippines,10.45N,121.91E
1853-02-01,24.482,1.392,Iloilo,Philippines,10.45N,121.91E
1853-03-01,26.335,1.68,Iloilo,Philippines,10.45N,121.91E
1853-04-01,27.444000000000003,1.3840000000000001,Iloilo,Philippines,10.45N,121.91E
1853-05-01,28.309,1.253,Iloilo,Philippines,10.45N,121.91E
1853-06-01,27.891,1.179,Iloilo,Philippines,10.45N,121.91E
1853-07-01,27.921,1.046,Iloilo,Philippines,10.45N,121.91E
1853-08-01,27.637,1.099,Iloilo,Philippines,10.45N,121.91E
1853-09-01,27.101000000000006,1.071,Iloilo,Philippines,10.45N,121.91E
1853-10-01,26.684,1.232,Iloilo,Philippines,10.45N,121.91E
1853-11-01,26.538,1.7409999999999999,Iloilo,Philippines,10.45N,121.91E
1853-12-01,26.083,1.3119999999999998,Iloilo,Philippines,10.45N,121.91E
1854-01-01,25.307,1.671,Iloilo,Philippines,10.45N,121.91E
1854-02-01,25.279,1.43,Iloilo,Philippines,10.45N,121.91E
1854-03-01,26.72,1.5090000000000001,Iloilo,Philippines,10.45N,121.91E
1854-04-01,27.272,1.123,Iloilo,Philippines,10.45N,121.91E
1854-05-01,28.316999999999997,1.218,Iloilo,Philippines,10.45N,121.91E
1854-06-01,27.67,1.189,Iloilo,Philippines,10.45N,121.91E
1854-07-01,28.141,1.268,Iloilo,Philippines,10.45N,121.91E
1854-08-01,27.64,1.264,Iloilo,Philippines,10.45N,121.91E
1854-09-01,26.723000000000006,1.033,Iloilo,Philippines,10.45N,121.91E
1854-10-01,27.191999999999997,1.511,Iloilo,Philippines,10.45N,121.91E
1854-11-01,26.581999999999997,1.307,Iloilo,Philippines,10.45N,121.91E
1854-12-01,26.647,1.939,Iloilo,Philippines,10.45N,121.91E
1855-01-01,26.311,1.903,Iloilo,Philippines,10.45N,121.91E
1855-02-01,26.277,1.41,Iloilo,Philippines,10.45N,121.91E
1855-03-01,26.607,1.228,Iloilo,Philippines,10.45N,121.91E
1855-04-01,28.28,1.492,Iloilo,Philippines,10.45N,121.91E
1855-05-01,28.467,1.304,Iloilo,Philippines,10.45N,121.91E
1855-06-01,27.581,1.272,Iloilo,Philippines,10.45N,121.91E
1855-07-01,27.241999999999997,1.158,Iloilo,Philippines,10.45N,121.91E
1855-08-01,27.273000000000003,1.072,Iloilo,Philippines,10.45N,121.91E
1855-09-01,26.55,1.037,Iloilo,Philippines,10.45N,121.91E
1855-10-01,25.916,1.511,Iloilo,Philippines,10.45N,121.91E
1855-11-01,26.058000000000003,1.228,Iloilo,Philippines,10.45N,121.91E
1855-12-01,24.979000000000006,1.7630000000000001,Iloilo,Philippines,10.45N,121.91E
1856-01-01,25.618,1.456,Iloilo,Philippines,10.45N,121.91E
1856-02-01,24.856,1.575,Iloilo,Philippines,10.45N,121.91E
1856-03-01,26.002,1.3459999999999999,Iloilo,Philippines,10.45N,121.91E
1856-04-01,27.176,1.121,Iloilo,Philippines,10.45N,121.91E
1856-05-01,27.636,1.4280000000000002,Iloilo,Philippines,10.45N,121.91E
1856-06-01,28.078000000000003,1.325,Iloilo,Philippines,10.45N,121.91E
1856-07-01,27.189,1.179,Iloilo,Philippines,10.45N,121.91E
1856-08-01,26.715,1.4480000000000002,Iloilo,Philippines,10.45N,121.91E
1856-09-01,26.506,1.186,Iloilo,Philippines,10.45N,121.91E
1856-10-01,25.868000000000002,1.169,Iloilo,Philippines,10.45N,121.91E
1856-11-01,25.776999999999997,1.375,Iloilo,Philippines,10.45N,121.91E
1856-12-01,25.803,1.415,Iloilo,Philippines,10.45N,121.91E
1857-01-01,25.25,1.432,Iloilo,Philippines,10.45N,121.91E
1857-02-01,25.709,1.633,Iloilo,Philippines,10.45N,121.91E
1857-03-01,26.334,1.4580000000000002,Iloilo,Philippines,10.45N,121.91E
1857-04-01,26.601,1.131,Iloilo,Philippines,10.45N,121.91E
1857-05-01,27.174,1.214,Iloilo,Philippines,10.45N,121.91E
1857-06-01,27.038,1.1540000000000001,Iloilo,Philippines,10.45N,121.91E
1857-07-01,27.333,1.057,Iloilo,Philippines,10.45N,121.91E
1857-08-01,26.611,1.3319999999999999,Iloilo,Philippines,10.45N,121.91E
1857-09-01,26.391,1.034,Iloilo,Philippines,10.45N,121.91E
1857-10-01,25.965999999999998,1.2670000000000001,Iloilo,Philippines,10.45N,121.91E
1857-11-01,,,Iloilo,Philippines,10.45N,121.91E
1857-12-01,,,Iloilo,Philippines,10.45N,121.91E
1858-01-01,26.053,1.764,Iloilo,Philippines,10.45N,121.91E
1858-02-01,25.171,1.419,Iloilo,Philippines,10.45N,121.91E
1858-03-01,26.327,1.298,Iloilo,Philippines,10.45N,121.91E
1858-04-01,27.732,1.518,Iloilo,Philippines,10.45N,121.91E
1858-05-01,27.809,1.411,Iloilo,Philippines,10.45N,121.91E
1858-06-01,,,Iloilo,Philippines,10.45N,121.91E
1858-07-01,,,Iloilo,Philippines,10.45N,121.91E
1858-08-01,,,Iloilo,Philippines,10.45N,121.91E
