.123,1.07,Nova Iguaçu,Brazil,23.31S,42.82W
1915-06-01,23.334,0.688,Nova Iguaçu,Brazil,23.31S,42.82W
1915-07-01,22.589000000000002,0.61,Nova Iguaçu,Brazil,23.31S,42.82W
1915-08-01,22.853,0.7140000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1915-09-01,22.166999999999998,0.738,Nova Iguaçu,Brazil,23.31S,42.82W
1915-10-01,21.369,0.607,Nova Iguaçu,Brazil,23.31S,42.82W
1915-11-01,21.969,0.758,Nova Iguaçu,Brazil,23.31S,42.82W
1915-12-01,23.465,0.995,Nova Iguaçu,Brazil,23.31S,42.82W
1916-01-01,25.014,1.36,Nova Iguaçu,Brazil,23.31S,42.82W
1916-02-01,25.295,1.008,Nova Iguaçu,Brazil,23.31S,42.82W
1916-03-01,24.944000000000003,0.7390000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1916-04-01,24.266,0.9359999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1916-05-01,24.238000000000003,0.932,Nova Iguaçu,Brazil,23.31S,42.82W
1916-06-01,24.124000000000002,0.677,Nova Iguaçu,Brazil,23.31S,42.82W
1916-07-01,22.48,0.682,Nova Iguaçu,Brazil,23.31S,42.82W
1916-08-01,22.03,0.716,Nova Iguaçu,Brazil,23.31S,42.82W
1916-09-01,22.693,0.948,Nova Iguaçu,Brazil,23.31S,42.82W
1916-10-01,20.906,0.669,Nova Iguaçu,Brazil,23.31S,42.82W
1916-11-01,22.78,0.759,Nova Iguaçu,Brazil,23.31S,42.82W
1916-12-01,23.441,0.795,Nova Iguaçu,Brazil,23.31S,42.82W
1917-01-01,25.19,1.271,Nova Iguaçu,Brazil,23.31S,42.82W
1917-02-01,25.811999999999998,0.927,Nova Iguaçu,Brazil,23.31S,42.82W
1917-03-01,25.106,0.5660000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1917-04-01,23.612,0.648,Nova Iguaçu,Brazil,23.31S,42.82W
1917-05-01,22.007,0.8079999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1917-06-01,21.226999999999997,0.825,Nova Iguaçu,Brazil,23.31S,42.82W
1917-07-01,21.268,1.0659999999999998,Nova Iguaçu,Brazil,23.31S,42.82W
1917-08-01,20.712,0.802,Nova Iguaçu,Brazil,23.31S,42.82W
1917-09-01,21.166999999999998,0.878,Nova Iguaçu,Brazil,23.31S,42.82W
1917-10-01,20.776,0.997,Nova Iguaçu,Brazil,23.31S,42.82W
1917-11-01,21.219,0.995,Nova Iguaçu,Brazil,23.31S,42.82W
1917-12-01,23.288,0.759,Nova Iguaçu,Brazil,23.31S,42.82W
1918-01-01,25.377,1.0290000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1918-02-01,25.826,0.693,Nova Iguaçu,Brazil,23.31S,42.82W
1918-03-01,25.679000000000002,0.8390000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1918-04-01,24.564,0.9620000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1918-05-01,24.214000000000002,0.8190000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1918-06-01,22.851999999999997,0.583,Nova Iguaçu,Brazil,23.31S,42.82W
1918-07-01,21.316999999999997,0.8009999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1918-08-01,20.721999999999998,0.67,Nova Iguaçu,Brazil,23.31S,42.82W
1918-09-01,21.135,0.763,Nova Iguaçu,Brazil,23.31S,42.82W
1918-10-01,21.726,0.601,Nova Iguaçu,Brazil,23.31S,42.82W
1918-11-01,22.410999999999998,0.7909999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1918-12-01,23.289,1.045,Nova Iguaçu,Brazil,23.31S,42.82W
1919-01-01,24.469,1.2209999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1919-02-01,25.156,0.9159999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1919-03-01,25.075,1.534,Nova Iguaçu,Brazil,23.31S,42.82W
1919-04-01,24.921999999999997,1.034,Nova Iguaçu,Brazil,23.31S,42.82W
1919-05-01,24.654,1.199,Nova Iguaçu,Brazil,23.31S,42.82W
1919-06-01,23.625999999999998,1.442,Nova Iguaçu,Brazil,23.31S,42.82W
1919-07-01,22.927,0.9109999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1919-08-01,21.392,0.848,Nova Iguaçu,Brazil,23.31S,42.82W
1919-09-01,22.094,0.868,Nova Iguaçu,Brazil,23.31S,42.82W
1919-10-01,22.26,0.555,Nova Iguaçu,Brazil,23.31S,42.82W
1919-11-01,23.936999999999998,0.722,Nova Iguaçu,Brazil,23.31S,42.82W
1919-12-01,24.296,1.226,Nova Iguaçu,Brazil,23.31S,42.82W
1920-01-01,25.895,1.774,Nova Iguaçu,Brazil,23.31S,42.82W
1920-02-01,26.463,0.601,Nova Iguaçu,Brazil,23.31S,42.82W
1920-03-01,25.949,1.141,Nova Iguaçu,Brazil,23.31S,42.82W
1920-04-01,25.088,1.271,Nova Iguaçu,Brazil,23.31S,42.82W
1920-05-01,23.518,0.6409999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1920-06-01,23.205,0.525,Nova Iguaçu,Brazil,23.31S,42.82W
1920-07-01,23.413,1.24,Nova Iguaçu,Brazil,23.31S,42.82W
1920-08-01,20.456,0.72,Nova Iguaçu,Brazil,23.31S,42.82W
1920-09-01,20.928,0.764,Nova Iguaçu,Brazil,23.31S,42.82W
1920-10-01,21.84,1.082,Nova Iguaçu,Brazil,23.31S,42.82W
1920-11-01,23.175,0.675,Nova Iguaçu,Brazil,23.31S,42.82W
1920-12-01,23.807,1.2329999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1921-01-01,25.54,1.3769999999999998,Nova Iguaçu,Brazil,23.31S,42.82W
1921-02-01,26.826,0.622,Nova Iguaçu,Brazil,23.31S,42.82W
1921-03-01,26.328000000000003,0.866,Nova Iguaçu,Brazil,23.31S,42.82W
1921-04-01,24.268,0.6579999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1921-05-01,23.778000000000002,0.643,Nova Iguaçu,Brazil,23.31S,42.82W
1921-06-01,22.453000000000003,1.933,Nova Iguaçu,Brazil,23.31S,42.82W
1921-07-01,21.281999999999996,0.762,Nova Iguaçu,Brazil,23.31S,42.82W
1921-08-01,23.103,1.026,Nova Iguaçu,Brazil,23.31S,42.82W
1921-09-01,21.254,1.065,Nova Iguaçu,Brazil,23.31S,42.82W
1921-10-01,20.853,1.315,Nova Iguaçu,Brazil,23.31S,42.82W
1921-11-01,21.554000000000002,1.581,Nova Iguaçu,Brazil,23.31S,42.82W
1921-12-01,23.693,0.782,Nova Iguaçu,Brazil,23.31S,42.82W
1922-01-01,25.829,1.088,Nova Iguaçu,Brazil,23.31S,42.82W
1922-02-01,26.219,0.7340000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1922-03-01,26.404,0.945,Nova Iguaçu,Brazil,23.31S,42.82W
1922-04-01,24.819000000000003,0.8,Nova Iguaçu,Brazil,23.31S,42.82W
1922-05-01,24.18,0.679,Nova Iguaçu,Brazil,23.31S,42.82W
1922-06-01,23.403000000000002,1.038,Nova Iguaçu,Brazil,23.31S,42.82W
1922-07-01,22.465,1.2209999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1922-08-01,23.05,0.812,Nova Iguaçu,Brazil,23.31S,42.82W
1922-09-01,22.040000000000006,0.6659999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1922-10-01,21.388,0.618,Nova Iguaçu,Brazil,23.31S,42.82W
1922-11-01,22.865,0.597,Nova Iguaçu,Brazil,23.31S,42.82W
1922-12-01,24.313000000000002,0.561,Nova Iguaçu,Brazil,23.31S,42.82W
1923-01-01,25.677,0.938,Nova Iguaçu,Brazil,23.31S,42.82W
1923-02-01,26.213,0.56,Nova Iguaçu,Brazil,23.31S,42.82W
1923-03-01,26.55,1.04,Nova Iguaçu,Brazil,23.31S,42.82W
1923-04-01,25.864,0.635,Nova Iguaçu,Brazil,23.31S,42.82W
1923-05-01,24.168000000000003,1.1079999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1923-06-01,23.255,1.0590000000000002,Nova Iguaçu,Brazil,23.31S,42.82W
1923-07-01,21.194000000000003,0.877,Nova Iguaçu,Brazil,23.31S,42.82W
1923-08-01,22.164,0.59,Nova Iguaçu,Brazil,23.31S,42.82W
1923-09-01,21.519,1.633,Nova Iguaçu,Brazil,23.31S,42.82W
1923-10-01,21.384,0.578,Nova Iguaçu,Brazil,23.31S,42.82W
1923-11-01,22.811,0.802,Nova Iguaçu,Brazil,23.31S,42.82W
1923-12-01,25.36,1.0,Nova Iguaçu,Brazil,23.31S,42.82W
1924-01-01,24.659000000000002,0.595,Nova Iguaçu,Brazil,23.31S,42.82W
1924-02-01,25.511000000000006,0.929,Nova Iguaçu,Brazil,23.31S,42.82W
1924-03-01,26.457,0.505,Nova Iguaçu,Brazil,23.31S,42.82W
1924-04-01,25.254,0.493,Nova Iguaçu,Brazil,23.31S,42.82W
1924-05-01,24.281999999999996,0.485,Nova Iguaçu,Brazil,23.31S,42.82W
1924-06-01,23.155,0.433,Nova Iguaçu,Brazil,23.31S,42.82W
1924-07-01,22.108,0.502,Nova Iguaçu,Brazil,23.31S,42.82W
1924-08-01,21.145,0.514,Nova Iguaçu,Brazil,23.31S,42.82W
1924-09-01,21.04,0.40299999999999997,Nova Iguaçu,Brazil,23.31S,42.82W
1924-10-01,19.912,0.386,Nova Iguaçu,Brazil,23.31S,42.82W
1924-11-01,21.97,0.494,Nova Iguaçu,Brazil,23.31S,42.82W
1924-12-01,23.496,0.527,Nova Iguaçu,Brazil,23.31S,42.82W
1925-01-01,25.143,0.858,Nova Iguaçu,Brazil,23.31S,42.82W
1925-02-01,26.209000000000003,0.515,Nova Iguaçu,Brazil,23.31S,42.82W
1925-03-01,25.523000000000003,0.779,Nova Iguaçu,Brazil,23.31S,42.82W
1925-04-01,25.423000000000002,0.635,Nova Iguaçu,Brazil,23.31S,42.82W
1925-05-01,24.385,0.46299999999999997,Nova Iguaçu,Brazil,23.31S,42.82W
1925-06-01,21.656,0.535,Nova Iguaçu,Brazil,23.31S,42.82W
1925-07-01,20.619,0.546,Nova Iguaçu,Brazil,23.31S,42.82W
1925-08-01,23.179000000000002,0.568,Nova Iguaçu,Brazil,23.31S,42.82W
1925-09-01,21.857,0.505,Nova Iguaçu,Brazil,23.31S,42.82W
1925-10-01,20.246,0.503,Nova Iguaçu,Brazil,23.31S,42.82W
1925-11-01,22.792,0.5,Nova Iguaçu,Brazil,23.31S,42.82W
1925-12-01,24.788,0.5539999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1926-01-01,25.511,0.738,Nova Iguaçu,Brazil,23.31S,42.82W
1926-02-01,24.945999999999998,0.7859999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1926-03-01,26.224,0.91,Nova Iguaçu,Brazil,23.31S,42.82W
1926-04-01,24.539,0.516,Nova Iguaçu,Brazil,23.31S,42.82W
1926-05-01,23.363000000000003,0.447,Nova Iguaçu,Brazil,23.31S,42.82W
1926-06-01,23.518,0.45299999999999996,Nova Iguaçu,Brazil,23.31S,42.82W
1926-07-01,22.593000000000004,0.5820000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1926-08-01,22.409000000000002,0.621,Nova Iguaçu,Brazil,23.31S,42.82W
1926-09-01,22.804,0.512,Nova Iguaçu,Brazil,23.31S,42.82W
1926-10-01,22.179000000000002,0.42200000000000004,Nova Iguaçu,Brazil,23.31S,42.82W
1926-11-01,23.379,0.467,Nova Iguaçu,Brazil,23.31S,42.82W
1926-12-01,24.464000000000002,0.629,Nova Iguaçu,Brazil,23.31S,42.82W
1927-01-01,25.362,0.736,Nova Iguaçu,Brazil,23.31S,42.82W
1927-02-01,26.214,0.69,Nova Iguaçu,Brazil,23.31S,42.82W
1927-03-01,26.625,0.988,Nova Iguaçu,Brazil,23.31S,42.82W
1927-04-01,25.251,0.39299999999999996,Nova Iguaçu,Brazil,23.31S,42.82W
1927-05-01,23.641,0.569,Nova Iguaçu,Brazil,23.31S,42.82W
1927-06-01,22.826999999999998,0.433,Nova Iguaçu,Brazil,23.31S,42.82W
1927-07-01,21.679000000000002,0.522,Nova Iguaçu,Brazil,23.31S,42.82W
1927-08-01,21.839000000000002,0.39799999999999996,Nova Iguaçu,Brazil,23.31S,42.82W
1927-09-01,21.654,0.601,Nova Iguaçu,Brazil,23.31S,42.82W
1927-10-01,21.712,0.43799999999999994,Nova Iguaçu,Brazil,23.31S,42.82W
1927-11-01,23.305,0.7390000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1927-12-01,23.883000000000003,0.71,Nova Iguaçu,Brazil,23.31S,42.82W
1928-01-01,24.933000000000003,0.47100000000000003,Nova Iguaçu,Brazil,23.31S,42.82W
1928-02-01,26.764000000000006,0.537,Nova Iguaçu,Brazil,23.31S,42.82W
1928-03-01,27.231,1.1909999999999998,Nova Iguaçu,Brazil,23.31S,42.82W
1928-04-01,26.247,0.501,Nova Iguaçu,Brazil,23.31S,42.82W
1928-05-01,24.537,0.47200000000000003,Nova Iguaçu,Brazil,23.31S,42.82W
1928-06-01,24.445,0.614,Nova Iguaçu,Brazil,23.31S,42.82W
1928-07-01,22.741,0.531,Nova Iguaçu,Brazil,23.31S,42.82W
1928-08-01,21.869,0.41200000000000003,Nova Iguaçu,Brazil,23.31S,42.82W
1928-09-01,22.028,0.612,Nova Iguaçu,Brazil,23.31S,42.82W
1928-10-01,21.324,0.401,Nova Iguaçu,Brazil,23.31S,42.82W
1928-11-01,22.697,0.494,Nova Iguaçu,Brazil,23.31S,42.82W
1928-12-01,24.241,0.564,Nova Iguaçu,Brazil,23.31S,42.82W
1929-01-01,26.12,1.097,Nova Iguaçu,Brazil,23.31S,42.82W
1929-02-01,26.554,0.6659999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1929-03-01,26.185,0.831,Nova Iguaçu,Brazil,23.31S,42.82W
1929-04-01,23.38,0.48200000000000004,Nova Iguaçu,Brazil,23.31S,42.82W
1929-05-01,22.757,0.40299999999999997,Nova Iguaçu,Brazil,23.31S,42.82W
1929-06-01,23.25,0.521,Nova Iguaçu,Brazil,23.31S,42.82W
1929-07-01,21.984,0.498,Nova Iguaçu,Brazil,23.31S,42.82W
1929-08-01,22.429000000000002,0.466,Nova Iguaçu,Brazil,23.31S,42.82W
1929-09-01,22.395,0.504,Nova Iguaçu,Brazil,23.31S,42.82W
1929-10-01,22.838,0.47,Nova Iguaçu,Brazil,23.31S,42.82W
1929-11-01,21.916,0.792,Nova Iguaçu,Brazil,23.31S,42.82W
1929-12-01,25.808000000000003,0.853,Nova Iguaçu,Brazil,23.31S,42.82W
1930-01-01,26.656,0.758,Nova Iguaçu,Brazil,23.31S,42.82W
1930-02-01,26.616000000000003,0.48200000000000004,Nova Iguaçu,Brazil,23.31S,42.82W
1930-03-01,26.745,0.653,Nova Iguaçu,Brazil,23.31S,42.82W
1930-04-01,24.401,0.49,Nova Iguaçu,Brazil,23.31S,42.82W
1930-05-01,24.044,0.425,Nova Iguaçu,Brazil,23.31S,42.82W
1930-06-01,24.941999999999997,0.51,Nova Iguaçu,Brazil,23.31S,42.82W
1930-07-01,23.011999999999997,0.452,Nova Iguaçu,Brazil,23.31S,42.82W
1930-08-01,22.534000000000002,0.44,Nova Iguaçu,Brazil,23.31S,42.82W
1930-09-01,21.239,0.36700000000000005,Nova Iguaçu,Brazil,23.31S,42.82W
1930-10-01,22.156999999999996,0.41,Nova Iguaçu,Brazil,23.31S,42.82W
1930-11-01,22.090999999999998,0.445,Nova Iguaçu,Brazil,23.31S,42.82W
1930-12-01,24.063000000000002,0.439,Nova Iguaçu,Brazil,23.31S,42.82W
1931-01-01,25.875,0.7859999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1931-02-01,24.982000000000006,0.821,Nova Iguaçu,Brazil,23.31S,42.82W
1931-03-01,26.321,0.573,Nova Iguaçu,Brazil,23.31S,42.82W
1931-04-01,25.152,0.46399999999999997,Nova Iguaçu,Brazil,23.31S,42.82W
1931-05-01,23.792,0.424,Nova Iguaçu,Brazil,23.31S,42.82W
1931-06-01,23.221,0.534,Nova Iguaçu,Brazil,23.31S,42.82W
1931-07-01,22.804000000000002,0.40299999999999997,Nova Iguaçu,Brazil,23.31S,42.82W
1931-08-01,21.224,0.423,Nova Iguaçu,Brazil,23.31S,42.82W
1931-09-01,20.994,0.406,Nova Iguaçu,Brazil,23.31S,42.82W
1931-10-01,21.558000000000003,0.545,Nova Iguaçu,Brazil,23.31S,42.82W
1931-11-01,22.025,0.504,Nova Iguaçu,Brazil,23.31S,42.82W
1931-12-01,24.535,1.008,Nova Iguaçu,Brazil,23.31S,42.82W
1932-01-01,24.768,0.45,Nova Iguaçu,Brazil,23.31S,42.82W
1932-02-01,26.935,0.5660000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1932-03-01,26.829,0.8,Nova Iguaçu,Brazil,23.31S,42.82W
1932-04-01,25.979,0.479,Nova Iguaçu,Brazil,23.31S,42.82W
1932-05-01,23.851,0.41,Nova Iguaçu,Brazil,23.31S,42.82W
1932-06-01,23.189,0.469,Nova Iguaçu,Brazil,23.31S,42.82W
1932-07-01,23.761,0.387,Nova Iguaçu,Brazil,23.31S,42.82W
1932-08-01,21.568,0.38,Nova Iguaçu,Brazil,23.31S,42.82W
1932-09-01,22.754,0.478,Nova Iguaçu,Brazil,23.31S,42.82W
1932-10-01,22.886999999999997,0.461,Nova Iguaçu,Brazil,23.31S,42.82W
1932-11-01,23.24,0.635,Nova Iguaçu,Brazil,23.31S,42.82W
1932-12-01,24.954,0.973,Nova Iguaçu,Brazil,23.31S,42.82W
1933-01-01,24.924,0.527,Nova Iguaçu,Brazil,23.31S,42.82W
1933-02-01,26.581000000000003,0.6,Nova Iguaçu,Brazil,23.31S,42.82W
1933-03-01,25.59,0.415,Nova Iguaçu,Brazil,23.31S,42.82W
1933-04-01,23.421,0.488,Nova Iguaçu,Brazil,23.31S,42.82W
1933-05-01,23.301,0.41600000000000004,Nova Iguaçu,Brazil,23.31S,42.82W
1933-06-01,22.153000000000002,0.54,Nova Iguaçu,Brazil,23.31S,42.82W
1933-07-01,21.576,0.42100000000000004,Nova Iguaçu,Brazil,23.31S,42.82W
1933-08-01,21.636,0.455,Nova Iguaçu,Brazil,23.31S,42.82W
1933-09-01,21.394,0.42700000000000005,Nova Iguaçu,Brazil,23.31S,42.82W
1933-10-01,21.381,0.499,Nova Iguaçu,Brazil,23.31S,42.82W
1933-11-01,21.344,0.539,Nova Iguaçu,Brazil,23.31S,42.82W
1933-12-01,22.855,0.9740000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1934-01-01,25.616999999999997,0.562,Nova Iguaçu,Brazil,23.31S,42.82W
1934-02-01,26.563,0.774,Nova Iguaçu,Brazil,23.31S,42.82W
1934-03-01,26.481,0.718,Nova Iguaçu,Brazil,23.31S,42.82W
1934-04-01,25.167,0.515,Nova Iguaçu,Brazil,23.31S,42.82W
1934-05-01,24.369,0.46299999999999997,Nova Iguaçu,Brazil,23.31S,42.82W
1934-06-01,23.997,0.575,Nova Iguaçu,Brazil,23.31S,42.82W
1934-07-01,21.816999999999997,0.513,Nova Iguaçu,Brazil,23.31S,42.82W
1934-08-01,21.846,0.5429999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1934-09-01,21.823,0.583,Nova Iguaçu,Brazil,23.31S,42.82W
1934-10-01,21.059,1.1159999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1934-11-01,22.831999999999997,1.008,Nova Iguaçu,Brazil,23.31S,42.82W
1934-12-01,23.932,0.662,Nova Iguaçu,Brazil,23.31S,42.82W
1935-01-01,24.999000000000002,0.736,Nova Iguaçu,Brazil,23.31S,42.82W
1935-02-01,26.671000000000006,0.6609999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1935-03-01,26.97,0.779,Nova Iguaçu,Brazil,23.31S,42.82W
1935-04-01,24.064,0.705,Nova Iguaçu,Brazil,23.31S,42.82W
1935-05-01,22.712,0.629,Nova Iguaçu,Brazil,23.31S,42.82W
1935-06-01,23.918000000000003,0.544,Nova Iguaçu,Brazil,23.31S,42.82W
1935-07-01,23.793000000000003,1.1079999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1935-08-01,21.99,0.79,Nova Iguaçu,Brazil,23.31S,42.82W
1935-09-01,21.8,0.602,Nova Iguaçu,Brazil,23.31S,42.82W
1935-10-01,22.203000000000003,0.601,Nova Iguaçu,Brazil,23.31S,42.82W
1935-11-01,22.795,0.6459999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1935-12-01,24.785999999999998,1.156,Nova Iguaçu,Brazil,23.31S,42.82W
1936-01-01,26.149,0.701,Nova Iguaçu,Brazil,23.31S,42.82W
1936-02-01,25.695999999999998,0.57,Nova Iguaçu,Brazil,23.31S,42.82W
1936-03-01,25.894000000000002,0.534,Nova Iguaçu,Brazil,23.31S,42.82W
1936-04-01,25.273000000000003,0.792,Nova Iguaçu,Brazil,23.31S,42.82W
1936-05-01,25.941,0.674,Nova Iguaçu,Brazil,23.31S,42.82W
1936-06-01,24.818,0.528,Nova Iguaçu,Brazil,23.31S,42.82W
1936-07-01,23.199,0.5770000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1936-08-01,21.564,0.7659999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1936-09-01,21.115,0.537,Nova Iguaçu,Brazil,23.31S,42.82W
1936-10-01,21.723000000000003,1.063,Nova Iguaçu,Brazil,23.31S,42.82W
1936-11-01,22.776999999999997,0.653,Nova Iguaçu,Brazil,23.31S,42.82W
1936-12-01,24.087,0.875,Nova Iguaçu,Brazil,23.31S,42.82W
1937-01-01,24.379,1.023,Nova Iguaçu,Brazil,23.31S,42.82W
1937-02-01,26.791999999999998,0.562,Nova Iguaçu,Brazil,23.31S,42.82W
1937-03-01,26.524,0.758,Nova Iguaçu,Brazil,23.31S,42.82W
1937-04-01,24.821,1.148,Nova Iguaçu,Brazil,23.31S,42.82W
1937-05-01,23.127,0.628,Nova Iguaçu,Brazil,23.31S,42.82W
1937-06-01,23.505,0.613,Nova Iguaçu,Brazil,23.31S,42.82W
1937-07-01,23.411,0.7170000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1937-08-01,23.311,0.826,Nova Iguaçu,Brazil,23.31S,42.82W
1937-09-01,21.285,1.0190000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1937-10-01,21.455,0.6809999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1937-11-01,22.011999999999997,0.825,Nova Iguaçu,Brazil,23.31S,42.82W
1937-12-01,22.739,0.971,Nova Iguaçu,Brazil,23.31S,42.82W
1938-01-01,26.881999999999998,0.727,Nova Iguaçu,Brazil,23.31S,42.82W
1938-02-01,26.345,0.753,Nova Iguaçu,Brazil,23.31S,42.82W
1938-03-01,27.096,0.591,Nova Iguaçu,Brazil,23.31S,42.82W
1938-04-01,24.976999999999997,0.632,Nova Iguaçu,Brazil,23.31S,42.82W
1938-05-01,23.738000000000003,0.5710000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1938-06-01,23.086,0.753,Nova Iguaçu,Brazil,23.31S,42.82W
1938-07-01,22.277,0.708,Nova Iguaçu,Brazil,23.31S,42.82W
1938-08-01,21.726,0.52,Nova Iguaçu,Brazil,23.31S,42.82W
1938-09-01,21.932,0.488,Nova Iguaçu,Brazil,23.31S,42.82W
1938-10-01,22.011,0.614,Nova Iguaçu,Brazil,23.31S,42.82W
1938-11-01,23.143,0.836,Nova Iguaçu,Brazil,23.31S,42.82W
1938-12-01,23.816,0.701,Nova Iguaçu,Brazil,23.31S,42.82W
1939-01-01,25.784000000000002,0.956,Nova Iguaçu,Brazil,23.31S,42.82W
1939-02-01,26.868,0.725,Nova Iguaçu,Brazil,23.31S,42.82W
1939-03-01,27.127,0.684,Nova Iguaçu,Brazil,23.31S,42.82W
1939-04-01,24.906999999999996,0.5329999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1939-05-01,24.812,0.508,Nova Iguaçu,Brazil,23.31S,42.82W
1939-06-01,23.738000000000003,0.6579999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1939-07-01,21.878,0.575,Nova Iguaçu,Brazil,23.31S,42.82W
1939-08-01,22.7,0.61,Nova Iguaçu,Brazil,23.31S,42.82W
1939-09-01,21.103,0.782,Nova Iguaçu,Brazil,23.31S,42.82W
1939-10-01,21.568,1.26,Nova Iguaçu,Brazil,23.31S,42.82W
1939-11-01,23.006999999999998,0.616,Nova Iguaçu,Brazil,23.31S,42.82W
1939-12-01,23.914,1.2229999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1940-01-01,26.026,0.755,Nova Iguaçu,Brazil,23.31S,42.82W
1940-02-01,25.728,0.981,Nova Iguaçu,Brazil,23.31S,42.82W
1940-03-01,26.471,0.992,Nova Iguaçu,Brazil,23.31S,42.82W
1940-04-01,26.057,0.5760000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1940-05-01,25.015,0.498,Nova Iguaçu,Brazil,23.31S,42.82W
1940-06-01,23.834,0.917,Nova Iguaçu,Brazil,23.31S,42.82W
1940-07-01,23.511,0.983,Nova Iguaçu,Brazil,23.31S,42.82W
1940-08-01,22.287,0.8170000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1940-09-01,21.214,1.058,Nova Iguaçu,Brazil,23.31S,42.82W
1940-10-01,21.674,0.951,Nova Iguaçu,Brazil,23.31S,42.82W
1940-11-01,22.329,1.128,Nova Iguaçu,Brazil,23.31S,42.82W
1940-12-01,25.953000000000003,0.868,Nova Iguaçu,Brazil,23.31S,42.82W
1941-01-01,26.355999999999998,1.814,Nova Iguaçu,Brazil,23.31S,42.82W
1941-02-01,27.436999999999998,0.706,Nova Iguaçu,Brazil,23.31S,42.82W
1941-03-01,26.106,0.517,Nova Iguaçu,Brazil,23.31S,42.82W
1941-04-01,26.872,0.59,Nova Iguaçu,Brazil,23.31S,42.82W
1941-05-01,25.029,0.597,Nova Iguaçu,Brazil,23.31S,42.82W
1941-06-01,22.913,0.562,Nova Iguaçu,Brazil,23.31S,42.82W
1941-07-01,22.355,0.604,Nova Iguaçu,Brazil,23.31S,42.82W
1941-08-01,23.568,0.736,Nova Iguaçu,Brazil,23.31S,42.82W
1941-09-01,20.389,1.4680000000000002,Nova Iguaçu,Brazil,23.31S,42.82W
1941-10-01,21.599,0.758,Nova Iguaçu,Brazil,23.31S,42.82W
1941-11-01,23.565,1.469,Nova Iguaçu,Brazil,23.31S,42.82W
1941-12-01,24.436,0.9079999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1942-01-01,26.275,0.512,Nova Iguaçu,Brazil,23.31S,42.82W
1942-02-01,27.471,0.6709999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1942-03-01,27.092,0.505,Nova Iguaçu,Brazil,23.31S,42.82W
1942-04-01,25.003,0.649,Nova Iguaçu,Brazil,23.31S,42.82W
1942-05-01,24.057,0.5329999999999999,Nova Iguaçu,Brazil,23.31S,42.82W
1942-06-01,23.425,1.0190000000000001,Nova Iguaçu,Brazil,23.31S,42.82W
1942-07-01,21.058000000000003,0.664,Nova Iguaçu,Brazil,23.31S,42.82W
1942-08-01,22.06,0.53,Nova Iguaçu,Brazil,23.31S,42.82W
1942-09-01,21.461,0.515,Nova Iguaçu,Brazil,23.31S,42.82W
1942-10-01,22.081999999999997,0.601,Nova Iguaçu,Brazil,23.31S,42.82W
1942-11-01,22.956999999999997,1.129,Nova Iguaçu,Brazil,23.31S,42.82W
