.123,1.07,Nova Iguaçu,Brazil,23.31S,42.82W
1799-09-01,12.225,2.434,Novocheboksarsk,Russia,55.45N,48.19E
1799-10-01,4.433,2.322,Novocheboksarsk,Russia,55.45N,48.19E
1799-11-01,-2.63,3.0460000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1799-12-01,-11.911,2.9010000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1800-01-01,-13.353,2.878,Novocheboksarsk,Russia,55.45N,48.19E
1800-02-01,-12.125,3.2310000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1800-03-01,-8.133000000000001,3.384,Novocheboksarsk,Russia,55.45N,48.19E
1800-04-01,4.79,2.524,Novocheboksarsk,Russia,55.45N,48.19E
1800-05-01,11.724,2.3890000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1800-06-01,18.434,2.02,Novocheboksarsk,Russia,55.45N,48.19E
1800-07-01,18.436,2.1719999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1800-08-01,17.205000000000002,2.515,Novocheboksarsk,Russia,55.45N,48.19E
1800-09-01,9.607999999999999,2.7510000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1800-10-01,4.265,2.653,Novocheboksarsk,Russia,55.45N,48.19E
1800-11-01,-3.432,2.847,Novocheboksarsk,Russia,55.45N,48.19E
1800-12-01,-7.925,3.2110000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1801-01-01,-12.092,3.057,Novocheboksarsk,Russia,55.45N,48.19E
1801-02-01,-12.692,2.842,Novocheboksarsk,Russia,55.45N,48.19E
1801-03-01,-3.6919999999999997,2.522,Novocheboksarsk,Russia,55.45N,48.19E
1801-04-01,3.6060000000000003,2.708,Novocheboksarsk,Russia,55.45N,48.19E
1801-05-01,15.444,2.7230000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1801-06-01,17.118,2.3209999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1801-07-01,20.389,2.537,Novocheboksarsk,Russia,55.45N,48.19E
1801-08-01,15.925,2.1390000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1801-09-01,10.89,2.455,Novocheboksarsk,Russia,55.45N,48.19E
1801-10-01,3.3139999999999996,2.338,Novocheboksarsk,Russia,55.45N,48.19E
1801-11-01,-3.2039999999999997,2.6,Novocheboksarsk,Russia,55.45N,48.19E
1801-12-01,-8.099,4.176,Novocheboksarsk,Russia,55.45N,48.19E
1802-01-01,-11.939,3.174,Novocheboksarsk,Russia,55.45N,48.19E
1802-02-01,-11.082,2.985,Novocheboksarsk,Russia,55.45N,48.19E
1802-03-01,-3.571,2.707,Novocheboksarsk,Russia,55.45N,48.19E
1802-04-01,4.5360000000000005,2.5669999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1802-05-01,11.687999999999999,2.52,Novocheboksarsk,Russia,55.45N,48.19E
1802-06-01,18.258,2.285,Novocheboksarsk,Russia,55.45N,48.19E
1802-07-01,20.311,2.233,Novocheboksarsk,Russia,55.45N,48.19E
1802-08-01,17.986,2.35,Novocheboksarsk,Russia,55.45N,48.19E
1802-09-01,10.915999999999999,3.097,Novocheboksarsk,Russia,55.45N,48.19E
1802-10-01,4.486000000000001,3.324,Novocheboksarsk,Russia,55.45N,48.19E
1802-11-01,-5.535,2.8080000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1802-12-01,-10.768,3.201,Novocheboksarsk,Russia,55.45N,48.19E
1803-01-01,-18.154,3.484,Novocheboksarsk,Russia,55.45N,48.19E
1803-02-01,-14.736,3.515,Novocheboksarsk,Russia,55.45N,48.19E
1803-03-01,-6.112,3.057,Novocheboksarsk,Russia,55.45N,48.19E
1803-04-01,5.376,2.6919999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1803-05-01,15.043,2.546,Novocheboksarsk,Russia,55.45N,48.19E
1803-06-01,18.16,2.237,Novocheboksarsk,Russia,55.45N,48.19E
1803-07-01,20.284000000000002,2.198,Novocheboksarsk,Russia,55.45N,48.19E
1803-08-01,19.627,2.346,Novocheboksarsk,Russia,55.45N,48.19E
1803-09-01,12.005,2.18,Novocheboksarsk,Russia,55.45N,48.19E
1803-10-01,3.687,2.701,Novocheboksarsk,Russia,55.45N,48.19E
1803-11-01,-4.128,2.6010000000000004,Novocheboksarsk,Russia,55.45N,48.19E
1803-12-01,-13.198,3.245,Novocheboksarsk,Russia,55.45N,48.19E
1804-01-01,-13.161,4.359,Novocheboksarsk,Russia,55.45N,48.19E
1804-02-01,-14.082,2.987,Novocheboksarsk,Russia,55.45N,48.19E
1804-03-01,-7.477,3.492,Novocheboksarsk,Russia,55.45N,48.19E
1804-04-01,6.582999999999999,2.807,Novocheboksarsk,Russia,55.45N,48.19E
1804-05-01,13.628,2.35,Novocheboksarsk,Russia,55.45N,48.19E
1804-06-01,17.977999999999994,2.1180000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1804-07-01,21.406999999999996,2.761,Novocheboksarsk,Russia,55.45N,48.19E
1804-08-01,18.173,2.226,Novocheboksarsk,Russia,55.45N,48.19E
1804-09-01,12.085,3.472,Novocheboksarsk,Russia,55.45N,48.19E
1804-10-01,3.739,2.355,Novocheboksarsk,Russia,55.45N,48.19E
1804-11-01,-3.28,3.747,Novocheboksarsk,Russia,55.45N,48.19E
1804-12-01,-12.848,3.9219999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1805-01-01,-12.648,2.958,Novocheboksarsk,Russia,55.45N,48.19E
1805-02-01,-13.75,3.258,Novocheboksarsk,Russia,55.45N,48.19E
1805-03-01,-4.879,2.59,Novocheboksarsk,Russia,55.45N,48.19E
1805-04-01,3.665,3.182,Novocheboksarsk,Russia,55.45N,48.19E
1805-05-01,12.856,2.229,Novocheboksarsk,Russia,55.45N,48.19E
1805-06-01,18.283,2.761,Novocheboksarsk,Russia,55.45N,48.19E
1805-07-01,20.639,2.41,Novocheboksarsk,Russia,55.45N,48.19E
1805-08-01,19.649,2.3369999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1805-09-01,11.913,2.964,Novocheboksarsk,Russia,55.45N,48.19E
1805-10-01,0.56,2.448,Novocheboksarsk,Russia,55.45N,48.19E
1805-11-01,-6.607,2.573,Novocheboksarsk,Russia,55.45N,48.19E
1805-12-01,-8.827,2.8510000000000004,Novocheboksarsk,Russia,55.45N,48.19E
1806-01-01,-11.472000000000001,2.9419999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1806-02-01,-13.168,3.7060000000000004,Novocheboksarsk,Russia,55.45N,48.19E
1806-03-01,-6.5200000000000005,2.832,Novocheboksarsk,Russia,55.45N,48.19E
1806-04-01,4.3580000000000005,3.406,Novocheboksarsk,Russia,55.45N,48.19E
1806-05-01,13.12,2.512,Novocheboksarsk,Russia,55.45N,48.19E
1806-06-01,16.104,2.418,Novocheboksarsk,Russia,55.45N,48.19E
1806-07-01,18.261,1.983,Novocheboksarsk,Russia,55.45N,48.19E
1806-08-01,19.233,2.0869999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1806-09-01,13.262,2.885,Novocheboksarsk,Russia,55.45N,48.19E
1806-10-01,2.541,2.148,Novocheboksarsk,Russia,55.45N,48.19E
1806-11-01,-5.276,2.417,Novocheboksarsk,Russia,55.45N,48.19E
1806-12-01,-8.577,2.978,Novocheboksarsk,Russia,55.45N,48.19E
1807-01-01,-15.065999999999999,3.161,Novocheboksarsk,Russia,55.45N,48.19E
1807-02-01,-9.431000000000001,3.3939999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1807-03-01,-5.925,3.907,Novocheboksarsk,Russia,55.45N,48.19E
1807-04-01,2.226,2.633,Novocheboksarsk,Russia,55.45N,48.19E
1807-05-01,9.804,2.225,Novocheboksarsk,Russia,55.45N,48.19E
1807-06-01,17.564,2.025,Novocheboksarsk,Russia,55.45N,48.19E
1807-07-01,18.696,2.541,Novocheboksarsk,Russia,55.45N,48.19E
1807-08-01,18.018,2.4619999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1807-09-01,12.152999999999999,2.112,Novocheboksarsk,Russia,55.45N,48.19E
1807-10-01,2.7089999999999996,2.239,Novocheboksarsk,Russia,55.45N,48.19E
1807-11-01,-3.131,2.8569999999999998,Novocheboksarsk,Russia,55.45N,48.19E
1807-12-01,-8.022,2.8080000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1808-01-01,-10.855,2.912,Novocheboksarsk,Russia,55.45N,48.19E
1808-02-01,-13.164000000000001,2.9539999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1808-03-01,-8.634,3.91,Novocheboksarsk,Russia,55.45N,48.19E
1808-04-01,1.943,2.593,Novocheboksarsk,Russia,55.45N,48.19E
1808-05-01,10.24,3.287,Novocheboksarsk,Russia,55.45N,48.19E
1808-06-01,18.617,2.167,Novocheboksarsk,Russia,55.45N,48.19E
1808-07-01,19.508,2.088,Novocheboksarsk,Russia,55.45N,48.19E
1808-08-01,16.784000000000002,2.0580000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1808-09-01,12.658,3.22,Novocheboksarsk,Russia,55.45N,48.19E
1808-10-01,4.209,2.121,Novocheboksarsk,Russia,55.45N,48.19E
1808-11-01,-4.888999999999999,2.612,Novocheboksarsk,Russia,55.45N,48.19E
1808-12-01,-14.829,3.068,Novocheboksarsk,Russia,55.45N,48.19E
1809-01-01,-19.899,3.9530000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1809-02-01,-15.43,3.0839999999999996,Novocheboksarsk,Russia,55.45N,48.19E
1809-03-01,-11.225,3.3160000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1809-04-01,1.874,3.839,Novocheboksarsk,Russia,55.45N,48.19E
1809-05-01,9.814,2.204,Novocheboksarsk,Russia,55.45N,48.19E
1809-06-01,18.07,2.177,Novocheboksarsk,Russia,55.45N,48.19E
1809-07-01,17.753999999999994,2.195,Novocheboksarsk,Russia,55.45N,48.19E
1809-08-01,17.012,1.8359999999999999,Novocheboksarsk,Russia,55.45N,48.19E
1809-09-01,11.215,2.431,Novocheboksarsk,Russia,55.45N,48.19E
1809-10-01,2.888,4.542,Novocheboksarsk,Russia,55.45N,48.19E
1809-11-01,-8.628,2.929,Novocheboksarsk,Russia,55.45N,48.19E
1809-12-01,-9.568,3.5410000000000004,Novocheboksarsk,Russia,55.45N,48.19E
1810-01-01,-14.625,4.045,Novocheboksarsk,Russia,55.45N,48.19E
1810-02-01,-12.812000000000001,2.571,Novocheboksarsk,Russia,55.45N,48.19E
1810-03-01,-7.252000000000002,2.552,Novocheboksarsk,Russia,55.45N,48.19E
1810-04-01,0.8230000000000004,2.984,Novocheboksarsk,Russia,55.45N,48.19E
1810-05-01,9.147,2.494,Novocheboksarsk,Russia,55.45N,48.19E
1810-06-01,15.331,2.594,Novocheboksarsk,Russia,55.45N,48.19E
1810-07-01,16.908,2.2,Novocheboksarsk,Russia,55.45N,48.19E
1810-08-01,15.82,2.399,Novocheboksarsk,Russia,55.45N,48.19E
1810-09-01,8.889,1.954,Novocheboksarsk,Russia,55.45N,48.19E
1810-10-01,0.5,3.531,Novocheboksarsk,Russia,55.45N,48.19E
1810-11-01,-8.142000000000001,2.5810000000000004,Novocheboksarsk,Russia,55.45N,48.19E
1810-12-01,-10.177,3.5980000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1811-01-01,-13.26,3.339,Novocheboksarsk,Russia,55.45N,48.19E
1811-02-01,-14.803999999999998,3.285,Novocheboksarsk,Russia,55.45N,48.19E
1811-03-01,-4.9380000000000015,2.758,Novocheboksarsk,Russia,55.45N,48.19E
1811-04-01,0.7759999999999998,2.195,Novocheboksarsk,Russia,55.45N,48.19E
1811-05-01,10.373,2.8369999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1811-06-01,17.244,2.3369999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1811-07-01,17.027,2.1590000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1811-08-01,16.922,3.162,Novocheboksarsk,Russia,55.45N,48.19E
1811-09-01,9.021,2.926,Novocheboksarsk,Russia,55.45N,48.19E
1811-10-01,-0.7200000000000002,4.508,Novocheboksarsk,Russia,55.45N,48.19E
1811-11-01,-5.636,4.015,Novocheboksarsk,Russia,55.45N,48.19E
1811-12-01,-8.927,3.072,Novocheboksarsk,Russia,55.45N,48.19E
1812-01-01,-12.333,4.368,Novocheboksarsk,Russia,55.45N,48.19E
1812-02-01,-14.925999999999998,1.453,Novocheboksarsk,Russia,55.45N,48.19E
1812-03-01,-8.783000000000001,2.457,Novocheboksarsk,Russia,55.45N,48.19E
1812-04-01,3.193,3.861,Novocheboksarsk,Russia,55.45N,48.19E
1812-05-01,10.550999999999998,2.092,Novocheboksarsk,Russia,55.45N,48.19E
1812-06-01,16.301,1.3630000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1812-07-01,21.764,2.133,Novocheboksarsk,Russia,55.45N,48.19E
1812-08-01,21.223000000000003,1.6740000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1812-09-01,7.932,3.2960000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1812-10-01,2.175,2.862,Novocheboksarsk,Russia,55.45N,48.19E
1812-11-01,-5.955,4.297,Novocheboksarsk,Russia,55.45N,48.19E
1812-12-01,-17.814,3.385,Novocheboksarsk,Russia,55.45N,48.19E
1813-01-01,-21.449,3.883,Novocheboksarsk,Russia,55.45N,48.19E
1813-02-01,-12.642000000000001,2.226,Novocheboksarsk,Russia,55.45N,48.19E
1813-03-01,-8.725,4.095,Novocheboksarsk,Russia,55.45N,48.19E
1813-04-01,4.8340000000000005,1.334,Novocheboksarsk,Russia,55.45N,48.19E
1813-05-01,12.494000000000002,4.813,Novocheboksarsk,Russia,55.45N,48.19E
1813-06-01,17.566,1.237,Novocheboksarsk,Russia,55.45N,48.19E
1813-07-01,20.691,1.554,Novocheboksarsk,Russia,55.45N,48.19E
1813-08-01,17.458000000000002,1.411,Novocheboksarsk,Russia,55.45N,48.19E
1813-09-01,12.241,3.045,Novocheboksarsk,Russia,55.45N,48.19E
1813-10-01,2.619,1.7890000000000001,Novocheboksarsk,Russia,55.45N,48.19E
1813-11-01,-0.3140000000000001,2.8089999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1813-12-01,-11.603,2.427,Novocheboksarsk,Russia,55.45N,48.19E
1814-01-01,-16.842,3.207,Novocheboksarsk,Russia,55.45N,48.19E
1814-02-01,-13.217,2.3480000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1814-03-01,-6.856,1.985,Novocheboksarsk,Russia,55.45N,48.19E
1814-04-01,2.021,1.179,Novocheboksarsk,Russia,55.45N,48.19E
1814-05-01,7.79,2.1,Novocheboksarsk,Russia,55.45N,48.19E
1814-06-01,17.567,1.249,Novocheboksarsk,Russia,55.45N,48.19E
1814-07-01,16.772000000000002,2.256,Novocheboksarsk,Russia,55.45N,48.19E
1814-08-01,16.186,1.649,Novocheboksarsk,Russia,55.45N,48.19E
1814-09-01,10.874,1.399,Novocheboksarsk,Russia,55.45N,48.19E
1814-10-01,0.3210000000000002,3.605,Novocheboksarsk,Russia,55.45N,48.19E
1814-11-01,-2.103,7.0760000000000005,Novocheboksarsk,Russia,55.45N,48.19E
1814-12-01,-5.9270000000000005,7.446000000000001,Novocheboksarsk,Russia,55.45N,48.19E
1815-01-01,-13.665,2.812,Novocheboksarsk,Russia,55.45N,48.19E
1815-02-01,-13.771999999999998,4.738,Novocheboksarsk,Russia,55.45N,48.19E
1815-03-01,-6.824,3.303,Novocheboksarsk,Russia,55.45N,48.19E
1815-04-01,1.9410000000000005,2.562,Novocheboksarsk,Russia,55.45N,48.19E
1815-05-01,10.232000000000001,2.22,Novocheboksarsk,Russia,55.45N,48.19E
1815-06-01,14.834000000000001,1.905,Novocheboksarsk,Russia,55.45N,48.19E
1815-07-01,18.765,2.714,Novocheboksarsk,Russia,55.45N,48.19E
1815-08-01,17.337,2.322,Novocheboksarsk,Russia,55.45N,48.19E
1815-09-01,11.197000000000001,1.92,Novocheboksarsk,Russia,55.45N,48.19E
1815-10-01,1.989,3.054,Novocheboksarsk,Russia,55.45N,48.19E
1815-11-01,-3.6210000000000004,2.336,Novocheboksarsk,Russia,55.45N,48.19E
1815-12-01,-13.628,2.379,Novocheboksarsk,Russia,55.45N,48.19E
1816-01-01,-11.249,3.6060000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1816-02-01,-17.076999999999998,2.767,Novocheboksarsk,Russia,55.45N,48.19E
1816-03-01,-6.439,2.662,Novocheboksarsk,Russia,55.45N,48.19E
1816-04-01,2.4819999999999998,3.292,Novocheboksarsk,Russia,55.45N,48.19E
1816-05-01,10.411,2.8289999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1816-06-01,16.265,1.212,Novocheboksarsk,Russia,55.45N,48.19E
1816-07-01,17.397000000000002,2.8569999999999998,Novocheboksarsk,Russia,55.45N,48.19E
1816-08-01,16.345,1.159,Novocheboksarsk,Russia,55.45N,48.19E
1816-09-01,10.825,1.624,Novocheboksarsk,Russia,55.45N,48.19E
1816-10-01,1.189,6.459,Novocheboksarsk,Russia,55.45N,48.19E
1816-11-01,-3.06,8.029,Novocheboksarsk,Russia,55.45N,48.19E
1816-12-01,-11.607999999999999,2.7030000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1817-01-01,-10.327,4.875,Novocheboksarsk,Russia,55.45N,48.19E
1817-02-01,-8.888,4.918,Novocheboksarsk,Russia,55.45N,48.19E
1817-03-01,-5.125,2.9339999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1817-04-01,3.805,2.226,Novocheboksarsk,Russia,55.45N,48.19E
1817-05-01,11.071,1.791,Novocheboksarsk,Russia,55.45N,48.19E
1817-06-01,13.97,1.85,Novocheboksarsk,Russia,55.45N,48.19E
1817-07-01,17.793,1.172,Novocheboksarsk,Russia,55.45N,48.19E
1817-08-01,17.910999999999998,1.696,Novocheboksarsk,Russia,55.45N,48.19E
1817-09-01,6.287000000000001,2.7460000000000004,Novocheboksarsk,Russia,55.45N,48.19E
1817-10-01,-0.8670000000000004,3.955,Novocheboksarsk,Russia,55.45N,48.19E
1817-11-01,-8.408000000000001,2.1830000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1817-12-01,-18.688,3.821,Novocheboksarsk,Russia,55.45N,48.19E
1818-01-01,-10.537,4.198,Novocheboksarsk,Russia,55.45N,48.19E
1818-02-01,-13.669,1.609,Novocheboksarsk,Russia,55.45N,48.19E
1818-03-01,-3.967000000000001,2.273,Novocheboksarsk,Russia,55.45N,48.19E
1818-04-01,6.3229999999999995,6.734,Novocheboksarsk,Russia,55.45N,48.19E
1818-05-01,12.989,4.045,Novocheboksarsk,Russia,55.45N,48.19E
1818-06-01,19.061,5.8229999999999995,Novocheboksarsk,Russia,55.45N,48.19E
1818-07-01,19.652,2.515,Novocheboksarsk,Russia,55.45N,48.19E
1818-08-01,18.149,2.122,Novocheboksarsk,Russia,55.45N,48.19E
1818-09-01,10.498,1.473,Novocheboksarsk,Russia,55.45N,48.19E
1818-10-01,0.4849999999999999,3.034,Novocheboksarsk,Russia,55.45N,48.19E
1818-11-01,-7.837999999999999,4.4719999999999995,Novocheboksarsk,Russia,55.45N,48.19E
1818-12-01,-9.833,1.746,Novocheboksarsk,Russia,55.45N,48.19E
1819-01-01,-12.110999999999999,2.605,Novocheboksarsk,Russia,55.45N,48.19E
1819-02-01,-16.336,3.3310000000000004,Novocheboksarsk,Russia,55.45N,48.19E
1819-03-01,-8.291,7.997000000000001,Novocheboksarsk,Russia,55.45N,48.19E
1819-04-01,1.932,1.831,Novocheboksarsk,Russia,55.45N,48.19E
1819-05-01,10.059,2.347,Novocheboksarsk,Russia,55.45N,48.19E
1819-06-01,17.041,1.496,Novocheboksarsk,Russia,55.45N,48.19E
1819-07-01,17.222,1.18,Novocheboksarsk,Russia,55.45N,48.19E
1819-08-01,15.055,1.44,Novocheboksarsk,Russia,55.45N,48.19E
1819-09-01,12.24,1.4069999999999998,Novocheboksarsk,Russia,55.45N,48.19E
1819-10-01,5.825,3.469,Novocheboksarsk,Russia,55.45N,48.19E
1819-11-01,-6.321000000000001,2.8160000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1819-12-01,-14.828,2.449,Novocheboksarsk,Russia,55.45N,48.19E
1820-01-01,-15.799000000000001,7.816,Novocheboksarsk,Russia,55.45N,48.19E
1820-02-01,-15.765,2.778,Novocheboksarsk,Russia,55.45N,48.19E
1820-03-01,-4.184,3.2489999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1820-04-01,6.452000000000001,2.625,Novocheboksarsk,Russia,55.45N,48.19E
1820-05-01,13.94,1.516,Novocheboksarsk,Russia,55.45N,48.19E
1820-06-01,16.9,1.119,Novocheboksarsk,Russia,55.45N,48.19E
1820-07-01,18.937,3.1630000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1820-08-01,15.017999999999999,2.6319999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1820-09-01,10.751,2.224,Novocheboksarsk,Russia,55.45N,48.19E
1820-10-01,3.8680000000000003,0.878,Novocheboksarsk,Russia,55.45N,48.19E
1820-11-01,-5.131,1.14,Novocheboksarsk,Russia,55.45N,48.19E
1820-12-01,-12.072000000000001,1.837,Novocheboksarsk,Russia,55.45N,48.19E
1821-01-01,-10.304,3.707,Novocheboksarsk,Russia,55.45N,48.19E
1821-02-01,-12.246,4.8260000000000005,Novocheboksarsk,Russia,55.45N,48.19E
1821-03-01,-5.9460000000000015,2.19,Novocheboksarsk,Russia,55.45N,48.19E
1821-04-01,3.638,2.5269999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1821-05-01,13.282,1.86,Novocheboksarsk,Russia,55.45N,48.19E
1821-06-01,16.544,2.784,Novocheboksarsk,Russia,55.45N,48.19E
1821-07-01,18.138,2.176,Novocheboksarsk,Russia,55.45N,48.19E
1821-08-01,15.306,1.5659999999999998,Novocheboksarsk,Russia,55.45N,48.19E
1821-09-01,8.904,2.123,Novocheboksarsk,Russia,55.45N,48.19E
1821-10-01,3.677,1.3519999999999999,Novocheboksarsk,Russia,55.45N,48.19E
1821-11-01,-2.951,1.692,Novocheboksarsk,Russia,55.45N,48.19E
1821-12-01,-8.74,2.515,Novocheboksarsk,Russia,55.45N,48.19E
1822-01-01,-8.719999999999999,3.761,Novocheboksarsk,Russia,55.45N,48.19E
1822-02-01,-7.339999999999999,1.956,Novocheboksarsk,Russia,55.45N,48.19E
1822-03-01,-1.9810000000000003,1.892,Novocheboksarsk,Russia,55.45N,48.19E
1822-04-01,4.985,1.8090000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1822-05-01,9.968,2.104,Novocheboksarsk,Russia,55.45N,48.19E
1822-06-01,15.912999999999998,1.6369999999999998,Novocheboksarsk,Russia,55.45N,48.19E
1822-07-01,18.340999999999998,1.5959999999999999,Novocheboksarsk,Russia,55.45N,48.19E
1822-08-01,15.905,2.5380000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1822-09-01,10.98,2.299,Novocheboksarsk,Russia,55.45N,48.19E
1822-10-01,3.1910000000000003,1.785,Novocheboksarsk,Russia,55.45N,48.19E
1822-11-01,-4.325,2.662,Novocheboksarsk,Russia,55.45N,48.19E
1822-12-01,-9.926,3.452,Novocheboksarsk,Russia,55.45N,48.19E
1823-01-01,-16.03,3.3080000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1823-02-01,-12.845999999999998,2.7310000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1823-03-01,-3.147,1.9780000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1823-04-01,2.634,2.2969999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1823-05-01,12.918,1.8969999999999998,Novocheboksarsk,Russia,55.45N,48.19E
1823-06-01,19.829,1.9569999999999999,Novocheboksarsk,Russia,55.45N,48.19E
1823-07-01,19.605,1.426,Novocheboksarsk,Russia,55.45N,48.19E
1823-08-01,17.048000000000002,1.8330000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1823-09-01,11.380999999999998,1.62,Novocheboksarsk,Russia,55.45N,48.19E
1823-10-01,1.974,1.435,Novocheboksarsk,Russia,55.45N,48.19E
1823-11-01,-7.184,3.2889999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1823-12-01,-9.329,1.983,Novocheboksarsk,Russia,55.45N,48.19E
1824-01-01,-12.932,1.8130000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1824-02-01,-11.456,3.5180000000000002,Novocheboksarsk,Russia,55.45N,48.19E
1824-03-01,-3.173,2.1959999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1824-04-01,3.237,2.6639999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1824-05-01,10.652,2.451,Novocheboksarsk,Russia,55.45N,48.19E
1824-06-01,15.483999999999998,3.8760000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1824-07-01,19.168,2.0069999999999997,Novocheboksarsk,Russia,55.45N,48.19E
1824-08-01,16.493000000000002,1.554,Novocheboksarsk,Russia,55.45N,48.19E
1824-09-01,12.130999999999998,2.195,Novocheboksarsk,Russia,55.45N,48.19E
1824-10-01,3.8280000000000003,2.1590000000000003,Novocheboksarsk,Russia,55.45N,48.19E
1824-11-01,-0.997,3.2319999999999998,Novocheboksarsk,Russia,55.45N,48.19E
1824-12-01,-4.999999999999999,4.4319999999999995,Novocheboksarsk,Russia,55.45N,48.19E
1825-01-01,-9.877,3.475,Novocheboksarsk,Russia,55.45N,48.19E
1825-02-01,-12.37,2.248,Novocheboksarsk,Russia,55.45N,48.19E
1825-03-01,-6.08,2.5810000000000004,Novocheboksarsk,Russia,55.45N,48.19E
1825-04-01,4.038,1.725,Novocheboksarsk,Russia,55.45N,48.19E
1825-05-01,9.526,2.71,Novocheboksarsk,Russia,55.45N,48.19E
1825-06-01,18.108,1.517,Novocheboksarsk,Russia,55.45N,48.19E
1825-07-01,18.278,2.923,Novocheboksarsk,Russia,55.45N,48.19E
1825-08-01,16.922,2.524,Novocheboksarsk,Russia,55.45N,48.19E
1825-09-01,9.434,2.532,Novocheboksarsk,Russia,55.45N,48.19E
1825-10-01,3.286,2.086,Novocheboksarsk,Russia,55.45N,48.19E
1825-11-01,-1.2029999999999998,3.017,Novocheboksarsk,Russia,55.45N,48.19E
1825-12-01,-9.493,1.817,Novocheboksarsk,Russia,55.45N,48.19E
1826-01-01,-13.205,1.699,Novocheboksarsk,Russia,55.45N,48.19E
1826-02-01,-15.664000000000001,1.906,Novocheboksarsk,Russia,55.45N,48.19E
1826-03-01,-5.035,2.385,Novocheboksarsk,Russia,55.45N,48.19E
1826-04-01,5.109,2.616,Novocheboksarsk,Russia,55.45N,48.19E
1826-05-01,13.672,1.75,Novocheboksarsk,Russia,55.45N,48.19E
1826-06-01,17.412,2.295,Novocheboksarsk,Russia,55.45N,48.19E
1826-07-01,20.905,1.4409999999999998,Novocheboksarsk,Russia,55.45N,48.19E
1826-08-01,17.73,1.431,Novocheboksarsk,Russia,55.45N,48.19E
1826-09-01,12.25,2.792,Novocheboksarsk,Russia,55.45N,48.19E
1826-10-01,2.213,1.838,Novocheboksarsk,Russia,55.45N,48.19E
1826-11-01,-1.791,1.618,Novocheboksarsk,Russia,55.45N,48.19E
1826-12-01,-5.065,1.869,Novocheboksarsk,Russia,55.45N,48.19E
1827-01-01,-9.843,2.955,Novocheboksarsk,Russia,55.45N,48.19E
1827-02-01,-11.574000000000002,1.534,Novocheboksarsk,Russia,55.45N,48.19E
1827-03-01,-3.5069999999999997,2.0,Novocheboksarsk,Russia,55.45N,48.19E
1827-04-01,6.593999999999999,3.306,Novocheboksarsk,Russia,55.45N,48.19E
1827-05-01,13.388,1.901,Novocheboksarsk,Russia,55.45N,48.19E
