075000000000006,1.085,Pontianak,Indonesia,0.80S,110.09E
1975-09-01,14.523,0.174,Poole,United Kingdom,50.63N,1.27W
1975-10-01,11.154000000000002,0.377,Poole,United Kingdom,50.63N,1.27W
1975-11-01,8.351,0.257,Poole,United Kingdom,50.63N,1.27W
1975-12-01,6.306,0.19899999999999998,Poole,United Kingdom,50.63N,1.27W
1976-01-01,7.125,0.231,Poole,United Kingdom,50.63N,1.27W
1976-02-01,5.479,0.163,Poole,United Kingdom,50.63N,1.27W
1976-03-01,5.611000000000001,0.239,Poole,United Kingdom,50.63N,1.27W
1976-04-01,7.837000000000001,0.22899999999999998,Poole,United Kingdom,50.63N,1.27W
1976-05-01,11.94,0.348,Poole,United Kingdom,50.63N,1.27W
1976-06-01,16.768,0.381,Poole,United Kingdom,50.63N,1.27W
1976-07-01,18.403,0.428,Poole,United Kingdom,50.63N,1.27W
1976-08-01,18.062,0.354,Poole,United Kingdom,50.63N,1.27W
1976-09-01,14.515,0.254,Poole,United Kingdom,50.63N,1.27W
1976-10-01,12.193,0.273,Poole,United Kingdom,50.63N,1.27W
1976-11-01,8.482000000000001,0.34600000000000003,Poole,United Kingdom,50.63N,1.27W
1976-12-01,4.6370000000000005,0.321,Poole,United Kingdom,50.63N,1.27W
1977-01-01,5.03,0.21100000000000002,Poole,United Kingdom,50.63N,1.27W
1977-02-01,7.0,0.258,Poole,United Kingdom,50.63N,1.27W
1977-03-01,7.721,0.198,Poole,United Kingdom,50.63N,1.27W
1977-04-01,7.332000000000001,0.418,Poole,United Kingdom,50.63N,1.27W
1977-05-01,10.675999999999998,0.39899999999999997,Poole,United Kingdom,50.63N,1.27W
1977-06-01,12.048,0.41600000000000004,Poole,United Kingdom,50.63N,1.27W
1977-07-01,15.845,0.322,Poole,United Kingdom,50.63N,1.27W
1977-08-01,15.544,0.259,Poole,United Kingdom,50.63N,1.27W
1977-09-01,13.865,0.23399999999999999,Poole,United Kingdom,50.63N,1.27W
1977-10-01,13.097000000000001,0.204,Poole,United Kingdom,50.63N,1.27W
1977-11-01,8.609,0.222,Poole,United Kingdom,50.63N,1.27W
1977-12-01,8.354000000000001,0.289,Poole,United Kingdom,50.63N,1.27W
1978-01-01,5.3900000000000015,0.16399999999999998,Poole,United Kingdom,50.63N,1.27W
1978-02-01,4.08,0.151,Poole,United Kingdom,50.63N,1.27W
1978-03-01,7.097,0.22,Poole,United Kingdom,50.63N,1.27W
1978-04-01,6.629,0.326,Poole,United Kingdom,50.63N,1.27W
1978-05-01,11.284,0.175,Poole,United Kingdom,50.63N,1.27W
1978-06-01,13.225999999999999,0.18100000000000002,Poole,United Kingdom,50.63N,1.27W
1978-07-01,14.758,0.19399999999999998,Poole,United Kingdom,50.63N,1.27W
1978-08-01,15.318,0.317,Poole,United Kingdom,50.63N,1.27W
1978-09-01,14.690999999999999,0.17800000000000002,Poole,United Kingdom,50.63N,1.27W
1978-10-01,12.877,0.195,Poole,United Kingdom,50.63N,1.27W
1978-11-01,10.363,0.319,Poole,United Kingdom,50.63N,1.27W
1978-12-01,6.974,0.382,Poole,United Kingdom,50.63N,1.27W
1979-01-01,2.3440000000000003,0.19,Poole,United Kingdom,50.63N,1.27W
1979-02-01,3.03,0.36700000000000005,Poole,United Kingdom,50.63N,1.27W
1979-03-01,5.702999999999999,0.369,Poole,United Kingdom,50.63N,1.27W
1979-04-01,7.8039999999999985,0.27699999999999997,Poole,United Kingdom,50.63N,1.27W
1979-05-01,9.716000000000001,0.39299999999999996,Poole,United Kingdom,50.63N,1.27W
1979-06-01,13.190999999999999,0.203,Poole,United Kingdom,50.63N,1.27W
1979-07-01,16.081,0.34299999999999997,Poole,United Kingdom,50.63N,1.27W
1979-08-01,15.147,0.305,Poole,United Kingdom,50.63N,1.27W
1979-09-01,14.209000000000001,0.217,Poole,United Kingdom,50.63N,1.27W
1979-10-01,12.78,0.188,Poole,United Kingdom,50.63N,1.27W
1979-11-01,9.021,0.207,Poole,United Kingdom,50.63N,1.27W
1979-12-01,8.084,0.255,Poole,United Kingdom,50.63N,1.27W
1980-01-01,3.995,0.19399999999999998,Poole,United Kingdom,50.63N,1.27W
1980-02-01,7.175,0.204,Poole,United Kingdom,50.63N,1.27W
1980-03-01,5.897,0.18,Poole,United Kingdom,50.63N,1.27W
1980-04-01,8.767999999999999,0.087,Poole,United Kingdom,50.63N,1.27W
1980-05-01,10.975,0.184,Poole,United Kingdom,50.63N,1.27W
1980-06-01,13.364,0.192,Poole,United Kingdom,50.63N,1.27W
1980-07-01,14.542,0.22899999999999998,Poole,United Kingdom,50.63N,1.27W
1980-08-01,16.46,0.188,Poole,United Kingdom,50.63N,1.27W
1980-09-01,15.56,0.175,Poole,United Kingdom,50.63N,1.27W
1980-10-01,10.68,0.205,Poole,United Kingdom,50.63N,1.27W
1980-11-01,7.820000000000001,0.225,Poole,United Kingdom,50.63N,1.27W
1980-12-01,7.195,0.11599999999999999,Poole,United Kingdom,50.63N,1.27W
1981-01-01,6.362,0.23600000000000002,Poole,United Kingdom,50.63N,1.27W
1981-02-01,4.212,0.209,Poole,United Kingdom,50.63N,1.27W
1981-03-01,8.557,0.16399999999999998,Poole,United Kingdom,50.63N,1.27W
1981-04-01,8.091000000000001,0.196,Poole,United Kingdom,50.63N,1.27W
1981-05-01,10.839,0.19899999999999998,Poole,United Kingdom,50.63N,1.27W
1981-06-01,12.815999999999999,0.391,Poole,United Kingdom,50.63N,1.27W
1981-07-01,15.522,0.26899999999999996,Poole,United Kingdom,50.63N,1.27W
1981-08-01,16.97,0.258,Poole,United Kingdom,50.63N,1.27W
1981-09-01,15.485,0.156,Poole,United Kingdom,50.63N,1.27W
1981-10-01,10.104,0.31,Poole,United Kingdom,50.63N,1.27W
1981-11-01,9.448,0.205,Poole,United Kingdom,50.63N,1.27W
1981-12-01,4.243,0.382,Poole,United Kingdom,50.63N,1.27W
1982-01-01,5.3130000000000015,0.237,Poole,United Kingdom,50.63N,1.27W
1982-02-01,6.09,0.1,Poole,United Kingdom,50.63N,1.27W
1982-03-01,6.649,0.217,Poole,United Kingdom,50.63N,1.27W
1982-04-01,8.696,0.198,Poole,United Kingdom,50.63N,1.27W
1982-05-01,11.586,0.17600000000000002,Poole,United Kingdom,50.63N,1.27W
1982-06-01,15.214,0.29,Poole,United Kingdom,50.63N,1.27W
1982-07-01,16.609,0.18600000000000003,Poole,United Kingdom,50.63N,1.27W
1982-08-01,16.302,0.10300000000000001,Poole,United Kingdom,50.63N,1.27W
1982-09-01,15.620999999999999,0.223,Poole,United Kingdom,50.63N,1.27W
1982-10-01,11.57,0.155,Poole,United Kingdom,50.63N,1.27W
1982-11-01,10.189,0.359,Poole,United Kingdom,50.63N,1.27W
1982-12-01,6.7090000000000005,0.265,Poole,United Kingdom,50.63N,1.27W
1983-01-01,8.327,0.162,Poole,United Kingdom,50.63N,1.27W
1983-02-01,3.303,0.20800000000000002,Poole,United Kingdom,50.63N,1.27W
1983-03-01,6.6240000000000006,0.129,Poole,United Kingdom,50.63N,1.27W
1983-04-01,7.199999999999998,0.273,Poole,United Kingdom,50.63N,1.27W
1983-05-01,10.171,0.223,Poole,United Kingdom,50.63N,1.27W
1983-06-01,14.224,0.276,Poole,United Kingdom,50.63N,1.27W
1983-07-01,19.33,0.429,Poole,United Kingdom,50.63N,1.27W
1983-08-01,17.824,0.316,Poole,United Kingdom,50.63N,1.27W
1983-09-01,14.883,0.17800000000000002,Poole,United Kingdom,50.63N,1.27W
1983-10-01,11.831,0.21600000000000003,Poole,United Kingdom,50.63N,1.27W
1983-11-01,9.408999999999999,0.27,Poole,United Kingdom,50.63N,1.27W
1983-12-01,7.630000000000001,0.332,Poole,United Kingdom,50.63N,1.27W
1984-01-01,6.252000000000002,0.162,Poole,United Kingdom,50.63N,1.27W
1984-02-01,5.118,0.23,Poole,United Kingdom,50.63N,1.27W
1984-03-01,5.534,0.297,Poole,United Kingdom,50.63N,1.27W
1984-04-01,8.456999999999999,0.369,Poole,United Kingdom,50.63N,1.27W
1984-05-01,9.649,0.308,Poole,United Kingdom,50.63N,1.27W
1984-06-01,14.369000000000002,0.349,Poole,United Kingdom,50.63N,1.27W
1984-07-01,16.429000000000002,0.308,Poole,United Kingdom,50.63N,1.27W
1984-08-01,17.597,0.24,Poole,United Kingdom,50.63N,1.27W
1984-09-01,14.569,0.174,Poole,United Kingdom,50.63N,1.27W
1984-10-01,12.496,0.386,Poole,United Kingdom,50.63N,1.27W
1984-11-01,10.429,0.233,Poole,United Kingdom,50.63N,1.27W
1984-12-01,7.5070000000000014,0.375,Poole,United Kingdom,50.63N,1.27W
1985-01-01,2.3530000000000006,0.133,Poole,United Kingdom,50.63N,1.27W
1985-02-01,3.554,0.203,Poole,United Kingdom,50.63N,1.27W
1985-03-01,5.235,0.23399999999999999,Poole,United Kingdom,50.63N,1.27W
1985-04-01,8.546999999999999,0.221,Poole,United Kingdom,50.63N,1.27W
1985-05-01,11.077,0.461,Poole,United Kingdom,50.63N,1.27W
1985-06-01,12.765999999999998,0.34299999999999997,Poole,United Kingdom,50.63N,1.27W
1985-07-01,16.234,0.19699999999999998,Poole,United Kingdom,50.63N,1.27W
1985-08-01,15.175999999999998,0.35200000000000004,Poole,United Kingdom,50.63N,1.27W
1985-09-01,15.235,0.34299999999999997,Poole,United Kingdom,50.63N,1.27W
1985-10-01,12.091,0.244,Poole,United Kingdom,50.63N,1.27W
1985-11-01,6.315000000000001,0.36700000000000005,Poole,United Kingdom,50.63N,1.27W
1985-12-01,8.706,0.20199999999999999,Poole,United Kingdom,50.63N,1.27W
1986-01-01,5.7170000000000005,0.285,Poole,United Kingdom,50.63N,1.27W
1986-02-01,0.05999999999999961,0.243,Poole,United Kingdom,50.63N,1.27W
1986-03-01,5.409000000000002,0.228,Poole,United Kingdom,50.63N,1.27W
1986-04-01,5.885,0.231,Poole,United Kingdom,50.63N,1.27W
1986-05-01,10.492,0.4,Poole,United Kingdom,50.63N,1.27W
1986-06-01,14.530999999999999,0.163,Poole,United Kingdom,50.63N,1.27W
1986-07-01,15.749,0.086,Poole,United Kingdom,50.63N,1.27W
1986-08-01,14.545,0.209,Poole,United Kingdom,50.63N,1.27W
1986-09-01,12.265999999999998,0.319,Poole,United Kingdom,50.63N,1.27W
1986-10-01,12.547,0.187,Poole,United Kingdom,50.63N,1.27W
1986-11-01,9.84,0.294,Poole,United Kingdom,50.63N,1.27W
1986-12-01,8.102,0.069,Poole,United Kingdom,50.63N,1.27W
1987-01-01,1.994,0.272,Poole,United Kingdom,50.63N,1.27W
1987-02-01,4.7349999999999985,0.127,Poole,United Kingdom,50.63N,1.27W
1987-03-01,5.0169999999999995,0.155,Poole,United Kingdom,50.63N,1.27W
1987-04-01,9.718,0.40299999999999997,Poole,United Kingdom,50.63N,1.27W
1987-05-01,10.274000000000001,0.284,Poole,United Kingdom,50.63N,1.27W
1987-06-01,12.786,0.226,Poole,United Kingdom,50.63N,1.27W
1987-07-01,16.057000000000002,0.263,Poole,United Kingdom,50.63N,1.27W
1987-08-01,16.296,0.20199999999999999,Poole,United Kingdom,50.63N,1.27W
1987-09-01,15.142999999999999,0.196,Poole,United Kingdom,50.63N,1.27W
1987-10-01,11.622,0.242,Poole,United Kingdom,50.63N,1.27W
1987-11-01,8.472999999999999,0.159,Poole,United Kingdom,50.63N,1.27W
1987-12-01,7.3820000000000014,0.201,Poole,United Kingdom,50.63N,1.27W
1988-01-01,7.431000000000001,0.16699999999999998,Poole,United Kingdom,50.63N,1.27W
1988-02-01,5.908,0.214,Poole,United Kingdom,50.63N,1.27W
1988-03-01,7.103,0.125,Poole,United Kingdom,50.63N,1.27W
1988-04-01,8.246,0.201,Poole,United Kingdom,50.63N,1.27W
1988-05-01,12.033,0.325,Poole,United Kingdom,50.63N,1.27W
1988-06-01,13.925999999999998,0.34299999999999997,Poole,United Kingdom,50.63N,1.27W
1988-07-01,14.762,0.413,Poole,United Kingdom,50.63N,1.27W
1988-08-01,15.815999999999999,0.182,Poole,United Kingdom,50.63N,1.27W
1988-09-01,14.437000000000001,0.193,Poole,United Kingdom,50.63N,1.27W
1988-10-01,12.271,0.16399999999999998,Poole,United Kingdom,50.63N,1.27W
1988-11-01,7.750000000000001,0.264,Poole,United Kingdom,50.63N,1.27W
1988-12-01,9.105,0.24600000000000002,Poole,United Kingdom,50.63N,1.27W
1989-01-01,7.473000000000001,0.385,Poole,United Kingdom,50.63N,1.27W
1989-02-01,7.282999999999999,0.361,Poole,United Kingdom,50.63N,1.27W
1989-03-01,8.561,0.268,Poole,United Kingdom,50.63N,1.27W
1989-04-01,7.063,0.364,Poole,United Kingdom,50.63N,1.27W
1989-05-01,13.497,0.318,Poole,United Kingdom,50.63N,1.27W
1989-06-01,14.770999999999999,0.28600000000000003,Poole,United Kingdom,50.63N,1.27W
1989-07-01,18.388,0.425,Poole,United Kingdom,50.63N,1.27W
1989-08-01,17.457,0.276,Poole,United Kingdom,50.63N,1.27W
1989-09-01,16.085,0.17800000000000002,Poole,United Kingdom,50.63N,1.27W
1989-10-01,13.488,0.198,Poole,United Kingdom,50.63N,1.27W
1989-11-01,8.617,0.33299999999999996,Poole,United Kingdom,50.63N,1.27W
1989-12-01,7.574000000000002,0.12300000000000001,Poole,United Kingdom,50.63N,1.27W
1990-01-01,8.408999999999999,0.358,Poole,United Kingdom,50.63N,1.27W
1990-02-01,8.915,0.18899999999999997,Poole,United Kingdom,50.63N,1.27W
1990-03-01,8.783000000000001,0.309,Poole,United Kingdom,50.63N,1.27W
1990-04-01,8.464,0.295,Poole,United Kingdom,50.63N,1.27W
1990-05-01,13.057,0.22899999999999998,Poole,United Kingdom,50.63N,1.27W
1990-06-01,13.270999999999999,0.324,Poole,United Kingdom,50.63N,1.27W
1990-07-01,16.838,0.335,Poole,United Kingdom,50.63N,1.27W
1990-08-01,18.397000000000002,0.415,Poole,United Kingdom,50.63N,1.27W
1990-09-01,14.562999999999999,0.17,Poole,United Kingdom,50.63N,1.27W
1990-10-01,13.296,0.207,Poole,United Kingdom,50.63N,1.27W
1990-11-01,8.884,0.28300000000000003,Poole,United Kingdom,50.63N,1.27W
1990-12-01,6.125,0.24100000000000002,Poole,United Kingdom,50.63N,1.27W
1991-01-01,5.5630000000000015,0.129,Poole,United Kingdom,50.63N,1.27W
1991-02-01,2.6310000000000002,0.256,Poole,United Kingdom,50.63N,1.27W
1991-03-01,8.32,0.336,Poole,United Kingdom,50.63N,1.27W
1991-04-01,8.001999999999999,0.29,Poole,United Kingdom,50.63N,1.27W
1991-05-01,10.387,0.324,Poole,United Kingdom,50.63N,1.27W
1991-06-01,12.043,0.39,Poole,United Kingdom,50.63N,1.27W
1991-07-01,16.397000000000002,0.309,Poole,United Kingdom,50.63N,1.27W
1991-08-01,17.436,0.355,Poole,United Kingdom,50.63N,1.27W
1991-09-01,15.851,0.191,Poole,United Kingdom,50.63N,1.27W
1991-10-01,11.359000000000002,0.204,Poole,United Kingdom,50.63N,1.27W
1991-11-01,8.65,0.306,Poole,United Kingdom,50.63N,1.27W
1991-12-01,6.61,0.242,Poole,United Kingdom,50.63N,1.27W
1992-01-01,5.234,0.27399999999999997,Poole,United Kingdom,50.63N,1.27W
1992-02-01,6.272,0.306,Poole,United Kingdom,50.63N,1.27W
1992-03-01,7.928999999999999,0.264,Poole,United Kingdom,50.63N,1.27W
1992-04-01,8.545,0.297,Poole,United Kingdom,50.63N,1.27W
1992-05-01,13.439,0.175,Poole,United Kingdom,50.63N,1.27W
1992-06-01,15.133,0.446,Poole,United Kingdom,50.63N,1.27W
1992-07-01,16.365,0.105,Poole,United Kingdom,50.63N,1.27W
1992-08-01,16.34,0.331,Poole,United Kingdom,50.63N,1.27W
1992-09-01,14.453,0.47,Poole,United Kingdom,50.63N,1.27W
1992-10-01,9.282,0.384,Poole,United Kingdom,50.63N,1.27W
1992-11-01,9.927999999999999,0.405,Poole,United Kingdom,50.63N,1.27W
1992-12-01,6.218999999999999,0.502,Poole,United Kingdom,50.63N,1.27W
1993-01-01,8.016,0.22399999999999998,Poole,United Kingdom,50.63N,1.27W
1993-02-01,5.417999999999999,0.249,Poole,United Kingdom,50.63N,1.27W
1993-03-01,7.007000000000001,0.207,Poole,United Kingdom,50.63N,1.27W
1993-04-01,9.417,0.359,Poole,United Kingdom,50.63N,1.27W
1993-05-01,11.857000000000001,0.34700000000000003,Poole,United Kingdom,50.63N,1.27W
1993-06-01,14.817,0.20800000000000002,Poole,United Kingdom,50.63N,1.27W
1993-07-01,15.375,0.20600000000000002,Poole,United Kingdom,50.63N,1.27W
1993-08-01,15.487,0.251,Poole,United Kingdom,50.63N,1.27W
1993-09-01,13.440999999999999,0.198,Poole,United Kingdom,50.63N,1.27W
1993-10-01,9.942,0.203,Poole,United Kingdom,50.63N,1.27W
1993-11-01,6.647,0.185,Poole,United Kingdom,50.63N,1.27W
1993-12-01,7.8050000000000015,0.233,Poole,United Kingdom,50.63N,1.27W
1994-01-01,7.300000000000002,0.298,Poole,United Kingdom,50.63N,1.27W
1994-02-01,5.291,0.256,Poole,United Kingdom,50.63N,1.27W
1994-03-01,8.443999999999999,0.22399999999999998,Poole,United Kingdom,50.63N,1.27W
1994-04-01,7.978,0.19399999999999998,Poole,United Kingdom,50.63N,1.27W
1994-05-01,10.946,0.272,Poole,United Kingdom,50.63N,1.27W
1994-06-01,14.186,0.302,Poole,United Kingdom,50.63N,1.27W
1994-07-01,17.873,0.305,Poole,United Kingdom,50.63N,1.27W
1994-08-01,16.885,0.293,Poole,United Kingdom,50.63N,1.27W
1994-09-01,13.944,0.294,Poole,United Kingdom,50.63N,1.27W
1994-10-01,11.618,0.156,Poole,United Kingdom,50.63N,1.27W
1994-11-01,12.204,0.20600000000000002,Poole,United Kingdom,50.63N,1.27W
1994-12-01,8.82,0.205,Poole,United Kingdom,50.63N,1.27W
1995-01-01,6.862,0.22699999999999998,Poole,United Kingdom,50.63N,1.27W
1995-02-01,8.262,0.308,Poole,United Kingdom,50.63N,1.27W
1995-03-01,6.593,0.32799999999999996,Poole,United Kingdom,50.63N,1.27W
1995-04-01,8.895,0.163,Poole,United Kingdom,50.63N,1.27W
1995-05-01,11.901,0.245,Poole,United Kingdom,50.63N,1.27W
1995-06-01,14.187,0.27399999999999997,Poole,United Kingdom,50.63N,1.27W
1995-07-01,18.14,0.092,Poole,United Kingdom,50.63N,1.27W
1995-08-01,19.604,0.33,Poole,United Kingdom,50.63N,1.27W
1995-09-01,14.443,0.237,Poole,United Kingdom,50.63N,1.27W
1995-10-01,14.265999999999998,0.121,Poole,United Kingdom,50.63N,1.27W
1995-11-01,9.719,0.275,Poole,United Kingdom,50.63N,1.27W
1995-12-01,4.888999999999999,0.364,Poole,United Kingdom,50.63N,1.27W
1996-01-01,6.242000000000001,0.226,Poole,United Kingdom,50.63N,1.27W
1996-02-01,3.91,0.174,Poole,United Kingdom,50.63N,1.27W
1996-03-01,5.414,0.263,Poole,United Kingdom,50.63N,1.27W
1996-04-01,8.405999999999999,0.278,Poole,United Kingdom,50.63N,1.27W
1996-05-01,9.158,0.335,Poole,United Kingdom,50.63N,1.27W
1996-06-01,14.299,0.366,Poole,United Kingdom,50.63N,1.27W
1996-07-01,16.277,0.209,Poole,United Kingdom,50.63N,1.27W
1996-08-01,16.73,0.16,Poole,United Kingdom,50.63N,1.27W
1996-09-01,14.228,0.265,Poole,United Kingdom,50.63N,1.27W
1996-10-01,12.807,0.228,Poole,United Kingdom,50.63N,1.27W
1996-11-01,7.985000000000001,0.22,Poole,United Kingdom,50.63N,1.27W
1996-12-01,4.968,0.28600000000000003,Poole,United Kingdom,50.63N,1.27W
1997-01-01,3.382000000000001,0.204,Poole,United Kingdom,50.63N,1.27W
1997-02-01,7.545,0.293,Poole,United Kingdom,50.63N,1.27W
1997-03-01,8.724,0.38299999999999995,Poole,United Kingdom,50.63N,1.27W
1997-04-01,8.959,0.177,Poole,United Kingdom,50.63N,1.27W
1997-05-01,11.798,0.239,Poole,United Kingdom,50.63N,1.27W
1997-06-01,14.084,0.23800000000000002,Poole,United Kingdom,50.63N,1.27W
1997-07-01,16.438,0.304,Poole,United Kingdom,50.63N,1.27W
1997-08-01,18.993,0.261,Poole,United Kingdom,50.63N,1.27W
1997-09-01,15.439,0.254,Poole,United Kingdom,50.63N,1.27W
1997-10-01,12.053999999999998,0.35100000000000003,Poole,United Kingdom,50.63N,1.27W
1997-11-01,10.499,0.218,Poole,United Kingdom,50.63N,1.27W
1997-12-01,7.977,0.109,Poole,United Kingdom,50.63N,1.27W
1998-01-01,7.025,0.162,Poole,United Kingdom,50.63N,1.27W
1998-02-01,7.4639999999999995,0.332,Poole,United Kingdom,50.63N,1.27W
1998-03-01,8.658999999999999,0.17800000000000002,Poole,United Kingdom,50.63N,1.27W
1998-04-01,8.131,0.337,Poole,United Kingdom,50.63N,1.27W
1998-05-01,13.483,0.18,Poole,United Kingdom,50.63N,1.27W
1998-06-01,14.085999999999999,0.29100000000000004,Poole,United Kingdom,50.63N,1.27W
1998-07-01,15.523,0.154,Poole,United Kingdom,50.63N,1.27W
1998-08-01,16.803,0.195,Poole,United Kingdom,50.63N,1.27W
1998-09-01,15.610999999999999,0.185,Poole,United Kingdom,50.63N,1.27W
1998-10-01,12.037,0.11699999999999999,Poole,United Kingdom,50.63N,1.27W
1998-11-01,8.033000000000001,0.259,Poole,United Kingdom,50.63N,1.27W
1998-12-01,7.803000000000001,0.204,Poole,United Kingdom,50.63N,1.27W
1999-01-01,7.883000000000001,0.113,Poole,United Kingdom,50.63N,1.27W
1999-02-01,6.369,0.17,Poole,United Kingdom,50.63N,1.27W
1999-03-01,7.899,0.166,Poole,United Kingdom,50.63N,1.27W
1999-04-01,9.422,0.243,Poole,United Kingdom,50.63N,1.27W
1999-05-01,12.928,0.21899999999999997,Poole,United Kingdom,50.63N,1.27W
1999-06-01,13.98,0.298,Poole,United Kingdom,50.63N,1.27W
1999-07-01,17.666,0.13699999999999998,Poole,United Kingdom,50.63N,1.27W
1999-08-01,17.115000000000002,0.136,Poole,United Kingdom,50.63N,1.27W
1999-09-01,16.627,0.16,Poole,United Kingdom,50.63N,1.27W
1999-10-01,11.966,0.22899999999999998,Poole,United Kingdom,50.63N,1.27W
1999-11-01,9.449000000000002,0.212,Poole,United Kingdom,50.63N,1.27W
1999-12-01,7.312,0.182,Poole,United Kingdom,50.63N,1.27W
2000-01-01,6.2620000000000005,0.179,Poole,United Kingdom,50.63N,1.27W
2000-02-01,7.648,0.20199999999999999,Poole,United Kingdom,50.63N,1.27W
2000-03-01,7.9380000000000015,0.237,Poole,United Kingdom,50.63N,1.27W
2000-04-01,8.174,0.231,Poole,United Kingdom,50.63N,1.27W
2000-05-01,12.187000000000001,0.28800000000000003,Poole,United Kingdom,50.63N,1.27W
2000-06-01,14.614,0.37200000000000005,Poole,United Kingdom,50.63N,1.27W
2000-07-01,15.515,0.27699999999999997,Poole,United Kingdom,50.63N,1.27W
2000-08-01,17.283,0.289,Poole,United Kingdom,50.63N,1.27W
2000-09-01,15.792,0.153,Poole,United Kingdom,50.63N,1.27W
2000-10-01,11.93,0.18,Poole,United Kingdom,50.63N,1.27W
2000-11-01,9.199000000000002,0.16899999999999998,Poole,United Kingdom,50.63N,1.27W
2000-12-01,8.175,0.285,Poole,United Kingdom,50.63N,1.27W
2001-01-01,5.722,0.177,Poole,United Kingdom,50.63N,1.27W
2001-02-01,6.218,0.184,Poole,United Kingdom,50.63N,1.27W
2001-03-01,6.848,0.299,Poole,United Kingdom,50.63N,1.27W
2001-04-01,8.222000000000001,0.23399999999999999,Poole,United Kingdom,50.63N,1.27W
2001-05-01,12.243,0.317,Poole,United Kingdom,50.63N,1.27W
2001-06-01,14.364,0.37799999999999995,Poole,United Kingdom,50.63N,1.27W
2001-07-01,17.04,0.28800000000000003,Poole,United Kingdom,50.63N,1.27W
2001-08-01,17.368000000000002,0.14300000000000002,Poole,United Kingdom,50.63N,1.27W
2001-09-01,14.509,0.293,Poole,United Kingdom,50.63N,1.27W
2001-10-01,14.645,0.22699999999999998,Poole,United Kingdom,50.63N,1.27W
2001-11-01,9.225,0.317,Poole,United Kingdom,50.63N,1.27W
2001-12-01,5.814,0.301,Poole,United Kingdom,50.63N,1.27W
2002-01-01,7.699,0.28300000000000003,Poole,United Kingdom,50.63N,1.27W
2002-02-01,8.448,0.165,Poole,United Kingdom,50.63N,1.27W
2002-03-01,8.497,0.23600000000000002,Poole,United Kingdom,50.63N,1.27W
2002-04-01,9.584,0.205,Poole,United Kingdom,50.63N,1.27W
2002-05-01,11.856,0.244,Poole,United Kingdom,50.63N,1.27W
2002-06-01,13.957,0.24100000000000002,Poole,United Kingdom,50.63N,1.27W
2002-07-01,15.919,0.287,Poole,United Kingdom,50.63N,1.27W
2002-08-01,17.113,0.136,Poole,United Kingdom,50.63N,1.27W
2002-09-01,15.333,0.11599999999999999,Poole,United Kingdom,50.63N,1.27W
2002-10-01,12.094000000000001,0.271,Poole,United Kingdom,50.63N,1.27W
2002-11-01,10.985,0.321,Poole,United Kingdom,50.63N,1.27W
2002-12-01,8.113,0.326,Poole,United Kingdom,50.63N,1.27W
2003-01-01,5.875,0.131,Poole,United Kingdom,50.63N,1.27W
2003-02-01,5.46,0.18899999999999997,Poole,United Kingdom,50.63N,1.27W
2003-03-01,8.370000000000001,0.29100000000000004,Poole,United Kingdom,50.63N,1.27W
2003-04-01,9.725,0.233,Poole,United Kingdom,50.63N,1.27W
2003-05-01,11.814,0.341,Poole,United Kingdom,50.63N,1.27W
2003-06-01,15.687999999999999,0.46299999999999997,Poole,United Kingdom,50.63N,1.27W
2003-07-01,17.404,0.359,Poole,United Kingdom,50.63N,1.27W
2003-08-01,19.097,0.342,Poole,United Kingdom,50.63N,1.27W
2003-09-01,15.385,0.26,Poole,United Kingdom,50.63N,1.27W
2003-10-01,10.575,0.313,Poole,United Kingdom,50.63N,1.27W
2003-11-01,10.43,0.23199999999999998,Poole,United Kingdom,50.63N,1.27W
2003-12-01,7.325,0.187,Poole,United Kingdom,50.63N,1.27W
2004-01-01,7.266,0.19899999999999998,Poole,United Kingdom,50.63N,1.27W
2004-02-01,6.275,0.113,Poole,United Kingdom,50.63N,1.27W
2004-03-01,6.852,0.209,Poole,United Kingdom,50.63N,1.27W
2004-04-01,9.344,0.23600000000000002,Poole,United Kingdom,50.63N,1.27W
2004-05-01,12.138,0.21899999999999997,Poole,United Kingdom,50.63N,1.27W
2004-06-01,15.387,0.24100000000000002,Poole,United Kingdom,50.63N,1.27W
2004-07-01,15.974,0.185,Poole,United Kingdom,50.63N,1.27W
2004-08-01,17.704,0.212,Poole,United Kingdom,50.63N,1.27W
2004-09-01,15.924000000000001,0.2,Poole,United Kingdom,50.63N,1.27W
2004-10-01,12.183,0.272,Poole,United Kingdom,50.63N,1.27W
2004-11-01,9.754,0.255,Poole,United Kingdom,50.63N,1.27W
2004-12-01,7.302,0.1,Poole,United Kingdom,50.63N,1.27W
2005-01-01,7.832000000000002,0.146,Poole,United Kingdom,50.63N,1.27W
2005-02-01,5.109,0.215,Poole,United Kingdom,50.63N,1.27W
2005-03-01,7.397,0.235,Poole,United Kingdom,50.63N,1.27W
2005-04-01,9.203,0.24600000000000002,Poole,United Kingdom,50.63N,1.27W
2005-05-01,11.454,0.271,Poole,United Kingdom,50.63N,1.27W
2005-06-01,15.369000000000002,0.16699999999999998,Poole,United Kingdom,50.63N,1.27W
2005-07-01,16.865,0.171,Poole,United Kingdom,50.63N,1.27W
2005-08-01,16.86,0.23800000000000002,Poole,United Kingdom,50.63N,1.27W
2005-09-01,16.142,0.133,Poole,United Kingdom,50.63N,1.27W
2005-10-01,14.558,0.242,Poole,United Kingdom,50.63N,1.27W
