075000000000006,1.085,Pontianak,Indonesia,0.80S,110.09E
1840-09-01,26.734,1.26,Port Au Prince,Haiti,18.48N,72.68W
1840-10-01,25.87,1.692,Port Au Prince,Haiti,18.48N,72.68W
1840-11-01,24.523000000000003,2.291,Port Au Prince,Haiti,18.48N,72.68W
1840-12-01,24.12,1.6540000000000001,Port Au Prince,Haiti,18.48N,72.68W
1841-01-01,24.648000000000003,1.902,Port Au Prince,Haiti,18.48N,72.68W
1841-02-01,24.418000000000003,1.3969999999999998,Port Au Prince,Haiti,18.48N,72.68W
1841-03-01,24.406,2.571,Port Au Prince,Haiti,18.48N,72.68W
1841-04-01,24.4,1.722,Port Au Prince,Haiti,18.48N,72.68W
1841-05-01,25.500999999999998,1.252,Port Au Prince,Haiti,18.48N,72.68W
1841-06-01,26.643,1.349,Port Au Prince,Haiti,18.48N,72.68W
1841-07-01,28.320999999999998,1.367,Port Au Prince,Haiti,18.48N,72.68W
1841-08-01,27.539,1.3419999999999999,Port Au Prince,Haiti,18.48N,72.68W
1841-09-01,26.409000000000002,1.119,Port Au Prince,Haiti,18.48N,72.68W
1841-10-01,25.747,1.351,Port Au Prince,Haiti,18.48N,72.68W
1841-11-01,25.0,1.5330000000000001,Port Au Prince,Haiti,18.48N,72.68W
1841-12-01,24.683000000000003,2.11,Port Au Prince,Haiti,18.48N,72.68W
1842-01-01,24.731,1.7990000000000002,Port Au Prince,Haiti,18.48N,72.68W
1842-02-01,25.238000000000003,1.611,Port Au Prince,Haiti,18.48N,72.68W
1842-03-01,26.340999999999998,1.886,Port Au Prince,Haiti,18.48N,72.68W
1842-04-01,25.861,1.6480000000000001,Port Au Prince,Haiti,18.48N,72.68W
1842-05-01,25.686,1.327,Port Au Prince,Haiti,18.48N,72.68W
1842-06-01,26.666999999999998,1.095,Port Au Prince,Haiti,18.48N,72.68W
1842-07-01,27.183000000000003,1.518,Port Au Prince,Haiti,18.48N,72.68W
1842-08-01,27.443,1.237,Port Au Prince,Haiti,18.48N,72.68W
1842-09-01,26.525,1.4369999999999998,Port Au Prince,Haiti,18.48N,72.68W
1842-10-01,25.364,1.3419999999999999,Port Au Prince,Haiti,18.48N,72.68W
1842-11-01,25.521,1.9140000000000001,Port Au Prince,Haiti,18.48N,72.68W
1842-12-01,25.958,1.919,Port Au Prince,Haiti,18.48N,72.68W
1843-01-01,25.565,1.724,Port Au Prince,Haiti,18.48N,72.68W
1843-02-01,25.704,1.4669999999999999,Port Au Prince,Haiti,18.48N,72.68W
1843-03-01,24.539,1.736,Port Au Prince,Haiti,18.48N,72.68W
1843-04-01,25.266,1.4880000000000002,Port Au Prince,Haiti,18.48N,72.68W
1843-05-01,24.921999999999997,1.369,Port Au Prince,Haiti,18.48N,72.68W
1843-06-01,26.340999999999998,1.633,Port Au Prince,Haiti,18.48N,72.68W
1843-07-01,27.453000000000003,1.567,Port Au Prince,Haiti,18.48N,72.68W
1843-08-01,27.138,1.6780000000000002,Port Au Prince,Haiti,18.48N,72.68W
1843-09-01,26.291,1.5730000000000002,Port Au Prince,Haiti,18.48N,72.68W
1843-10-01,25.864,1.557,Port Au Prince,Haiti,18.48N,72.68W
1843-11-01,26.059,1.364,Port Au Prince,Haiti,18.48N,72.68W
1843-12-01,26.015,2.0980000000000003,Port Au Prince,Haiti,18.48N,72.68W
1844-01-01,24.584,1.4980000000000002,Port Au Prince,Haiti,18.48N,72.68W
1844-02-01,23.721999999999998,2.249,Port Au Prince,Haiti,18.48N,72.68W
1844-03-01,24.568,2.033,Port Au Prince,Haiti,18.48N,72.68W
1844-04-01,24.228,1.9409999999999998,Port Au Prince,Haiti,18.48N,72.68W
1844-05-01,25.874,1.1909999999999998,Port Au Prince,Haiti,18.48N,72.68W
1844-06-01,26.35,1.7,Port Au Prince,Haiti,18.48N,72.68W
1844-07-01,27.7,1.508,Port Au Prince,Haiti,18.48N,72.68W
1844-08-01,27.145,2.056,Port Au Prince,Haiti,18.48N,72.68W
1844-09-01,26.062,1.367,Port Au Prince,Haiti,18.48N,72.68W
1844-10-01,26.151,1.252,Port Au Prince,Haiti,18.48N,72.68W
1844-11-01,25.69,1.4709999999999999,Port Au Prince,Haiti,18.48N,72.68W
1844-12-01,23.368,1.83,Port Au Prince,Haiti,18.48N,72.68W
1845-01-01,24.927,2.08,Port Au Prince,Haiti,18.48N,72.68W
1845-02-01,23.396,2.597,Port Au Prince,Haiti,18.48N,72.68W
1845-03-01,24.986,1.31,Port Au Prince,Haiti,18.48N,72.68W
1845-04-01,25.711,1.485,Port Au Prince,Haiti,18.48N,72.68W
1845-05-01,25.660999999999998,1.5730000000000002,Port Au Prince,Haiti,18.48N,72.68W
1845-06-01,26.912000000000006,1.7919999999999998,Port Au Prince,Haiti,18.48N,72.68W
1845-07-01,27.918000000000003,1.444,Port Au Prince,Haiti,18.48N,72.68W
1845-08-01,27.168000000000003,1.7109999999999999,Port Au Prince,Haiti,18.48N,72.68W
1845-09-01,26.32,1.412,Port Au Prince,Haiti,18.48N,72.68W
1845-10-01,25.232000000000006,1.194,Port Au Prince,Haiti,18.48N,72.68W
1845-11-01,24.955,1.6969999999999998,Port Au Prince,Haiti,18.48N,72.68W
1845-12-01,23.461,1.851,Port Au Prince,Haiti,18.48N,72.68W
1846-01-01,25.485,1.659,Port Au Prince,Haiti,18.48N,72.68W
1846-02-01,25.399,1.3780000000000001,Port Au Prince,Haiti,18.48N,72.68W
1846-03-01,26.23,1.61,Port Au Prince,Haiti,18.48N,72.68W
1846-04-01,24.583,1.3519999999999999,Port Au Prince,Haiti,18.48N,72.68W
1846-05-01,26.176,1.79,Port Au Prince,Haiti,18.48N,72.68W
1846-06-01,27.748,1.811,Port Au Prince,Haiti,18.48N,72.68W
1846-07-01,28.344,1.875,Port Au Prince,Haiti,18.48N,72.68W
1846-08-01,28.085,1.2819999999999998,Port Au Prince,Haiti,18.48N,72.68W
1846-09-01,26.848000000000003,1.364,Port Au Prince,Haiti,18.48N,72.68W
1846-10-01,25.941000000000006,1.175,Port Au Prince,Haiti,18.48N,72.68W
1846-11-01,25.665,1.982,Port Au Prince,Haiti,18.48N,72.68W
1846-12-01,25.64,1.694,Port Au Prince,Haiti,18.48N,72.68W
1847-01-01,26.178,4.434,Port Au Prince,Haiti,18.48N,72.68W
1847-02-01,25.349,1.6480000000000001,Port Au Prince,Haiti,18.48N,72.68W
1847-03-01,24.391,1.931,Port Au Prince,Haiti,18.48N,72.68W
1847-04-01,25.458,1.344,Port Au Prince,Haiti,18.48N,72.68W
1847-05-01,25.045,1.2229999999999999,Port Au Prince,Haiti,18.48N,72.68W
1847-06-01,27.445999999999998,1.625,Port Au Prince,Haiti,18.48N,72.68W
1847-07-01,27.783,1.399,Port Au Prince,Haiti,18.48N,72.68W
1847-08-01,27.765,1.358,Port Au Prince,Haiti,18.48N,72.68W
1847-09-01,26.796,1.06,Port Au Prince,Haiti,18.48N,72.68W
1847-10-01,26.483,1.278,Port Au Prince,Haiti,18.48N,72.68W
1847-11-01,26.59,1.226,Port Au Prince,Haiti,18.48N,72.68W
1847-12-01,23.363000000000003,2.437,Port Au Prince,Haiti,18.48N,72.68W
1848-01-01,23.629,1.62,Port Au Prince,Haiti,18.48N,72.68W
1848-02-01,25.184,1.54,Port Au Prince,Haiti,18.48N,72.68W
1848-03-01,25.111,1.321,Port Au Prince,Haiti,18.48N,72.68W
1848-04-01,25.314,1.208,Port Au Prince,Haiti,18.48N,72.68W
1848-05-01,25.391,1.4040000000000001,Port Au Prince,Haiti,18.48N,72.68W
1848-06-01,26.824,1.621,Port Au Prince,Haiti,18.48N,72.68W
1848-07-01,28.331999999999997,1.8119999999999998,Port Au Prince,Haiti,18.48N,72.68W
1848-08-01,27.083000000000002,1.4380000000000002,Port Au Prince,Haiti,18.48N,72.68W
1848-09-01,26.768,1.456,Port Au Prince,Haiti,18.48N,72.68W
1848-10-01,26.326,1.1640000000000001,Port Au Prince,Haiti,18.48N,72.68W
1848-11-01,25.293000000000003,1.345,Port Au Prince,Haiti,18.48N,72.68W
1848-12-01,26.636999999999997,2.49,Port Au Prince,Haiti,18.48N,72.68W
1849-01-01,25.526,1.507,Port Au Prince,Haiti,18.48N,72.68W
1849-02-01,24.705,1.402,Port Au Prince,Haiti,18.48N,72.68W
1849-03-01,25.998,1.8730000000000002,Port Au Prince,Haiti,18.48N,72.68W
1849-04-01,24.761,1.3419999999999999,Port Au Prince,Haiti,18.48N,72.68W
1849-05-01,25.819000000000003,1.2670000000000001,Port Au Prince,Haiti,18.48N,72.68W
1849-06-01,26.828000000000007,1.348,Port Au Prince,Haiti,18.48N,72.68W
1849-07-01,28.101999999999997,1.421,Port Au Prince,Haiti,18.48N,72.68W
1849-08-01,27.816,1.256,Port Au Prince,Haiti,18.48N,72.68W
1849-09-01,26.565,1.205,Port Au Prince,Haiti,18.48N,72.68W
1849-10-01,27.165000000000006,1.591,Port Au Prince,Haiti,18.48N,72.68W
1849-11-01,26.206999999999997,1.649,Port Au Prince,Haiti,18.48N,72.68W
1849-12-01,26.203000000000003,3.417,Port Au Prince,Haiti,18.48N,72.68W
1850-01-01,25.109,2.045,Port Au Prince,Haiti,18.48N,72.68W
1850-02-01,25.377,1.439,Port Au Prince,Haiti,18.48N,72.68W
1850-03-01,26.006,2.568,Port Au Prince,Haiti,18.48N,72.68W
1850-04-01,25.489,2.092,Port Au Prince,Haiti,18.48N,72.68W
1850-05-01,25.767,1.63,Port Au Prince,Haiti,18.48N,72.68W
1850-06-01,26.854000000000006,1.117,Port Au Prince,Haiti,18.48N,72.68W
1850-07-01,28.195,1.112,Port Au Prince,Haiti,18.48N,72.68W
1850-08-01,28.006,1.183,Port Au Prince,Haiti,18.48N,72.68W
1850-09-01,27.366999999999997,1.206,Port Au Prince,Haiti,18.48N,72.68W
1850-10-01,25.627,1.156,Port Au Prince,Haiti,18.48N,72.68W
1850-11-01,25.608,1.619,Port Au Prince,Haiti,18.48N,72.68W
1850-12-01,25.3,1.482,Port Au Prince,Haiti,18.48N,72.68W
1851-01-01,25.168000000000003,1.3159999999999998,Port Au Prince,Haiti,18.48N,72.68W
1851-02-01,25.23,1.182,Port Au Prince,Haiti,18.48N,72.68W
1851-03-01,24.8,1.246,Port Au Prince,Haiti,18.48N,72.68W
1851-04-01,25.451999999999998,1.531,Port Au Prince,Haiti,18.48N,72.68W
1851-05-01,26.064,1.2890000000000001,Port Au Prince,Haiti,18.48N,72.68W
1851-06-01,27.199,1.124,Port Au Prince,Haiti,18.48N,72.68W
1851-07-01,28.467,1.5759999999999998,Port Au Prince,Haiti,18.48N,72.68W
1851-08-01,27.757,1.453,Port Au Prince,Haiti,18.48N,72.68W
1851-09-01,26.433000000000003,1.232,Port Au Prince,Haiti,18.48N,72.68W
1851-10-01,26.572000000000006,1.883,Port Au Prince,Haiti,18.48N,72.68W
1851-11-01,26.092,1.23,Port Au Prince,Haiti,18.48N,72.68W
1851-12-01,24.875999999999998,2.778,Port Au Prince,Haiti,18.48N,72.68W
1852-01-01,23.072,2.419,Port Au Prince,Haiti,18.48N,72.68W
1852-02-01,24.106,1.6680000000000001,Port Au Prince,Haiti,18.48N,72.68W
1852-03-01,24.3,1.327,Port Au Prince,Haiti,18.48N,72.68W
1852-04-01,25.063,1.5219999999999998,Port Au Prince,Haiti,18.48N,72.68W
1852-05-01,26.393,1.2229999999999999,Port Au Prince,Haiti,18.48N,72.68W
1852-06-01,27.385,0.8690000000000001,Port Au Prince,Haiti,18.48N,72.68W
1852-07-01,27.744,1.314,Port Au Prince,Haiti,18.48N,72.68W
1852-08-01,27.431,1.021,Port Au Prince,Haiti,18.48N,72.68W
1852-09-01,27.007,1.579,Port Au Prince,Haiti,18.48N,72.68W
1852-10-01,25.546000000000006,1.7080000000000002,Port Au Prince,Haiti,18.48N,72.68W
1852-11-01,25.838,1.367,Port Au Prince,Haiti,18.48N,72.68W
1852-12-01,25.647,1.405,Port Au Prince,Haiti,18.48N,72.68W
1853-01-01,23.97,1.1740000000000002,Port Au Prince,Haiti,18.48N,72.68W
1853-02-01,23.465999999999998,1.611,Port Au Prince,Haiti,18.48N,72.68W
1853-03-01,25.68,1.621,Port Au Prince,Haiti,18.48N,72.68W
1853-04-01,25.851999999999997,1.204,Port Au Prince,Haiti,18.48N,72.68W
1853-05-01,26.326999999999998,0.875,Port Au Prince,Haiti,18.48N,72.68W
1853-06-01,27.428,1.9780000000000002,Port Au Prince,Haiti,18.48N,72.68W
1853-07-01,28.416999999999998,0.863,Port Au Prince,Haiti,18.48N,72.68W
1853-08-01,27.484,1.15,Port Au Prince,Haiti,18.48N,72.68W
1853-09-01,26.877,0.657,Port Au Prince,Haiti,18.48N,72.68W
1853-10-01,26.93,0.91,Port Au Prince,Haiti,18.48N,72.68W
1853-11-01,26.217,1.797,Port Au Prince,Haiti,18.48N,72.68W
1853-12-01,24.97,1.2309999999999999,Port Au Prince,Haiti,18.48N,72.68W
1854-01-01,25.165,1.964,Port Au Prince,Haiti,18.48N,72.68W
1854-02-01,24.425,1.401,Port Au Prince,Haiti,18.48N,72.68W
1854-03-01,25.789,1.208,Port Au Prince,Haiti,18.48N,72.68W
1854-04-01,24.811,1.045,Port Au Prince,Haiti,18.48N,72.68W
1854-05-01,26.307,1.044,Port Au Prince,Haiti,18.48N,72.68W
1854-06-01,27.285999999999998,1.199,Port Au Prince,Haiti,18.48N,72.68W
1854-07-01,28.184,1.2690000000000001,Port Au Prince,Haiti,18.48N,72.68W
1854-08-01,27.345,1.284,Port Au Prince,Haiti,18.48N,72.68W
1854-09-01,26.558000000000003,0.9640000000000001,Port Au Prince,Haiti,18.48N,72.68W
1854-10-01,26.486,1.294,Port Au Prince,Haiti,18.48N,72.68W
1854-11-01,25.318,1.361,Port Au Prince,Haiti,18.48N,72.68W
1854-12-01,25.412,3.2710000000000004,Port Au Prince,Haiti,18.48N,72.68W
1855-01-01,24.17,2.105,Port Au Prince,Haiti,18.48N,72.68W
1855-02-01,24.213,1.386,Port Au Prince,Haiti,18.48N,72.68W
1855-03-01,25.364,1.182,Port Au Prince,Haiti,18.48N,72.68W
1855-04-01,25.144,1.3869999999999998,Port Au Prince,Haiti,18.48N,72.68W
1855-05-01,26.215999999999998,1.092,Port Au Prince,Haiti,18.48N,72.68W
1855-06-01,27.844,0.9420000000000001,Port Au Prince,Haiti,18.48N,72.68W
1855-07-01,27.715,0.8140000000000001,Port Au Prince,Haiti,18.48N,72.68W
1855-08-01,28.589000000000002,1.2670000000000001,Port Au Prince,Haiti,18.48N,72.68W
1855-09-01,27.364,0.6679999999999999,Port Au Prince,Haiti,18.48N,72.68W
1855-10-01,26.473000000000006,1.149,Port Au Prince,Haiti,18.48N,72.68W
1855-11-01,26.714,1.1909999999999998,Port Au Prince,Haiti,18.48N,72.68W
1855-12-01,25.988000000000003,2.244,Port Au Prince,Haiti,18.48N,72.68W
1856-01-01,25.68,1.3130000000000002,Port Au Prince,Haiti,18.48N,72.68W
1856-02-01,25.213,1.715,Port Au Prince,Haiti,18.48N,72.68W
1856-03-01,26.358,1.325,Port Au Prince,Haiti,18.48N,72.68W
1856-04-01,25.463,0.8340000000000001,Port Au Prince,Haiti,18.48N,72.68W
1856-05-01,27.004,1.599,Port Au Prince,Haiti,18.48N,72.68W
1856-06-01,28.01,2.105,Port Au Prince,Haiti,18.48N,72.68W
1856-07-01,28.566999999999997,0.919,Port Au Prince,Haiti,18.48N,72.68W
1856-08-01,27.865,1.368,Port Au Prince,Haiti,18.48N,72.68W
1856-09-01,27.06,1.254,Port Au Prince,Haiti,18.48N,72.68W
1856-10-01,26.656999999999996,0.9229999999999999,Port Au Prince,Haiti,18.48N,72.68W
1856-11-01,27.127,1.214,Port Au Prince,Haiti,18.48N,72.68W
1856-12-01,25.748,1.81,Port Au Prince,Haiti,18.48N,72.68W
1857-01-01,23.906,1.272,Port Au Prince,Haiti,18.48N,72.68W
1857-02-01,23.999000000000002,1.197,Port Au Prince,Haiti,18.48N,72.68W
1857-03-01,25.279,1.069,Port Au Prince,Haiti,18.48N,72.68W
1857-04-01,24.969,0.718,Port Au Prince,Haiti,18.48N,72.68W
1857-05-01,25.565,0.89,Port Au Prince,Haiti,18.48N,72.68W
1857-06-01,27.221999999999998,0.71,Port Au Prince,Haiti,18.48N,72.68W
1857-07-01,27.711,0.725,Port Au Prince,Haiti,18.48N,72.68W
1857-08-01,27.103,0.8540000000000001,Port Au Prince,Haiti,18.48N,72.68W
1857-09-01,26.021,0.5670000000000001,Port Au Prince,Haiti,18.48N,72.68W
1857-10-01,25.499,0.95,Port Au Prince,Haiti,18.48N,72.68W
1857-11-01,25.531999999999996,1.2890000000000001,Port Au Prince,Haiti,18.48N,72.68W
1857-12-01,24.429,2.157,Port Au Prince,Haiti,18.48N,72.68W
1858-01-01,24.313000000000002,1.827,Port Au Prince,Haiti,18.48N,72.68W
1858-02-01,24.261,1.454,Port Au Prince,Haiti,18.48N,72.68W
1858-03-01,23.921,1.186,Port Au Prince,Haiti,18.48N,72.68W
1858-04-01,24.646,1.236,Port Au Prince,Haiti,18.48N,72.68W
1858-05-01,25.678,1.0270000000000001,Port Au Prince,Haiti,18.48N,72.68W
1858-06-01,26.76,0.993,Port Au Prince,Haiti,18.48N,72.68W
1858-07-01,27.909000000000002,1.179,Port Au Prince,Haiti,18.48N,72.68W
1858-08-01,27.42,0.802,Port Au Prince,Haiti,18.48N,72.68W
1858-09-01,26.792,1.516,Port Au Prince,Haiti,18.48N,72.68W
1858-10-01,25.666,1.122,Port Au Prince,Haiti,18.48N,72.68W
1858-11-01,25.498,1.028,Port Au Prince,Haiti,18.48N,72.68W
1858-12-01,24.756999999999998,1.088,Port Au Prince,Haiti,18.48N,72.68W
1859-01-01,24.329,0.6809999999999999,Port Au Prince,Haiti,18.48N,72.68W
1859-02-01,24.039,0.902,Port Au Prince,Haiti,18.48N,72.68W
1859-03-01,24.92,1.4,Port Au Prince,Haiti,18.48N,72.68W
1859-04-01,25.436999999999998,1.395,Port Au Prince,Haiti,18.48N,72.68W
1859-05-01,26.135,0.8,Port Au Prince,Haiti,18.48N,72.68W
1859-06-01,26.811999999999998,1.3419999999999999,Port Au Prince,Haiti,18.48N,72.68W
1859-07-01,27.559,1.0190000000000001,Port Au Prince,Haiti,18.48N,72.68W
1859-08-01,27.254,0.696,Port Au Prince,Haiti,18.48N,72.68W
1859-09-01,26.75,0.586,Port Au Prince,Haiti,18.48N,72.68W
1859-10-01,26.293000000000006,0.9840000000000001,Port Au Prince,Haiti,18.48N,72.68W
1859-11-01,25.465999999999998,1.7619999999999998,Port Au Prince,Haiti,18.48N,72.68W
1859-12-01,24.855999999999998,1.335,Port Au Prince,Haiti,18.48N,72.68W
1860-01-01,24.693,1.015,Port Au Prince,Haiti,18.48N,72.68W
1860-02-01,24.241,0.9390000000000001,Port Au Prince,Haiti,18.48N,72.68W
1860-03-01,24.678,1.78,Port Au Prince,Haiti,18.48N,72.68W
1860-04-01,25.486,0.8809999999999999,Port Au Prince,Haiti,18.48N,72.68W
1860-05-01,25.429,1.015,Port Au Prince,Haiti,18.48N,72.68W
1860-06-01,26.859,0.934,Port Au Prince,Haiti,18.48N,72.68W
1860-07-01,28.044,0.632,Port Au Prince,Haiti,18.48N,72.68W
1860-08-01,27.374000000000002,0.715,Port Au Prince,Haiti,18.48N,72.68W
1860-09-01,26.702,0.675,Port Au Prince,Haiti,18.48N,72.68W
1860-10-01,26.244,0.774,Port Au Prince,Haiti,18.48N,72.68W
1860-11-01,25.776,1.325,Port Au Prince,Haiti,18.48N,72.68W
1860-12-01,24.726,0.912,Port Au Prince,Haiti,18.48N,72.68W
1861-01-01,24.058000000000003,1.41,Port Au Prince,Haiti,18.48N,72.68W
1861-02-01,24.936999999999998,0.898,Port Au Prince,Haiti,18.48N,72.68W
1861-03-01,25.115,0.85,Port Au Prince,Haiti,18.48N,72.68W
1861-04-01,25.465,0.747,Port Au Prince,Haiti,18.48N,72.68W
1861-05-01,26.276999999999997,1.382,Port Au Prince,Haiti,18.48N,72.68W
1861-06-01,26.986,1.4409999999999998,Port Au Prince,Haiti,18.48N,72.68W
1861-07-01,28.274,0.987,Port Au Prince,Haiti,18.48N,72.68W
1861-08-01,27.712,1.0979999999999999,Port Au Prince,Haiti,18.48N,72.68W
1861-09-01,27.213,1.175,Port Au Prince,Haiti,18.48N,72.68W
1861-10-01,27.115,1.031,Port Au Prince,Haiti,18.48N,72.68W
1861-11-01,25.737,1.4080000000000001,Port Au Prince,Haiti,18.48N,72.68W
1861-12-01,24.871,1.693,Port Au Prince,Haiti,18.48N,72.68W
1862-01-01,24.316999999999997,1.15,Port Au Prince,Haiti,18.48N,72.68W
1862-02-01,25.267,1.3619999999999999,Port Au Prince,Haiti,18.48N,72.68W
1862-03-01,25.123,0.7190000000000001,Port Au Prince,Haiti,18.48N,72.68W
1862-04-01,25.333,1.213,Port Au Prince,Haiti,18.48N,72.68W
1862-05-01,26.552,1.597,Port Au Prince,Haiti,18.48N,72.68W
1862-06-01,27.334,1.015,Port Au Prince,Haiti,18.48N,72.68W
1862-07-01,28.163,0.9440000000000001,Port Au Prince,Haiti,18.48N,72.68W
1862-08-01,27.748,1.402,Port Au Prince,Haiti,18.48N,72.68W
1862-09-01,27.175,1.605,Port Au Prince,Haiti,18.48N,72.68W
1862-10-01,26.648000000000003,1.345,Port Au Prince,Haiti,18.48N,72.68W
1862-11-01,25.476,1.204,Port Au Prince,Haiti,18.48N,72.68W
1862-12-01,23.858,1.595,Port Au Prince,Haiti,18.48N,72.68W
1863-01-01,23.994,2.6910000000000003,Port Au Prince,Haiti,18.48N,72.68W
1863-02-01,25.993000000000002,3.4019999999999997,Port Au Prince,Haiti,18.48N,72.68W
1863-03-01,25.179000000000002,1.28,Port Au Prince,Haiti,18.48N,72.68W
1863-04-01,25.238000000000003,2.233,Port Au Prince,Haiti,18.48N,72.68W
1863-05-01,26.648000000000003,1.66,Port Au Prince,Haiti,18.48N,72.68W
1863-06-01,28.048,1.829,Port Au Prince,Haiti,18.48N,72.68W
1863-07-01,28.302,1.141,Port Au Prince,Haiti,18.48N,72.68W
1863-08-01,27.483,0.904,Port Au Prince,Haiti,18.48N,72.68W
1863-09-01,26.581,1.115,Port Au Prince,Haiti,18.48N,72.68W
1863-10-01,26.755000000000006,1.034,Port Au Prince,Haiti,18.48N,72.68W
1863-11-01,25.630000000000006,1.105,Port Au Prince,Haiti,18.48N,72.68W
1863-12-01,24.081,1.329,Port Au Prince,Haiti,18.48N,72.68W
1864-01-01,25.023000000000003,2.472,Port Au Prince,Haiti,18.48N,72.68W
1864-02-01,24.566,2.171,Port Au Prince,Haiti,18.48N,72.68W
1864-03-01,24.351999999999997,1.5190000000000001,Port Au Prince,Haiti,18.48N,72.68W
1864-04-01,24.924,1.2770000000000001,Port Au Prince,Haiti,18.48N,72.68W
1864-05-01,25.052,0.705,Port Au Prince,Haiti,18.48N,72.68W
1864-06-01,27.166,1.578,Port Au Prince,Haiti,18.48N,72.68W
1864-07-01,27.647,0.7490000000000001,Port Au Prince,Haiti,18.48N,72.68W
1864-08-01,27.256,1.085,Port Au Prince,Haiti,18.48N,72.68W
1864-09-01,27.305999999999997,0.9670000000000001,Port Au Prince,Haiti,18.48N,72.68W
1864-10-01,26.734,1.489,Port Au Prince,Haiti,18.48N,72.68W
1864-11-01,25.881,1.204,Port Au Prince,Haiti,18.48N,72.68W
1864-12-01,25.02,1.494,Port Au Prince,Haiti,18.48N,72.68W
1865-01-01,25.156,1.8419999999999999,Port Au Prince,Haiti,18.48N,72.68W
1865-02-01,24.258000000000003,1.297,Port Au Prince,Haiti,18.48N,72.68W
1865-03-01,25.180999999999997,1.064,Port Au Prince,Haiti,18.48N,72.68W
1865-04-01,25.325,1.4409999999999998,Port Au Prince,Haiti,18.48N,72.68W
1865-05-01,26.386,1.121,Port Au Prince,Haiti,18.48N,72.68W
1865-06-01,27.736,0.705,Port Au Prince,Haiti,18.48N,72.68W
1865-07-01,28.158,1.805,Port Au Prince,Haiti,18.48N,72.68W
1865-08-01,28.0,1.21,Port Au Prince,Haiti,18.48N,72.68W
1865-09-01,26.555999999999997,1.176,Port Au Prince,Haiti,18.48N,72.68W
1865-10-01,26.6,1.0759999999999998,Port Au Prince,Haiti,18.48N,72.68W
1865-11-01,25.823,0.955,Port Au Prince,Haiti,18.48N,72.68W
1865-12-01,25.517,1.34,Port Au Prince,Haiti,18.48N,72.68W
1866-01-01,24.162,0.902,Port Au Prince,Haiti,18.48N,72.68W
1866-02-01,24.859,1.46,Port Au Prince,Haiti,18.48N,72.68W
1866-03-01,23.67,0.7879999999999999,Port Au Prince,Haiti,18.48N,72.68W
1866-04-01,24.622,0.94,Port Au Prince,Haiti,18.48N,72.68W
1866-05-01,26.055999999999997,1.281,Port Au Prince,Haiti,18.48N,72.68W
1866-06-01,27.092,1.235,Port Au Prince,Haiti,18.48N,72.68W
1866-07-01,27.643,1.55,Port Au Prince,Haiti,18.48N,72.68W
1866-08-01,27.788,0.594,Port Au Prince,Haiti,18.48N,72.68W
1866-09-01,26.928,0.667,Port Au Prince,Haiti,18.48N,72.68W
1866-10-01,26.234,0.738,Port Au Prince,Haiti,18.48N,72.68W
1866-11-01,25.366999999999997,1.247,Port Au Prince,Haiti,18.48N,72.68W
1866-12-01,24.555999999999997,1.454,Port Au Prince,Haiti,18.48N,72.68W
1867-01-01,24.184,1.599,Port Au Prince,Haiti,18.48N,72.68W
1867-02-01,24.738000000000003,0.976,Port Au Prince,Haiti,18.48N,72.68W
1867-03-01,25.045,0.9740000000000001,Port Au Prince,Haiti,18.48N,72.68W
1867-04-01,25.767,0.951,Port Au Prince,Haiti,18.48N,72.68W
1867-05-01,26.381999999999998,1.15,Port Au Prince,Haiti,18.48N,72.68W
1867-06-01,27.175,1.4580000000000002,Port Au Prince,Haiti,18.48N,72.68W
1867-07-01,27.904,2.133,Port Au Prince,Haiti,18.48N,72.68W
1867-08-01,27.511999999999997,1.339,Port Au Prince,Haiti,18.48N,72.68W
1867-09-01,27.21,1.104,Port Au Prince,Haiti,18.48N,72.68W
1867-10-01,26.666,2.2880000000000003,Port Au Prince,Haiti,18.48N,72.68W
1867-11-01,25.671999999999997,1.766,Port Au Prince,Haiti,18.48N,72.68W
1867-12-01,24.906,1.909,Port Au Prince,Haiti,18.48N,72.68W
1868-01-01,25.18,1.469,Port Au Prince,Haiti,18.48N,72.68W
1868-02-01,24.573,1.588,Port Au Prince,Haiti,18.48N,72.68W
1868-03-01,24.6,0.705,Port Au Prince,Haiti,18.48N,72.68W
1868-04-01,25.919,1.79,Port Au Prince,Haiti,18.48N,72.68W
1868-05-01,26.171999999999997,2.549,Port Au Prince,Haiti,18.48N,72.68W
1868-06-01,27.322000000000006,0.534,Port Au Prince,Haiti,18.48N,72.68W
1868-07-01,28.732,1.472,Port Au Prince,Haiti,18.48N,72.68W
1868-08-01,28.096,0.823,Port Au Prince,Haiti,18.48N,72.68W
1868-09-01,26.86,2.957,Port Au Prince,Haiti,18.48N,72.68W
1868-10-01,26.725,1.013,Port Au Prince,Haiti,18.48N,72.68W
1868-11-01,26.213,1.301,Port Au Prince,Haiti,18.48N,72.68W
1868-12-01,25.284000000000002,1.933,Port Au Prince,Haiti,18.48N,72.68W
1869-01-01,25.536,1.472,Port Au Prince,Haiti,18.48N,72.68W
1869-02-01,25.366999999999997,1.584,Port Au Prince,Haiti,18.48N,72.68W
1869-03-01,25.606,1.264,Port Au Prince,Haiti,18.48N,72.68W
1869-04-01,26.011999999999997,1.686,Port Au Prince,Haiti,18.48N,72.68W
1869-05-01,26.9,1.215,Port Au Prince,Haiti,18.48N,72.68W
1869-06-01,28.607000000000006,0.83,Port Au Prince,Haiti,18.48N,72.68W
