9999999999998,0.426,Amol,Iran,36.17N,51.71E
1857-12-01,18.808,1.788,Amravati,India,21.70N,77.02E
1858-01-01,19.614,2.03,Amravati,India,21.70N,77.02E
1858-02-01,21.528000000000002,1.577,Amravati,India,21.70N,77.02E
1858-03-01,26.184,1.787,Amravati,India,21.70N,77.02E
1858-04-01,31.589,1.8519999999999999,Amravati,India,21.70N,77.02E
1858-05-01,33.277,1.6909999999999998,Amravati,India,21.70N,77.02E
1858-06-01,30.593000000000004,1.828,Amravati,India,21.70N,77.02E
1858-07-01,26.482,1.5019999999999998,Amravati,India,21.70N,77.02E
1858-08-01,25.441,1.2830000000000001,Amravati,India,21.70N,77.02E
1858-09-01,25.905,1.296,Amravati,India,21.70N,77.02E
1858-10-01,25.025,1.614,Amravati,India,21.70N,77.02E
1858-11-01,22.239,1.768,Amravati,India,21.70N,77.02E
1858-12-01,18.522,1.719,Amravati,India,21.70N,77.02E
1859-01-01,19.291,1.64,Amravati,India,21.70N,77.02E
1859-02-01,21.733,1.632,Amravati,India,21.70N,77.02E
1859-03-01,26.503,1.825,Amravati,India,21.70N,77.02E
1859-04-01,31.566999999999997,1.861,Amravati,India,21.70N,77.02E
1859-05-01,33.766999999999996,1.546,Amravati,India,21.70N,77.02E
1859-06-01,30.897,1.839,Amravati,India,21.70N,77.02E
1859-07-01,26.598000000000003,1.443,Amravati,India,21.70N,77.02E
1859-08-01,25.295,1.253,Amravati,India,21.70N,77.02E
1859-09-01,25.749000000000002,1.274,Amravati,India,21.70N,77.02E
1859-10-01,25.055,1.581,Amravati,India,21.70N,77.02E
1859-11-01,21.854,1.84,Amravati,India,21.70N,77.02E
1859-12-01,19.005000000000006,1.8330000000000002,Amravati,India,21.70N,77.02E
1860-01-01,18.952,1.632,Amravati,India,21.70N,77.02E
1860-02-01,21.384,1.64,Amravati,India,21.70N,77.02E
1860-03-01,25.036,2.024,Amravati,India,21.70N,77.02E
1860-04-01,31.006,1.703,Amravati,India,21.70N,77.02E
1860-05-01,33.38,1.495,Amravati,India,21.70N,77.02E
1860-06-01,30.993000000000002,1.764,Amravati,India,21.70N,77.02E
1860-07-01,27.014,1.382,Amravati,India,21.70N,77.02E
1860-08-01,25.91,1.3319999999999999,Amravati,India,21.70N,77.02E
1860-09-01,26.546,1.358,Amravati,India,21.70N,77.02E
1860-10-01,25.046,1.514,Amravati,India,21.70N,77.02E
1860-11-01,21.43,1.6159999999999999,Amravati,India,21.70N,77.02E
1860-12-01,17.702,1.635,Amravati,India,21.70N,77.02E
1861-01-01,17.868000000000006,1.8019999999999998,Amravati,India,21.70N,77.02E
1861-02-01,21.016,1.599,Amravati,India,21.70N,77.02E
1861-03-01,25.93,1.739,Amravati,India,21.70N,77.02E
1861-04-01,30.795,1.7380000000000002,Amravati,India,21.70N,77.02E
1861-05-01,33.1,1.537,Amravati,India,21.70N,77.02E
1861-06-01,30.704,2.043,Amravati,India,21.70N,77.02E
1861-07-01,26.728,1.595,Amravati,India,21.70N,77.02E
1861-08-01,25.582,1.3159999999999998,Amravati,India,21.70N,77.02E
1861-09-01,26.006,1.2790000000000001,Amravati,India,21.70N,77.02E
1861-10-01,24.752,1.4909999999999999,Amravati,India,21.70N,77.02E
1861-11-01,21.886000000000006,1.844,Amravati,India,21.70N,77.02E
1861-12-01,18.757,1.902,Amravati,India,21.70N,77.02E
1862-01-01,18.046,1.7530000000000001,Amravati,India,21.70N,77.02E
1862-02-01,20.438,1.7069999999999999,Amravati,India,21.70N,77.02E
1862-03-01,25.646,1.736,Amravati,India,21.70N,77.02E
1862-04-01,,,Amravati,India,21.70N,77.02E
1862-05-01,,,Amravati,India,21.70N,77.02E
1862-06-01,,,Amravati,India,21.70N,77.02E
1862-07-01,,,Amravati,India,21.70N,77.02E
1862-08-01,,,Amravati,India,21.70N,77.02E
1862-09-01,,,Amravati,India,21.70N,77.02E
1862-10-01,,,Amravati,India,21.70N,77.02E
1862-11-01,,,Amravati,India,21.70N,77.02E
1862-12-01,,,Amravati,India,21.70N,77.02E
1863-01-01,,,Amravati,India,21.70N,77.02E
1863-02-01,,,Amravati,India,21.70N,77.02E
1863-03-01,,,Amravati,India,21.70N,77.02E
1863-04-01,,,Amravati,India,21.70N,77.02E
1863-05-01,,,Amravati,India,21.70N,77.02E
1863-06-01,,,Amravati,India,21.70N,77.02E
1863-07-01,,,Amravati,India,21.70N,77.02E
1863-08-01,,,Amravati,India,21.70N,77.02E
1863-09-01,,,Amravati,India,21.70N,77.02E
1863-10-01,,,Amravati,India,21.70N,77.02E
1863-11-01,,,Amravati,India,21.70N,77.02E
1863-12-01,,,Amravati,India,21.70N,77.02E
1864-01-01,,,Amravati,India,21.70N,77.02E
1864-02-01,,,Amravati,India,21.70N,77.02E
1864-03-01,,,Amravati,India,21.70N,77.02E
1864-04-01,,,Amravati,India,21.70N,77.02E
1864-05-01,,,Amravati,India,21.70N,77.02E
1864-06-01,,,Amravati,India,21.70N,77.02E
1864-07-01,,,Amravati,India,21.70N,77.02E
1864-08-01,,,Amravati,India,21.70N,77.02E
1864-09-01,,,Amravati,India,21.70N,77.02E
1864-10-01,,,Amravati,India,21.70N,77.02E
1864-11-01,,,Amravati,India,21.70N,77.02E
1864-12-01,,,Amravati,India,21.70N,77.02E
1865-01-01,20.047,1.619,Amravati,India,21.70N,77.02E
1865-02-01,21.646,2.265,Amravati,India,21.70N,77.02E
1865-03-01,25.519000000000002,1.7690000000000001,Amravati,India,21.70N,77.02E
1865-04-01,30.747,1.794,Amravati,India,21.70N,77.02E
1865-05-01,33.376,1.77,Amravati,India,21.70N,77.02E
1865-06-01,31.363000000000003,1.744,Amravati,India,21.70N,77.02E
1865-07-01,27.062,1.4,Amravati,India,21.70N,77.02E
1865-08-01,25.845,1.296,Amravati,India,21.70N,77.02E
1865-09-01,26.788,1.27,Amravati,India,21.70N,77.02E
1865-10-01,25.386999999999997,1.4909999999999999,Amravati,India,21.70N,77.02E
1865-11-01,22.461,1.666,Amravati,India,21.70N,77.02E
1865-12-01,19.067,1.709,Amravati,India,21.70N,77.02E
1866-01-01,19.895,1.67,Amravati,India,21.70N,77.02E
1866-02-01,21.459,1.694,Amravati,India,21.70N,77.02E
1866-03-01,26.039,1.7369999999999999,Amravati,India,21.70N,77.02E
1866-04-01,31.362,1.7280000000000002,Amravati,India,21.70N,77.02E
1866-05-01,33.85,1.65,Amravati,India,21.70N,77.02E
1866-06-01,30.933000000000003,1.7480000000000002,Amravati,India,21.70N,77.02E
1866-07-01,27.278000000000002,1.5230000000000001,Amravati,India,21.70N,77.02E
1866-08-01,25.685,1.341,Amravati,India,21.70N,77.02E
1866-09-01,26.517,1.416,Amravati,India,21.70N,77.02E
1866-10-01,24.956999999999997,1.4769999999999999,Amravati,India,21.70N,77.02E
1866-11-01,21.991999999999997,1.619,Amravati,India,21.70N,77.02E
1866-12-01,19.936,1.672,Amravati,India,21.70N,77.02E
1867-01-01,19.698,1.6909999999999998,Amravati,India,21.70N,77.02E
1867-02-01,21.616,1.5630000000000002,Amravati,India,21.70N,77.02E
1867-03-01,26.094,1.7790000000000001,Amravati,India,21.70N,77.02E
1867-04-01,31.284,1.7269999999999999,Amravati,India,21.70N,77.02E
1867-05-01,33.179,1.5230000000000001,Amravati,India,21.70N,77.02E
1867-06-01,31.136999999999997,1.7519999999999998,Amravati,India,21.70N,77.02E
1867-07-01,26.996,1.4040000000000001,Amravati,India,21.70N,77.02E
1867-08-01,25.78,1.339,Amravati,India,21.70N,77.02E
1867-09-01,26.426,1.3130000000000002,Amravati,India,21.70N,77.02E
1867-10-01,25.393,1.454,Amravati,India,21.70N,77.02E
1867-11-01,22.773000000000003,1.9140000000000001,Amravati,India,21.70N,77.02E
1867-12-01,19.852,1.725,Amravati,India,21.70N,77.02E
1868-01-01,18.969,1.67,Amravati,India,21.70N,77.02E
1868-02-01,21.125999999999998,1.806,Amravati,India,21.70N,77.02E
1868-03-01,25.924,1.807,Amravati,India,21.70N,77.02E
1868-04-01,31.298,1.8359999999999999,Amravati,India,21.70N,77.02E
1868-05-01,33.852,1.617,Amravati,India,21.70N,77.02E
1868-06-01,30.964000000000002,1.702,Amravati,India,21.70N,77.02E
1868-07-01,26.976,1.3730000000000002,Amravati,India,21.70N,77.02E
1868-08-01,25.991,1.2990000000000002,Amravati,India,21.70N,77.02E
1868-09-01,26.474,1.338,Amravati,India,21.70N,77.02E
1868-10-01,25.666999999999998,1.472,Amravati,India,21.70N,77.02E
1868-11-01,21.631,1.71,Amravati,India,21.70N,77.02E
1868-12-01,19.124,1.588,Amravati,India,21.70N,77.02E
1869-01-01,19.253,1.768,Amravati,India,21.70N,77.02E
1869-02-01,22.429,1.699,Amravati,India,21.70N,77.02E
1869-03-01,26.01,1.7590000000000001,Amravati,India,21.70N,77.02E
1869-04-01,31.5,1.829,Amravati,India,21.70N,77.02E
1869-05-01,33.566,1.712,Amravati,India,21.70N,77.02E
1869-06-01,31.12,1.767,Amravati,India,21.70N,77.02E
1869-07-01,27.118000000000002,1.405,Amravati,India,21.70N,77.02E
1869-08-01,25.73,1.4769999999999999,Amravati,India,21.70N,77.02E
1869-09-01,26.636999999999997,1.3,Amravati,India,21.70N,77.02E
1869-10-01,25.23,1.517,Amravati,India,21.70N,77.02E
1869-11-01,21.819000000000006,1.546,Amravati,India,21.70N,77.02E
1869-12-01,18.692999999999998,1.733,Amravati,India,21.70N,77.02E
1870-01-01,19.299,1.45,Amravati,India,21.70N,77.02E
1870-02-01,21.25,1.673,Amravati,India,21.70N,77.02E
1870-03-01,26.038,1.517,Amravati,India,21.70N,77.02E
1870-04-01,31.238000000000003,1.6640000000000001,Amravati,India,21.70N,77.02E
1870-05-01,33.98,1.382,Amravati,India,21.70N,77.02E
1870-06-01,30.865,1.666,Amravati,India,21.70N,77.02E
1870-07-01,26.621,1.2670000000000001,Amravati,India,21.70N,77.02E
1870-08-01,25.125,1.084,Amravati,India,21.70N,77.02E
1870-09-01,26.118000000000002,1.121,Amravati,India,21.70N,77.02E
1870-10-01,25.022,1.4609999999999999,Amravati,India,21.70N,77.02E
1870-11-01,21.776999999999997,1.735,Amravati,India,21.70N,77.02E
1870-12-01,18.404,1.413,Amravati,India,21.70N,77.02E
1871-01-01,18.776,1.6219999999999999,Amravati,India,21.70N,77.02E
1871-02-01,21.365,1.8980000000000001,Amravati,India,21.70N,77.02E
1871-03-01,26.241,1.845,Amravati,India,21.70N,77.02E
1871-04-01,31.378,1.4609999999999999,Amravati,India,21.70N,77.02E
1871-05-01,33.13,1.454,Amravati,India,21.70N,77.02E
1871-06-01,31.005,1.6480000000000001,Amravati,India,21.70N,77.02E
1871-07-01,26.648000000000003,1.194,Amravati,India,21.70N,77.02E
1871-08-01,25.785,1.002,Amravati,India,21.70N,77.02E
1871-09-01,26.472,1.139,Amravati,India,21.70N,77.02E
1871-10-01,25.362,1.262,Amravati,India,21.70N,77.02E
1871-11-01,21.455,1.4369999999999998,Amravati,India,21.70N,77.02E
1871-12-01,18.985,1.409,Amravati,India,21.70N,77.02E
1872-01-01,19.053,1.845,Amravati,India,21.70N,77.02E
1872-02-01,21.303,1.567,Amravati,India,21.70N,77.02E
1872-03-01,26.699,1.5659999999999998,Amravati,India,21.70N,77.02E
1872-04-01,31.145000000000003,1.715,Amravati,India,21.70N,77.02E
1872-05-01,33.405,1.308,Amravati,India,21.70N,77.02E
1872-06-01,30.754,1.518,Amravati,India,21.70N,77.02E
1872-07-01,26.658,1.251,Amravati,India,21.70N,77.02E
1872-08-01,25.471,1.4580000000000002,Amravati,India,21.70N,77.02E
1872-09-01,26.255,1.063,Amravati,India,21.70N,77.02E
1872-10-01,25.357,1.245,Amravati,India,21.70N,77.02E
1872-11-01,21.604,1.3769999999999998,Amravati,India,21.70N,77.02E
1872-12-01,18.827,1.811,Amravati,India,21.70N,77.02E
1873-01-01,18.97,1.5119999999999998,Amravati,India,21.70N,77.02E
1873-02-01,21.934,1.4709999999999999,Amravati,India,21.70N,77.02E
1873-03-01,26.022,1.568,Amravati,India,21.70N,77.02E
1873-04-01,31.006,1.608,Amravati,India,21.70N,77.02E
1873-05-01,33.681,1.3730000000000002,Amravati,India,21.70N,77.02E
1873-06-01,30.82,1.526,Amravati,India,21.70N,77.02E
1873-07-01,26.808000000000003,1.41,Amravati,India,21.70N,77.02E
1873-08-01,25.743000000000002,1.036,Amravati,India,21.70N,77.02E
1873-09-01,26.23,1.294,Amravati,India,21.70N,77.02E
1873-10-01,25.41,1.351,Amravati,India,21.70N,77.02E
1873-11-01,21.596,1.3259999999999998,Amravati,India,21.70N,77.02E
1873-12-01,19.338,1.402,Amravati,India,21.70N,77.02E
1874-01-01,19.009,1.496,Amravati,India,21.70N,77.02E
1874-02-01,21.691,1.403,Amravati,India,21.70N,77.02E
1874-03-01,25.514,1.625,Amravati,India,21.70N,77.02E
1874-04-01,31.363000000000003,1.422,Amravati,India,21.70N,77.02E
1874-05-01,33.326,1.429,Amravati,India,21.70N,77.02E
1874-06-01,30.709,1.643,Amravati,India,21.70N,77.02E
1874-07-01,26.709,1.183,Amravati,India,21.70N,77.02E
1874-08-01,25.754,1.057,Amravati,India,21.70N,77.02E
1874-09-01,26.101,1.216,Amravati,India,21.70N,77.02E
1874-10-01,25.791999999999998,1.395,Amravati,India,21.70N,77.02E
1874-11-01,22.318,1.4280000000000002,Amravati,India,21.70N,77.02E
1874-12-01,18.936,1.601,Amravati,India,21.70N,77.02E
1875-01-01,19.612,0.9620000000000001,Amravati,India,21.70N,77.02E
1875-02-01,21.734,1.079,Amravati,India,21.70N,77.02E
1875-03-01,28.575,0.953,Amravati,India,21.70N,77.02E
1875-04-01,31.961,0.503,Amravati,India,21.70N,77.02E
1875-05-01,33.951,0.685,Amravati,India,21.70N,77.02E
1875-06-01,30.507,1.217,Amravati,India,21.70N,77.02E
1875-07-01,26.016,0.932,Amravati,India,21.70N,77.02E
1875-08-01,25.586,0.39299999999999996,Amravati,India,21.70N,77.02E
1875-09-01,25.862,0.632,Amravati,India,21.70N,77.02E
1875-10-01,24.035,0.58,Amravati,India,21.70N,77.02E
1875-11-01,21.427,0.857,Amravati,India,21.70N,77.02E
1875-12-01,19.992,0.485,Amravati,India,21.70N,77.02E
1876-01-01,20.007,1.383,Amravati,India,21.70N,77.02E
1876-02-01,22.093000000000004,0.665,Amravati,India,21.70N,77.02E
1876-03-01,26.946,1.54,Amravati,India,21.70N,77.02E
1876-04-01,31.516,1.021,Amravati,India,21.70N,77.02E
1876-05-01,34.295,1.469,Amravati,India,21.70N,77.02E
1876-06-01,31.825,0.836,Amravati,India,21.70N,77.02E
1876-07-01,26.524,0.862,Amravati,India,21.70N,77.02E
1876-08-01,25.834,0.597,Amravati,India,21.70N,77.02E
1876-09-01,25.403000000000002,0.932,Amravati,India,21.70N,77.02E
1876-10-01,24.609,0.877,Amravati,India,21.70N,77.02E
1876-11-01,21.768,1.136,Amravati,India,21.70N,77.02E
1876-12-01,19.184,1.044,Amravati,India,21.70N,77.02E
1877-01-01,19.094,1.801,Amravati,India,21.70N,77.02E
1877-02-01,20.633000000000003,1.5030000000000001,Amravati,India,21.70N,77.02E
1877-03-01,26.108,0.506,Amravati,India,21.70N,77.02E
1877-04-01,29.168000000000006,0.698,Amravati,India,21.70N,77.02E
1877-05-01,32.338,0.764,Amravati,India,21.70N,77.02E
1877-06-01,31.558000000000003,1.811,Amravati,India,21.70N,77.02E
1877-07-01,28.116,0.7659999999999999,Amravati,India,21.70N,77.02E
1877-08-01,27.457,0.81,Amravati,India,21.70N,77.02E
1877-09-01,27.774,0.976,Amravati,India,21.70N,77.02E
1877-10-01,25.496,0.77,Amravati,India,21.70N,77.02E
1877-11-01,23.534,1.2309999999999999,Amravati,India,21.70N,77.02E
1877-12-01,21.333,2.044,Amravati,India,21.70N,77.02E
1878-01-01,19.602999999999998,1.599,Amravati,India,21.70N,77.02E
1878-02-01,23.627,0.8959999999999999,Amravati,India,21.70N,77.02E
1878-03-01,27.636,0.5329999999999999,Amravati,India,21.70N,77.02E
1878-04-01,30.928,0.711,Amravati,India,21.70N,77.02E
1878-05-01,33.044000000000004,0.484,Amravati,India,21.70N,77.02E
1878-06-01,33.157,1.3419999999999999,Amravati,India,21.70N,77.02E
1878-07-01,27.527,0.7559999999999999,Amravati,India,21.70N,77.02E
1878-08-01,26.463,0.84,Amravati,India,21.70N,77.02E
1878-09-01,26.945,0.629,Amravati,India,21.70N,77.02E
1878-10-01,26.410999999999998,0.593,Amravati,India,21.70N,77.02E
1878-11-01,22.83,0.877,Amravati,India,21.70N,77.02E
1878-12-01,18.418,1.097,Amravati,India,21.70N,77.02E
1879-01-01,19.533,0.583,Amravati,India,21.70N,77.02E
1879-02-01,22.415,0.778,Amravati,India,21.70N,77.02E
1879-03-01,26.493000000000002,0.688,Amravati,India,21.70N,77.02E
1879-04-01,31.553,1.29,Amravati,India,21.70N,77.02E
1879-05-01,33.483000000000004,0.807,Amravati,India,21.70N,77.02E
1879-06-01,29.632,1.062,Amravati,India,21.70N,77.02E
1879-07-01,27.31,1.248,Amravati,India,21.70N,77.02E
1879-08-01,25.483,0.425,Amravati,India,21.70N,77.02E
1879-09-01,25.834,0.77,Amravati,India,21.70N,77.02E
1879-10-01,24.726,1.179,Amravati,India,21.70N,77.02E
1879-11-01,19.921,0.654,Amravati,India,21.70N,77.02E
1879-12-01,17.387999999999998,1.476,Amravati,India,21.70N,77.02E
1880-01-01,19.130000000000006,1.349,Amravati,India,21.70N,77.02E
1880-02-01,21.127,0.62,Amravati,India,21.70N,77.02E
1880-03-01,28.735,0.73,Amravati,India,21.70N,77.02E
1880-04-01,32.149,0.374,Amravati,India,21.70N,77.02E
1880-05-01,33.657,0.542,Amravati,India,21.70N,77.02E
1880-06-01,30.452,1.159,Amravati,India,21.70N,77.02E
1880-07-01,26.66,0.804,Amravati,India,21.70N,77.02E
1880-08-01,26.661,0.77,Amravati,India,21.70N,77.02E
1880-09-01,26.061,0.627,Amravati,India,21.70N,77.02E
1880-10-01,25.866,1.145,Amravati,India,21.70N,77.02E
1880-11-01,21.391,2.03,Amravati,India,21.70N,77.02E
1880-12-01,19.367,1.392,Amravati,India,21.70N,77.02E
1881-01-01,19.304,0.536,Amravati,India,21.70N,77.02E
1881-02-01,22.951,0.713,Amravati,India,21.70N,77.02E
1881-03-01,25.696,0.483,Amravati,India,21.70N,77.02E
1881-04-01,31.107000000000006,0.696,Amravati,India,21.70N,77.02E
1881-05-01,33.907,0.45799999999999996,Amravati,India,21.70N,77.02E
1881-06-01,29.665,1.1079999999999999,Amravati,India,21.70N,77.02E
1881-07-01,26.031999999999996,0.233,Amravati,India,21.70N,77.02E
1881-08-01,25.781,0.47200000000000003,Amravati,India,21.70N,77.02E
1881-09-01,26.354,0.442,Amravati,India,21.70N,77.02E
1881-10-01,24.993000000000002,0.316,Amravati,India,21.70N,77.02E
1881-11-01,20.826,0.736,Amravati,India,21.70N,77.02E
1881-12-01,18.848000000000006,1.057,Amravati,India,21.70N,77.02E
1882-01-01,19.878,1.109,Amravati,India,21.70N,77.02E
1882-02-01,21.22,0.615,Amravati,India,21.70N,77.02E
1882-03-01,27.637,0.466,Amravati,India,21.70N,77.02E
1882-04-01,30.758000000000006,0.451,Amravati,India,21.70N,77.02E
1882-05-01,33.208,0.8270000000000001,Amravati,India,21.70N,77.02E
1882-06-01,28.761999999999997,0.489,Amravati,India,21.70N,77.02E
1882-07-01,25.522,0.483,Amravati,India,21.70N,77.02E
1882-08-01,25.971,0.634,Amravati,India,21.70N,77.02E
1882-09-01,26.362,0.297,Amravati,India,21.70N,77.02E
1882-10-01,25.136,0.401,Amravati,India,21.70N,77.02E
1882-11-01,20.813,1.247,Amravati,India,21.70N,77.02E
1882-12-01,19.838,0.359,Amravati,India,21.70N,77.02E
1883-01-01,19.671,0.518,Amravati,India,21.70N,77.02E
1883-02-01,21.515,0.617,Amravati,India,21.70N,77.02E
1883-03-01,26.247,0.568,Amravati,India,21.70N,77.02E
1883-04-01,31.853,0.33299999999999996,Amravati,India,21.70N,77.02E
1883-05-01,33.393,0.883,Amravati,India,21.70N,77.02E
1883-06-01,29.596,0.41600000000000004,Amravati,India,21.70N,77.02E
1883-07-01,26.219,0.593,Amravati,India,21.70N,77.02E
1883-08-01,26.53,0.36200000000000004,Amravati,India,21.70N,77.02E
1883-09-01,25.697,0.484,Amravati,India,21.70N,77.02E
1883-10-01,24.592,0.439,Amravati,India,21.70N,77.02E
1883-11-01,20.423,0.644,Amravati,India,21.70N,77.02E
1883-12-01,16.291,1.199,Amravati,India,21.70N,77.02E
1884-01-01,17.781000000000006,0.7440000000000001,Amravati,India,21.70N,77.02E
1884-02-01,20.771,0.705,Amravati,India,21.70N,77.02E
1884-03-01,27.092,0.46799999999999997,Amravati,India,21.70N,77.02E
1884-04-01,30.322000000000006,0.7809999999999999,Amravati,India,21.70N,77.02E
1884-05-01,33.573,0.41700000000000004,Amravati,India,21.70N,77.02E
1884-06-01,30.956,0.579,Amravati,India,21.70N,77.02E
1884-07-01,26.091,0.8029999999999999,Amravati,India,21.70N,77.02E
1884-08-01,25.831,0.489,Amravati,India,21.70N,77.02E
1884-09-01,25.37,0.494,Amravati,India,21.70N,77.02E
1884-10-01,23.794,0.442,Amravati,India,21.70N,77.02E
1884-11-01,20.043,0.6729999999999999,Amravati,India,21.70N,77.02E
1884-12-01,17.456000000000003,0.987,Amravati,India,21.70N,77.02E
1885-01-01,19.976000000000006,0.929,Amravati,India,21.70N,77.02E
1885-02-01,19.582,0.47600000000000003,Amravati,India,21.70N,77.02E
1885-03-01,26.485,0.46,Amravati,India,21.70N,77.02E
1885-04-01,30.05,0.605,Amravati,India,21.70N,77.02E
1885-05-01,31.934,0.833,Amravati,India,21.70N,77.02E
1885-06-01,30.249000000000002,0.985,Amravati,India,21.70N,77.02E
1885-07-01,26.918000000000003,0.5489999999999999,Amravati,India,21.70N,77.02E
1885-08-01,25.751,0.49700000000000005,Amravati,India,21.70N,77.02E
1885-09-01,26.858,0.53,Amravati,India,21.70N,77.02E
1885-10-01,25.682,0.479,Amravati,India,21.70N,77.02E
1885-11-01,21.984,0.752,Amravati,India,21.70N,77.02E
1885-12-01,18.498,1.123,Amravati,India,21.70N,77.02E
1886-01-01,18.698,0.912,Amravati,India,21.70N,77.02E
1886-02-01,21.156,0.846,Amravati,India,21.70N,77.02E
1886-03-01,26.442,0.48700000000000004,Amravati,India,21.70N,77.02E
1886-04-01,30.666,0.45399999999999996,Amravati,India,21.70N,77.02E
1886-05-01,33.856,0.7859999999999999,Amravati,India,21.70N,77.02E
1886-06-01,29.786,0.496,Amravati,India,21.70N,77.02E
1886-07-01,26.326,0.441,Amravati,India,21.70N,77.02E
1886-08-01,26.111,0.35,Amravati,India,21.70N,77.02E
1886-09-01,27.064,0.41,Amravati,India,21.70N,77.02E
1886-10-01,26.031999999999996,0.79,Amravati,India,21.70N,77.02E
1886-11-01,22.497,0.506,Amravati,India,21.70N,77.02E
1886-12-01,19.055999999999997,1.022,Amravati,India,21.70N,77.02E
1887-01-01,19.613,0.9470000000000001,Amravati,India,21.70N,77.02E
1887-02-01,20.95,1.13,Amravati,India,21.70N,77.02E
1887-03-01,26.913,0.613,Amravati,India,21.70N,77.02E
1887-04-01,31.179,0.47100000000000003,Amravati,India,21.70N,77.02E
1887-05-01,33.744,0.353,Amravati,India,21.70N,77.02E
1887-06-01,29.854,0.435,Amravati,India,21.70N,77.02E
1887-07-01,25.427,0.6509999999999999,Amravati,India,21.70N,77.02E
1887-08-01,25.189,0.39,Amravati,India,21.70N,77.02E
1887-09-01,25.812,0.516,Amravati,India,21.70N,77.02E
1887-10-01,24.448,0.451,Amravati,India,21.70N,77.02E
1887-11-01,21.273000000000003,0.797,Amravati,India,21.70N,77.02E
1887-12-01,18.492,0.9009999999999999,Amravati,India,21.70N,77.02E
1888-01-01,17.977999999999998,1.1440000000000001,Amravati,India,21.70N,77.02E
1888-02-01,21.848000000000003,1.012,Amravati,India,21.70N,77.02E
1888-03-01,27.253,0.95,Amravati,India,21.70N,77.02E
1888-04-01,31.683000000000003,0.8009999999999999,Amravati,India,21.70N,77.02E
1888-05-01,33.187,0.385,Amravati,India,21.70N,77.02E
1888-06-01,31.24,0.779,Amravati,India,21.70N,77.02E
1888-07-01,26.327,0.36,Amravati,India,21.70N,77.02E
1888-08-01,25.52,0.5489999999999999,Amravati,India,21.70N,77.02E
1888-09-01,26.943,0.46799999999999997,Amravati,India,21.70N,77.02E
1888-10-01,25.389,0.565,Amravati,India,21.70N,77.02E
1888-11-01,22.540000000000006,0.995,Amravati,India,21.70N,77.02E
1888-12-01,18.381,0.9440000000000001,Amravati,India,21.70N,77.02E
1889-01-01,21.024,0.552,Amravati,India,21.70N,77.02E
1889-02-01,22.333,0.628,Amravati,India,21.70N,77.02E
1889-03-01,27.79,0.5820000000000001,Amravati,India,21.70N,77.02E
1889-04-01,31.756999999999998,0.653,Amravati,India,21.70N,77.02E
1889-05-01,34.257,0.48100000000000004,Amravati,India,21.70N,77.02E
1889-06-01,30.695,0.373,Amravati,India,21.70N,77.02E
1889-07-01,27.179000000000002,0.457,Amravati,India,21.70N,77.02E
1889-08-01,25.76,0.441,Amravati,India,21.70N,77.02E
1889-09-01,27.261,0.628,Amravati,India,21.70N,77.02E
1889-10-01,24.389,0.235,Amravati,India,21.70N,77.02E
1889-11-01,20.439,0.91,Amravati,India,21.70N,77.02E
1889-12-01,18.788,1.287,Amravati,India,21.70N,77.02E
1890-01-01,19.268,0.738,Amravati,India,21.70N,77.02E
1890-02-01,22.573,1.581,Amravati,India,21.70N,77.02E
1890-03-01,27.276,0.9390000000000001,Amravati,India,21.70N,77.02E
1890-04-01,31.548,0.892,Amravati,India,21.70N,77.02E
1890-05-01,34.391,0.9109999999999999,Amravati,India,21.70N,77.02E
1890-06-01,29.638,0.515,Amravati,India,21.70N,77.02E
1890-07-01,25.626,0.21899999999999997,Amravati,India,21.70N,77.02E
1890-08-01,25.392,0.325,Amravati,India,21.70N,77.02E
1890-09-01,26.366,0.475,Amravati,India,21.70N,77.02E
1890-10-01,24.976999999999997,0.48100000000000004,Amravati,India,21.70N,77.02E
1890-11-01,22.103,0.733,Amravati,India,21.70N,77.02E
1890-12-01,20.799,0.852,Amravati,India,21.70N,77.02E
1891-01-01,19.142,0.836,Amravati,India,21.70N,77.02E
1891-02-01,20.557,0.762,Amravati,India,21.70N,77.02E
1891-03-01,25.219,0.22899999999999998,Amravati,India,21.70N,77.02E
1891-04-01,31.199,0.36700000000000005,Amravati,India,21.70N,77.02E
1891-05-01,33.567,0.534,Amravati,India,21.70N,77.02E
1891-06-01,33.218,0.665,Amravati,India,21.70N,77.02E
1891-07-01,27.287,0.353,Amravati,India,21.70N,77.02E
1891-08-01,25.558000000000003,0.565,Amravati,India,21.70N,77.02E
1891-09-01,25.696,0.642,Amravati,India,21.70N,77.02E
1891-10-01,24.717,0.373,Amravati,India,21.70N,77.02E
1891-11-01,21.205,0.871,Amravati,India,21.70N,77.02E
1891-12-01,18.283,0.9279999999999999,Amravati,India,21.70N,77.02E
1892-01-01,20.575,0.6,Amravati,India,21.70N,77.02E
1892-02-01,22.642,0.604,Amravati,India,21.70N,77.02E
1892-03-01,27.502,0.934,Amravati,India,21.70N,77.02E
1892-04-01,33.544000000000004,0.597,Amravati,India,21.70N,77.02E
1892-05-01,33.786,0.7240000000000001,Amravati,India,21.70N,77.02E
1892-06-01,30.617,0.526,Amravati,India,21.70N,77.02E
1892-07-01,27.228,0.462,Amravati,India,21.70N,77.02E
1892-08-01,25.99,0.326,Amravati,India,21.70N,77.02E
1892-09-01,25.511,0.293,Amravati,India,21.70N,77.02E
