9999999999998,0.426,Amol,Iran,36.17N,51.71E
1908-09-01,23.822000000000006,0.623,Anápolis,Brazil,16.87S,48.56W
1908-10-01,22.798,1.35,Anápolis,Brazil,16.87S,48.56W
1908-11-01,22.608,0.433,Anápolis,Brazil,16.87S,48.56W
1908-12-01,23.303,0.795,Anápolis,Brazil,16.87S,48.56W
1909-01-01,22.773000000000003,1.3880000000000001,Anápolis,Brazil,16.87S,48.56W
1909-02-01,23.773000000000003,0.833,Anápolis,Brazil,16.87S,48.56W
1909-03-01,22.693,0.469,Anápolis,Brazil,16.87S,48.56W
1909-04-01,21.983,0.763,Anápolis,Brazil,16.87S,48.56W
1909-05-01,19.706,0.48100000000000004,Anápolis,Brazil,16.87S,48.56W
1909-06-01,19.56,0.596,Anápolis,Brazil,16.87S,48.56W
1909-07-01,19.230999999999998,1.716,Anápolis,Brazil,16.87S,48.56W
1909-08-01,20.977,1.5430000000000001,Anápolis,Brazil,16.87S,48.56W
1909-09-01,23.023000000000003,0.87,Anápolis,Brazil,16.87S,48.56W
1909-10-01,22.033,1.4769999999999999,Anápolis,Brazil,16.87S,48.56W
1909-11-01,22.683000000000003,0.457,Anápolis,Brazil,16.87S,48.56W
1909-12-01,22.212,1.054,Anápolis,Brazil,16.87S,48.56W
1910-01-01,22.974,0.71,Anápolis,Brazil,16.87S,48.56W
1910-02-01,23.303,1.367,Anápolis,Brazil,16.87S,48.56W
1910-03-01,23.110000000000007,0.8809999999999999,Anápolis,Brazil,16.87S,48.56W
1910-04-01,23.224,0.693,Anápolis,Brazil,16.87S,48.56W
1910-05-01,20.008,0.583,Anápolis,Brazil,16.87S,48.56W
1910-06-01,20.498,0.503,Anápolis,Brazil,16.87S,48.56W
1910-07-01,19.767000000000003,1.05,Anápolis,Brazil,16.87S,48.56W
1910-08-01,22.308000000000003,0.442,Anápolis,Brazil,16.87S,48.56W
1910-09-01,23.596,0.5429999999999999,Anápolis,Brazil,16.87S,48.56W
1910-10-01,23.085,1.015,Anápolis,Brazil,16.87S,48.56W
1910-11-01,22.410999999999998,1.07,Anápolis,Brazil,16.87S,48.56W
1910-12-01,22.604,1.2109999999999999,Anápolis,Brazil,16.87S,48.56W
1911-01-01,22.5,0.444,Anápolis,Brazil,16.87S,48.56W
1911-02-01,23.169,0.614,Anápolis,Brazil,16.87S,48.56W
1911-03-01,21.971999999999998,0.581,Anápolis,Brazil,16.87S,48.56W
1911-04-01,22.195,1.2819999999999998,Anápolis,Brazil,16.87S,48.56W
1911-05-01,20.651999999999997,0.9420000000000001,Anápolis,Brazil,16.87S,48.56W
1911-06-01,19.058,0.8140000000000001,Anápolis,Brazil,16.87S,48.56W
1911-07-01,18.703000000000007,0.515,Anápolis,Brazil,16.87S,48.56W
1911-08-01,21.336,0.5920000000000001,Anápolis,Brazil,16.87S,48.56W
1911-09-01,23.083,0.69,Anápolis,Brazil,16.87S,48.56W
1911-10-01,22.956999999999997,0.5820000000000001,Anápolis,Brazil,16.87S,48.56W
1911-11-01,23.535,0.693,Anápolis,Brazil,16.87S,48.56W
1911-12-01,22.796999999999997,0.626,Anápolis,Brazil,16.87S,48.56W
1912-01-01,22.84,0.89,Anápolis,Brazil,16.87S,48.56W
1912-02-01,22.726999999999997,0.75,Anápolis,Brazil,16.87S,48.56W
1912-03-01,22.322000000000006,0.29100000000000004,Anápolis,Brazil,16.87S,48.56W
1912-04-01,22.43,0.797,Anápolis,Brazil,16.87S,48.56W
1912-05-01,22.153000000000002,0.7659999999999999,Anápolis,Brazil,16.87S,48.56W
1912-06-01,20.603,0.405,Anápolis,Brazil,16.87S,48.56W
1912-07-01,18.910999999999998,1.24,Anápolis,Brazil,16.87S,48.56W
1912-08-01,21.523000000000003,0.9209999999999999,Anápolis,Brazil,16.87S,48.56W
1912-09-01,21.82,0.314,Anápolis,Brazil,16.87S,48.56W
1912-10-01,22.712,0.905,Anápolis,Brazil,16.87S,48.56W
1912-11-01,22.502,1.0090000000000001,Anápolis,Brazil,16.87S,48.56W
1912-12-01,21.831,0.457,Anápolis,Brazil,16.87S,48.56W
1913-01-01,22.355,0.364,Anápolis,Brazil,16.87S,48.56W
1913-02-01,22.653,0.6829999999999999,Anápolis,Brazil,16.87S,48.56W
1913-03-01,23.468000000000004,0.557,Anápolis,Brazil,16.87S,48.56W
1913-04-01,22.895,0.812,Anápolis,Brazil,16.87S,48.56W
1913-05-01,21.061999999999998,0.364,Anápolis,Brazil,16.87S,48.56W
1913-06-01,19.979,0.6709999999999999,Anápolis,Brazil,16.87S,48.56W
1913-07-01,20.315,1.141,Anápolis,Brazil,16.87S,48.56W
1913-08-01,21.398000000000003,0.7559999999999999,Anápolis,Brazil,16.87S,48.56W
1913-09-01,23.169,0.659,Anápolis,Brazil,16.87S,48.56W
1913-10-01,23.844,0.6509999999999999,Anápolis,Brazil,16.87S,48.56W
1913-11-01,23.319000000000006,0.636,Anápolis,Brazil,16.87S,48.56W
1913-12-01,22.683000000000003,1.084,Anápolis,Brazil,16.87S,48.56W
1914-01-01,22.996,0.7879999999999999,Anápolis,Brazil,16.87S,48.56W
1914-02-01,22.531,0.7170000000000001,Anápolis,Brazil,16.87S,48.56W
1914-03-01,23.546000000000006,0.40700000000000003,Anápolis,Brazil,16.87S,48.56W
1914-04-01,22.577,0.89,Anápolis,Brazil,16.87S,48.56W
1914-05-01,20.665,0.7120000000000001,Anápolis,Brazil,16.87S,48.56W
1914-06-01,21.903000000000002,0.74,Anápolis,Brazil,16.87S,48.56W
1914-07-01,21.3,0.91,Anápolis,Brazil,16.87S,48.56W
1914-08-01,21.568,0.68,Anápolis,Brazil,16.87S,48.56W
1914-09-01,24.427,0.58,Anápolis,Brazil,16.87S,48.56W
1914-10-01,24.357,0.782,Anápolis,Brazil,16.87S,48.56W
1914-11-01,23.625,0.9209999999999999,Anápolis,Brazil,16.87S,48.56W
1914-12-01,22.52,0.7929999999999999,Anápolis,Brazil,16.87S,48.56W
1915-01-01,22.986,1.534,Anápolis,Brazil,16.87S,48.56W
1915-02-01,23.816999999999997,1.0270000000000001,Anápolis,Brazil,16.87S,48.56W
1915-03-01,23.557,0.705,Anápolis,Brazil,16.87S,48.56W
1915-04-01,24.095,0.61,Anápolis,Brazil,16.87S,48.56W
1915-05-01,23.456999999999997,0.6829999999999999,Anápolis,Brazil,16.87S,48.56W
1915-06-01,19.914,1.3559999999999999,Anápolis,Brazil,16.87S,48.56W
1915-07-01,20.379,0.698,Anápolis,Brazil,16.87S,48.56W
1915-08-01,22.673000000000002,0.5589999999999999,Anápolis,Brazil,16.87S,48.56W
1915-09-01,23.831000000000003,0.696,Anápolis,Brazil,16.87S,48.56W
1915-10-01,23.522,0.508,Anápolis,Brazil,16.87S,48.56W
1915-11-01,22.416999999999998,0.493,Anápolis,Brazil,16.87S,48.56W
1915-12-01,22.752,1.426,Anápolis,Brazil,16.87S,48.56W
1916-01-01,22.485000000000007,0.72,Anápolis,Brazil,16.87S,48.56W
1916-02-01,22.663,0.8420000000000001,Anápolis,Brazil,16.87S,48.56W
1916-03-01,22.365,0.779,Anápolis,Brazil,16.87S,48.56W
1916-04-01,22.077,0.612,Anápolis,Brazil,16.87S,48.56W
1916-05-01,21.645,0.534,Anápolis,Brazil,16.87S,48.56W
1916-06-01,19.488,0.547,Anápolis,Brazil,16.87S,48.56W
1916-07-01,19.415000000000006,0.674,Anápolis,Brazil,16.87S,48.56W
1916-08-01,22.329,1.03,Anápolis,Brazil,16.87S,48.56W
1916-09-01,25.205,0.8390000000000001,Anápolis,Brazil,16.87S,48.56W
1916-10-01,23.136,0.301,Anápolis,Brazil,16.87S,48.56W
1916-11-01,23.01,0.221,Anápolis,Brazil,16.87S,48.56W
1916-12-01,21.503,0.758,Anápolis,Brazil,16.87S,48.56W
1917-01-01,21.836,0.5589999999999999,Anápolis,Brazil,16.87S,48.56W
1917-02-01,21.57,0.6940000000000001,Anápolis,Brazil,16.87S,48.56W
1917-03-01,22.475,0.625,Anápolis,Brazil,16.87S,48.56W
1917-04-01,21.514,0.76,Anápolis,Brazil,16.87S,48.56W
1917-05-01,18.705,0.56,Anápolis,Brazil,16.87S,48.56W
1917-06-01,18.168,0.58,Anápolis,Brazil,16.87S,48.56W
1917-07-01,19.204,1.797,Anápolis,Brazil,16.87S,48.56W
1917-08-01,20.923000000000002,1.703,Anápolis,Brazil,16.87S,48.56W
1917-09-01,23.346,1.4580000000000002,Anápolis,Brazil,16.87S,48.56W
1917-10-01,22.694000000000003,1.052,Anápolis,Brazil,16.87S,48.56W
1917-11-01,22.1,0.88,Anápolis,Brazil,16.87S,48.56W
1917-12-01,21.905,0.493,Anápolis,Brazil,16.87S,48.56W
1918-01-01,22.565,0.524,Anápolis,Brazil,16.87S,48.56W
1918-02-01,21.995,1.111,Anápolis,Brazil,16.87S,48.56W
1918-03-01,22.255000000000006,1.037,Anápolis,Brazil,16.87S,48.56W
1918-04-01,21.868000000000002,0.846,Anápolis,Brazil,16.87S,48.56W
1918-05-01,21.194000000000003,0.672,Anápolis,Brazil,16.87S,48.56W
1918-06-01,19.248,0.642,Anápolis,Brazil,16.87S,48.56W
1918-07-01,19.285999999999998,0.8809999999999999,Anápolis,Brazil,16.87S,48.56W
1918-08-01,20.575,0.71,Anápolis,Brazil,16.87S,48.56W
1918-09-01,23.200000000000006,0.484,Anápolis,Brazil,16.87S,48.56W
1918-10-01,23.174,0.665,Anápolis,Brazil,16.87S,48.56W
1918-11-01,22.953000000000003,0.375,Anápolis,Brazil,16.87S,48.56W
1918-12-01,22.598000000000003,0.531,Anápolis,Brazil,16.87S,48.56W
1919-01-01,22.552,0.664,Anápolis,Brazil,16.87S,48.56W
1919-02-01,22.718000000000004,0.7290000000000001,Anápolis,Brazil,16.87S,48.56W
1919-03-01,23.156999999999996,1.102,Anápolis,Brazil,16.87S,48.56W
1919-04-01,22.622,1.534,Anápolis,Brazil,16.87S,48.56W
1919-05-01,22.342,0.867,Anápolis,Brazil,16.87S,48.56W
1919-06-01,20.223,1.77,Anápolis,Brazil,16.87S,48.56W
1919-07-01,19.977999999999998,1.923,Anápolis,Brazil,16.87S,48.56W
1919-08-01,20.128,1.6230000000000002,Anápolis,Brazil,16.87S,48.56W
1919-09-01,23.135,0.907,Anápolis,Brazil,16.87S,48.56W
1919-10-01,24.019000000000002,0.557,Anápolis,Brazil,16.87S,48.56W
1919-11-01,22.775,1.151,Anápolis,Brazil,16.87S,48.56W
1919-12-01,22.166,0.738,Anápolis,Brazil,16.87S,48.56W
1920-01-01,22.816999999999997,0.6509999999999999,Anápolis,Brazil,16.87S,48.56W
1920-02-01,22.56,1.256,Anápolis,Brazil,16.87S,48.56W
1920-03-01,22.906,0.611,Anápolis,Brazil,16.87S,48.56W
1920-04-01,22.836,1.389,Anápolis,Brazil,16.87S,48.56W
1920-05-01,20.281,0.8859999999999999,Anápolis,Brazil,16.87S,48.56W
1920-06-01,19.493,0.8,Anápolis,Brazil,16.87S,48.56W
1920-07-01,19.469,1.014,Anápolis,Brazil,16.87S,48.56W
1920-08-01,20.129,0.401,Anápolis,Brazil,16.87S,48.56W
1920-09-01,22.555999999999997,0.495,Anápolis,Brazil,16.87S,48.56W
1920-10-01,23.445,0.4,Anápolis,Brazil,16.87S,48.56W
1920-11-01,22.732,0.863,Anápolis,Brazil,16.87S,48.56W
1920-12-01,22.089000000000002,0.522,Anápolis,Brazil,16.87S,48.56W
1921-01-01,22.436999999999998,0.287,Anápolis,Brazil,16.87S,48.56W
1921-02-01,23.176,0.23399999999999999,Anápolis,Brazil,16.87S,48.56W
1921-03-01,23.256,0.47100000000000003,Anápolis,Brazil,16.87S,48.56W
1921-04-01,21.633000000000003,0.408,Anápolis,Brazil,16.87S,48.56W
1921-05-01,21.236,0.358,Anápolis,Brazil,16.87S,48.56W
1921-06-01,17.032,2.863,Anápolis,Brazil,16.87S,48.56W
1921-07-01,18.258000000000006,0.5489999999999999,Anápolis,Brazil,16.87S,48.56W
1921-08-01,22.513,0.6709999999999999,Anápolis,Brazil,16.87S,48.56W
1921-09-01,23.040000000000006,0.887,Anápolis,Brazil,16.87S,48.56W
1921-10-01,23.261,0.546,Anápolis,Brazil,16.87S,48.56W
1921-11-01,22.548,1.383,Anápolis,Brazil,16.87S,48.56W
1921-12-01,22.753,0.28600000000000003,Anápolis,Brazil,16.87S,48.56W
1922-01-01,22.688,0.431,Anápolis,Brazil,16.87S,48.56W
1922-02-01,23.112,0.37799999999999995,Anápolis,Brazil,16.87S,48.56W
1922-03-01,23.055,0.531,Anápolis,Brazil,16.87S,48.56W
1922-04-01,22.773000000000003,0.221,Anápolis,Brazil,16.87S,48.56W
1922-05-01,21.479,0.38799999999999996,Anápolis,Brazil,16.87S,48.56W
1922-06-01,20.147000000000002,0.736,Anápolis,Brazil,16.87S,48.56W
1922-07-01,19.858,0.46399999999999997,Anápolis,Brazil,16.87S,48.56W
1922-08-01,22.625,0.503,Anápolis,Brazil,16.87S,48.56W
1922-09-01,23.76,0.34700000000000003,Anápolis,Brazil,16.87S,48.56W
1922-10-01,22.488000000000003,0.708,Anápolis,Brazil,16.87S,48.56W
1922-11-01,22.516,0.8220000000000001,Anápolis,Brazil,16.87S,48.56W
1922-12-01,22.503,0.456,Anápolis,Brazil,16.87S,48.56W
1923-01-01,22.076,1.4480000000000002,Anápolis,Brazil,16.87S,48.56W
1923-02-01,22.529,0.579,Anápolis,Brazil,16.87S,48.56W
1923-03-01,22.872,0.585,Anápolis,Brazil,16.87S,48.56W
1923-04-01,22.811999999999998,0.397,Anápolis,Brazil,16.87S,48.56W
1923-05-01,20.299,0.366,Anápolis,Brazil,16.87S,48.56W
1923-06-01,19.724,0.723,Anápolis,Brazil,16.87S,48.56W
1923-07-01,18.117,0.8140000000000001,Anápolis,Brazil,16.87S,48.56W
1923-08-01,21.397,1.235,Anápolis,Brazil,16.87S,48.56W
1923-09-01,22.119,2.9739999999999998,Anápolis,Brazil,16.87S,48.56W
1923-10-01,22.434,1.2819999999999998,Anápolis,Brazil,16.87S,48.56W
1923-11-01,22.34,0.9440000000000001,Anápolis,Brazil,16.87S,48.56W
1923-12-01,23.78,0.386,Anápolis,Brazil,16.87S,48.56W
1924-01-01,22.576,0.348,Anápolis,Brazil,16.87S,48.56W
1924-02-01,22.857000000000006,0.63,Anápolis,Brazil,16.87S,48.56W
1924-03-01,23.552000000000003,0.369,Anápolis,Brazil,16.87S,48.56W
1924-04-01,22.831999999999997,0.28600000000000003,Anápolis,Brazil,16.87S,48.56W
1924-05-01,21.174,0.316,Anápolis,Brazil,16.87S,48.56W
1924-06-01,20.183,0.682,Anápolis,Brazil,16.87S,48.56W
1924-07-01,19.951,0.631,Anápolis,Brazil,16.87S,48.56W
1924-08-01,20.139,0.41600000000000004,Anápolis,Brazil,16.87S,48.56W
1924-09-01,23.634,0.35100000000000003,Anápolis,Brazil,16.87S,48.56W
1924-10-01,22.789,0.498,Anápolis,Brazil,16.87S,48.56W
1924-11-01,22.648000000000003,0.428,Anápolis,Brazil,16.87S,48.56W
1924-12-01,21.865,1.156,Anápolis,Brazil,16.87S,48.56W
1925-01-01,22.534,0.804,Anápolis,Brazil,16.87S,48.56W
1925-02-01,22.864,1.2770000000000001,Anápolis,Brazil,16.87S,48.56W
1925-03-01,22.764000000000006,0.40399999999999997,Anápolis,Brazil,16.87S,48.56W
1925-04-01,23.45,0.546,Anápolis,Brazil,16.87S,48.56W
1925-05-01,21.467,0.613,Anápolis,Brazil,16.87S,48.56W
1925-06-01,19.557000000000002,0.34,Anápolis,Brazil,16.87S,48.56W
1925-07-01,19.414,0.56,Anápolis,Brazil,16.87S,48.56W
1925-08-01,22.066,1.4909999999999999,Anápolis,Brazil,16.87S,48.56W
1925-09-01,22.171000000000006,1.569,Anápolis,Brazil,16.87S,48.56W
1925-10-01,22.288,1.115,Anápolis,Brazil,16.87S,48.56W
1925-11-01,22.180999999999997,0.725,Anápolis,Brazil,16.87S,48.56W
1925-12-01,22.969,0.387,Anápolis,Brazil,16.87S,48.56W
1926-01-01,23.412000000000006,0.784,Anápolis,Brazil,16.87S,48.56W
1926-02-01,23.611,0.9840000000000001,Anápolis,Brazil,16.87S,48.56W
1926-03-01,23.32,0.7120000000000001,Anápolis,Brazil,16.87S,48.56W
1926-04-01,22.566,0.439,Anápolis,Brazil,16.87S,48.56W
1926-05-01,21.583000000000002,1.464,Anápolis,Brazil,16.87S,48.56W
1926-06-01,21.15,0.268,Anápolis,Brazil,16.87S,48.56W
1926-07-01,18.64,0.9309999999999999,Anápolis,Brazil,16.87S,48.56W
1926-08-01,21.55,0.47700000000000004,Anápolis,Brazil,16.87S,48.56W
1926-09-01,25.101000000000006,1.425,Anápolis,Brazil,16.87S,48.56W
1926-10-01,23.835,1.005,Anápolis,Brazil,16.87S,48.56W
1926-11-01,23.816000000000006,0.7040000000000001,Anápolis,Brazil,16.87S,48.56W
1926-12-01,22.823,0.682,Anápolis,Brazil,16.87S,48.56W
1927-01-01,22.991,0.696,Anápolis,Brazil,16.87S,48.56W
1927-02-01,23.006999999999998,0.636,Anápolis,Brazil,16.87S,48.56W
1927-03-01,23.768,1.278,Anápolis,Brazil,16.87S,48.56W
1927-04-01,22.463,0.755,Anápolis,Brazil,16.87S,48.56W
1927-05-01,20.755,0.45,Anápolis,Brazil,16.87S,48.56W
1927-06-01,19.127,1.2,Anápolis,Brazil,16.87S,48.56W
1927-07-01,18.935,1.249,Anápolis,Brazil,16.87S,48.56W
1927-08-01,21.543000000000003,1.577,Anápolis,Brazil,16.87S,48.56W
1927-09-01,23.212,0.546,Anápolis,Brazil,16.87S,48.56W
1927-10-01,23.662,0.958,Anápolis,Brazil,16.87S,48.56W
1927-11-01,23.71,1.252,Anápolis,Brazil,16.87S,48.56W
1927-12-01,23.523000000000003,0.813,Anápolis,Brazil,16.87S,48.56W
1928-01-01,22.886000000000006,1.0659999999999998,Anápolis,Brazil,16.87S,48.56W
1928-02-01,23.947000000000006,0.341,Anápolis,Brazil,16.87S,48.56W
1928-03-01,24.418000000000006,0.725,Anápolis,Brazil,16.87S,48.56W
1928-04-01,23.607,1.0759999999999998,Anápolis,Brazil,16.87S,48.56W
1928-05-01,22.465999999999998,1.3259999999999998,Anápolis,Brazil,16.87S,48.56W
1928-06-01,21.196,0.945,Anápolis,Brazil,16.87S,48.56W
1928-07-01,20.229000000000006,0.451,Anápolis,Brazil,16.87S,48.56W
1928-08-01,20.922,0.5489999999999999,Anápolis,Brazil,16.87S,48.56W
1928-09-01,23.543000000000006,0.574,Anápolis,Brazil,16.87S,48.56W
1928-10-01,23.429000000000002,0.546,Anápolis,Brazil,16.87S,48.56W
1928-11-01,23.249,0.332,Anápolis,Brazil,16.87S,48.56W
1928-12-01,22.445999999999998,0.43700000000000006,Anápolis,Brazil,16.87S,48.56W
1929-01-01,23.178,0.912,Anápolis,Brazil,16.87S,48.56W
1929-02-01,22.849,0.22,Anápolis,Brazil,16.87S,48.56W
1929-03-01,23.214,0.376,Anápolis,Brazil,16.87S,48.56W
1929-04-01,21.753,0.341,Anápolis,Brazil,16.87S,48.56W
1929-05-01,20.097,0.696,Anápolis,Brazil,16.87S,48.56W
1929-06-01,19.908,0.449,Anápolis,Brazil,16.87S,48.56W
1929-07-01,19.671000000000006,0.723,Anápolis,Brazil,16.87S,48.56W
1929-08-01,22.056,0.818,Anápolis,Brazil,16.87S,48.56W
1929-09-01,23.89,0.46299999999999997,Anápolis,Brazil,16.87S,48.56W
1929-10-01,24.361,0.49200000000000005,Anápolis,Brazil,16.87S,48.56W
1929-11-01,23.366999999999997,0.56,Anápolis,Brazil,16.87S,48.56W
1929-12-01,22.522,0.469,Anápolis,Brazil,16.87S,48.56W
1930-01-01,23.166999999999998,0.47,Anápolis,Brazil,16.87S,48.56W
1930-02-01,22.605999999999998,0.498,Anápolis,Brazil,16.87S,48.56W
1930-03-01,23.629,0.557,Anápolis,Brazil,16.87S,48.56W
1930-04-01,21.936,0.645,Anápolis,Brazil,16.87S,48.56W
1930-05-01,21.599,0.447,Anápolis,Brazil,16.87S,48.56W
1930-06-01,20.718000000000004,0.836,Anápolis,Brazil,16.87S,48.56W
1930-07-01,20.25,0.44799999999999995,Anápolis,Brazil,16.87S,48.56W
1930-08-01,22.215,0.9840000000000001,Anápolis,Brazil,16.87S,48.56W
1930-09-01,23.575000000000006,0.7879999999999999,Anápolis,Brazil,16.87S,48.56W
1930-10-01,23.4,1.09,Anápolis,Brazil,16.87S,48.56W
1930-11-01,22.019,0.255,Anápolis,Brazil,16.87S,48.56W
1930-12-01,22.23,0.442,Anápolis,Brazil,16.87S,48.56W
1931-01-01,23.778,0.711,Anápolis,Brazil,16.87S,48.56W
1931-02-01,22.644,0.5329999999999999,Anápolis,Brazil,16.87S,48.56W
1931-03-01,22.836,0.5820000000000001,Anápolis,Brazil,16.87S,48.56W
1931-04-01,23.048000000000002,0.461,Anápolis,Brazil,16.87S,48.56W
1931-05-01,21.263,1.198,Anápolis,Brazil,16.87S,48.56W
1931-06-01,19.63,0.315,Anápolis,Brazil,16.87S,48.56W
1931-07-01,19.815,0.507,Anápolis,Brazil,16.87S,48.56W
1931-08-01,20.916,0.41200000000000003,Anápolis,Brazil,16.87S,48.56W
1931-09-01,23.369,0.73,Anápolis,Brazil,16.87S,48.56W
1931-10-01,23.322,0.6409999999999999,Anápolis,Brazil,16.87S,48.56W
1931-11-01,23.023000000000003,0.701,Anápolis,Brazil,16.87S,48.56W
1931-12-01,23.171999999999997,0.455,Anápolis,Brazil,16.87S,48.56W
1932-01-01,21.798,0.408,Anápolis,Brazil,16.87S,48.56W
1932-02-01,23.544,0.326,Anápolis,Brazil,16.87S,48.56W
1932-03-01,23.454,0.387,Anápolis,Brazil,16.87S,48.56W
1932-04-01,23.68,0.419,Anápolis,Brazil,16.87S,48.56W
1932-05-01,22.27,1.3090000000000002,Anápolis,Brazil,16.87S,48.56W
1932-06-01,21.219,0.6659999999999999,Anápolis,Brazil,16.87S,48.56W
1932-07-01,21.065,0.736,Anápolis,Brazil,16.87S,48.56W
1932-08-01,21.592,0.326,Anápolis,Brazil,16.87S,48.56W
1932-09-01,23.523000000000003,0.728,Anápolis,Brazil,16.87S,48.56W
1932-10-01,24.035,0.6609999999999999,Anápolis,Brazil,16.87S,48.56W
1932-11-01,23.391,1.0979999999999999,Anápolis,Brazil,16.87S,48.56W
1932-12-01,22.945,0.609,Anápolis,Brazil,16.87S,48.56W
1933-01-01,22.846999999999998,0.544,Anápolis,Brazil,16.87S,48.56W
1933-02-01,23.570999999999998,0.66,Anápolis,Brazil,16.87S,48.56W
1933-03-01,22.945,0.185,Anápolis,Brazil,16.87S,48.56W
1933-04-01,21.825,0.531,Anápolis,Brazil,16.87S,48.56W
1933-05-01,20.93,0.40299999999999997,Anápolis,Brazil,16.87S,48.56W
1933-06-01,18.891,1.149,Anápolis,Brazil,16.87S,48.56W
1933-07-01,19.689,0.737,Anápolis,Brazil,16.87S,48.56W
1933-08-01,22.034000000000002,0.826,Anápolis,Brazil,16.87S,48.56W
1933-09-01,23.787000000000006,0.298,Anápolis,Brazil,16.87S,48.56W
1933-10-01,23.410999999999998,0.425,Anápolis,Brazil,16.87S,48.56W
1933-11-01,22.566000000000006,0.7929999999999999,Anápolis,Brazil,16.87S,48.56W
1933-12-01,22.583000000000002,0.649,Anápolis,Brazil,16.87S,48.56W
1934-01-01,23.041,0.8540000000000001,Anápolis,Brazil,16.87S,48.56W
1934-02-01,23.668000000000006,0.927,Anápolis,Brazil,16.87S,48.56W
1934-03-01,23.738000000000003,0.8170000000000001,Anápolis,Brazil,16.87S,48.56W
1934-04-01,23.269000000000002,0.638,Anápolis,Brazil,16.87S,48.56W
1934-05-01,20.698,1.318,Anápolis,Brazil,16.87S,48.56W
1934-06-01,19.893,0.82,Anápolis,Brazil,16.87S,48.56W
1934-07-01,19.576,0.483,Anápolis,Brazil,16.87S,48.56W
1934-08-01,22.138,0.607,Anápolis,Brazil,16.87S,48.56W
1934-09-01,23.506999999999998,0.61,Anápolis,Brazil,16.87S,48.56W
1934-10-01,22.783,0.465,Anápolis,Brazil,16.87S,48.56W
1934-11-01,23.19,0.465,Anápolis,Brazil,16.87S,48.56W
1934-12-01,22.883000000000003,1.105,Anápolis,Brazil,16.87S,48.56W
1935-01-01,22.87,0.509,Anápolis,Brazil,16.87S,48.56W
1935-02-01,23.135,0.38299999999999995,Anápolis,Brazil,16.87S,48.56W
1935-03-01,23.686999999999998,0.42100000000000004,Anápolis,Brazil,16.87S,48.56W
1935-04-01,21.844,0.9179999999999999,Anápolis,Brazil,16.87S,48.56W
1935-05-01,20.425,0.452,Anápolis,Brazil,16.87S,48.56W
1935-06-01,21.104,0.302,Anápolis,Brazil,16.87S,48.56W
1935-07-01,20.880000000000006,0.6,Anápolis,Brazil,16.87S,48.56W
1935-08-01,21.995,0.465,Anápolis,Brazil,16.87S,48.56W
1935-09-01,23.609,0.519,Anápolis,Brazil,16.87S,48.56W
1935-10-01,24.209,1.227,Anápolis,Brazil,16.87S,48.56W
1935-11-01,23.049,0.628,Anápolis,Brazil,16.87S,48.56W
1935-12-01,23.345,0.736,Anápolis,Brazil,16.87S,48.56W
1936-01-01,23.14,0.442,Anápolis,Brazil,16.87S,48.56W
1936-02-01,22.811,0.32299999999999995,Anápolis,Brazil,16.87S,48.56W
1936-03-01,23.4,0.46,Anápolis,Brazil,16.87S,48.56W
1936-04-01,22.837,0.551,Anápolis,Brazil,16.87S,48.56W
1936-05-01,22.656,0.625,Anápolis,Brazil,16.87S,48.56W
1936-06-01,21.167,0.615,Anápolis,Brazil,16.87S,48.56W
1936-07-01,20.385,0.41,Anápolis,Brazil,16.87S,48.56W
1936-08-01,21.54,0.764,Anápolis,Brazil,16.87S,48.56W
1936-09-01,24.059,0.502,Anápolis,Brazil,16.87S,48.56W
1936-10-01,24.616999999999997,0.526,Anápolis,Brazil,16.87S,48.56W
1936-11-01,23.301,0.461,Anápolis,Brazil,16.87S,48.56W
1936-12-01,22.741,0.335,Anápolis,Brazil,16.87S,48.56W
1937-01-01,22.818,0.46799999999999997,Anápolis,Brazil,16.87S,48.56W
1937-02-01,23.511000000000006,0.488,Anápolis,Brazil,16.87S,48.56W
1937-03-01,23.5,0.377,Anápolis,Brazil,16.87S,48.56W
1937-04-01,22.075,0.5529999999999999,Anápolis,Brazil,16.87S,48.56W
1937-05-01,20.655,0.5770000000000001,Anápolis,Brazil,16.87S,48.56W
1937-06-01,20.813000000000002,0.26,Anápolis,Brazil,16.87S,48.56W
1937-07-01,20.700000000000006,0.289,Anápolis,Brazil,16.87S,48.56W
1937-08-01,23.389,0.475,Anápolis,Brazil,16.87S,48.56W
1937-09-01,23.723000000000006,0.349,Anápolis,Brazil,16.87S,48.56W
1937-10-01,23.241999999999997,0.41700000000000004,Anápolis,Brazil,16.87S,48.56W
1937-11-01,23.186,0.429,Anápolis,Brazil,16.87S,48.56W
1937-12-01,22.3,0.452,Anápolis,Brazil,16.87S,48.56W
1938-01-01,23.439,0.457,Anápolis,Brazil,16.87S,48.56W
1938-02-01,23.575000000000006,0.945,Anápolis,Brazil,16.87S,48.56W
1938-03-01,23.568,0.27,Anápolis,Brazil,16.87S,48.56W
1938-04-01,22.303,0.855,Anápolis,Brazil,16.87S,48.56W
1938-05-01,21.803,0.9620000000000001,Anápolis,Brazil,16.87S,48.56W
1938-06-01,20.452,0.623,Anápolis,Brazil,16.87S,48.56W
1938-07-01,20.484,0.6459999999999999,Anápolis,Brazil,16.87S,48.56W
1938-08-01,21.795,0.22,Anápolis,Brazil,16.87S,48.56W
1938-09-01,23.541999999999998,0.8170000000000001,Anápolis,Brazil,16.87S,48.56W
