9999999999,0.47100000000000003,Hangu,China,39.38N,118.61E
1888-04-01,14.998,1.093,Hangzhou,China,29.74N,120.00E
1888-05-01,20.085,0.701,Hangzhou,China,29.74N,120.00E
1888-06-01,23.311,1.338,Hangzhou,China,29.74N,120.00E
1888-07-01,27.724,0.764,Hangzhou,China,29.74N,120.00E
1888-08-01,27.467,0.736,Hangzhou,China,29.74N,120.00E
1888-09-01,22.769,0.703,Hangzhou,China,29.74N,120.00E
1888-10-01,16.934,1.383,Hangzhou,China,29.74N,120.00E
1888-11-01,12.126,0.789,Hangzhou,China,29.74N,120.00E
1888-12-01,7.641999999999999,1.0859999999999999,Hangzhou,China,29.74N,120.00E
1889-01-01,1.834,1.4569999999999999,Hangzhou,China,29.74N,120.00E
1889-02-01,4.119,1.178,Hangzhou,China,29.74N,120.00E
1889-03-01,9.885,0.7959999999999999,Hangzhou,China,29.74N,120.00E
1889-04-01,14.549000000000001,0.9470000000000001,Hangzhou,China,29.74N,120.00E
1889-05-01,19.171000000000006,1.57,Hangzhou,China,29.74N,120.00E
1889-06-01,25.064,0.601,Hangzhou,China,29.74N,120.00E
1889-07-01,27.947,1.464,Hangzhou,China,29.74N,120.00E
1889-08-01,26.723000000000006,0.726,Hangzhou,China,29.74N,120.00E
1889-09-01,22.024,1.052,Hangzhou,China,29.74N,120.00E
1889-10-01,17.156000000000002,1.538,Hangzhou,China,29.74N,120.00E
1889-11-01,10.957999999999998,0.958,Hangzhou,China,29.74N,120.00E
1889-12-01,5.75,1.915,Hangzhou,China,29.74N,120.00E
1890-01-01,4.062,0.973,Hangzhou,China,29.74N,120.00E
1890-02-01,7.32,1.13,Hangzhou,China,29.74N,120.00E
1890-03-01,8.706,1.374,Hangzhou,China,29.74N,120.00E
1890-04-01,16.168,1.432,Hangzhou,China,29.74N,120.00E
1890-05-01,19.988000000000003,1.88,Hangzhou,China,29.74N,120.00E
1890-06-01,24.065,1.315,Hangzhou,China,29.74N,120.00E
1890-07-01,27.680999999999997,0.7190000000000001,Hangzhou,China,29.74N,120.00E
1890-08-01,26.641,0.601,Hangzhou,China,29.74N,120.00E
1890-09-01,22.076999999999998,1.082,Hangzhou,China,29.74N,120.00E
1890-10-01,16.521,0.968,Hangzhou,China,29.74N,120.00E
1890-11-01,12.305,1.127,Hangzhou,China,29.74N,120.00E
1890-12-01,8.433,0.8370000000000001,Hangzhou,China,29.74N,120.00E
1891-01-01,3.849,1.035,Hangzhou,China,29.74N,120.00E
1891-02-01,4.793,1.1520000000000001,Hangzhou,China,29.74N,120.00E
1891-03-01,9.194,0.595,Hangzhou,China,29.74N,120.00E
1891-04-01,13.863,0.5660000000000001,Hangzhou,China,29.74N,120.00E
1891-05-01,20.179,1.251,Hangzhou,China,29.74N,120.00E
1891-06-01,23.761,1.206,Hangzhou,China,29.74N,120.00E
1891-07-01,26.861,0.434,Hangzhou,China,29.74N,120.00E
1891-08-01,26.743,0.512,Hangzhou,China,29.74N,120.00E
1891-09-01,22.971999999999998,1.062,Hangzhou,China,29.74N,120.00E
1891-10-01,18.672,0.682,Hangzhou,China,29.74N,120.00E
1891-11-01,11.614999999999998,0.815,Hangzhou,China,29.74N,120.00E
1891-12-01,6.273,1.124,Hangzhou,China,29.74N,120.00E
1892-01-01,3.9160000000000004,0.951,Hangzhou,China,29.74N,120.00E
1892-02-01,5.46,0.812,Hangzhou,China,29.74N,120.00E
1892-03-01,7.602,1.8,Hangzhou,China,29.74N,120.00E
1892-04-01,14.944,1.8630000000000002,Hangzhou,China,29.74N,120.00E
1892-05-01,19.243,1.063,Hangzhou,China,29.74N,120.00E
1892-06-01,24.316999999999997,0.703,Hangzhou,China,29.74N,120.00E
1892-07-01,27.927,1.266,Hangzhou,China,29.74N,120.00E
1892-08-01,27.77,1.9140000000000001,Hangzhou,China,29.74N,120.00E
1892-09-01,21.905,0.951,Hangzhou,China,29.74N,120.00E
1892-10-01,16.188000000000002,0.589,Hangzhou,China,29.74N,120.00E
1892-11-01,11.963,1.214,Hangzhou,China,29.74N,120.00E
1892-12-01,4.371,1.416,Hangzhou,China,29.74N,120.00E
1893-01-01,1.4699999999999998,2.123,Hangzhou,China,29.74N,120.00E
1893-02-01,3.0189999999999997,0.649,Hangzhou,China,29.74N,120.00E
1893-03-01,9.326,1.2819999999999998,Hangzhou,China,29.74N,120.00E
1893-04-01,14.727,0.591,Hangzhou,China,29.74N,120.00E
1893-05-01,19.1,1.129,Hangzhou,China,29.74N,120.00E
1893-06-01,24.043000000000003,1.247,Hangzhou,China,29.74N,120.00E
1893-07-01,27.743,1.0090000000000001,Hangzhou,China,29.74N,120.00E
1893-08-01,26.531999999999996,0.97,Hangzhou,China,29.74N,120.00E
1893-09-01,23.765,1.129,Hangzhou,China,29.74N,120.00E
1893-10-01,16.574,0.664,Hangzhou,China,29.74N,120.00E
1893-11-01,9.96,0.833,Hangzhou,China,29.74N,120.00E
1893-12-01,5.83,0.799,Hangzhou,China,29.74N,120.00E
1894-01-01,4.393,1.739,Hangzhou,China,29.74N,120.00E
1894-02-01,5.388,0.9790000000000001,Hangzhou,China,29.74N,120.00E
1894-03-01,9.497,1.117,Hangzhou,China,29.74N,120.00E
1894-04-01,16.014,0.539,Hangzhou,China,29.74N,120.00E
1894-05-01,19.898000000000003,0.564,Hangzhou,China,29.74N,120.00E
1894-06-01,24.476,0.621,Hangzhou,China,29.74N,120.00E
1894-07-01,28.156999999999996,1.55,Hangzhou,China,29.74N,120.00E
1894-08-01,27.851999999999997,1.18,Hangzhou,China,29.74N,120.00E
1894-09-01,22.956999999999997,1.298,Hangzhou,China,29.74N,120.00E
1894-10-01,16.855,1.05,Hangzhou,China,29.74N,120.00E
1894-11-01,12.1,0.9129999999999999,Hangzhou,China,29.74N,120.00E
1894-12-01,5.486000000000001,0.9109999999999999,Hangzhou,China,29.74N,120.00E
1895-01-01,1.885,0.87,Hangzhou,China,29.74N,120.00E
1895-02-01,4.939,1.482,Hangzhou,China,29.74N,120.00E
1895-03-01,8.522,0.953,Hangzhou,China,29.74N,120.00E
1895-04-01,15.470999999999998,0.5720000000000001,Hangzhou,China,29.74N,120.00E
1895-05-01,20.048,1.29,Hangzhou,China,29.74N,120.00E
1895-06-01,24.174,1.102,Hangzhou,China,29.74N,120.00E
1895-07-01,26.647,0.9670000000000001,Hangzhou,China,29.74N,120.00E
1895-08-01,26.997,0.539,Hangzhou,China,29.74N,120.00E
1895-09-01,21.993,1.959,Hangzhou,China,29.74N,120.00E
1895-10-01,16.508000000000006,1.2309999999999999,Hangzhou,China,29.74N,120.00E
1895-11-01,10.748,1.158,Hangzhou,China,29.74N,120.00E
1895-12-01,5.613,0.787,Hangzhou,China,29.74N,120.00E
1896-01-01,4.118,0.8320000000000001,Hangzhou,China,29.74N,120.00E
1896-02-01,4.046,1.042,Hangzhou,China,29.74N,120.00E
1896-03-01,7.657,1.021,Hangzhou,China,29.74N,120.00E
1896-04-01,15.365,0.68,Hangzhou,China,29.74N,120.00E
1896-05-01,19.540000000000006,0.643,Hangzhou,China,29.74N,120.00E
1896-06-01,24.405,0.632,Hangzhou,China,29.74N,120.00E
1896-07-01,27.131,0.605,Hangzhou,China,29.74N,120.00E
1896-08-01,27.408,0.623,Hangzhou,China,29.74N,120.00E
1896-09-01,23.268,0.6829999999999999,Hangzhou,China,29.74N,120.00E
1896-10-01,17.507,0.7,Hangzhou,China,29.74N,120.00E
1896-11-01,12.855,0.889,Hangzhou,China,29.74N,120.00E
1896-12-01,5.585,1.013,Hangzhou,China,29.74N,120.00E
1897-01-01,4.993,1.104,Hangzhou,China,29.74N,120.00E
1897-02-01,2.635,1.26,Hangzhou,China,29.74N,120.00E
1897-03-01,9.305,1.805,Hangzhou,China,29.74N,120.00E
1897-04-01,13.911,0.863,Hangzhou,China,29.74N,120.00E
1897-05-01,20.108,1.315,Hangzhou,China,29.74N,120.00E
1897-06-01,24.19,0.624,Hangzhou,China,29.74N,120.00E
1897-07-01,27.361,0.506,Hangzhou,China,29.74N,120.00E
1897-08-01,27.41,0.966,Hangzhou,China,29.74N,120.00E
1897-09-01,23.111,1.115,Hangzhou,China,29.74N,120.00E
1897-10-01,17.541,0.6759999999999999,Hangzhou,China,29.74N,120.00E
1897-11-01,12.473,0.745,Hangzhou,China,29.74N,120.00E
1897-12-01,4.847,0.975,Hangzhou,China,29.74N,120.00E
1898-01-01,4.55,1.135,Hangzhou,China,29.74N,120.00E
1898-02-01,7.081,0.7959999999999999,Hangzhou,China,29.74N,120.00E
1898-03-01,9.344,2.021,Hangzhou,China,29.74N,120.00E
1898-04-01,14.085,0.7120000000000001,Hangzhou,China,29.74N,120.00E
1898-05-01,20.726999999999997,1.0490000000000002,Hangzhou,China,29.74N,120.00E
1898-06-01,24.36,0.532,Hangzhou,China,29.74N,120.00E
1898-07-01,28.219,1.92,Hangzhou,China,29.74N,120.00E
1898-08-01,27.162,0.772,Hangzhou,China,29.74N,120.00E
1898-09-01,23.524,0.384,Hangzhou,China,29.74N,120.00E
1898-10-01,17.334,0.84,Hangzhou,China,29.74N,120.00E
1898-11-01,12.404000000000002,0.7,Hangzhou,China,29.74N,120.00E
1898-12-01,5.631,1.205,Hangzhou,China,29.74N,120.00E
1899-01-01,3.466,0.893,Hangzhou,China,29.74N,120.00E
1899-02-01,5.571000000000001,0.547,Hangzhou,China,29.74N,120.00E
1899-03-01,9.92,0.54,Hangzhou,China,29.74N,120.00E
1899-04-01,14.72,0.863,Hangzhou,China,29.74N,120.00E
1899-05-01,19.680000000000003,0.883,Hangzhou,China,29.74N,120.00E
1899-06-01,24.401,1.172,Hangzhou,China,29.74N,120.00E
1899-07-01,27.660999999999998,0.39299999999999996,Hangzhou,China,29.74N,120.00E
1899-08-01,26.645,1.05,Hangzhou,China,29.74N,120.00E
1899-09-01,22.128,1.6119999999999999,Hangzhou,China,29.74N,120.00E
1899-10-01,15.409,0.995,Hangzhou,China,29.74N,120.00E
1899-11-01,10.419,0.7170000000000001,Hangzhou,China,29.74N,120.00E
1899-12-01,8.451,0.664,Hangzhou,China,29.74N,120.00E
1900-01-01,2.281,0.845,Hangzhou,China,29.74N,120.00E
1900-02-01,4.353,0.556,Hangzhou,China,29.74N,120.00E
1900-03-01,8.982999999999999,0.473,Hangzhou,China,29.74N,120.00E
1900-04-01,15.394,1.008,Hangzhou,China,29.74N,120.00E
1900-05-01,20.493,1.364,Hangzhou,China,29.74N,120.00E
1900-06-01,23.399,0.816,Hangzhou,China,29.74N,120.00E
1900-07-01,27.601,0.733,Hangzhou,China,29.74N,120.00E
1900-08-01,27.502,0.41,Hangzhou,China,29.74N,120.00E
1900-09-01,22.927000000000003,0.825,Hangzhou,China,29.74N,120.00E
1900-10-01,17.593,0.593,Hangzhou,China,29.74N,120.00E
1900-11-01,11.95,0.47,Hangzhou,China,29.74N,120.00E
1900-12-01,6.886,0.547,Hangzhou,China,29.74N,120.00E
1901-01-01,5.428,0.46,Hangzhou,China,29.74N,120.00E
1901-02-01,1.6920000000000002,0.442,Hangzhou,China,29.74N,120.00E
1901-03-01,9.055,0.445,Hangzhou,China,29.74N,120.00E
1901-04-01,15.517000000000001,0.667,Hangzhou,China,29.74N,120.00E
1901-05-01,19.245,0.436,Hangzhou,China,29.74N,120.00E
1901-06-01,23.461,0.85,Hangzhou,China,29.74N,120.00E
1901-07-01,26.405,0.847,Hangzhou,China,29.74N,120.00E
1901-08-01,26.73,0.516,Hangzhou,China,29.74N,120.00E
1901-09-01,22.153,0.797,Hangzhou,China,29.74N,120.00E
1901-10-01,17.314,0.71,Hangzhou,China,29.74N,120.00E
1901-11-01,11.021999999999998,0.7040000000000001,Hangzhou,China,29.74N,120.00E
1901-12-01,5.737,0.705,Hangzhou,China,29.74N,120.00E
1902-01-01,5.689,0.845,Hangzhou,China,29.74N,120.00E
1902-02-01,4.8069999999999995,0.9079999999999999,Hangzhou,China,29.74N,120.00E
1902-03-01,11.47,0.474,Hangzhou,China,29.74N,120.00E
1902-04-01,15.158,0.578,Hangzhou,China,29.74N,120.00E
1902-05-01,20.461,0.602,Hangzhou,China,29.74N,120.00E
1902-06-01,23.696,0.69,Hangzhou,China,29.74N,120.00E
1902-07-01,27.198,0.57,Hangzhou,China,29.74N,120.00E
1902-08-01,26.47,0.488,Hangzhou,China,29.74N,120.00E
1902-09-01,21.880000000000006,0.5489999999999999,Hangzhou,China,29.74N,120.00E
1902-10-01,17.371000000000002,0.627,Hangzhou,China,29.74N,120.00E
1902-11-01,13.501,0.564,Hangzhou,China,29.74N,120.00E
1902-12-01,7.108,0.669,Hangzhou,China,29.74N,120.00E
1903-01-01,3.201,0.882,Hangzhou,China,29.74N,120.00E
1903-02-01,4.582,0.9209999999999999,Hangzhou,China,29.74N,120.00E
1903-03-01,10.53,0.774,Hangzhou,China,29.74N,120.00E
1903-04-01,15.119000000000002,1.0659999999999998,Hangzhou,China,29.74N,120.00E
1903-05-01,19.445999999999998,0.434,Hangzhou,China,29.74N,120.00E
1903-06-01,23.439,1.121,Hangzhou,China,29.74N,120.00E
1903-07-01,26.496,1.102,Hangzhou,China,29.74N,120.00E
1903-08-01,27.101999999999997,0.907,Hangzhou,China,29.74N,120.00E
1903-09-01,23.029,0.409,Hangzhou,China,29.74N,120.00E
1903-10-01,17.203,0.6940000000000001,Hangzhou,China,29.74N,120.00E
1903-11-01,10.578,0.573,Hangzhou,China,29.74N,120.00E
1903-12-01,5.3,0.95,Hangzhou,China,29.74N,120.00E
1904-01-01,3.6319999999999997,0.741,Hangzhou,China,29.74N,120.00E
1904-02-01,6.99,1.137,Hangzhou,China,29.74N,120.00E
1904-03-01,9.196,0.569,Hangzhou,China,29.74N,120.00E
1904-04-01,15.075,0.78,Hangzhou,China,29.74N,120.00E
1904-05-01,19.352999999999998,0.594,Hangzhou,China,29.74N,120.00E
1904-06-01,24.182,0.452,Hangzhou,China,29.74N,120.00E
1904-07-01,26.773000000000003,0.436,Hangzhou,China,29.74N,120.00E
1904-08-01,26.434,0.9079999999999999,Hangzhou,China,29.74N,120.00E
1904-09-01,22.639000000000006,0.7879999999999999,Hangzhou,China,29.74N,120.00E
1904-10-01,17.038,0.322,Hangzhou,China,29.74N,120.00E
1904-11-01,10.479000000000001,0.6509999999999999,Hangzhou,China,29.74N,120.00E
1904-12-01,5.042999999999998,0.948,Hangzhou,China,29.74N,120.00E
1905-01-01,6.205,0.628,Hangzhou,China,29.74N,120.00E
1905-02-01,2.205,1.599,Hangzhou,China,29.74N,120.00E
1905-03-01,7.409,1.084,Hangzhou,China,29.74N,120.00E
1905-04-01,12.75,0.742,Hangzhou,China,29.74N,120.00E
1905-05-01,19.714,0.516,Hangzhou,China,29.74N,120.00E
1905-06-01,24.695,0.502,Hangzhou,China,29.74N,120.00E
1905-07-01,27.969,0.833,Hangzhou,China,29.74N,120.00E
1905-08-01,26.186,0.47100000000000003,Hangzhou,China,29.74N,120.00E
1905-09-01,23.072000000000006,1.0,Hangzhou,China,29.74N,120.00E
1905-10-01,16.637999999999998,0.512,Hangzhou,China,29.74N,120.00E
1905-11-01,11.072000000000001,0.9570000000000001,Hangzhou,China,29.74N,120.00E
1905-12-01,7.317,0.397,Hangzhou,China,29.74N,120.00E
1906-01-01,3.715,0.386,Hangzhou,China,29.74N,120.00E
1906-02-01,3.998,0.6509999999999999,Hangzhou,China,29.74N,120.00E
1906-03-01,8.972000000000001,0.431,Hangzhou,China,29.74N,120.00E
1906-04-01,15.009,0.49,Hangzhou,China,29.74N,120.00E
1906-05-01,19.823,0.738,Hangzhou,China,29.74N,120.00E
1906-06-01,24.483,0.62,Hangzhou,China,29.74N,120.00E
1906-07-01,27.385,0.396,Hangzhou,China,29.74N,120.00E
1906-08-01,27.098000000000006,0.436,Hangzhou,China,29.74N,120.00E
1906-09-01,22.982000000000006,0.321,Hangzhou,China,29.74N,120.00E
1906-10-01,16.846,0.32899999999999996,Hangzhou,China,29.74N,120.00E
1906-11-01,10.311,0.16399999999999998,Hangzhou,China,29.74N,120.00E
1906-12-01,6.278,1.008,Hangzhou,China,29.74N,120.00E
1907-01-01,5.229,0.515,Hangzhou,China,29.74N,120.00E
1907-02-01,3.214,1.615,Hangzhou,China,29.74N,120.00E
1907-03-01,8.306000000000001,1.162,Hangzhou,China,29.74N,120.00E
1907-04-01,14.366,0.381,Hangzhou,China,29.74N,120.00E
1907-05-01,20.32,0.665,Hangzhou,China,29.74N,120.00E
1907-06-01,23.115,0.583,Hangzhou,China,29.74N,120.00E
1907-07-01,25.534000000000002,0.75,Hangzhou,China,29.74N,120.00E
1907-08-01,27.531,0.517,Hangzhou,China,29.74N,120.00E
1907-09-01,22.276999999999997,0.68,Hangzhou,China,29.74N,120.00E
1907-10-01,18.211,0.175,Hangzhou,China,29.74N,120.00E
1907-11-01,11.832999999999998,0.363,Hangzhou,China,29.74N,120.00E
1907-12-01,6.441,0.326,Hangzhou,China,29.74N,120.00E
1908-01-01,4.709,0.526,Hangzhou,China,29.74N,120.00E
1908-02-01,4.231,0.515,Hangzhou,China,29.74N,120.00E
1908-03-01,8.557,0.728,Hangzhou,China,29.74N,120.00E
1908-04-01,13.204,0.627,Hangzhou,China,29.74N,120.00E
1908-05-01,19.950000000000006,0.561,Hangzhou,China,29.74N,120.00E
1908-06-01,23.991,0.41200000000000003,Hangzhou,China,29.74N,120.00E
1908-07-01,27.546999999999997,0.728,Hangzhou,China,29.74N,120.00E
1908-08-01,27.124,0.552,Hangzhou,China,29.74N,120.00E
1908-09-01,22.89,0.34600000000000003,Hangzhou,China,29.74N,120.00E
1908-10-01,17.648,0.258,Hangzhou,China,29.74N,120.00E
1908-11-01,11.124,0.614,Hangzhou,China,29.74N,120.00E
1908-12-01,7.526999999999999,0.6809999999999999,Hangzhou,China,29.74N,120.00E
1909-01-01,3.758,0.8420000000000001,Hangzhou,China,29.74N,120.00E
1909-02-01,5.2139999999999995,0.307,Hangzhou,China,29.74N,120.00E
1909-03-01,8.1,0.904,Hangzhou,China,29.74N,120.00E
1909-04-01,15.505999999999998,0.32799999999999996,Hangzhou,China,29.74N,120.00E
1909-05-01,19.817,0.546,Hangzhou,China,29.74N,120.00E
1909-06-01,23.168000000000003,1.022,Hangzhou,China,29.74N,120.00E
1909-07-01,28.068,0.6609999999999999,Hangzhou,China,29.74N,120.00E
1909-08-01,27.605999999999998,0.521,Hangzhou,China,29.74N,120.00E
1909-09-01,24.364,0.812,Hangzhou,China,29.74N,120.00E
1909-10-01,17.772000000000006,0.6,Hangzhou,China,29.74N,120.00E
1909-11-01,11.890999999999998,0.691,Hangzhou,China,29.74N,120.00E
1909-12-01,5.659,0.29600000000000004,Hangzhou,China,29.74N,120.00E
1910-01-01,3.823,0.462,Hangzhou,China,29.74N,120.00E
1910-02-01,3.605,1.026,Hangzhou,China,29.74N,120.00E
1910-03-01,9.062999999999999,0.434,Hangzhou,China,29.74N,120.00E
1910-04-01,13.370999999999999,0.541,Hangzhou,China,29.74N,120.00E
1910-05-01,18.909,0.7170000000000001,Hangzhou,China,29.74N,120.00E
1910-06-01,24.665,0.415,Hangzhou,China,29.74N,120.00E
1910-07-01,28.035999999999998,0.515,Hangzhou,China,29.74N,120.00E
1910-08-01,27.198,0.275,Hangzhou,China,29.74N,120.00E
1910-09-01,22.566999999999997,0.307,Hangzhou,China,29.74N,120.00E
1910-10-01,16.868000000000002,0.252,Hangzhou,China,29.74N,120.00E
1910-11-01,11.807,0.569,Hangzhou,China,29.74N,120.00E
1910-12-01,4.301,0.718,Hangzhou,China,29.74N,120.00E
1911-01-01,3.5269999999999997,0.35,Hangzhou,China,29.74N,120.00E
1911-02-01,5.067,0.48200000000000004,Hangzhou,China,29.74N,120.00E
1911-03-01,9.49,0.39899999999999997,Hangzhou,China,29.74N,120.00E
1911-04-01,15.148,1.318,Hangzhou,China,29.74N,120.00E
1911-05-01,18.833,0.7020000000000001,Hangzhou,China,29.74N,120.00E
1911-06-01,23.357,1.213,Hangzhou,China,29.74N,120.00E
1911-07-01,26.78,1.891,Hangzhou,China,29.74N,120.00E
1911-08-01,26.711,0.551,Hangzhou,China,29.74N,120.00E
1911-09-01,23.913,0.32299999999999995,Hangzhou,China,29.74N,120.00E
1911-10-01,16.256,0.47,Hangzhou,China,29.74N,120.00E
1911-11-01,11.321,0.37200000000000005,Hangzhou,China,29.74N,120.00E
1911-12-01,5.8119999999999985,0.521,Hangzhou,China,29.74N,120.00E
1912-01-01,3.073,0.7440000000000001,Hangzhou,China,29.74N,120.00E
1912-02-01,7.1080000000000005,0.978,Hangzhou,China,29.74N,120.00E
1912-03-01,8.854,1.051,Hangzhou,China,29.74N,120.00E
1912-04-01,15.942,0.584,Hangzhou,China,29.74N,120.00E
1912-05-01,20.422,0.456,Hangzhou,China,29.74N,120.00E
1912-06-01,24.791,0.544,Hangzhou,China,29.74N,120.00E
1912-07-01,27.660999999999998,0.299,Hangzhou,China,29.74N,120.00E
1912-08-01,26.505000000000006,0.696,Hangzhou,China,29.74N,120.00E
1912-09-01,21.64,0.83,Hangzhou,China,29.74N,120.00E
1912-10-01,16.709,0.373,Hangzhou,China,29.74N,120.00E
1912-11-01,9.861,0.37,Hangzhou,China,29.74N,120.00E
1912-12-01,5.274,0.6559999999999999,Hangzhou,China,29.74N,120.00E
1913-01-01,3.77,0.5710000000000001,Hangzhou,China,29.74N,120.00E
1913-02-01,4.923,0.38799999999999996,Hangzhou,China,29.74N,120.00E
1913-03-01,8.334999999999999,0.627,Hangzhou,China,29.74N,120.00E
1913-04-01,14.297,1.149,Hangzhou,China,29.74N,120.00E
1913-05-01,19.35,0.444,Hangzhou,China,29.74N,120.00E
1913-06-01,24.264,0.415,Hangzhou,China,29.74N,120.00E
1913-07-01,26.491999999999997,0.193,Hangzhou,China,29.74N,120.00E
1913-08-01,27.784,0.441,Hangzhou,China,29.74N,120.00E
1913-09-01,22.153,1.561,Hangzhou,China,29.74N,120.00E
1913-10-01,17.180999999999997,0.452,Hangzhou,China,29.74N,120.00E
1913-11-01,11.595999999999998,0.385,Hangzhou,China,29.74N,120.00E
1913-12-01,4.884,0.727,Hangzhou,China,29.74N,120.00E
1914-01-01,5.556,0.677,Hangzhou,China,29.74N,120.00E
1914-02-01,6.857,0.467,Hangzhou,China,29.74N,120.00E
1914-03-01,11.035,0.392,Hangzhou,China,29.74N,120.00E
1914-04-01,14.918,0.523,Hangzhou,China,29.74N,120.00E
1914-05-01,19.308,0.838,Hangzhou,China,29.74N,120.00E
1914-06-01,24.668000000000003,0.31,Hangzhou,China,29.74N,120.00E
1914-07-01,29.212,0.779,Hangzhou,China,29.74N,120.00E
1914-08-01,27.454,0.48700000000000004,Hangzhou,China,29.74N,120.00E
1914-09-01,22.295,0.389,Hangzhou,China,29.74N,120.00E
1914-10-01,17.932000000000006,0.536,Hangzhou,China,29.74N,120.00E
1914-11-01,12.184000000000001,0.77,Hangzhou,China,29.74N,120.00E
1914-12-01,6.31,0.873,Hangzhou,China,29.74N,120.00E
1915-01-01,4.137,0.386,Hangzhou,China,29.74N,120.00E
1915-02-01,5.513999999999999,0.727,Hangzhou,China,29.74N,120.00E
1915-03-01,9.402000000000001,0.997,Hangzhou,China,29.74N,120.00E
1915-04-01,14.081,0.649,Hangzhou,China,29.74N,120.00E
1915-05-01,20.391,1.1079999999999999,Hangzhou,China,29.74N,120.00E
1915-06-01,24.588,0.42,Hangzhou,China,29.74N,120.00E
1915-07-01,27.636999999999997,0.316,Hangzhou,China,29.74N,120.00E
1915-08-01,27.188,0.48700000000000004,Hangzhou,China,29.74N,120.00E
1915-09-01,22.467,0.34299999999999997,Hangzhou,China,29.74N,120.00E
1915-10-01,18.874,0.493,Hangzhou,China,29.74N,120.00E
1915-11-01,12.738,0.54,Hangzhou,China,29.74N,120.00E
1915-12-01,7.379,0.313,Hangzhou,China,29.74N,120.00E
1916-01-01,5.006,0.371,Hangzhou,China,29.74N,120.00E
1916-02-01,5.244,0.452,Hangzhou,China,29.74N,120.00E
1916-03-01,8.308,0.614,Hangzhou,China,29.74N,120.00E
1916-04-01,15.477,0.488,Hangzhou,China,29.74N,120.00E
1916-05-01,20.131,0.389,Hangzhou,China,29.74N,120.00E
1916-06-01,24.388,0.35100000000000003,Hangzhou,China,29.74N,120.00E
1916-07-01,26.929,0.52,Hangzhou,China,29.74N,120.00E
1916-08-01,26.419,0.49200000000000005,Hangzhou,China,29.74N,120.00E
1916-09-01,23.485000000000007,0.816,Hangzhou,China,29.74N,120.00E
1916-10-01,16.782,0.32299999999999995,Hangzhou,China,29.74N,120.00E
1916-11-01,11.611,0.242,Hangzhou,China,29.74N,120.00E
1916-12-01,5.6160000000000005,0.721,Hangzhou,China,29.74N,120.00E
1917-01-01,0.973,1.111,Hangzhou,China,29.74N,120.00E
1917-02-01,4.504,0.685,Hangzhou,China,29.74N,120.00E
1917-03-01,8.282,0.3,Hangzhou,China,29.74N,120.00E
1917-04-01,15.286,0.34299999999999997,Hangzhou,China,29.74N,120.00E
1917-05-01,19.266,0.47200000000000003,Hangzhou,China,29.74N,120.00E
1917-06-01,24.257,0.292,Hangzhou,China,29.74N,120.00E
1917-07-01,27.199,0.447,Hangzhou,China,29.74N,120.00E
1917-08-01,27.263,0.321,Hangzhou,China,29.74N,120.00E
1917-09-01,24.154,0.9590000000000001,Hangzhou,China,29.74N,120.00E
1917-10-01,16.907,0.301,Hangzhou,China,29.74N,120.00E
1917-11-01,9.789,1.001,Hangzhou,China,29.74N,120.00E
1917-12-01,3.4130000000000003,0.401,Hangzhou,China,29.74N,120.00E
1918-01-01,1.037,0.45399999999999996,Hangzhou,China,29.74N,120.00E
1918-02-01,5.385,0.465,Hangzhou,China,29.74N,120.00E
1918-03-01,9.12,0.341,Hangzhou,China,29.74N,120.00E
