942999999999998,1.422,Tilburg,Netherlands,52.24N,5.26E
1877-11-01,28.116000000000003,1.308,Timon,Brazil,5.63S,43.59W
1877-12-01,26.241999999999997,1.788,Timon,Brazil,5.63S,43.59W
1878-01-01,25.574,1.5390000000000001,Timon,Brazil,5.63S,43.59W
1878-02-01,26.311,1.5859999999999999,Timon,Brazil,5.63S,43.59W
1878-03-01,26.947,1.392,Timon,Brazil,5.63S,43.59W
1878-04-01,26.503,1.453,Timon,Brazil,5.63S,43.59W
1878-05-01,25.495,1.301,Timon,Brazil,5.63S,43.59W
1878-06-01,26.249,1.493,Timon,Brazil,5.63S,43.59W
1878-07-01,26.666,1.3090000000000002,Timon,Brazil,5.63S,43.59W
1878-08-01,27.334,1.258,Timon,Brazil,5.63S,43.59W
1878-09-01,28.325,1.146,Timon,Brazil,5.63S,43.59W
1878-10-01,28.492,1.1740000000000002,Timon,Brazil,5.63S,43.59W
1878-11-01,28.226000000000006,1.327,Timon,Brazil,5.63S,43.59W
1878-12-01,26.660999999999998,1.4909999999999999,Timon,Brazil,5.63S,43.59W
1879-01-01,25.965999999999998,1.4480000000000002,Timon,Brazil,5.63S,43.59W
1879-02-01,25.324,1.406,Timon,Brazil,5.63S,43.59W
1879-03-01,25.039,1.3619999999999999,Timon,Brazil,5.63S,43.59W
1879-04-01,25.141,1.27,Timon,Brazil,5.63S,43.59W
1879-05-01,25.194000000000006,1.28,Timon,Brazil,5.63S,43.59W
1879-06-01,25.197,1.4580000000000002,Timon,Brazil,5.63S,43.59W
1879-07-01,25.796,1.389,Timon,Brazil,5.63S,43.59W
1879-08-01,26.388,1.214,Timon,Brazil,5.63S,43.59W
1879-09-01,27.575,1.156,Timon,Brazil,5.63S,43.59W
1879-10-01,28.064,1.3130000000000002,Timon,Brazil,5.63S,43.59W
1879-11-01,27.245,1.253,Timon,Brazil,5.63S,43.59W
1879-12-01,25.725,1.431,Timon,Brazil,5.63S,43.59W
1880-01-01,25.186999999999998,1.476,Timon,Brazil,5.63S,43.59W
1880-02-01,24.489,1.376,Timon,Brazil,5.63S,43.59W
1880-03-01,25.098000000000003,1.345,Timon,Brazil,5.63S,43.59W
1880-04-01,25.05,1.399,Timon,Brazil,5.63S,43.59W
1880-05-01,25.886999999999997,1.3330000000000002,Timon,Brazil,5.63S,43.59W
1880-06-01,25.676,1.2819999999999998,Timon,Brazil,5.63S,43.59W
1880-07-01,26.125999999999998,1.365,Timon,Brazil,5.63S,43.59W
1880-08-01,27.426,1.3119999999999998,Timon,Brazil,5.63S,43.59W
1880-09-01,27.858,1.412,Timon,Brazil,5.63S,43.59W
1880-10-01,28.005,1.169,Timon,Brazil,5.63S,43.59W
1880-11-01,27.756999999999998,1.376,Timon,Brazil,5.63S,43.59W
1880-12-01,26.361,1.347,Timon,Brazil,5.63S,43.59W
1881-01-01,25.924,1.335,Timon,Brazil,5.63S,43.59W
1881-02-01,25.028,1.4140000000000001,Timon,Brazil,5.63S,43.59W
1881-03-01,25.497,1.3730000000000002,Timon,Brazil,5.63S,43.59W
1881-04-01,25.671,1.286,Timon,Brazil,5.63S,43.59W
1881-05-01,25.784,1.2890000000000001,Timon,Brazil,5.63S,43.59W
1881-06-01,25.168000000000003,1.319,Timon,Brazil,5.63S,43.59W
1881-07-01,25.908,1.264,Timon,Brazil,5.63S,43.59W
1881-08-01,26.745,1.3019999999999998,Timon,Brazil,5.63S,43.59W
1881-09-01,27.838,1.122,Timon,Brazil,5.63S,43.59W
1881-10-01,27.859,1.1740000000000002,Timon,Brazil,5.63S,43.59W
1881-11-01,27.020000000000003,1.276,Timon,Brazil,5.63S,43.59W
1881-12-01,26.24,1.3880000000000001,Timon,Brazil,5.63S,43.59W
1882-01-01,26.063000000000002,1.585,Timon,Brazil,5.63S,43.59W
1882-02-01,25.337,1.554,Timon,Brazil,5.63S,43.59W
1882-03-01,25.305999999999997,1.374,Timon,Brazil,5.63S,43.59W
1882-04-01,25.06,1.276,Timon,Brazil,5.63S,43.59W
1882-05-01,25.434,1.335,Timon,Brazil,5.63S,43.59W
1882-06-01,25.085,1.297,Timon,Brazil,5.63S,43.59W
1882-07-01,25.346,1.2670000000000001,Timon,Brazil,5.63S,43.59W
1882-08-01,26.734,1.2890000000000001,Timon,Brazil,5.63S,43.59W
1882-09-01,27.788,1.113,Timon,Brazil,5.63S,43.59W
1882-10-01,27.535,1.137,Timon,Brazil,5.63S,43.59W
1882-11-01,26.769,1.3,Timon,Brazil,5.63S,43.59W
1882-12-01,25.21,1.34,Timon,Brazil,5.63S,43.59W
1883-01-01,24.788,1.399,Timon,Brazil,5.63S,43.59W
1883-02-01,24.318,1.426,Timon,Brazil,5.63S,43.59W
1883-03-01,25.232,1.382,Timon,Brazil,5.63S,43.59W
1883-04-01,25.356,1.3,Timon,Brazil,5.63S,43.59W
1883-05-01,25.391,1.301,Timon,Brazil,5.63S,43.59W
1883-06-01,25.545,1.304,Timon,Brazil,5.63S,43.59W
1883-07-01,25.732,1.278,Timon,Brazil,5.63S,43.59W
1883-08-01,26.445,1.254,Timon,Brazil,5.63S,43.59W
1883-09-01,27.585,1.113,Timon,Brazil,5.63S,43.59W
1883-10-01,27.924,1.149,Timon,Brazil,5.63S,43.59W
1883-11-01,26.725,1.264,Timon,Brazil,5.63S,43.59W
1883-12-01,26.309,1.399,Timon,Brazil,5.63S,43.59W
1884-01-01,25.186999999999998,1.538,Timon,Brazil,5.63S,43.59W
1884-02-01,24.565,1.516,Timon,Brazil,5.63S,43.59W
1884-03-01,23.925,1.444,Timon,Brazil,5.63S,43.59W
1884-04-01,24.688000000000002,1.288,Timon,Brazil,5.63S,43.59W
1884-05-01,24.861,1.298,Timon,Brazil,5.63S,43.59W
1884-06-01,25.079,1.348,Timon,Brazil,5.63S,43.59W
1884-07-01,25.635,1.304,Timon,Brazil,5.63S,43.59W
1884-08-01,26.683000000000003,1.247,Timon,Brazil,5.63S,43.59W
1884-09-01,27.225,1.189,Timon,Brazil,5.63S,43.59W
1884-10-01,27.652,1.155,Timon,Brazil,5.63S,43.59W
1884-11-01,26.953000000000007,1.2690000000000001,Timon,Brazil,5.63S,43.59W
1884-12-01,26.083,1.41,Timon,Brazil,5.63S,43.59W
1885-01-01,24.483,1.403,Timon,Brazil,5.63S,43.59W
1885-02-01,24.636999999999997,1.4680000000000002,Timon,Brazil,5.63S,43.59W
1885-03-01,24.715999999999998,1.3719999999999999,Timon,Brazil,5.63S,43.59W
1885-04-01,25.115,1.274,Timon,Brazil,5.63S,43.59W
1885-05-01,,,Timon,Brazil,5.63S,43.59W
1885-06-01,,,Timon,Brazil,5.63S,43.59W
1885-07-01,,,Timon,Brazil,5.63S,43.59W
1885-08-01,,,Timon,Brazil,5.63S,43.59W
1885-09-01,,,Timon,Brazil,5.63S,43.59W
1885-10-01,,,Timon,Brazil,5.63S,43.59W
1885-11-01,,,Timon,Brazil,5.63S,43.59W
1885-12-01,,,Timon,Brazil,5.63S,43.59W
1886-01-01,25.04,1.479,Timon,Brazil,5.63S,43.59W
1886-02-01,24.204,1.442,Timon,Brazil,5.63S,43.59W
1886-03-01,24.731,1.3559999999999999,Timon,Brazil,5.63S,43.59W
1886-04-01,25.438000000000002,1.258,Timon,Brazil,5.63S,43.59W
1886-05-01,25.214,1.318,Timon,Brazil,5.63S,43.59W
1886-06-01,25.011999999999997,1.2930000000000001,Timon,Brazil,5.63S,43.59W
1886-07-01,25.676,1.3119999999999998,Timon,Brazil,5.63S,43.59W
1886-08-01,26.376,1.239,Timon,Brazil,5.63S,43.59W
1886-09-01,27.680999999999997,1.12,Timon,Brazil,5.63S,43.59W
1886-10-01,27.664,1.179,Timon,Brazil,5.63S,43.59W
1886-11-01,27.099,1.2670000000000001,Timon,Brazil,5.63S,43.59W
1886-12-01,26.353,1.465,Timon,Brazil,5.63S,43.59W
1887-01-01,24.585,1.42,Timon,Brazil,5.63S,43.59W
1887-02-01,24.701999999999998,1.501,Timon,Brazil,5.63S,43.59W
1887-03-01,24.724,1.314,Timon,Brazil,5.63S,43.59W
1887-04-01,25.325,1.238,Timon,Brazil,5.63S,43.59W
1887-05-01,25.535,1.271,Timon,Brazil,5.63S,43.59W
1887-06-01,25.175,1.246,Timon,Brazil,5.63S,43.59W
1887-07-01,25.671999999999997,1.286,Timon,Brazil,5.63S,43.59W
1887-08-01,26.578000000000003,1.2009999999999998,Timon,Brazil,5.63S,43.59W
1887-09-01,28.034000000000002,1.0659999999999998,Timon,Brazil,5.63S,43.59W
1887-10-01,28.121,1.101,Timon,Brazil,5.63S,43.59W
1887-11-01,27.296000000000006,1.288,Timon,Brazil,5.63S,43.59W
1887-12-01,26.494,1.287,Timon,Brazil,5.63S,43.59W
1888-01-01,25.039,1.504,Timon,Brazil,5.63S,43.59W
1888-02-01,24.549,1.42,Timon,Brazil,5.63S,43.59W
1888-03-01,24.691999999999997,1.2990000000000002,Timon,Brazil,5.63S,43.59W
1888-04-01,25.039,1.246,Timon,Brazil,5.63S,43.59W
1888-05-01,25.386999999999997,1.225,Timon,Brazil,5.63S,43.59W
1888-06-01,25.395,1.2590000000000001,Timon,Brazil,5.63S,43.59W
1888-07-01,25.671999999999997,1.255,Timon,Brazil,5.63S,43.59W
1888-08-01,26.82,1.179,Timon,Brazil,5.63S,43.59W
1888-09-01,28.4,1.103,Timon,Brazil,5.63S,43.59W
1888-10-01,28.909000000000002,1.1420000000000001,Timon,Brazil,5.63S,43.59W
1888-11-01,28.151999999999997,1.2819999999999998,Timon,Brazil,5.63S,43.59W
1888-12-01,26.843000000000004,1.423,Timon,Brazil,5.63S,43.59W
1889-01-01,25.643,1.2690000000000001,Timon,Brazil,5.63S,43.59W
1889-02-01,26.023000000000003,1.3319999999999999,Timon,Brazil,5.63S,43.59W
1889-03-01,25.831,1.374,Timon,Brazil,5.63S,43.59W
1889-04-01,26.079,1.22,Timon,Brazil,5.63S,43.59W
1889-05-01,26.034,1.227,Timon,Brazil,5.63S,43.59W
1889-06-01,25.236,1.262,Timon,Brazil,5.63S,43.59W
1889-07-01,25.854,1.235,Timon,Brazil,5.63S,43.59W
1889-08-01,26.8,1.222,Timon,Brazil,5.63S,43.59W
1889-09-01,27.408,1.084,Timon,Brazil,5.63S,43.59W
1889-10-01,27.909000000000002,1.084,Timon,Brazil,5.63S,43.59W
1889-11-01,26.96,1.26,Timon,Brazil,5.63S,43.59W
1889-12-01,26.750999999999998,1.4409999999999998,Timon,Brazil,5.63S,43.59W
1890-01-01,25.13,1.36,Timon,Brazil,5.63S,43.59W
1890-02-01,24.944000000000006,1.321,Timon,Brazil,5.63S,43.59W
1890-03-01,24.639,1.375,Timon,Brazil,5.63S,43.59W
1890-04-01,25.001,1.1740000000000002,Timon,Brazil,5.63S,43.59W
1890-05-01,25.221999999999998,1.202,Timon,Brazil,5.63S,43.59W
1890-06-01,24.783,1.15,Timon,Brazil,5.63S,43.59W
1890-07-01,25.522,1.141,Timon,Brazil,5.63S,43.59W
1890-08-01,26.803,1.143,Timon,Brazil,5.63S,43.59W
1890-09-01,28.177,0.997,Timon,Brazil,5.63S,43.59W
1890-10-01,28.262,1.091,Timon,Brazil,5.63S,43.59W
1890-11-01,27.311,1.402,Timon,Brazil,5.63S,43.59W
1890-12-01,26.489,1.298,Timon,Brazil,5.63S,43.59W
1891-01-01,25.092,1.253,Timon,Brazil,5.63S,43.59W
1891-02-01,24.459,1.219,Timon,Brazil,5.63S,43.59W
1891-03-01,25.028000000000002,1.205,Timon,Brazil,5.63S,43.59W
1891-04-01,25.134,1.065,Timon,Brazil,5.63S,43.59W
1891-05-01,25.180999999999997,1.254,Timon,Brazil,5.63S,43.59W
1891-06-01,25.269,1.176,Timon,Brazil,5.63S,43.59W
1891-07-01,25.419,1.091,Timon,Brazil,5.63S,43.59W
1891-08-01,26.522,1.186,Timon,Brazil,5.63S,43.59W
1891-09-01,27.849,1.008,Timon,Brazil,5.63S,43.59W
1891-10-01,27.778000000000002,0.9940000000000001,Timon,Brazil,5.63S,43.59W
1891-11-01,27.12,1.075,Timon,Brazil,5.63S,43.59W
1891-12-01,26.546999999999997,1.173,Timon,Brazil,5.63S,43.59W
1892-01-01,25.533,1.254,Timon,Brazil,5.63S,43.59W
1892-02-01,25.066999999999997,1.272,Timon,Brazil,5.63S,43.59W
1892-03-01,25.115,1.32,Timon,Brazil,5.63S,43.59W
1892-04-01,25.049,1.159,Timon,Brazil,5.63S,43.59W
1892-05-01,25.22,1.193,Timon,Brazil,5.63S,43.59W
1892-06-01,25.565,1.2429999999999999,Timon,Brazil,5.63S,43.59W
1892-07-01,25.121,1.238,Timon,Brazil,5.63S,43.59W
1892-08-01,26.525,1.178,Timon,Brazil,5.63S,43.59W
1892-09-01,27.771,1.024,Timon,Brazil,5.63S,43.59W
1892-10-01,28.054000000000002,1.052,Timon,Brazil,5.63S,43.59W
1892-11-01,26.791,1.181,Timon,Brazil,5.63S,43.59W
1892-12-01,26.028000000000002,1.4869999999999999,Timon,Brazil,5.63S,43.59W
1893-01-01,24.121,1.237,Timon,Brazil,5.63S,43.59W
1893-02-01,23.96,1.325,Timon,Brazil,5.63S,43.59W
1893-03-01,24.953000000000003,1.2770000000000001,Timon,Brazil,5.63S,43.59W
1893-04-01,25.215,1.196,Timon,Brazil,5.63S,43.59W
1893-05-01,25.378,1.229,Timon,Brazil,5.63S,43.59W
1893-06-01,25.283,1.203,Timon,Brazil,5.63S,43.59W
1893-07-01,25.564,1.129,Timon,Brazil,5.63S,43.59W
1893-08-01,26.465,1.057,Timon,Brazil,5.63S,43.59W
1893-09-01,27.665,0.9940000000000001,Timon,Brazil,5.63S,43.59W
1893-10-01,28.101999999999997,1.056,Timon,Brazil,5.63S,43.59W
1893-11-01,27.116999999999997,1.0759999999999998,Timon,Brazil,5.63S,43.59W
1893-12-01,26.089000000000002,1.17,Timon,Brazil,5.63S,43.59W
1894-01-01,25.581999999999997,1.183,Timon,Brazil,5.63S,43.59W
1894-02-01,25.706999999999997,1.2109999999999999,Timon,Brazil,5.63S,43.59W
1894-03-01,25.619,1.247,Timon,Brazil,5.63S,43.59W
1894-04-01,25.251,1.18,Timon,Brazil,5.63S,43.59W
1894-05-01,25.471999999999998,1.145,Timon,Brazil,5.63S,43.59W
1894-06-01,24.81,1.104,Timon,Brazil,5.63S,43.59W
1894-07-01,25.21,1.137,Timon,Brazil,5.63S,43.59W
1894-08-01,26.626,1.101,Timon,Brazil,5.63S,43.59W
1894-09-01,27.965999999999998,0.958,Timon,Brazil,5.63S,43.59W
1894-10-01,28.547,0.991,Timon,Brazil,5.63S,43.59W
1894-11-01,27.235000000000007,1.145,Timon,Brazil,5.63S,43.59W
1894-12-01,26.438000000000002,1.167,Timon,Brazil,5.63S,43.59W
1895-01-01,25.393,1.489,Timon,Brazil,5.63S,43.59W
1895-02-01,24.726999999999997,1.4180000000000001,Timon,Brazil,5.63S,43.59W
1895-03-01,24.858,1.235,Timon,Brazil,5.63S,43.59W
1895-04-01,25.711,1.133,Timon,Brazil,5.63S,43.59W
1895-05-01,25.609,1.175,Timon,Brazil,5.63S,43.59W
1895-06-01,25.269,1.148,Timon,Brazil,5.63S,43.59W
1895-07-01,25.680999999999997,1.084,Timon,Brazil,5.63S,43.59W
1895-08-01,26.767,1.051,Timon,Brazil,5.63S,43.59W
1895-09-01,27.553,1.058,Timon,Brazil,5.63S,43.59W
1895-10-01,28.124000000000002,0.9840000000000001,Timon,Brazil,5.63S,43.59W
1895-11-01,27.458,1.1179999999999999,Timon,Brazil,5.63S,43.59W
1895-12-01,26.541,1.2309999999999999,Timon,Brazil,5.63S,43.59W
1896-01-01,25.773000000000003,0.8540000000000001,Timon,Brazil,5.63S,43.59W
1896-02-01,25.94,1.6840000000000002,Timon,Brazil,5.63S,43.59W
1896-03-01,24.878,0.7340000000000001,Timon,Brazil,5.63S,43.59W
1896-04-01,24.898000000000003,0.76,Timon,Brazil,5.63S,43.59W
1896-05-01,24.894,0.922,Timon,Brazil,5.63S,43.59W
1896-06-01,24.756,2.199,Timon,Brazil,5.63S,43.59W
1896-07-01,25.699,0.591,Timon,Brazil,5.63S,43.59W
1896-08-01,26.702,0.607,Timon,Brazil,5.63S,43.59W
1896-09-01,28.076,0.802,Timon,Brazil,5.63S,43.59W
1896-10-01,28.424,0.986,Timon,Brazil,5.63S,43.59W
1896-11-01,27.82,1.265,Timon,Brazil,5.63S,43.59W
1896-12-01,27.111,0.693,Timon,Brazil,5.63S,43.59W
1897-01-01,26.305999999999997,1.811,Timon,Brazil,5.63S,43.59W
1897-02-01,24.605999999999998,0.852,Timon,Brazil,5.63S,43.59W
1897-03-01,25.039,0.726,Timon,Brazil,5.63S,43.59W
1897-04-01,25.164,1.197,Timon,Brazil,5.63S,43.59W
1897-05-01,25.436,1.4580000000000002,Timon,Brazil,5.63S,43.59W
1897-06-01,24.528000000000002,2.285,Timon,Brazil,5.63S,43.59W
1897-07-01,24.849,2.063,Timon,Brazil,5.63S,43.59W
1897-08-01,26.312,1.5190000000000001,Timon,Brazil,5.63S,43.59W
1897-09-01,27.928,0.62,Timon,Brazil,5.63S,43.59W
1897-10-01,28.228,0.627,Timon,Brazil,5.63S,43.59W
1897-11-01,27.475,0.8220000000000001,Timon,Brazil,5.63S,43.59W
1897-12-01,26.744,0.879,Timon,Brazil,5.63S,43.59W
1898-01-01,26.34,1.25,Timon,Brazil,5.63S,43.59W
1898-02-01,24.891,0.787,Timon,Brazil,5.63S,43.59W
1898-03-01,25.888,2.227,Timon,Brazil,5.63S,43.59W
1898-04-01,25.467,0.614,Timon,Brazil,5.63S,43.59W
1898-05-01,26.115,2.184,Timon,Brazil,5.63S,43.59W
1898-06-01,25.933000000000003,1.473,Timon,Brazil,5.63S,43.59W
1898-07-01,26.051,0.609,Timon,Brazil,5.63S,43.59W
1898-08-01,26.769000000000002,0.9540000000000001,Timon,Brazil,5.63S,43.59W
1898-09-01,27.683000000000003,0.7190000000000001,Timon,Brazil,5.63S,43.59W
1898-10-01,28.026,0.6779999999999999,Timon,Brazil,5.63S,43.59W
1898-11-01,27.511000000000006,0.8,Timon,Brazil,5.63S,43.59W
1898-12-01,26.06,0.7120000000000001,Timon,Brazil,5.63S,43.59W
1899-01-01,25.366,0.757,Timon,Brazil,5.63S,43.59W
1899-02-01,23.834,2.78,Timon,Brazil,5.63S,43.59W
1899-03-01,24.169,2.2969999999999997,Timon,Brazil,5.63S,43.59W
1899-04-01,24.72,2.351,Timon,Brazil,5.63S,43.59W
1899-05-01,24.883000000000006,1.597,Timon,Brazil,5.63S,43.59W
1899-06-01,24.295,1.51,Timon,Brazil,5.63S,43.59W
1899-07-01,24.645,1.895,Timon,Brazil,5.63S,43.59W
1899-08-01,26.389,1.999,Timon,Brazil,5.63S,43.59W
1899-09-01,27.892,1.06,Timon,Brazil,5.63S,43.59W
1899-10-01,27.94,0.985,Timon,Brazil,5.63S,43.59W
1899-11-01,27.728,0.8490000000000001,Timon,Brazil,5.63S,43.59W
1899-12-01,26.718000000000004,0.9620000000000001,Timon,Brazil,5.63S,43.59W
1900-01-01,25.439,0.809,Timon,Brazil,5.63S,43.59W
1900-02-01,25.221,0.805,Timon,Brazil,5.63S,43.59W
1900-03-01,26.4,1.921,Timon,Brazil,5.63S,43.59W
1900-04-01,26.308000000000003,2.352,Timon,Brazil,5.63S,43.59W
1900-05-01,26.925,2.855,Timon,Brazil,5.63S,43.59W
1900-06-01,26.247,1.79,Timon,Brazil,5.63S,43.59W
1900-07-01,26.331999999999997,1.954,Timon,Brazil,5.63S,43.59W
1900-08-01,27.21,0.722,Timon,Brazil,5.63S,43.59W
1900-09-01,28.506999999999998,0.9309999999999999,Timon,Brazil,5.63S,43.59W
1900-10-01,28.766,0.628,Timon,Brazil,5.63S,43.59W
1900-11-01,27.926,0.662,Timon,Brazil,5.63S,43.59W
1900-12-01,26.62,0.735,Timon,Brazil,5.63S,43.59W
1901-01-01,25.976999999999997,0.856,Timon,Brazil,5.63S,43.59W
1901-02-01,25.616,0.9890000000000001,Timon,Brazil,5.63S,43.59W
1901-03-01,25.180999999999997,1.319,Timon,Brazil,5.63S,43.59W
1901-04-01,25.46,1.541,Timon,Brazil,5.63S,43.59W
1901-05-01,25.125999999999998,0.639,Timon,Brazil,5.63S,43.59W
1901-06-01,25.974,0.8190000000000001,Timon,Brazil,5.63S,43.59W
1901-07-01,26.363000000000003,0.6679999999999999,Timon,Brazil,5.63S,43.59W
1901-08-01,27.568,0.574,Timon,Brazil,5.63S,43.59W
1901-09-01,28.23,0.612,Timon,Brazil,5.63S,43.59W
1901-10-01,28.351999999999997,0.634,Timon,Brazil,5.63S,43.59W
1901-11-01,27.698,0.8,Timon,Brazil,5.63S,43.59W
1901-12-01,26.335,0.956,Timon,Brazil,5.63S,43.59W
1902-01-01,25.811,0.846,Timon,Brazil,5.63S,43.59W
1902-02-01,25.610000000000007,0.818,Timon,Brazil,5.63S,43.59W
1902-03-01,25.335,1.306,Timon,Brazil,5.63S,43.59W
1902-04-01,25.6,0.86,Timon,Brazil,5.63S,43.59W
1902-05-01,25.441000000000006,0.602,Timon,Brazil,5.63S,43.59W
1902-06-01,26.112,1.67,Timon,Brazil,5.63S,43.59W
1902-07-01,26.285999999999998,0.7759999999999999,Timon,Brazil,5.63S,43.59W
1902-08-01,26.862,0.61,Timon,Brazil,5.63S,43.59W
1902-09-01,27.983,0.6920000000000001,Timon,Brazil,5.63S,43.59W
1902-10-01,27.848000000000003,0.9179999999999999,Timon,Brazil,5.63S,43.59W
1902-11-01,27.301,0.626,Timon,Brazil,5.63S,43.59W
1902-12-01,26.768,0.982,Timon,Brazil,5.63S,43.59W
1903-01-01,25.648000000000003,1.085,Timon,Brazil,5.63S,43.59W
1903-02-01,24.97,1.5119999999999998,Timon,Brazil,5.63S,43.59W
1903-03-01,25.474,1.111,Timon,Brazil,5.63S,43.59W
1903-04-01,26.082,1.6980000000000002,Timon,Brazil,5.63S,43.59W
1903-05-01,26.295,1.891,Timon,Brazil,5.63S,43.59W
1903-06-01,26.225,1.381,Timon,Brazil,5.63S,43.59W
1903-07-01,26.311999999999998,0.825,Timon,Brazil,5.63S,43.59W
1903-08-01,27.022,0.748,Timon,Brazil,5.63S,43.59W
1903-09-01,27.66,0.7020000000000001,Timon,Brazil,5.63S,43.59W
1903-10-01,28.028000000000002,0.6709999999999999,Timon,Brazil,5.63S,43.59W
1903-11-01,27.414,0.53,Timon,Brazil,5.63S,43.59W
1903-12-01,26.706,0.88,Timon,Brazil,5.63S,43.59W
1904-01-01,25.283,0.7829999999999999,Timon,Brazil,5.63S,43.59W
1904-02-01,25.304,1.4969999999999999,Timon,Brazil,5.63S,43.59W
1904-03-01,24.522,0.868,Timon,Brazil,5.63S,43.59W
1904-04-01,25.332,1.801,Timon,Brazil,5.63S,43.59W
1904-05-01,25.179,1.026,Timon,Brazil,5.63S,43.59W
1904-06-01,25.011,0.932,Timon,Brazil,5.63S,43.59W
1904-07-01,24.9,0.873,Timon,Brazil,5.63S,43.59W
1904-08-01,25.66,1.239,Timon,Brazil,5.63S,43.59W
1904-09-01,26.98,0.9209999999999999,Timon,Brazil,5.63S,43.59W
1904-10-01,27.181,0.747,Timon,Brazil,5.63S,43.59W
1904-11-01,26.929,0.777,Timon,Brazil,5.63S,43.59W
1904-12-01,26.063000000000002,0.765,Timon,Brazil,5.63S,43.59W
1905-01-01,25.511999999999997,0.737,Timon,Brazil,5.63S,43.59W
1905-02-01,24.794,0.6679999999999999,Timon,Brazil,5.63S,43.59W
1905-03-01,24.577,1.78,Timon,Brazil,5.63S,43.59W
1905-04-01,25.06,1.045,Timon,Brazil,5.63S,43.59W
1905-05-01,26.263,0.983,Timon,Brazil,5.63S,43.59W
1905-06-01,25.915,0.607,Timon,Brazil,5.63S,43.59W
1905-07-01,26.026,0.8320000000000001,Timon,Brazil,5.63S,43.59W
1905-08-01,27.136999999999997,0.602,Timon,Brazil,5.63S,43.59W
1905-09-01,28.115,0.625,Timon,Brazil,5.63S,43.59W
1905-10-01,28.081,0.727,Timon,Brazil,5.63S,43.59W
1905-11-01,28.201999999999998,0.778,Timon,Brazil,5.63S,43.59W
1905-12-01,26.49,1.018,Timon,Brazil,5.63S,43.59W
1906-01-01,25.877,1.729,Timon,Brazil,5.63S,43.59W
1906-02-01,24.91,0.795,Timon,Brazil,5.63S,43.59W
1906-03-01,25.159000000000002,0.9790000000000001,Timon,Brazil,5.63S,43.59W
1906-04-01,24.927,0.868,Timon,Brazil,5.63S,43.59W
1906-05-01,24.905,1.58,Timon,Brazil,5.63S,43.59W
1906-06-01,24.997,1.9580000000000002,Timon,Brazil,5.63S,43.59W
1906-07-01,25.504,0.805,Timon,Brazil,5.63S,43.59W
1906-08-01,26.874000000000002,0.748,Timon,Brazil,5.63S,43.59W
1906-09-01,27.61,0.491,Timon,Brazil,5.63S,43.59W
1906-10-01,28.018,0.501,Timon,Brazil,5.63S,43.59W
1906-11-01,27.699,0.637,Timon,Brazil,5.63S,43.59W
1906-12-01,26.629,1.1159999999999999,Timon,Brazil,5.63S,43.59W
1907-01-01,25.671999999999997,0.855,Timon,Brazil,5.63S,43.59W
1907-02-01,24.811,0.805,Timon,Brazil,5.63S,43.59W
1907-03-01,25.258000000000003,2.013,Timon,Brazil,5.63S,43.59W
1907-04-01,25.808000000000003,2.04,Timon,Brazil,5.63S,43.59W
1907-05-01,26.37,2.331,Timon,Brazil,5.63S,43.59W
1907-06-01,26.14,2.161,Timon,Brazil,5.63S,43.59W
1907-07-01,24.928,0.6729999999999999,Timon,Brazil,5.63S,43.59W
1907-08-01,26.812,0.736,Timon,Brazil,5.63S,43.59W
1907-09-01,28.092,0.547,Timon,Brazil,5.63S,43.59W
1907-10-01,28.3,0.512,Timon,Brazil,5.63S,43.59W
1907-11-01,27.554,0.667,Timon,Brazil,5.63S,43.59W
1907-12-01,26.448,0.7659999999999999,Timon,Brazil,5.63S,43.59W
1908-01-01,26.295,0.9640000000000001,Timon,Brazil,5.63S,43.59W
1908-02-01,26.660999999999998,2.512,Timon,Brazil,5.63S,43.59W
1908-03-01,25.675,1.317,Timon,Brazil,5.63S,43.59W
1908-04-01,26.139,1.088,Timon,Brazil,5.63S,43.59W
1908-05-01,26.342,1.117,Timon,Brazil,5.63S,43.59W
1908-06-01,26.201999999999998,1.754,Timon,Brazil,5.63S,43.59W
1908-07-01,26.598000000000003,0.982,Timon,Brazil,5.63S,43.59W
1908-08-01,27.226999999999997,1.334,Timon,Brazil,5.63S,43.59W
1908-09-01,28.668000000000003,0.723,Timon,Brazil,5.63S,43.59W
1908-10-01,28.147,0.84,Timon,Brazil,5.63S,43.59W
1908-11-01,27.239,0.528,Timon,Brazil,5.63S,43.59W
1908-12-01,26.939,0.7040000000000001,Timon,Brazil,5.63S,43.59W
1909-01-01,25.761999999999997,0.9309999999999999,Timon,Brazil,5.63S,43.59W
1909-02-01,25.610000000000007,0.905,Timon,Brazil,5.63S,43.59W
1909-03-01,26.026,1.442,Timon,Brazil,5.63S,43.59W
1909-04-01,25.94,1.284,Timon,Brazil,5.63S,43.59W
1909-05-01,26.156999999999996,1.595,Timon,Brazil,5.63S,43.59W
1909-06-01,26.541,2.029,Timon,Brazil,5.63S,43.59W
1909-07-01,25.983,1.301,Timon,Brazil,5.63S,43.59W
1909-08-01,26.719,1.065,Timon,Brazil,5.63S,43.59W
1909-09-01,27.917,0.591,Timon,Brazil,5.63S,43.59W
1909-10-01,28.077,0.688,Timon,Brazil,5.63S,43.59W
1909-11-01,27.622,0.589,Timon,Brazil,5.63S,43.59W
1909-12-01,26.581,0.62,Timon,Brazil,5.63S,43.59W
1910-01-01,25.410999999999998,1.056,Timon,Brazil,5.63S,43.59W
